Rsnum,Rspos,Matnr,Werks,status,confirmed_used,confirmation_date,replanned_date,reason
1000000359,0001,000000000030000149,2000,USED,true,2026-07-17,,
1000000360,0001,000000000030000149,2000,AWAITING_PURCHASE_ORDER,false,,,
1000000361,0001,000000000030000149,2000,AWAITING_USE,false,,,
1000000362,0001,000000000030000150,2000,PARTIALLY_USED,true,2026-09-07,,
1000000363,0001,000000000030000150,2000,AWAITING_USE,false,,,
1000000364,0001,000000000030000150,2000,USED,true,2026-03-29,,
1000000365,0001,000000000030000151,3000,OVERDUE_USE,false,,2026-10-09,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000366,0001,000000000030000151,3000,AWAITING_USE,false,,,
1000000367,0001,000000000030000151,4000,USED,true,2026-05-18,,
1000000368,0001,000000000030000151,4000,USED,true,2026-09-07,,
1000000369,0001,000000000030000151,4000,USED,true,2026-09-07,,
1000000370,0001,000000000030000152,3000,OVERDUE_USE,false,,2026-08-15,EQUIPMENT_STILL_IN_SERVICE
1000000371,0001,000000000030000152,3000,OVERDUE_USE,false,,,EQUIPMENT_STILL_IN_SERVICE
1000000372,0001,000000000030000152,3000,USED,true,2026-05-14,,
1000000373,0001,000000000030000152,2000,USED,true,2026-04-14,,
1000000374,0001,000000000030000152,2000,AWAITING_PURCHASE_ORDER,false,,,
1000000375,0001,000000000030000152,2000,USED,true,2026-01-10,,
1000000376,0001,000000000030000153,4000,AWAITING_USE,false,,,
1000000377,0001,000000000030000153,4000,AWAITING_USE,false,,,
1000000378,0001,000000000030000153,4000,OVERDUE_USE,false,,2026-10-22,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000379,0001,000000000030000154,2000,AWAITING_USE,false,,,
1000000380,0001,000000000030000154,2000,OVERDUE_USE,false,,2026-09-11,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000381,0001,000000000030000154,2000,OVERDUE_USE,false,,2026-08-26,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000382,0001,000000000030000155,2000,OVERDUE_USE,false,,,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000383,0001,000000000030000155,2000,AWAITING_USE,false,,,
1000000384,0001,000000000030000155,2000,OVERDUE_USE,false,,2026-07-16,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000385,0001,000000000030000155,4000,USED,true,2025-12-15,,
1000000386,0001,000000000030000155,4000,PARTIALLY_USED,true,2026-01-11,,
1000000387,0001,000000000030000156,3000,USED,true,2026-02-24,,
1000000388,0001,000000000030000156,3000,USED,true,2025-12-21,,
1000000389,0001,000000000030000157,1000,USED,true,2026-03-19,,
1000000390,0001,000000000030000157,1000,USED,true,2026-02-22,,
1000000391,0001,000000000030000158,3000,PARTIALLY_USED,true,2026-01-11,,
1000000392,0001,000000000030000158,4000,USED,true,2026-02-21,,
1000000393,0001,000000000030000159,3000,AWAITING_USE,false,,,
1000000394,0001,000000000030000159,3000,AWAITING_USE,false,,,
1000000395,0001,000000000030000159,1000,USED,true,2026-01-17,,
1000000396,0001,000000000030000159,1000,USED,true,2026-06-30,,
1000000397,0001,000000000030000160,4000,AWAITING_USE,false,,,
1000000398,0001,000000000030000160,4000,OVERDUE_USE,false,,2026-10-25,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000399,0001,000000000030000161,2000,OVERDUE_USE,false,,,EQUIPMENT_STILL_IN_SERVICE
1000000400,0001,000000000030000161,2000,AWAITING_USE,false,,,
1000000401,0001,000000000030000161,2000,USED,true,2026-07-09,,
1000000402,0001,000000000030000162,1000,OVERDUE_USE,false,,2026-10-07,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000403,0001,000000000030000162,3000,PARTIALLY_USED,true,2026-07-31,,
1000000404,0001,000000000030000163,2000,USED,true,2026-04-08,,
1000000405,0001,000000000030000163,2000,USED,true,2026-05-17,,
1000000406,0001,000000000030000163,2000,USED,true,2026-05-18,,
1000000407,0001,000000000030000164,1000,AWAITING_USE,false,,,
1000000408,0001,000000000030000164,1000,USED,true,2025-12-21,,
1000000409,0001,000000000030000165,3000,OVERDUE_USE,false,,,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000410,0001,000000000030000165,3000,USED,true,2026-05-15,,
1000000411,0001,000000000030000165,3000,OVERDUE_USE,false,,2026-07-03,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000412,0001,000000000030000166,2000,AWAITING_USE,false,,,
1000000413,0001,000000000030000166,2000,USED,true,2026-01-09,,
1000000414,0001,000000000030000166,2000,AWAITING_PURCHASE_ORDER,false,,,
1000000415,0001,000000000030000167,1000,AWAITING_PURCHASE_ORDER,false,,,
1000000416,0001,000000000030000168,2000,USED,true,2026-03-29,,
1000000417,0001,000000000030000169,4000,OVERDUE_USE,false,,2026-09-04,EQUIPMENT_STILL_IN_SERVICE
1000000418,0001,000000000030000169,4000,AWAITING_USE,false,,,
1000000419,0001,000000000030000169,4000,AWAITING_USE,false,,,
1000000420,0001,000000000030000169,1000,OVERDUE_USE,false,,,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000421,0001,000000000030000169,1000,USED,true,2026-04-29,,
1000000422,0001,000000000030000170,3000,OVERDUE_USE,false,,2026-07-07,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000423,0001,000000000030000170,3000,AWAITING_PURCHASE_ORDER,false,,,
1000000424,0001,000000000030000171,2000,AWAITING_PURCHASE_ORDER,false,,,
1000000425,0001,000000000030000171,4000,OVERDUE_USE,false,,,EQUIPMENT_STILL_IN_SERVICE
1000000426,0001,000000000030000172,1000,USED,true,2026-04-18,,
1000000427,0001,000000000030000172,1000,AWAITING_USE,false,,,
1000000428,0001,000000000030000173,2000,USED,true,2026-01-29,,
1000000429,0001,000000000030000174,4000,USED,true,2026-05-14,,
1000000430,0001,000000000030000175,4000,AWAITING_USE,false,,,
1000000431,0001,000000000030000175,4000,OVERDUE_USE,false,,2026-07-15,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000432,0001,000000000030000175,4000,AWAITING_USE,false,,,
1000000433,0001,000000000030000175,3000,USED,true,2026-01-06,,
1000000434,0001,000000000030000175,3000,USED,true,2026-08-13,,
1000000435,0001,000000000030000175,3000,OVERDUE_USE,false,,,EQUIPMENT_STILL_IN_SERVICE
1000000436,0001,000000000030000176,4000,USED,true,2026-04-23,,
1000000437,0001,000000000030000176,4000,USED,true,2026-03-03,,
1000000438,0001,000000000030000177,1000,USED,true,2026-09-07,,
1000000439,0001,000000000030000178,4000,PARTIALLY_USED,true,2026-07-17,,
1000000440,0001,000000000030000178,4000,USED,true,2026-03-17,,
1000000441,0001,000000000030000178,3000,PARTIALLY_USED,true,2025-12-18,,
1000000442,0001,000000000030000178,3000,USED,true,2026-01-22,,
1000000443,0001,000000000030000179,1000,PARTIALLY_USED,true,2026-01-21,,
1000000444,0001,000000000030000179,1000,USED,true,2025-12-30,,
1000000445,0001,000000000030000179,1000,USED,true,2026-02-01,,
1000000446,0001,000000000030000180,3000,OVERDUE_USE,false,,2026-09-16,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000447,0001,000000000030000180,3000,AWAITING_USE,false,,,
1000000448,0001,000000000030000180,3000,AWAITING_USE,false,,,
1000000449,0001,000000000030000181,4000,PARTIALLY_USED,true,2026-09-07,,
1000000450,0001,000000000030000181,4000,AWAITING_PURCHASE_ORDER,false,,,
1000000451,0001,000000000030000181,4000,OVERDUE_USE,false,,,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000452,0001,000000000030000182,3000,OVERDUE_USE,false,,2026-09-16,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000453,0001,000000000030000183,1000,USED,true,2026-02-02,,
1000000454,0001,000000000030000183,1000,PARTIALLY_USED,true,2026-03-04,,
1000000455,0001,000000000030000183,1000,AWAITING_USE,false,,,
1000000456,0001,000000000030000184,2000,OVERDUE_USE,false,,2026-09-04,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000457,0001,000000000030000184,2000,AWAITING_USE,false,,,
1000000458,0001,000000000030000184,2000,USED,true,2026-05-28,,
1000000459,0001,000000000030000185,3000,USED,true,2026-02-03,,
1000000460,0001,000000000030000186,2000,AWAITING_USE,false,,,
1000000461,0001,000000000030000187,3000,OVERDUE_USE,false,,,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000462,0001,000000000030000187,3000,USED,true,2026-02-18,,
1000000463,0001,000000000030000187,1000,AWAITING_USE,false,,,
1000000464,0001,000000000030000187,1000,USED,true,2026-02-05,,
1000000465,0001,000000000030000187,1000,USED,true,2026-01-07,,
1000000466,0001,000000000030000188,3000,AWAITING_PURCHASE_ORDER,false,,,
1000000467,0001,000000000030000188,3000,AWAITING_USE,false,,,
1000000468,0001,000000000030000188,3000,USED,true,2026-02-12,,
1000000469,0001,000000000030000189,2000,AWAITING_USE,false,,,
1000000470,0001,000000000030000189,2000,USED,true,2026-03-10,,
1000000471,0001,000000000030000189,3000,OVERDUE_USE,false,,,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000472,0001,000000000030000189,3000,USED,true,2026-08-11,,
1000000473,0001,000000000030000190,1000,USED,true,2026-02-25,,
1000000474,0001,000000000030000190,1000,USED,true,2026-08-26,,
1000000475,0001,000000000030000191,2000,USED,true,2026-04-29,,
1000000476,0001,000000000030000192,4000,USED,true,2026-03-21,,
1000000477,0001,000000000030000192,4000,USED,true,2026-09-07,,
1000000478,0001,000000000030000192,4000,USED,true,2026-05-08,,
1000000479,0001,000000000030000192,1000,AWAITING_USE,false,,,
1000000480,0001,000000000030000192,1000,USED,true,2026-07-19,,
1000000481,0001,000000000030000192,1000,USED,true,2026-01-19,,
1000000482,0001,000000000030000193,1000,OVERDUE_USE,false,,2026-10-30,EQUIPMENT_STILL_IN_SERVICE
1000000483,0001,000000000030000194,1000,USED,true,2026-06-17,,
1000000484,0001,000000000030000194,1000,AWAITING_PURCHASE_ORDER,false,,,
1000000485,0001,000000000030000194,1000,USED,true,2026-07-09,,
1000000486,0001,000000000030000195,3000,USED,true,2026-05-02,,
1000000487,0001,000000000030000196,3000,AWAITING_USE,false,,,
1000000488,0001,000000000030000196,3000,PARTIALLY_USED,true,2026-08-20,,
1000000489,0001,000000000030000196,3000,OVERDUE_USE,false,,2026-10-02,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000490,0001,000000000030000197,3000,USED,true,2026-06-09,,
1000000491,0001,000000000030000197,3000,OVERDUE_USE,false,,2026-07-05,EQUIPMENT_STILL_IN_SERVICE
1000000492,0001,000000000030000197,3000,USED,true,2026-06-20,,
1000000493,0001,000000000030000197,4000,USED,true,2026-01-29,,
1000000494,0001,000000000030000197,4000,USED,true,2026-08-15,,
1000000495,0001,000000000030000197,4000,USED,true,2025-12-31,,
1000000496,0001,000000000030000198,2000,OVERDUE_USE,false,,2026-11-13,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000497,0001,000000000030000199,3000,AWAITING_USE,false,,,
1000000498,0001,000000000030000199,3000,AWAITING_PURCHASE_ORDER,false,,,
1000000499,0001,000000000030000199,3000,USED,true,2026-07-19,,
1000000500,0001,000000000030000200,1000,USED,true,2026-02-14,,
1000000501,0001,000000000030000200,1000,AWAITING_USE,false,,,
1000000502,0001,000000000030000200,1000,USED,true,2026-02-19,,
1000000503,0001,000000000030000201,2000,USED,true,2026-04-27,,
1000000504,0001,000000000030000202,3000,AWAITING_USE,false,,,
1000000505,0001,000000000030000202,3000,USED,true,2026-07-21,,
1000000506,0001,000000000030000202,3000,USED,true,2026-09-06,,
1000000507,0001,000000000030000203,1000,USED,true,2026-07-08,,
1000000508,0001,000000000030000204,3000,AWAITING_USE,false,,,
1000000509,0001,000000000030000204,3000,USED,true,2026-07-04,,
1000000510,0001,000000000030000204,3000,OVERDUE_USE,false,,,EQUIPMENT_STILL_IN_SERVICE
1000000511,0001,000000000030000205,2000,PARTIALLY_USED,true,2026-02-18,,
1000000512,0001,000000000030000206,2000,USED,true,2026-06-05,,
1000000513,0001,000000000030000206,2000,AWAITING_USE,false,,,
1000000514,0001,000000000030000206,2000,PARTIALLY_USED,true,2025-12-02,,
1000000515,0001,000000000030000206,3000,OVERDUE_USE,false,,,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000516,0001,000000000030000207,1000,AWAITING_USE,false,,,
1000000517,0001,000000000030000207,1000,AWAITING_USE,false,,,
1000000518,0001,000000000030000208,1000,OVERDUE_USE,false,,2026-10-08,EQUIPMENT_STILL_IN_SERVICE
1000000519,0001,000000000030000208,1000,OVERDUE_USE,false,,2026-07-17,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000520,0001,000000000030000209,2000,AWAITING_USE,false,,,
1000000521,0001,000000000030000209,2000,USED,true,2026-03-28,,
1000000522,0001,000000000030000209,2000,AWAITING_USE,false,,,
1000000523,0001,000000000030000210,1000,USED,true,2026-01-12,,
1000000524,0001,000000000030000210,1000,AWAITING_USE,false,,,
1000000525,0001,000000000030000210,1000,AWAITING_USE,false,,,
1000000526,0001,000000000030000211,3000,AWAITING_USE,false,,,
1000000527,0001,000000000030000211,3000,AWAITING_USE,false,,,
1000000528,0001,000000000030000212,1000,OVERDUE_USE,false,,2026-11-14,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000529,0001,000000000030000212,1000,OVERDUE_USE,false,,2026-10-13,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000530,0001,000000000030000213,4000,USED,true,2026-03-20,,
1000000531,0001,000000000030000214,3000,AWAITING_USE,false,,,
1000000532,0001,000000000030000214,3000,USED,true,2026-06-07,,
1000000533,0001,000000000030000214,3000,USED,true,2026-01-07,,
1000000534,0001,000000000030000215,1000,PARTIALLY_USED,true,2026-02-02,,
1000000535,0001,000000000030000215,1000,PARTIALLY_USED,true,2026-07-15,,
1000000536,0001,000000000030000215,1000,OVERDUE_USE,false,,2026-07-25,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000537,0001,000000000030000216,4000,OVERDUE_USE,false,,,EQUIPMENT_STILL_IN_SERVICE
1000000538,0001,000000000030000216,4000,AWAITING_PURCHASE_ORDER,false,,,
1000000539,0001,000000000030000217,4000,OVERDUE_USE,false,,2026-10-15,EQUIPMENT_STILL_IN_SERVICE
1000000540,0001,000000000030000217,4000,AWAITING_USE,false,,,
1000000541,0001,000000000030000217,4000,OVERDUE_USE,false,,,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000542,0001,000000000030000217,3000,USED,true,2026-04-08,,
1000000543,0001,000000000030000218,1000,USED,true,2025-12-16,,
1000000544,0001,000000000030000219,1000,USED,true,2026-06-05,,
1000000545,0001,000000000030000219,1000,PARTIALLY_USED,true,2026-05-26,,
1000000546,0001,000000000030000219,1000,AWAITING_USE,false,,,
1000000547,0001,000000000030000220,2000,OVERDUE_USE,false,,,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000548,0001,000000000030000220,2000,AWAITING_USE,false,,,
1000000549,0001,000000000030000220,2000,PARTIALLY_USED,true,2026-08-10,,
1000000550,0001,000000000030000221,4000,USED,true,2026-03-20,,
1000000551,0001,000000000030000221,4000,USED,true,2026-06-07,,
1000000552,0001,000000000030000222,1000,USED,true,2026-02-16,,
1000000553,0001,000000000030000222,2000,OVERDUE_USE,false,,,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000554,0001,000000000030000222,2000,PARTIALLY_USED,true,2026-05-29,,
1000000555,0001,000000000030000222,2000,AWAITING_PURCHASE_ORDER,false,,,
1000000556,0001,000000000030000223,4000,OVERDUE_USE,false,,,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000557,0001,000000000030000223,4000,PARTIALLY_USED,true,2026-07-13,,
1000000558,0001,000000000030000223,4000,USED,true,2026-09-01,,
1000000559,0001,000000000030000223,3000,USED,true,2026-04-03,,
1000000560,0001,000000000030000224,2000,OVERDUE_USE,false,,2026-06-27,EQUIPMENT_STILL_IN_SERVICE
1000000561,0001,000000000030000224,2000,USED,true,2025-12-06,,
1000000562,0001,000000000030000224,4000,AWAITING_PURCHASE_ORDER,false,,,
1000000563,0001,000000000030000224,4000,AWAITING_USE,false,,,
1000000564,0001,000000000030000225,1000,AWAITING_USE,false,,,
1000000565,0001,000000000030000225,1000,OVERDUE_USE,false,,,EQUIPMENT_STILL_IN_SERVICE
1000000566,0001,000000000030000225,1000,USED,true,2026-07-16,,
1000000567,0001,000000000030000225,4000,OVERDUE_USE,false,,2026-07-28,EQUIPMENT_STILL_IN_SERVICE
1000000568,0001,000000000030000225,4000,PARTIALLY_USED,true,2026-08-03,,
1000000569,0001,000000000030000226,1000,PARTIALLY_USED,true,2026-06-07,,
1000000570,0001,000000000030000226,1000,USED,true,2026-02-18,,
1000000571,0001,000000000030000226,1000,AWAITING_USE,false,,,
1000000572,0001,000000000030000227,3000,USED,true,2026-04-05,,
1000000573,0001,000000000030000227,3000,USED,true,2026-05-28,,
1000000574,0001,000000000030000227,3000,USED,true,2025-11-14,,
1000000575,0001,000000000030000228,2000,USED,true,2026-07-29,,
1000000576,0001,000000000030000228,2000,PARTIALLY_USED,true,2026-05-14,,
1000000577,0001,000000000030000229,3000,AWAITING_USE,false,,,
1000000578,0001,000000000030000230,1000,OVERDUE_USE,false,,2026-10-12,EQUIPMENT_STILL_IN_SERVICE
1000000579,0001,000000000030000230,4000,AWAITING_PURCHASE_ORDER,false,,,
1000000580,0001,000000000030000230,4000,OVERDUE_USE,false,,,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000581,0001,000000000030000231,1000,AWAITING_USE,false,,,
1000000582,0001,000000000030000232,1000,PARTIALLY_USED,true,2025-12-08,,
1000000583,0001,000000000030000232,1000,AWAITING_USE,false,,,
1000000584,0001,000000000030000233,1000,USED,true,2025-11-28,,
1000000585,0001,000000000030000233,1000,AWAITING_PURCHASE_ORDER,false,,,
1000000586,0001,000000000030000233,1000,OVERDUE_USE,false,,2026-07-15,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000587,0001,000000000030000234,1000,PARTIALLY_USED,true,2025-11-26,,
1000000588,0001,000000000030000234,1000,AWAITING_PURCHASE_ORDER,false,,,
1000000589,0001,000000000030000234,1000,USED,true,2026-05-02,,
1000000590,0001,000000000030000235,4000,USED,true,2026-09-07,,
1000000591,0001,000000000030000235,4000,AWAITING_USE,false,,,
1000000592,0001,000000000030000236,2000,AWAITING_USE,false,,,
1000000593,0001,000000000030000236,2000,AWAITING_PURCHASE_ORDER,false,,,
1000000594,0001,000000000030000236,2000,OVERDUE_USE,false,,2026-09-25,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000595,0001,000000000030000237,2000,OVERDUE_USE,false,,,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000596,0001,000000000030000237,2000,AWAITING_USE,false,,,
1000000597,0001,000000000030000238,2000,USED,true,2026-03-28,,
1000000598,0001,000000000030000239,1000,PARTIALLY_USED,true,2026-03-28,,
1000000599,0001,000000000030000239,1000,USED,true,2026-09-07,,
1000000600,0001,000000000030000240,3000,USED,true,2026-03-09,,
1000000601,0001,000000000030000240,3000,USED,true,2026-02-08,,
1000000602,0001,000000000030000240,3000,AWAITING_USE,false,,,
1000000603,0001,000000000030000241,4000,PARTIALLY_USED,true,2026-04-04,,
1000000604,0001,000000000030000242,4000,OVERDUE_USE,false,,,EQUIPMENT_STILL_IN_SERVICE
1000000605,0001,000000000030000243,1000,USED,true,2026-08-31,,
1000000606,0001,000000000030000243,1000,USED,true,2026-08-18,,
1000000607,0001,000000000030000244,4000,USED,true,2026-03-25,,
1000000608,0001,000000000030000244,4000,AWAITING_PURCHASE_ORDER,false,,,
1000000609,0001,000000000030000244,4000,USED,true,2026-07-02,,
1000000610,0001,000000000030000245,1000,AWAITING_USE,false,,,
1000000611,0001,000000000030000245,1000,OVERDUE_USE,false,,2026-09-17,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000612,0001,000000000030000245,1000,OVERDUE_USE,false,,2026-08-23,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000613,0001,000000000030000246,4000,PARTIALLY_USED,true,2026-02-03,,
1000000614,0001,000000000030000246,4000,USED,true,2026-03-02,,
1000000615,0001,000000000030000246,4000,USED,true,2026-09-07,,
1000000616,0001,000000000030000247,4000,AWAITING_USE,false,,,
1000000617,0001,000000000030000247,4000,AWAITING_USE,false,,,
1000000618,0001,000000000030000247,4000,USED,true,2026-06-18,,
1000000619,0001,000000000030000248,4000,USED,true,2026-01-03,,
1000000620,0001,000000000030000248,4000,USED,true,2025-11-16,,
1000000621,0001,000000000030000248,4000,AWAITING_PURCHASE_ORDER,false,,,
1000000622,0001,000000000030000248,2000,USED,true,2026-06-08,,
1000000623,0001,000000000030000248,2000,USED,true,2026-03-06,,
1000000624,0001,000000000030000249,2000,AWAITING_USE,false,,,
1000000625,0001,000000000030000249,2000,PARTIALLY_USED,true,2026-01-25,,
1000000626,0001,000000000030000249,2000,AWAITING_PURCHASE_ORDER,false,,,
1000000627,0001,000000000030000250,4000,USED,true,2026-07-14,,
1000000628,0001,000000000030000251,1000,USED,true,2026-07-25,,
1000000629,0001,000000000030000252,1000,PARTIALLY_USED,true,2026-09-07,,
1000000630,0001,000000000030000252,1000,USED,true,2026-03-29,,
1000000631,0001,000000000030000253,3000,USED,true,2026-09-07,,
1000000632,0001,000000000030000253,3000,USED,true,2026-05-31,,
1000000633,0001,000000000030000254,3000,AWAITING_USE,false,,,
1000000634,0001,000000000030000254,3000,OVERDUE_USE,false,,,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000635,0001,000000000030000255,1000,AWAITING_USE,false,,,
1000000636,0001,000000000030000256,3000,OVERDUE_USE,false,,,EQUIPMENT_STILL_IN_SERVICE
1000000637,0001,000000000030000256,3000,USED,true,2026-04-06,,
1000000638,0001,000000000030000257,2000,AWAITING_USE,false,,,
1000000639,0001,000000000030000257,3000,USED,true,2026-05-03,,
1000000640,0001,000000000030000257,3000,USED,true,2026-01-06,,
1000000641,0001,000000000030000257,3000,USED,true,2026-04-18,,
1000000642,0001,000000000030000258,2000,USED,true,2026-09-03,,
1000000643,0001,000000000030000258,2000,USED,true,2026-01-15,,
1000000644,0001,000000000030000259,1000,USED,true,2026-04-27,,
1000000645,0001,000000000030000259,1000,AWAITING_PURCHASE_ORDER,false,,,
1000000646,0001,000000000030000259,1000,AWAITING_USE,false,,,
1000000647,0001,000000000030000260,3000,AWAITING_USE,false,,,
1000000648,0001,000000000030000261,2000,OVERDUE_USE,false,,2026-08-07,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000649,0001,000000000030000261,2000,AWAITING_USE,false,,,
1000000650,0001,000000000030000262,2000,AWAITING_PURCHASE_ORDER,false,,,
1000000651,0001,000000000030000262,2000,USED,true,2026-09-07,,
1000000652,0001,000000000030000263,4000,USED,true,2026-07-08,,
1000000653,0001,000000000030000264,4000,USED,true,2026-09-07,,
1000000654,0001,000000000030000264,4000,AWAITING_USE,false,,,
1000000655,0001,000000000030000264,4000,USED,true,2026-07-27,,
1000000656,0001,000000000030000265,4000,USED,true,2026-08-09,,
1000000657,0001,000000000030000265,4000,AWAITING_USE,false,,,
1000000658,0001,000000000030000266,1000,USED,true,2025-12-24,,
1000000659,0001,000000000030000267,4000,USED,true,2026-04-15,,
1000000660,0001,000000000030000267,4000,USED,true,2026-01-12,,
1000000661,0001,000000000030000268,3000,OVERDUE_USE,false,,,EQUIPMENT_STILL_IN_SERVICE
1000000662,0001,000000000030000268,3000,USED,true,2026-03-24,,
1000000663,0001,000000000030000268,3000,OVERDUE_USE,false,,2026-06-19,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000664,0001,000000000030000268,1000,OVERDUE_USE,false,,,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000665,0001,000000000030000268,1000,USED,true,2026-02-27,,
1000000666,0001,000000000030000269,3000,USED,true,2026-09-07,,
1000000667,0001,000000000030000269,3000,OVERDUE_USE,false,,2026-10-27,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000668,0001,000000000030000270,4000,USED,true,2026-06-24,,
1000000669,0001,000000000030000270,4000,USED,true,2025-12-02,,
1000000670,0001,000000000030000271,4000,USED,true,2026-03-15,,
1000000671,0001,000000000030000272,1000,USED,true,2026-03-18,,
1000000672,0001,000000000030000272,1000,OVERDUE_USE,false,,,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000673,0001,000000000030000273,4000,AWAITING_USE,false,,,
1000000674,0001,000000000030000274,1000,PARTIALLY_USED,true,2026-06-13,,
1000000675,0001,000000000030000274,1000,USED,true,2026-09-04,,
1000000676,0001,000000000030000275,1000,AWAITING_USE,false,,,
1000000677,0001,000000000030000276,4000,USED,true,2026-01-16,,
1000000678,0001,000000000030000277,4000,AWAITING_PURCHASE_ORDER,false,,,
1000000679,0001,000000000030000277,3000,USED,true,2026-04-29,,
1000000680,0001,000000000030000277,3000,USED,true,2026-02-12,,
1000000681,0001,000000000030000278,3000,USED,true,2025-12-02,,
1000000682,0001,000000000030000279,2000,PARTIALLY_USED,true,2026-09-07,,
1000000683,0001,000000000030000280,2000,OVERDUE_USE,false,,,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000684,0001,000000000030000280,2000,OVERDUE_USE,false,,,EQUIPMENT_STILL_IN_SERVICE
1000000685,0001,000000000030000281,3000,AWAITING_USE,false,,,
1000000686,0001,000000000030000282,1000,USED,true,2026-01-10,,
1000000687,0001,000000000030000282,1000,OVERDUE_USE,false,,,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000688,0001,000000000030000282,1000,OVERDUE_USE,false,,2026-10-27,SHUTDOWN_DEFERRED_TO_NEXT_WINDOW
1000000689,0001,000000000030000283,3000,USED,true,2026-05-17,,
1000000690,0001,000000000030000283,3000,USED,true,2026-03-01,,
1000000691,0001,000000000030000283,3000,USED,true,2026-05-22,,
1000000692,0001,000000000030000283,1000,AWAITING_USE,false,,,
1000000693,0001,000000000030000283,1000,USED,true,2026-01-14,,
1000000694,0001,000000000030000283,1000,USED,true,2025-12-12,,
1000000695,0001,000000000030000284,3000,USED,true,2026-04-27,,
1000000696,0001,000000000030000284,2000,USED,true,2026-09-07,,
1000000697,0001,000000000030000284,2000,USED,true,2026-03-17,,
1000000698,0001,000000000030000284,2000,OVERDUE_USE,false,,,EQUIPMENT_STILL_IN_SERVICE
1000000699,0001,000000000030000285,4000,AWAITING_USE,false,,,
1000000700,0001,000000000030000286,1000,USED,true,2026-07-24,,
1000000701,0001,000000000030000286,1000,USED,true,2026-01-30,,
1000000702,0001,000000000030000286,1000,AWAITING_USE,false,,,
1000000703,0001,000000000030000286,4000,USED,true,2026-09-07,,
1000000704,0001,000000000030000286,4000,USED,true,2026-03-12,,
1000000705,0001,000000000030000286,4000,USED,true,2026-04-02,,
1000000706,0001,000000000030000287,4000,USED,true,2026-02-22,,
1000000707,0001,000000000030000287,4000,AWAITING_USE,false,,,
1000000708,0001,000000000030000288,2000,USED,true,2026-01-20,,
1000000709,0001,000000000030000288,3000,USED,true,2026-04-28,,
1000000710,0001,000000000030000289,4000,AWAITING_USE,false,,,
1000000711,0001,000000000030000290,4000,USED,true,2026-05-18,,
1000000712,0001,000000000030000290,4000,AWAITING_PURCHASE_ORDER,false,,,
1000000713,0001,000000000030000291,4000,OVERDUE_USE,false,,,SCOPE_CANCELLED_UNIT_HELD_AS_SPARE
1000000714,0001,000000000030000291,1000,USED,true,2026-01-24,,
1000000715,0001,000000000030000291,1000,USED,true,2026-09-07,,
