Matnr,Bwkey,Lbkum,Salk3,Vprsv,Verpr,Stprs,Peinh,Bklas
000000000010000207,3000,6.000,1039858.08,V,173309.68,0.00,1.000,3200
000000000030000038,4000,1.000,162830.37,V,162830.37,0.00,1.000,3200
000000000010000208,2000,2.000,203217.44,V,101608.72,0.00,1.000,3200
000000000090000008,1000,37.000,3193366.40,V,86307.20,0.00,1.000,3200
000000000010000209,2000,0.000,0.00,V,27319.05,0.00,1.000,3200
000000000030000039,1000,6.000,286059.00,V,47676.50,0.00,1.000,3200
000000000010000210,4000,93.000,288365.10,V,3100.70,0.00,1.000,3200
000000000010000210,1000,62.000,192243.40,V,3100.70,0.00,1.000,3200
000000000080000049,4000,10.000,709181.40,V,70918.14,0.00,1.000,3200
000000000010000211,4000,20.000,757890.60,V,37894.53,0.00,1.000,3200
000000000080000050,2000,5.000,2121182.70,V,424236.54,0.00,1.000,3200
000000000010000212,2000,0.000,0.00,V,46857.31,0.00,1.000,3200
000000000010000212,3000,0.000,0.00,V,46857.31,0.00,1.000,3200
000000000010000213,4000,5.000,2617671.60,V,523534.32,0.00,1.000,3200
000000000080000051,4000,7.000,1910862.17,V,272980.31,0.00,1.000,3200
000000000010000214,4000,3.000,321174.30,V,107058.10,0.00,1.000,3200
000000000010000215,4000,2.000,243251.82,V,121625.91,0.00,1.000,3200
000000000010000216,4000,127.000,3020160.33,V,23780.79,0.00,1.000,3200
000000000090000009,1000,31.000,650798.50,V,20993.50,0.00,1.000,3200
000000000010000217,1000,22.000,12328009.54,V,560364.07,0.00,1.000,3200
000000000010000218,4000,2.000,24589.74,V,12294.87,0.00,1.000,3200
000000000010000219,2000,0.000,0.00,V,89569.13,0.00,1.000,3200
000000000080000052,3000,4.000,629552.96,V,157388.24,0.00,1.000,3200
000000000080000053,1000,6.000,2055110.34,V,342518.39,0.00,1.000,3200
000000000080000054,2000,6.000,1621851.42,V,270308.57,0.00,1.000,3200
000000000080000054,4000,1.000,270308.57,V,270308.57,0.00,1.000,3200
000000000010000220,1000,5.000,532773.10,V,106554.62,0.00,1.000,3200
000000000090000010,1000,29.000,611394.24,V,21082.56,0.00,1.000,3200
000000000090000011,3000,12.000,1553684.40,V,129473.70,0.00,1.000,3200
000000000090000011,4000,36.000,4661053.20,V,129473.70,0.00,1.000,3200
000000000030000040,1000,6.000,501230.40,V,83538.40,0.00,1.000,3200
000000000030000040,3000,24.000,2004921.60,V,83538.40,0.00,1.000,3200
000000000030000041,2000,2.000,256904.04,V,128452.02,0.00,1.000,3200
000000000090000012,1000,20.000,1433108.00,V,71655.40,0.00,1.000,3200
000000000010000221,2000,13.000,9671607.14,V,743969.78,0.00,1.000,3200
000000000080000055,3000,4.000,1655778.40,V,413944.60,0.00,1.000,3200
000000000010000222,2000,0.000,0.00,V,154355.77,0.00,1.000,3200
000000000010000223,1000,1.000,112604.54,V,112604.54,0.00,1.000,3200
000000000010000224,4000,9.000,1471234.86,V,163470.54,0.00,1.000,3200
000000000010000225,2000,70.000,1611061.90,V,23015.17,0.00,1.000,3200
000000000010000226,4000,77.000,255178.77,V,3314.01,0.00,1.000,3200
000000000010000226,1000,41.000,135874.41,V,3314.01,0.00,1.000,3200
000000000010000227,4000,0.000,0.00,V,79656.07,0.00,1.000,3200
000000000030000042,4000,0.000,0.00,V,76624.38,0.00,1.000,3200
000000000080000056,3000,10.000,1891925.00,V,189192.50,0.00,1.000,3200
000000000090000013,3000,12.000,389288.04,V,32440.67,0.00,1.000,3200
000000000080000057,1000,14.000,1954388.80,V,139599.20,0.00,1.000,3200
000000000010000228,4000,25.000,171213.50,V,6848.54,0.00,1.000,3200
000000000080000058,2000,4.000,752250.72,V,188062.68,0.00,1.000,3200
000000000010000229,2000,263.000,159390931.71,V,606049.17,0.00,1.000,3200
000000000010000229,3000,32.000,19393573.44,V,606049.17,0.00,1.000,3200
000000000030000043,3000,3.000,375915.27,V,125305.09,0.00,1.000,3200
000000000030000044,3000,0.000,0.00,V,312020.65,0.00,1.000,3200
000000000010000230,3000,5.000,343957.50,V,68791.50,0.00,1.000,3200
000000000010000230,1000,9.000,619123.50,V,68791.50,0.00,1.000,3200
000000000030000045,2000,5.000,22768.65,V,4553.73,0.00,1.000,3200
000000000010000231,2000,0.000,0.00,V,128196.51,0.00,1.000,3200
000000000010000232,2000,2.000,357480.80,V,178740.40,0.00,1.000,3200
000000000010000233,2000,17.000,1951813.01,V,114812.53,0.00,1.000,3200
000000000010000234,2000,6.000,301199.58,V,50199.93,0.00,1.000,3200
000000000010000235,1000,6.000,857591.04,V,142931.84,0.00,1.000,3200
000000000030000046,3000,10.000,377900.80,V,37790.08,0.00,1.000,3200
000000000030000046,4000,1.000,37790.08,V,37790.08,0.00,1.000,3200
000000000010000236,4000,10.000,231014.50,V,23101.45,0.00,1.000,3200
000000000030000047,1000,0.000,0.00,V,157481.34,0.00,1.000,3200
000000000010000237,3000,0.000,0.00,V,145331.20,0.00,1.000,3200
000000000010000238,3000,6.000,593869.80,V,98978.30,0.00,1.000,3200
000000000010000238,2000,3.000,296934.90,V,98978.30,0.00,1.000,3200
000000000030000048,4000,8.000,391670.72,V,48958.84,0.00,1.000,3200
000000000010000239,1000,30.000,628575.60,V,20952.52,0.00,1.000,3200
000000000010000239,4000,134.000,2807637.68,V,20952.52,0.00,1.000,3200
000000000010000240,4000,35.000,8049585.25,V,229988.15,0.00,1.000,3200
000000000010000241,1000,10.000,899105.30,V,89910.53,0.00,1.000,3200
000000000010000242,2000,8.000,683007.60,V,85375.95,0.00,1.000,3200
000000000010000242,1000,8.000,683007.60,V,85375.95,0.00,1.000,3200
000000000030000049,2000,3.000,184010.94,V,61336.98,0.00,1.000,3200
000000000010000243,2000,0.000,0.00,V,11102.15,0.00,1.000,3200
000000000090000014,1000,16.000,1566382.56,V,97898.91,0.00,1.000,3200
000000000010000244,4000,6.000,2711372.82,V,451895.47,0.00,1.000,3200
000000000010000245,4000,15.000,418861.65,V,27924.11,0.00,1.000,3200
000000000010000245,3000,10.000,279241.10,V,27924.11,0.00,1.000,3200
000000000010000246,3000,65.000,679546.40,V,10454.56,0.00,1.000,3200
000000000010000247,2000,3.000,188948.04,V,62982.68,0.00,1.000,3200
000000000010000248,4000,1.000,130984.99,V,130984.99,0.00,1.000,3200
000000000080000059,4000,2.000,277413.28,V,138706.64,0.00,1.000,3200
000000000030000050,3000,3.000,330692.67,V,110230.89,0.00,1.000,3200
000000000010000249,1000,21.000,314757.66,V,14988.46,0.00,1.000,3200
000000000080000060,2000,3.000,1296083.70,V,432027.90,0.00,1.000,3200
000000000080000060,3000,18.000,7776502.20,V,432027.90,0.00,1.000,3200
000000000080000061,2000,9.000,944808.57,V,104978.73,0.00,1.000,3200
000000000080000062,1000,5.000,1700589.00,V,340117.80,0.00,1.000,3200
000000000010000250,3000,7.000,4425662.64,V,632237.52,0.00,1.000,3200
000000000080000063,1000,6.000,1872912.54,V,312152.09,0.00,1.000,3200
000000000080000063,2000,5.000,1560760.45,V,312152.09,0.00,1.000,3200
000000000010000251,1000,4.000,327711.96,V,81927.99,0.00,1.000,3200
000000000010000252,4000,15.000,954435.15,V,63629.01,0.00,1.000,3200
000000000010000252,3000,22.000,1399838.22,V,63629.01,0.00,1.000,3200
000000000010000253,2000,103.000,39474570.78,V,383248.26,0.00,1.000,3200
000000000030000051,1000,4.000,506670.72,V,126667.68,0.00,1.000,3200
000000000010000254,2000,19.000,2178871.55,V,114677.45,0.00,1.000,3200
000000000010000255,3000,4.000,1258006.24,V,314501.56,0.00,1.000,3200
000000000010000256,3000,48.000,1158611.52,V,24137.74,0.00,1.000,3200
000000000090000015,2000,21.000,1339599.24,V,63790.44,0.00,1.000,3200
000000000090000015,4000,36.000,2296455.84,V,63790.44,0.00,1.000,3200
000000000030000052,1000,2.000,291760.16,V,145880.08,0.00,1.000,3200
000000000010000257,1000,9.000,641344.05,V,71260.45,0.00,1.000,3200
000000000010000258,2000,0.000,0.00,V,506696.57,0.00,1.000,3200
000000000010000259,2000,3.000,225071.07,V,75023.69,0.00,1.000,3200
000000000010000259,4000,5.000,375118.45,V,75023.69,0.00,1.000,3200
000000000080000064,1000,9.000,921715.92,V,102412.88,0.00,1.000,3200
000000000010000260,3000,36.000,489730.32,V,13603.62,0.00,1.000,3200
000000000080000065,1000,2.000,706251.18,V,353125.59,0.00,1.000,3200
000000000080000065,4000,7.000,2471879.13,V,353125.59,0.00,1.000,3200
000000000010000261,4000,0.000,0.00,V,117351.00,0.00,1.000,3200
000000000010000262,4000,0.000,0.00,V,10513.84,0.00,1.000,3200
000000000010000262,3000,0.000,0.00,V,10513.84,0.00,1.000,3200
000000000010000263,3000,0.000,0.00,V,397993.48,0.00,1.000,3200
000000000010000264,2000,6.000,1018960.02,V,169826.67,0.00,1.000,3200
000000000010000265,1000,32.000,608482.56,V,19015.08,0.00,1.000,3200
000000000010000266,1000,21.000,1133271.09,V,53965.29,0.00,1.000,3200
000000000030000053,1000,0.000,0.00,V,85893.89,0.00,1.000,3200
000000000080000066,1000,5.000,2104962.25,V,420992.45,0.00,1.000,3200
000000000030000054,3000,0.000,0.00,V,163039.61,0.00,1.000,3200
000000000030000055,4000,4.000,345256.08,V,86314.02,0.00,1.000,3200
000000000030000055,1000,2.000,172628.04,V,86314.02,0.00,1.000,3200
000000000010000267,3000,4.000,663954.96,V,165988.74,0.00,1.000,3200
000000000030000056,2000,5.000,1741973.60,V,348394.72,0.00,1.000,3200
000000000010000268,4000,6.000,266118.24,V,44353.04,0.00,1.000,3200
000000000010000269,2000,45.000,2351509.20,V,52255.76,0.00,1.000,3200
000000000080000067,4000,13.000,2523044.29,V,194080.33,0.00,1.000,3200
000000000080000068,1000,9.000,3535382.70,V,392820.30,0.00,1.000,3200
000000000080000068,4000,13.000,5106663.90,V,392820.30,0.00,1.000,3200
000000000010000270,4000,0.000,0.00,V,85441.46,0.00,1.000,3200
000000000010000271,1000,0.000,0.00,V,47912.16,0.00,1.000,3200
000000000010000272,3000,0.000,0.00,V,1869.02,0.00,1.000,3200
000000000010000272,2000,69.000,128962.38,V,1869.02,0.00,1.000,3200
000000000010000273,2000,0.000,0.00,V,151713.41,0.00,1.000,3200
000000000010000273,1000,0.000,0.00,V,151713.41,0.00,1.000,3200
000000000030000057,4000,5.000,3079804.80,V,615960.96,0.00,1.000,3200
000000000030000058,2000,1.000,360739.60,V,360739.60,0.00,1.000,3200
000000000010000274,3000,7.000,652978.34,V,93282.62,0.00,1.000,3200
000000000080000069,2000,4.000,1654502.40,V,413625.60,0.00,1.000,3200
000000000080000069,1000,4.000,1654502.40,V,413625.60,0.00,1.000,3200
000000000080000070,2000,7.000,1423318.54,V,203331.22,0.00,1.000,3200
000000000010000275,3000,7.000,5320354.69,V,760050.67,0.00,1.000,3200
000000000030000059,4000,0.000,0.00,V,6110.74,0.00,1.000,3200
000000000030000060,3000,6.000,801935.64,V,133655.94,0.00,1.000,3200
000000000010000276,1000,0.000,0.00,V,72780.44,0.00,1.000,3200
000000000010000276,2000,0.000,0.00,V,72780.44,0.00,1.000,3200
000000000010000277,1000,18.000,2674189.08,V,148566.06,0.00,1.000,3200
000000000010000277,3000,11.000,1634226.66,V,148566.06,0.00,1.000,3200
000000000010000278,2000,9.000,48879.36,V,5431.04,0.00,1.000,3200
000000000010000278,4000,3.000,16293.12,V,5431.04,0.00,1.000,3200
000000000010000279,4000,5.000,291119.30,V,58223.86,0.00,1.000,3200
000000000010000280,2000,0.000,0.00,V,71766.78,0.00,1.000,3200
000000000010000280,1000,0.000,0.00,V,71766.78,0.00,1.000,3200
000000000010000281,2000,0.000,0.00,V,38629.15,0.00,1.000,3200
000000000010000282,1000,46.000,6218805.78,V,135191.43,0.00,1.000,3200
000000000030000061,4000,10.000,960401.80,V,96040.18,0.00,1.000,3200
000000000010000283,3000,4.000,2802295.16,V,700573.79,0.00,1.000,3200
000000000010000284,2000,0.000,0.00,V,40376.41,0.00,1.000,3200
000000000010000285,3000,4.000,265384.88,V,66346.22,0.00,1.000,3200
000000000080000071,3000,4.000,1469805.92,V,367451.48,0.00,1.000,3200
000000000080000071,1000,8.000,2939611.84,V,367451.48,0.00,1.000,3200
000000000010000286,1000,44.000,1094986.20,V,24886.05,0.00,1.000,3200
000000000010000287,1000,96.000,599293.44,V,6242.64,0.00,1.000,3200
000000000010000288,4000,11.000,908653.90,V,82604.90,0.00,1.000,3200
000000000010000289,2000,0.000,0.00,V,32932.59,0.00,1.000,3200
000000000010000289,1000,0.000,0.00,V,32932.59,0.00,1.000,3200
000000000010000290,1000,15.000,142945.35,V,9529.69,0.00,1.000,3200
000000000010000291,1000,3.000,11380.38,V,3793.46,0.00,1.000,3200
000000000010000292,2000,0.000,0.00,V,40889.64,0.00,1.000,3200
000000000010000293,4000,0.000,0.00,V,125966.52,0.00,1.000,3200
000000000010000294,1000,3.000,1108186.11,V,369395.37,0.00,1.000,3200
000000000080000072,1000,2.000,436863.40,V,218431.70,0.00,1.000,3200
000000000010000295,3000,5.000,854614.90,V,170922.98,0.00,1.000,3200
000000000010000296,1000,84.000,252855.96,V,3010.19,0.00,1.000,3200
000000000010000297,1000,0.000,0.00,V,77068.77,0.00,1.000,3200
000000000010000298,2000,55.000,132227.15,V,2404.13,0.00,1.000,3200
000000000010000299,2000,56.000,28199598.56,V,503564.26,0.00,1.000,3200
000000000080000073,4000,3.000,1040342.52,V,346780.84,0.00,1.000,3200
000000000010000300,2000,20.000,1261981.00,V,63099.05,0.00,1.000,3200
000000000010000301,2000,0.000,0.00,V,129621.55,0.00,1.000,3200
000000000010000302,2000,275.000,201151.50,V,731.46,0.00,1.000,3200
000000000010000303,2000,14.000,1379844.06,V,98560.29,0.00,1.000,3200
000000000010000303,1000,2.000,197120.58,V,98560.29,0.00,1.000,3200
000000000010000304,1000,4.000,289516.60,V,72379.15,0.00,1.000,3200
000000000080000074,1000,4.000,239637.60,V,59909.40,0.00,1.000,3200
000000000080000075,4000,7.000,2495201.73,V,356457.39,0.00,1.000,3200
000000000010000305,2000,0.000,0.00,V,99145.32,0.00,1.000,3200
000000000010000306,1000,0.000,0.00,V,26825.31,0.00,1.000,3200
000000000010000307,1000,0.000,0.00,V,78992.41,0.00,1.000,3200
000000000010000308,3000,11.000,472327.13,V,42938.83,0.00,1.000,3200
000000000010000309,3000,3.000,1130609.85,V,376869.95,0.00,1.000,3200
000000000010000309,4000,9.000,3391829.55,V,376869.95,0.00,1.000,3200
000000000010000310,2000,0.000,0.00,V,342370.14,0.00,1.000,3200
000000000030000062,2000,0.000,0.00,V,75661.36,0.00,1.000,3200
000000000010000311,2000,0.000,0.00,V,97438.58,0.00,1.000,3200
000000000010000312,4000,0.000,0.00,V,90485.16,0.00,1.000,3200
000000000030000063,4000,3.000,199130.91,V,66376.97,0.00,1.000,3200
000000000010000313,2000,4.000,26211.08,V,6552.77,0.00,1.000,3200
000000000010000314,4000,8.000,978963.36,V,122370.42,0.00,1.000,3200
000000000010000315,4000,10.000,332745.10,V,33274.51,0.00,1.000,3200
000000000010000316,1000,7.000,878708.32,V,125529.76,0.00,1.000,3200
000000000010000317,4000,17.000,656400.43,V,38611.79,0.00,1.000,3200
000000000010000317,1000,3.000,115835.37,V,38611.79,0.00,1.000,3200
000000000010000318,3000,0.000,0.00,V,75850.33,0.00,1.000,3200
000000000010000319,1000,6.000,687411.78,V,114568.63,0.00,1.000,3200
000000000010000319,4000,11.000,1260254.93,V,114568.63,0.00,1.000,3200
000000000030000064,4000,6.000,652606.44,V,108767.74,0.00,1.000,3200
000000000030000064,1000,2.000,217535.48,V,108767.74,0.00,1.000,3200
000000000010000320,3000,1.000,101636.73,V,101636.73,0.00,1.000,3200
000000000010000320,2000,2.000,203273.46,V,101636.73,0.00,1.000,3200
000000000030000065,4000,0.000,0.00,V,173396.21,0.00,1.000,3200
000000000010000321,1000,2.000,141977.74,V,70988.87,0.00,1.000,3200
000000000010000322,1000,0.000,0.00,V,177117.82,0.00,1.000,3200
000000000030000066,3000,3.000,325803.78,V,108601.26,0.00,1.000,3200
000000000010000323,1000,1.000,33715.80,V,33715.80,0.00,1.000,3200
000000000010000324,3000,1.000,91728.63,V,91728.63,0.00,1.000,3200
000000000030000067,1000,0.000,0.00,V,40830.56,0.00,1.000,3200
000000000010000325,3000,0.000,0.00,V,74109.74,0.00,1.000,3200
000000000010000326,4000,0.000,0.00,V,600306.93,0.00,1.000,3200
000000000010000327,4000,10.000,267390.70,V,26739.07,0.00,1.000,3200
000000000030000068,1000,2.000,232558.46,V,116279.23,0.00,1.000,3200
000000000010000328,4000,51.000,760510.98,V,14911.98,0.00,1.000,3200
000000000010000329,1000,170.000,287385.00,V,1690.50,0.00,1.000,3200
000000000030000069,3000,2.000,1016217.76,V,508108.88,0.00,1.000,3200
000000000030000069,4000,0.000,0.00,V,508108.88,0.00,1.000,3200
000000000010000330,4000,2.000,302346.40,V,151173.20,0.00,1.000,3200
000000000010000330,2000,5.000,755866.00,V,151173.20,0.00,1.000,3200
000000000010000331,4000,10.000,5330695.90,V,533069.59,0.00,1.000,3200
000000000010000332,3000,1.000,116355.65,V,116355.65,0.00,1.000,3200
000000000010000333,3000,2.000,37886.42,V,18943.21,0.00,1.000,3200
000000000080000076,1000,7.000,714800.17,V,102114.31,0.00,1.000,3200
000000000010000334,2000,0.000,0.00,V,144450.91,0.00,1.000,3200
000000000010000334,1000,0.000,0.00,V,144450.91,0.00,1.000,3200
000000000010000335,2000,12.000,8250015.24,V,687501.27,0.00,1.000,3200
000000000090000016,4000,29.000,4057770.19,V,139923.11,0.00,1.000,3200
000000000010000336,2000,1.000,470685.62,V,470685.62,0.00,1.000,3200
000000000030000070,1000,2.000,249761.56,V,124880.78,0.00,1.000,3200
000000000010000337,1000,1.000,6140.70,V,6140.70,0.00,1.000,3200
000000000080000077,2000,7.000,2974644.40,V,424949.20,0.00,1.000,3200
000000000030000071,3000,4.000,686701.28,V,171675.32,0.00,1.000,3200
000000000010000338,4000,34.000,403592.58,V,11870.37,0.00,1.000,3200
000000000010000338,1000,68.000,807185.16,V,11870.37,0.00,1.000,3200
000000000080000078,4000,0.000,0.00,V,346857.03,0.00,1.000,3200
000000000010000339,4000,2.000,5978.08,V,2989.04,0.00,1.000,3200
000000000010000340,3000,7.000,73975.58,V,10567.94,0.00,1.000,3200
000000000010000341,3000,190.000,1121581.40,V,5903.06,0.00,1.000,3200
000000000010000341,4000,6.000,35418.36,V,5903.06,0.00,1.000,3200
000000000010000342,1000,0.000,0.00,V,29469.47,0.00,1.000,3200
000000000010000342,3000,0.000,0.00,V,29469.47,0.00,1.000,3200
000000000010000343,1000,83.000,561409.51,V,6763.97,0.00,1.000,3200
000000000010000344,4000,7.000,1622374.81,V,231767.83,0.00,1.000,3200
000000000010000345,4000,4.000,291994.36,V,72998.59,0.00,1.000,3200
000000000010000346,4000,6.000,437144.16,V,72857.36,0.00,1.000,3200
000000000080000079,2000,14.000,2170634.90,V,155045.35,0.00,1.000,3200
000000000080000079,4000,5.000,775226.75,V,155045.35,0.00,1.000,3200
000000000010000347,4000,1.000,4667.06,V,4667.06,0.00,1.000,3200
000000000010000347,3000,2.000,9334.12,V,4667.06,0.00,1.000,3200
000000000010000348,3000,4.000,95584.12,V,23896.03,0.00,1.000,3200
000000000010000349,4000,32.000,315868.80,V,9870.90,0.00,1.000,3200
000000000030000072,4000,2.000,191211.98,V,95605.99,0.00,1.000,3200
000000000010000350,2000,15.000,9745440.75,V,649696.05,0.00,1.000,3200
000000000010000351,3000,50.000,1183762.00,V,23675.24,0.00,1.000,3200
000000000010000352,1000,0.000,0.00,V,179366.47,0.00,1.000,3200
000000000010000353,3000,4.000,276299.72,V,69074.93,0.00,1.000,3200
000000000010000354,2000,1.000,102289.07,V,102289.07,0.00,1.000,3200
000000000030000073,4000,0.000,0.00,V,68636.67,0.00,1.000,3200
000000000030000073,3000,2.000,137273.34,V,68636.67,0.00,1.000,3200
000000000010000355,4000,243.000,67363604.64,V,277216.48,0.00,1.000,3200
000000000010000356,2000,47.000,901697.35,V,19185.05,0.00,1.000,3200
000000000010000357,4000,4.000,494229.00,V,123557.25,0.00,1.000,3200
000000000010000358,4000,6.000,861841.62,V,143640.27,0.00,1.000,3200
000000000010000359,2000,12.000,1814196.48,V,151183.04,0.00,1.000,3200
000000000010000360,2000,91.000,709644.39,V,7798.29,0.00,1.000,3200
000000000010000360,1000,47.000,366519.63,V,7798.29,0.00,1.000,3200
000000000010000361,1000,144.000,51258106.08,V,355959.07,0.00,1.000,3200
000000000030000074,4000,3.000,381558.57,V,127186.19,0.00,1.000,3200
000000000030000074,2000,0.000,0.00,V,127186.19,0.00,1.000,3200
000000000010000362,4000,62.000,1400694.70,V,22591.85,0.00,1.000,3200
000000000010000363,3000,79.000,992405.90,V,12562.10,0.00,1.000,3200
000000000010000364,1000,0.000,0.00,V,92067.89,0.00,1.000,3200
000000000010000365,4000,0.000,0.00,V,34930.74,0.00,1.000,3200
000000000010000366,1000,11.000,542400.54,V,49309.14,0.00,1.000,3200
000000000010000367,4000,0.000,0.00,V,47315.58,0.00,1.000,3200
000000000010000367,1000,0.000,0.00,V,47315.58,0.00,1.000,3200
000000000010000368,2000,2.000,224497.98,V,112248.99,0.00,1.000,3200
000000000080000080,4000,1.000,256548.29,V,256548.29,0.00,1.000,3200
000000000010000369,1000,51.000,16613844.66,V,325761.66,0.00,1.000,3200
000000000010000369,4000,66.000,21500269.56,V,325761.66,0.00,1.000,3200
000000000010000370,3000,236.000,5343120.24,V,22640.34,0.00,1.000,3200
000000000030000075,4000,0.000,0.00,V,122176.64,0.00,1.000,3200
000000000080000081,4000,4.000,497552.12,V,124388.03,0.00,1.000,3200
000000000080000081,3000,0.000,0.00,V,124388.03,0.00,1.000,3200
000000000010000371,3000,0.000,0.00,V,125625.24,0.00,1.000,3200
000000000030000076,2000,0.000,0.00,V,165920.26,0.00,1.000,3200
000000000030000077,1000,1.000,126187.34,V,126187.34,0.00,1.000,3200
000000000010000372,2000,11.000,7703143.69,V,700285.79,0.00,1.000,3200
000000000080000082,4000,4.000,1188224.68,V,297056.17,0.00,1.000,3200
000000000010000373,4000,12.000,2082694.44,V,173557.87,0.00,1.000,3200
000000000010000374,4000,11.000,1078435.60,V,98039.60,0.00,1.000,3200
000000000010000374,2000,2.000,196079.20,V,98039.60,0.00,1.000,3200
000000000080000083,1000,11.000,2284682.84,V,207698.44,0.00,1.000,3200
000000000080000083,3000,5.000,1038492.20,V,207698.44,0.00,1.000,3200
000000000010000375,4000,1.000,40351.43,V,40351.43,0.00,1.000,3200
000000000080000084,4000,14.000,5630653.28,V,402189.52,0.00,1.000,3200
000000000010000376,2000,6.000,627791.46,V,104631.91,0.00,1.000,3200
000000000010000377,1000,0.000,0.00,V,603540.70,0.00,1.000,3200
000000000010000378,2000,2.000,107306.34,V,53653.17,0.00,1.000,3200
000000000090000017,4000,33.000,4090298.19,V,123948.43,0.00,1.000,3200
000000000080000085,3000,12.000,4241251.32,V,353437.61,0.00,1.000,3200
000000000080000086,1000,2.000,737005.00,V,368502.50,0.00,1.000,3200
000000000010000379,3000,1.000,17653.79,V,17653.79,0.00,1.000,3200
000000000010000379,4000,1.000,17653.79,V,17653.79,0.00,1.000,3200
000000000080000087,3000,12.000,4658294.64,V,388191.22,0.00,1.000,3200
000000000030000078,4000,3.000,2015125.68,V,671708.56,0.00,1.000,3200
000000000030000079,4000,2.000,1397847.78,V,698923.89,0.00,1.000,3200
000000000010000380,2000,16.000,1112413.92,V,69525.87,0.00,1.000,3200
000000000010000380,4000,28.000,1946724.36,V,69525.87,0.00,1.000,3200
000000000010000381,1000,24.000,67089.12,V,2795.38,0.00,1.000,3200
000000000010000382,2000,0.000,0.00,V,109176.60,0.00,1.000,3200
000000000010000383,3000,83.000,1199117.60,V,14447.20,0.00,1.000,3200
000000000010000384,1000,11.000,1940118.40,V,176374.40,0.00,1.000,3200
000000000030000080,4000,1.000,164678.73,V,164678.73,0.00,1.000,3200
000000000030000080,3000,0.000,0.00,V,164678.73,0.00,1.000,3200
000000000030000081,4000,0.000,0.00,V,94522.38,0.00,1.000,3200
000000000010000385,2000,142.000,82822.92,V,583.26,0.00,1.000,3200
000000000010000385,3000,52.000,30329.52,V,583.26,0.00,1.000,3200
000000000080000088,1000,4.000,694344.84,V,173586.21,0.00,1.000,3200
000000000030000082,1000,3.000,681193.02,V,227064.34,0.00,1.000,3200
000000000010000386,4000,53.000,8954914.45,V,168960.65,0.00,1.000,3200
000000000010000387,2000,0.000,0.00,V,12728.63,0.00,1.000,3200
000000000010000387,4000,0.000,0.00,V,12728.63,0.00,1.000,3200
000000000080000089,1000,3.000,1056801.90,V,352267.30,0.00,1.000,3200
000000000030000083,1000,3.000,233203.53,V,77734.51,0.00,1.000,3200
000000000090000018,2000,23.000,223609.45,V,9722.15,0.00,1.000,3200
000000000010000388,4000,1.000,24437.98,V,24437.98,0.00,1.000,3200
000000000080000090,3000,0.000,0.00,V,49724.84,0.00,1.000,3200
000000000010000389,1000,0.000,0.00,V,39102.11,0.00,1.000,3200
000000000010000390,3000,2.000,285188.54,V,142594.27,0.00,1.000,3200
000000000030000084,4000,0.000,0.00,V,128292.36,0.00,1.000,3200
000000000030000084,3000,2.000,256584.72,V,128292.36,0.00,1.000,3200
000000000010000391,4000,6.000,2378054.70,V,396342.45,0.00,1.000,3200
000000000030000085,3000,4.000,678419.44,V,169604.86,0.00,1.000,3200
000000000010000392,2000,17.000,4329394.25,V,254670.25,0.00,1.000,3200
000000000010000393,2000,3.000,374882.28,V,124960.76,0.00,1.000,3200
000000000010000394,4000,0.000,0.00,V,11843.35,0.00,1.000,3200
000000000010000395,2000,2.000,319461.82,V,159730.91,0.00,1.000,3200
000000000010000396,3000,8.000,2001879.92,V,250234.99,0.00,1.000,3200
000000000090000019,2000,37.000,5360537.43,V,144879.39,0.00,1.000,3200
000000000010000397,4000,13.000,484709.03,V,37285.31,0.00,1.000,3200
000000000010000398,3000,0.000,0.00,V,76256.28,0.00,1.000,3200
000000000010000398,4000,0.000,0.00,V,76256.28,0.00,1.000,3200
000000000010000399,2000,14.000,405941.06,V,28995.79,0.00,1.000,3200
000000000010000399,4000,6.000,173974.74,V,28995.79,0.00,1.000,3200
000000000010000400,2000,4.000,121499.08,V,30374.77,0.00,1.000,3200
000000000010000400,3000,7.000,212623.39,V,30374.77,0.00,1.000,3200
000000000080000091,4000,16.000,4234972.16,V,264685.76,0.00,1.000,3200
000000000010000401,3000,0.000,0.00,V,167191.25,0.00,1.000,3200
000000000010000402,2000,4.000,1529230.44,V,382307.61,0.00,1.000,3200
000000000010000402,4000,11.000,4205383.71,V,382307.61,0.00,1.000,3200
000000000010000403,4000,0.000,0.00,V,391830.79,0.00,1.000,3200
000000000010000403,1000,27.000,10579431.33,V,391830.79,0.00,1.000,3200
000000000030000086,2000,4.000,589837.44,V,147459.36,0.00,1.000,3200
000000000010000404,2000,9.000,756381.15,V,84042.35,0.00,1.000,3200
000000000010000404,4000,7.000,588296.45,V,84042.35,0.00,1.000,3200
000000000010000405,1000,96.000,2130041.28,V,22187.93,0.00,1.000,3200
000000000010000406,2000,2.000,685515.20,V,342757.60,0.00,1.000,3200
000000000080000092,3000,3.000,1173678.15,V,391226.05,0.00,1.000,3200
000000000010000407,2000,38.000,484624.26,V,12753.27,0.00,1.000,3200
000000000010000408,2000,4.000,2287002.32,V,571750.58,0.00,1.000,3200
000000000010000408,4000,13.000,7432757.54,V,571750.58,0.00,1.000,3200
000000000090000020,1000,22.000,1562119.46,V,71005.43,0.00,1.000,3200
000000000010000409,1000,22.000,3670118.98,V,166823.59,0.00,1.000,3200
000000000010000409,4000,10.000,1668235.90,V,166823.59,0.00,1.000,3200
