Matnr,Werks,Lgort,Charg,Clabs
000000000080000067,4000,SP04,6000000606,1.662
000000000080000068,1000,SP01,6000000607,5.240
000000000080000068,1000,SP01,6000000608,3.760
000000000080000068,4000,SP04,6000000609,13.000
000000000010000272,2000,SP02,6000000610,35.655
000000000010000272,2000,SP02,6000000611,14.468
000000000010000272,2000,SP02,6000000612,18.877
000000000030000057,4000,SP04,6000000613,5.000
000000000030000058,2000,SP02,6000000614,1.000
000000000010000274,3000,SP03,6000000615,2.210
000000000010000274,3000,SP03,6000000616,0.712
000000000010000274,3000,SP03,6000000617,4.078
000000000080000069,2000,SP02,6000000618,4.000
000000000080000069,1000,SP01,6000000619,4.000
000000000080000070,2000,SP02,6000000620,0.914
000000000080000070,2000,SP02,6000000621,2.199
000000000080000070,2000,SP02,6000000622,0.280
000000000080000070,2000,SP02,6000000623,3.607
000000000010000275,3000,SP03,6000000624,7.000
000000000030000060,3000,SP03,6000000625,1.703
000000000030000060,3000,SP03,6000000626,0.155
000000000030000060,3000,SP03,6000000627,4.142
000000000010000277,1000,SP01,6000000628,18.000
000000000010000277,3000,SP03,6000000629,11.000
000000000010000278,2000,SP02,6000000630,9.000
000000000010000278,4000,SP04,6000000631,3.000
000000000010000279,4000,SP04,6000000632,0.342
000000000010000279,4000,SP04,6000000633,4.658
000000000010000282,1000,SP01,6000000634,39.633
000000000010000282,1000,SP01,6000000635,6.367
000000000030000061,4000,SP04,6000000636,5.122
000000000030000061,4000,SP04,6000000637,4.878
000000000010000283,3000,SP03,6000000638,4.000
000000000010000285,3000,SP03,6000000639,4.000
000000000080000071,3000,SP03,6000000640,4.000
000000000080000071,1000,SP01,6000000641,8.000
000000000010000286,1000,SP01,6000000642,44.000
000000000010000287,1000,SP01,6000000643,96.000
000000000010000288,4000,SP04,6000000644,11.000
000000000010000290,1000,SP01,6000000645,15.000
000000000010000291,1000,SP01,6000000646,3.000
000000000010000294,1000,SP01,6000000647,3.000
000000000080000072,1000,SP01,6000000648,2.000
000000000010000295,3000,SP03,6000000649,1.867
000000000010000295,3000,SP03,6000000650,3.133
000000000010000296,1000,SP01,6000000651,84.000
000000000010000298,2000,SP02,6000000652,6.905
000000000010000298,2000,SP02,6000000653,32.296
000000000010000298,2000,SP02,6000000654,15.799
000000000010000299,2000,SP02,6000000655,56.000
000000000080000073,4000,SP04,6000000656,3.000
000000000010000300,2000,SP02,6000000657,19.127
000000000010000300,2000,SP02,6000000658,0.873
000000000010000302,2000,SP02,6000000659,275.000
000000000010000303,2000,SP02,6000000660,14.000
000000000010000303,1000,SP01,6000000661,2.000
000000000010000304,1000,SP01,6000000662,4.000
000000000080000074,1000,SP01,6000000663,3.000
000000000080000075,4000,SP04,6000000664,6.609
000000000080000075,4000,SP04,6000000665,0.391
000000000010000308,3000,SP03,6000000666,11.000
000000000010000309,3000,SP03,6000000667,3.000
000000000010000309,4000,SP04,6000000668,9.000
000000000030000063,4000,SP04,6000000669,3.000
000000000010000313,2000,SP02,6000000670,4.000
000000000010000314,4000,SP04,6000000671,6.129
000000000010000314,4000,SP04,6000000672,1.871
000000000010000315,4000,SP04,6000000673,0.962
000000000010000315,4000,SP04,6000000674,9.038
000000000010000316,1000,SP01,6000000675,2.519
000000000010000316,1000,SP01,6000000676,4.481
000000000010000317,4000,SP04,6000000677,10.265
000000000010000317,4000,SP04,6000000678,6.735
000000000010000317,1000,SP01,6000000679,3.000
000000000010000319,1000,SP01,6000000680,6.000
000000000010000319,4000,SP04,6000000681,11.000
000000000030000064,4000,SP04,6000000682,6.000
000000000030000064,1000,SP01,6000000683,2.000
000000000010000320,3000,SP03,6000000684,1.000
000000000010000320,2000,SP02,6000000685,2.000
000000000010000321,1000,SP01,6000000686,2.000
000000000030000066,3000,SP03,6000000687,3.000
000000000010000323,1000,SP01,6000000688,1.000
000000000010000324,3000,SP03,6000000689,1.000
000000000010000327,4000,SP04,6000000690,6.479
000000000010000327,4000,SP04,6000000691,3.521
000000000030000068,1000,SP01,6000000692,2.000
000000000010000328,4000,SP04,6000000693,51.000
000000000010000329,1000,SP01,6000000694,26.162
000000000010000329,1000,SP01,6000000695,16.426
000000000010000329,1000,SP01,6000000696,127.412
000000000030000069,3000,SP03,6000000697,2.000
000000000010000330,4000,SP04,6000000698,2.000
000000000010000330,2000,SP02,6000000699,5.000
000000000010000331,4000,SP04,6000000700,10.000
000000000010000332,3000,SP03,6000000701,1.000
000000000010000333,3000,SP03,6000000702,2.000
000000000080000076,1000,SP01,6000000703,7.000
000000000010000335,2000,SP02,6000000704,9.783
000000000010000335,2000,SP02,6000000705,1.110
000000000010000335,2000,SP02,6000000706,1.107
000000000090000016,4000,SP04,6000000707,29.000
000000000010000336,2000,SP02,6000000708,1.000
000000000030000070,1000,SP01,6000000709,2.000
000000000010000337,1000,SP01,6000000710,1.000
000000000080000077,2000,SP02,6000000711,2.306
000000000080000077,2000,SP02,6000000712,3.638
000000000080000077,2000,SP02,6000000713,0.045
000000000080000077,2000,SP02,6000000714,0.011
000000000030000071,3000,SP03,6000000715,4.000
000000000010000338,4000,SP04,6000000716,34.000
000000000010000338,1000,SP01,6000000717,68.000
000000000010000339,4000,SP04,6000000718,2.000
000000000010000340,3000,SP03,6000000719,7.000
000000000010000341,3000,SP03,6000000720,166.431
000000000010000341,3000,SP03,6000000721,23.569
000000000010000341,4000,SP04,6000000722,4.652
000000000010000341,4000,SP04,6000000723,1.348
000000000010000343,1000,SP01,6000000724,83.000
000000000010000344,4000,SP04,6000000725,6.636
000000000010000344,4000,SP04,6000000726,0.364
000000000010000345,4000,SP04,6000000727,4.000
000000000010000346,4000,SP04,6000000728,6.000
000000000080000079,2000,SP02,6000000729,4.330
000000000080000079,2000,SP02,6000000730,9.670
000000000080000079,4000,SP04,6000000731,4.000
000000000010000347,4000,SP04,6000000732,1.000
000000000010000347,3000,SP03,6000000733,2.000
000000000010000348,3000,SP03,6000000734,4.000
000000000010000349,4000,SP04,6000000735,32.000
000000000030000072,4000,SP04,6000000736,2.000
000000000010000350,2000,SP02,6000000737,5.471
000000000010000350,2000,SP02,6000000738,9.529
000000000010000351,3000,SP03,6000000739,50.000
000000000010000353,3000,SP03,6000000740,4.000
000000000010000354,2000,SP02,6000000741,1.000
000000000030000073,3000,SP03,6000000742,2.000
000000000010000355,4000,SP04,6000000743,243.000
000000000010000356,2000,SP02,6000000744,9.643
000000000010000356,2000,SP02,6000000745,30.643
000000000010000356,2000,SP02,6000000746,6.714
000000000010000357,4000,SP04,6000000747,4.000
000000000010000358,4000,SP04,6000000748,6.000
000000000010000359,2000,SP02,6000000749,4.000
000000000010000359,2000,SP02,6000000750,8.000
000000000010000360,2000,SP02,6000000751,91.000
000000000010000360,1000,SP01,6000000752,47.000
000000000010000361,1000,SP01,6000000753,144.000
000000000030000074,4000,SP04,6000000754,3.000
000000000010000362,4000,SP04,6000000755,39.802
000000000010000362,4000,SP04,6000000756,22.198
000000000010000363,3000,SP03,6000000757,32.982
000000000010000363,3000,SP03,6000000758,46.018
000000000010000366,1000,SP01,6000000759,11.000
000000000010000368,2000,SP02,6000000760,2.000
000000000080000080,4000,SP04,6000000761,1.000
000000000010000369,1000,SP01,6000000762,51.000
000000000010000369,4000,SP04,6000000763,66.000
000000000010000370,3000,SP03,6000000764,77.636
000000000010000370,3000,SP03,6000000765,158.364
000000000080000081,4000,SP04,6000000766,4.000
000000000030000077,1000,SP01,6000000767,1.000
000000000010000372,2000,SP02,6000000768,9.153
000000000010000372,2000,SP02,6000000769,1.518
000000000010000372,2000,SP02,6000000770,0.329
000000000080000082,4000,SP04,6000000771,3.000
000000000010000373,4000,SP04,6000000772,12.000
000000000010000374,4000,SP04,6000000773,11.000
000000000010000374,2000,SP02,6000000774,2.000
000000000080000083,1000,SP01,6000000775,11.000
000000000080000083,3000,SP03,6000000776,3.613
000000000080000083,3000,SP03,6000000777,1.387
000000000010000375,4000,SP04,6000000778,1.000
000000000080000084,4000,SP04,6000000779,0.352
000000000080000084,4000,SP04,6000000780,1.035
000000000080000084,4000,SP04,6000000781,7.789
000000000080000084,4000,SP04,6000000782,4.824
000000000010000376,2000,SP02,6000000783,3.117
000000000010000376,2000,SP02,6000000784,2.883
000000000010000378,2000,SP02,6000000785,2.000
000000000090000017,4000,SP04,6000000786,5.808
000000000090000017,4000,SP04,6000000787,17.063
000000000090000017,4000,SP04,6000000788,10.129
000000000080000085,3000,SP03,6000000789,12.000
000000000080000086,1000,SP01,6000000790,1.000
000000000010000379,3000,SP03,6000000791,1.000
000000000010000379,4000,SP04,6000000792,1.000
000000000080000087,3000,SP03,6000000793,12.000
000000000030000078,4000,SP04,6000000794,3.000
000000000030000079,4000,SP04,6000000795,2.000
000000000010000380,2000,SP02,6000000796,16.000
000000000010000380,4000,SP04,6000000797,28.000
000000000010000381,1000,SP01,6000000798,1.865
000000000010000381,1000,SP01,6000000799,4.040
000000000010000381,1000,SP01,6000000800,13.767
000000000010000381,1000,SP01,6000000801,4.328
000000000010000383,3000,SP03,6000000802,0.348
000000000010000383,3000,SP03,6000000803,53.998
000000000010000383,3000,SP03,6000000804,28.654
000000000010000384,1000,SP01,6000000805,11.000
000000000030000080,4000,SP04,6000000806,1.000
000000000010000385,2000,SP02,6000000807,29.803
000000000010000385,2000,SP02,6000000808,97.528
000000000010000385,2000,SP02,6000000809,14.669
000000000010000385,3000,SP03,6000000810,49.297
000000000010000385,3000,SP03,6000000811,2.703
000000000080000088,1000,SP01,6000000812,3.000
000000000030000082,1000,SP01,6000000813,3.000
000000000010000386,4000,SP04,6000000814,28.249
000000000010000386,4000,SP04,6000000815,12.765
000000000010000386,4000,SP04,6000000816,11.986
000000000080000089,1000,SP01,6000000817,3.000
000000000030000083,1000,SP01,6000000818,3.000
000000000090000018,2000,SP02,6000000819,0.359
000000000090000018,2000,SP02,6000000820,4.517
000000000090000018,2000,SP02,6000000821,18.124
000000000010000388,4000,SP04,6000000822,1.000
000000000010000390,3000,SP03,6000000823,2.000
000000000030000084,3000,SP03,6000000824,2.000
000000000010000391,4000,SP04,6000000825,6.000
000000000030000085,3000,SP03,6000000826,4.000
000000000010000392,2000,SP02,6000000827,17.000
000000000010000393,2000,SP02,6000000828,3.000
000000000010000395,2000,SP02,6000000829,2.000
000000000010000396,3000,SP03,6000000830,8.000
000000000090000019,2000,SP02,6000000831,35.242
000000000090000019,2000,SP02,6000000832,1.758
000000000010000397,4000,SP04,6000000833,13.000
000000000010000399,2000,SP02,6000000834,14.000
000000000010000399,4000,SP04,6000000835,3.965
000000000010000399,4000,SP04,6000000836,2.035
000000000010000400,2000,SP02,6000000837,4.000
000000000010000400,3000,SP03,6000000838,7.000
000000000080000091,4000,SP04,6000000839,10.080
000000000080000091,4000,SP04,6000000840,5.920
000000000010000402,2000,SP02,6000000841,4.000
000000000010000402,4000,SP04,6000000842,11.000
000000000010000403,1000,SP01,6000000843,8.829
000000000010000403,1000,SP01,6000000844,18.171
000000000030000086,2000,SP02,6000000845,4.000
000000000010000404,2000,SP02,6000000846,9.000
000000000010000404,4000,SP04,6000000847,7.000
000000000010000405,1000,SP01,6000000848,37.522
000000000010000405,1000,SP01,6000000849,10.558
000000000010000405,1000,SP01,6000000850,47.920
000000000010000406,2000,SP02,6000000851,2.000
000000000080000092,3000,SP03,6000000852,3.000
000000000010000407,2000,SP02,6000000853,28.453
000000000010000407,2000,SP02,6000000854,9.547
000000000010000408,2000,SP02,6000000855,4.000
000000000010000408,4000,SP04,6000000856,13.000
000000000090000020,1000,SP01,6000000857,17.950
000000000090000020,1000,SP01,6000000858,4.050
000000000010000409,1000,SP01,6000000859,22.000
000000000010000409,4000,SP04,6000000860,10.000
000000000090000021,2000,SP02,6000000861,13.000
000000000080000093,4000,SP04,6000000862,10.452
000000000080000093,4000,SP04,6000000863,18.989
000000000080000093,4000,SP04,6000000864,12.559
000000000080000094,2000,SP02,6000000865,2.241
000000000080000094,2000,SP02,6000000866,9.759
000000000030000087,2000,SP02,6000000867,2.000
000000000080000095,4000,SP04,6000000868,5.000
000000000080000095,1000,SP01,6000000869,13.391
000000000080000095,1000,SP01,6000000870,3.609
000000000010000411,1000,SP01,6000000871,1.676
000000000010000411,1000,SP01,6000000872,13.324
000000000010000412,1000,SP01,6000000873,109.000
000000000010000412,4000,SP04,6000000874,41.000
000000000010000413,3000,SP03,6000000875,2.000
000000000010000414,4000,SP04,6000000876,130.490
000000000010000414,4000,SP04,6000000877,17.510
000000000030000088,4000,SP04,6000000878,1.000
000000000010000415,2000,SP02,6000000879,16.000
000000000010000416,1000,SP01,6000000880,61.000
000000000010000416,2000,SP02,6000000881,62.000
000000000010000417,3000,SP03,6000000882,2.398
000000000010000417,3000,SP03,6000000883,14.602
000000000030000089,2000,SP02,6000000884,3.000
000000000030000089,4000,SP04,6000000885,2.000
000000000090000022,3000,SP03,6000000886,6.923
000000000090000022,3000,SP03,6000000887,19.077
000000000010000418,4000,SP04,6000000888,4.000
000000000010000418,1000,SP01,6000000889,3.000
000000000010000420,3000,SP03,6000000890,1.000
000000000010000420,1000,SP01,6000000891,2.000
000000000080000096,2000,SP02,6000000892,0.752
000000000080000096,2000,SP02,6000000893,7.328
000000000080000096,2000,SP02,6000000894,1.920
000000000010000422,3000,SP03,6000000895,0.617
000000000010000422,3000,SP03,6000000896,15.383
000000000010000423,3000,SP03,6000000897,4.000
000000000010000423,4000,SP04,6000000898,3.000
000000000010000425,4000,SP04,6000000899,3.000
000000000010000426,1000,SP01,6000000900,4.000
000000000010000427,2000,SP02,6000000901,162.000
000000000010000428,4000,SP04,6000000902,1.000
000000000010000428,2000,SP02,6000000903,2.000
000000000010000430,4000,SP04,6000000904,8.000
000000000010000431,1000,SP01,6000000905,6.874
000000000010000431,1000,SP01,6000000906,8.586
000000000010000431,1000,SP01,6000000907,1.540
000000000010000432,4000,SP04,6000000908,15.000
000000000030000090,4000,SP04,6000000909,4.000
000000000030000090,3000,SP03,6000000910,1.000
000000000010000433,1000,SP01,6000000911,10.000
000000000010000435,1000,SP01,6000000912,4.000
000000000010000435,3000,SP03,6000000913,3.000
000000000010000436,2000,SP02,6000000914,40.000
000000000010000437,4000,SP04,6000000915,29.797
000000000010000437,4000,SP04,6000000916,47.647
000000000010000437,4000,SP04,6000000917,59.556
000000000010000438,3000,SP03,6000000918,1.000
000000000010000438,4000,SP04,6000000919,1.000
000000000010000439,2000,SP02,6000000920,1.296
000000000010000439,2000,SP02,6000000921,3.704
000000000030000092,2000,SP02,6000000922,4.000
000000000010000441,2000,SP02,6000000923,16.000
000000000080000097,3000,SP03,6000000924,3.000
000000000080000097,4000,SP04,6000000925,1.000
000000000010000442,4000,SP04,6000000926,7.165
000000000010000442,4000,SP04,6000000927,0.842
000000000010000442,4000,SP04,6000000928,9.089
000000000010000442,4000,SP04,6000000929,0.904
000000000010000443,3000,SP03,6000000930,18.608
000000000010000443,3000,SP03,6000000931,4.392
000000000010000444,4000,SP04,6000000932,1.000
000000000010000446,3000,SP03,6000000933,11.887
000000000010000446,3000,SP03,6000000934,62.113
000000000010000446,1000,SP01,6000000935,116.000
000000000030000093,1000,SP01,6000000936,4.000
000000000080000098,1000,SP01,6000000937,13.000
000000000010000448,2000,SP02,6000000938,1.000
000000000010000448,1000,SP01,6000000939,8.000
000000000010000449,4000,SP04,6000000940,6.000
000000000010000449,2000,SP02,6000000941,7.000
000000000030000094,3000,SP03,6000000942,1.000
000000000010000450,1000,SP01,6000000943,0.376
000000000010000450,1000,SP01,6000000944,14.624
000000000090000023,4000,SP04,6000000945,9.000
000000000010000451,2000,SP02,6000000946,79.000
000000000010000452,4000,SP04,6000000947,55.942
000000000010000452,4000,SP04,6000000948,0.766
000000000010000452,4000,SP04,6000000949,12.292
000000000010000454,2000,SP02,6000000950,6.000
000000000080000099,4000,SP04,6000000951,2.000
000000000010000455,2000,SP02,6000000952,0.346
000000000010000455,2000,SP02,6000000953,8.654
000000000010000456,3000,SP03,6000000954,5.000
000000000080000100,2000,SP02,6000000955,23.000
000000000080000100,3000,SP03,6000000956,5.726
000000000080000100,3000,SP03,6000000957,3.101
000000000080000100,3000,SP03,6000000958,1.173
000000000010000462,4000,SP04,6000000959,0.398
000000000010000462,4000,SP04,6000000960,24.602
000000000030000096,1000,SP01,6000000961,3.000
000000000030000097,2000,SP02,6000000962,3.000
000000000010000465,4000,SP04,6000000963,3.000
000000000010000469,3000,SP03,6000000964,3.933
000000000010000469,3000,SP03,6000000965,19.771
000000000010000469,3000,SP03,6000000966,80.538
000000000010000469,3000,SP03,6000000967,94.758
000000000030000098,1000,SP01,6000000968,2.000
000000000010000470,4000,SP04,6000000969,2.005
000000000010000470,4000,SP04,6000000970,8.995
000000000010000471,1000,SP01,6000000971,89.000
000000000090000024,4000,SP04,6000000972,15.000
000000000090000024,2000,SP02,6000000973,5.348
000000000090000024,2000,SP02,6000000974,18.652
000000000010000472,3000,SP03,6000000975,67.000
000000000010000473,2000,SP02,6000000976,4.000
000000000010000473,4000,SP04,6000000977,3.000
000000000080000101,2000,SP02,6000000978,1.927
000000000080000101,2000,SP02,6000000979,7.073
000000000010000475,1000,SP01,6000000980,3.000
000000000030000099,1000,SP01,6000000981,3.982
000000000030000099,1000,SP01,6000000982,3.018
000000000080000102,1000,SP01,6000000983,9.000
000000000080000103,2000,SP02,6000000984,3.000
000000000030000100,3000,SP03,6000000985,0.090
000000000030000100,3000,SP03,6000000986,0.172
000000000030000100,3000,SP03,6000000987,2.835
000000000030000100,3000,SP03,6000000988,1.903
000000000010000476,4000,SP04,6000000989,23.000
000000000090000025,3000,SP03,6000000990,22.850
000000000090000025,3000,SP03,6000000991,4.150
000000000090000026,2000,SP02,6000000992,35.000
000000000010000477,2000,SP02,6000000993,3.333
000000000010000477,2000,SP02,6000000994,1.511
000000000010000477,2000,SP02,6000000995,1.156
000000000030000101,4000,SP04,6000000996,3.000
000000000030000102,1000,SP01,6000000997,4.000
000000000030000102,4000,SP04,6000000998,3.000
000000000080000104,3000,SP03,6000000999,4.579
000000000080000104,3000,SP03,6000001000,2.600
000000000080000104,3000,SP03,6000001001,2.821
000000000080000104,2000,SP02,6000001002,7.751
000000000080000104,2000,SP02,6000001003,16.249
000000000010000480,1000,SP01,6000001004,2.000
000000000010000480,3000,SP03,6000001005,1.000
000000000010000481,4000,SP04,6000001006,2.000
000000000010000482,1000,SP01,6000001007,6.883
000000000010000482,1000,SP01,6000001008,12.117
000000000010000483,3000,SP03,6000001009,9.329
000000000010000483,3000,SP03,6000001010,1.671
000000000010000483,2000,SP02,6000001011,5.000
000000000010000484,2000,SP02,6000001012,12.000
000000000010000485,3000,SP03,6000001013,1.000
000000000080000105,1000,SP01,6000001014,2.000
000000000010000486,3000,SP03,6000001015,38.679
000000000010000486,3000,SP03,6000001016,1.321
000000000010000488,3000,SP03,6000001017,13.865
000000000010000488,3000,SP03,6000001018,6.135
000000000080000106,2000,SP02,6000001019,3.000
000000000010000490,2000,SP02,6000001020,8.000
000000000080000107,2000,SP02,6000001021,8.000
000000000090000027,2000,SP02,6000001022,31.000
000000000090000027,1000,SP01,6000001023,28.094
000000000090000027,1000,SP01,6000001024,0.906
000000000010000491,3000,SP03,6000001025,15.674
000000000010000491,3000,SP03,6000001026,0.326
000000000010000492,1000,SP01,6000001027,21.000
000000000080000108,2000,SP02,6000001028,5.000
000000000010000493,3000,SP03,6000001029,9.000
000000000080000109,3000,SP03,6000001030,17.325
000000000080000109,3000,SP03,6000001031,0.675
000000000010000496,3000,SP03,6000001032,2.000
000000000030000105,3000,SP03,6000001033,4.000
000000000010000497,4000,SP04,6000001034,2.000
000000000010000497,1000,SP01,6000001035,3.000
000000000090000028,4000,SP04,6000001036,36.000
000000000090000028,2000,SP02,6000001037,6.239
000000000090000028,2000,SP02,6000001038,11.761
000000000010000498,1000,SP01,6000001039,93.000
000000000010000499,4000,SP04,6000001040,1.000
000000000010000500,2000,SP02,6000001041,8.000
000000000010000500,4000,SP04,6000001042,8.000
000000000030000106,2000,SP02,6000001043,1.000
000000000080000110,2000,SP02,6000001044,2.520
000000000080000110,2000,SP02,6000001045,2.480
000000000080000111,1000,SP01,6000001046,2.597
000000000080000111,1000,SP01,6000001047,7.403
000000000010000502,2000,SP02,6000001048,103.000
000000000010000503,3000,SP03,6000001049,2.112
000000000010000503,3000,SP03,6000001050,8.138
000000000010000503,3000,SP03,6000001051,69.750
000000000010000504,1000,SP01,6000001052,7.000
000000000010000505,1000,SP01,6000001053,45.771
000000000010000505,1000,SP01,6000001054,20.647
000000000010000505,1000,SP01,6000001055,6.582
000000000010000506,1000,SP01,6000001056,0.325
000000000010000506,1000,SP01,6000001057,4.675
000000000010000507,1000,SP01,6000001058,57.996
000000000010000507,1000,SP01,6000001059,35.004
000000000010000508,2000,SP02,6000001060,2.000
000000000010000512,1000,SP01,6000001061,1.000
000000000010000514,1000,SP01,6000001062,2.074
000000000010000514,1000,SP01,6000001063,0.831
000000000010000514,1000,SP01,6000001064,1.614
000000000010000514,1000,SP01,6000001065,3.481
000000000010000517,4000,SP04,6000001066,2.000
000000000010000517,2000,SP02,6000001067,1.000
000000000010000518,2000,SP02,6000001068,38.000
000000000030000107,3000,SP03,6000001069,4.000
000000000010000519,2000,SP02,6000001070,1.000
000000000010000520,3000,SP03,6000001071,36.000
000000000010000521,1000,SP01,6000001072,12.077
000000000010000521,1000,SP01,6000001073,16.001
000000000010000521,1000,SP01,6000001074,118.922
000000000030000108,2000,SP02,6000001075,3.000
000000000030000108,1000,SP01,6000001076,4.000
000000000010000523,3000,SP03,6000001077,36.000
000000000030000109,1000,SP01,6000001078,3.000
000000000030000109,2000,SP02,6000001079,11.000
000000000010000524,3000,SP03,6000001080,22.000
000000000010000524,1000,SP01,6000001081,2.000
000000000090000029,4000,SP04,6000001082,0.422
000000000090000029,4000,SP04,6000001083,10.579
000000000090000029,4000,SP04,6000001084,2.999
000000000080000112,4000,SP04,6000001085,11.000
000000000080000112,1000,SP01,6000001086,5.000
000000000010000526,1000,SP01,6000001087,2.327
000000000010000526,1000,SP01,6000001088,5.673
000000000010000528,1000,SP01,6000001089,1.000
000000000010000529,1000,SP01,6000001090,1.000
000000000080000113,3000,SP03,6000001091,5.395
000000000080000113,3000,SP03,6000001092,5.605
000000000010000531,3000,SP03,6000001093,8.331
000000000010000531,3000,SP03,6000001094,55.669
000000000010000531,4000,SP04,6000001095,33.471
000000000010000531,4000,SP04,6000001096,26.529
000000000080000114,2000,SP02,6000001097,1.000
000000000010000532,3000,SP03,6000001098,5.000
000000000030000110,2000,SP02,6000001099,1.000
000000000010000533,3000,SP03,6000001100,10.181
000000000010000533,3000,SP03,6000001101,8.819
000000000010000534,2000,SP02,6000001102,10.170
000000000010000534,2000,SP02,6000001103,121.100
000000000010000534,2000,SP02,6000001104,7.730
000000000010000535,1000,SP01,6000001105,3.000
000000000010000536,4000,SP04,6000001106,2.000
000000000010000536,3000,SP03,6000001107,0.296
000000000010000536,3000,SP03,6000001108,5.959
000000000010000536,3000,SP03,6000001109,4.745
000000000010000537,1000,SP01,6000001110,96.000
000000000080000115,3000,SP03,6000001111,18.000
000000000010000538,1000,SP01,6000001112,5.637
000000000010000538,1000,SP01,6000001113,13.363
000000000090000030,1000,SP01,6000001114,3.131
000000000090000030,1000,SP01,6000001115,11.075
000000000090000030,1000,SP01,6000001116,4.794
000000000010000539,1000,SP01,6000001117,1.000
000000000010000539,2000,SP02,6000001118,1.000
000000000010000541,1000,SP01,6000001119,17.000
000000000010000541,3000,SP03,6000001120,5.000
000000000030000112,2000,SP02,6000001121,1.000
000000000080000116,1000,SP01,6000001122,4.000
000000000010000542,4000,SP04,6000001123,17.913
000000000010000542,4000,SP04,6000001124,54.087
000000000030000113,4000,SP04,6000001125,2.000
000000000030000114,3000,SP03,6000001126,6.000
000000000010000543,3000,SP03,6000001127,2.714
000000000010000543,3000,SP03,6000001128,1.449
000000000010000543,3000,SP03,6000001129,1.837
000000000080000117,4000,SP04,6000001130,3.000
000000000030000115,3000,SP03,6000001131,4.000
000000000030000116,1000,SP01,6000001132,3.000
000000000010000546,4000,SP04,6000001133,261.000
000000000010000546,3000,SP03,6000001134,12.000
000000000010000547,2000,SP02,6000001135,2.000
000000000010000548,4000,SP04,6000001136,5.431
000000000010000548,4000,SP04,6000001137,0.569
000000000080000118,3000,SP03,6000001138,5.000
000000000010000549,4000,SP04,6000001139,4.903
000000000010000549,4000,SP04,6000001140,0.097
000000000010000550,1000,SP01,6000001141,3.284
000000000010000550,1000,SP01,6000001142,5.716
000000000030000117,4000,SP04,6000001143,1.000
000000000010000552,1000,SP01,6000001144,2.000
000000000010000553,1000,SP01,6000001145,4.000
000000000030000118,4000,SP04,6000001146,1.000
000000000030000119,3000,SP03,6000001147,4.000
000000000030000120,3000,SP03,6000001148,6.000
000000000080000119,4000,SP04,6000001149,3.000
000000000080000121,3000,SP03,6000001150,1.000
000000000010000560,2000,SP02,6000001151,165.000
000000000080000122,2000,SP02,6000001152,5.000
000000000080000122,3000,SP03,6000001153,2.000
000000000010000561,4000,SP04,6000001154,3.000
000000000090000031,2000,SP02,6000001155,0.331
000000000090000031,2000,SP02,6000001156,3.216
000000000090000031,2000,SP02,6000001157,2.453
000000000030000123,4000,SP04,6000001158,2.000
000000000010000562,4000,SP04,6000001159,2.000
000000000080000123,2000,SP02,6000001160,1.000
000000000030000124,3000,SP03,6000001161,2.000
000000000010000563,3000,SP03,6000001162,12.000
000000000080000124,2000,SP02,6000001163,0.935
000000000080000124,2000,SP02,6000001164,1.624
000000000080000124,2000,SP02,6000001165,5.412
000000000080000124,2000,SP02,6000001166,3.029
000000000080000125,2000,SP02,6000001167,4.000
000000000010000564,1000,SP01,6000001168,3.324
000000000010000564,1000,SP01,6000001169,4.676
000000000010000565,3000,SP03,6000001170,6.683
000000000010000565,3000,SP03,6000001171,9.317
000000000080000127,4000,SP04,6000001172,2.000
000000000010000566,1000,SP01,6000001173,4.000
000000000080000128,2000,SP02,6000001174,3.000
000000000010000567,3000,SP03,6000001175,4.000
000000000010000568,3000,SP03,6000001176,2.576
000000000010000568,3000,SP03,6000001177,10.075
000000000010000568,3000,SP03,6000001178,1.349
000000000010000568,1000,SP01,6000001179,12.000
000000000010000569,4000,SP04,6000001180,20.473
000000000010000569,4000,SP04,6000001181,5.527
000000000010000569,2000,SP02,6000001182,73.362
000000000010000569,2000,SP02,6000001183,15.638
000000000010000570,2000,SP02,6000001184,2.000
000000000010000571,4000,SP04,6000001185,4.000
000000000010000571,2000,SP02,6000001186,3.000
000000000010000572,1000,SP01,6000001187,68.319
000000000010000572,1000,SP01,6000001188,24.921
000000000010000572,1000,SP01,6000001189,92.081
000000000010000572,1000,SP01,6000001190,8.679
000000000010000573,3000,SP03,6000001191,3.000
000000000010000574,1000,SP01,6000001192,1.000
000000000010000575,2000,SP02,6000001193,0.609
000000000010000575,2000,SP02,6000001194,3.103
000000000010000575,2000,SP02,6000001195,6.288
000000000010000575,4000,SP04,6000001196,28.000
000000000030000125,3000,SP03,6000001197,4.000
000000000030000125,1000,SP01,6000001198,3.000
000000000010000577,3000,SP03,6000001199,4.000
000000000080000130,1000,SP01,6000001200,3.000
000000000010000579,2000,SP02,6000001201,14.000
000000000010000580,1000,SP01,6000001202,18.884
000000000010000580,1000,SP01,6000001203,194.116
000000000010000581,1000,SP01,6000001204,1.842
000000000010000581,1000,SP01,6000001205,8.158
000000000010000582,1000,SP01,6000001206,35.946
000000000010000582,1000,SP01,6000001207,168.054
000000000010000584,4000,SP04,6000001208,3.000
000000000010000584,3000,SP03,6000001209,4.000
000000000010000585,2000,SP02,6000001210,118.255
000000000010000585,2000,SP02,6000001211,73.607
000000000010000585,2000,SP02,6000001212,8.998
