Mblnr,Mjahr,Budat,Cpudt,Xblnr
4900007179,2025,2025-01-18T00:00:00,2025-01-18T00:00:00,4500002236
4900007180,2025,2025-01-26T00:00:00,2025-01-26T00:00:00,4500002235
4900007181,2025,2025-04-23T00:00:00,2025-04-23T00:00:00,
4900007182,2025,2025-05-12T00:00:00,2025-05-12T00:00:00,
4900007183,2025,2025-07-11T00:00:00,2025-07-11T00:00:00,
4900007184,2025,2025-08-14T00:00:00,2025-08-14T00:00:00,
4900007185,2025,2025-09-14T00:00:00,2025-09-14T00:00:00,4500002237
4900007186,2025,2025-10-03T00:00:00,2025-10-03T00:00:00,
4900007187,2026,2026-01-27T00:00:00,2026-01-27T00:00:00,4500002239
4900007188,2026,2026-02-28T00:00:00,2026-02-28T00:00:00,
4900007189,2026,2026-04-06T00:00:00,2026-04-06T00:00:00,
4900007190,2026,2026-05-30T00:00:00,2026-05-30T00:00:00,
4900007191,2026,2026-06-10T00:00:00,2026-06-10T00:00:00,4500002240
4900007192,2024,2024-10-22T00:00:00,2024-10-22T00:00:00,
4900007193,2024,2024-11-12T00:00:00,2024-11-12T00:00:00,
4900007194,2024,2024-12-31T00:00:00,2024-12-31T00:00:00,
4900007195,2025,2025-02-28T00:00:00,2025-02-28T00:00:00,
4900007196,2025,2025-05-07T00:00:00,2025-05-07T00:00:00,4500002241
4900007197,2025,2025-06-29T00:00:00,2025-06-29T00:00:00,4500002242
4900007198,2025,2025-10-22T00:00:00,2025-10-22T00:00:00,
4900007199,2025,2025-12-02T00:00:00,2025-12-02T00:00:00,
4900007200,2026,2026-04-14T00:00:00,2026-04-14T00:00:00,
4900007201,2026,2026-05-26T00:00:00,2026-05-26T00:00:00,
4900007202,2026,2026-07-20T00:00:00,2026-07-20T00:00:00,4500002243
4900007203,2026,2026-08-13T00:00:00,2026-08-13T00:00:00,
4900007204,2025,2025-01-30T00:00:00,2025-01-30T00:00:00,
4900007205,2025,2025-03-16T00:00:00,2025-03-16T00:00:00,
4900007206,2025,2025-08-27T00:00:00,2025-08-27T00:00:00,
4900007207,2025,2025-10-30T00:00:00,2025-10-30T00:00:00,
4900007208,2026,2026-01-09T00:00:00,2026-01-09T00:00:00,4500002245
4900007209,2025,2025-03-05T00:00:00,2025-03-05T00:00:00,
4900007210,2025,2025-06-04T00:00:00,2025-06-04T00:00:00,4500002247
4900007211,2025,2025-08-05T00:00:00,2025-08-05T00:00:00,
4900007212,2025,2025-09-21T00:00:00,2025-09-21T00:00:00,4500002248
4900007213,2025,2025-12-01T00:00:00,2025-12-01T00:00:00,
4900007214,2026,2026-02-19T00:00:00,2026-02-19T00:00:00,
4900007215,2026,2026-03-10T00:00:00,2026-03-10T00:00:00,4500002250
4900007216,2026,2026-04-01T00:00:00,2026-04-01T00:00:00,4500002251
4900007217,2026,2026-04-15T00:00:00,2026-04-15T00:00:00,
4900007218,2026,2026-05-02T00:00:00,2026-05-02T00:00:00,
4900007219,2026,2026-07-27T00:00:00,2026-07-27T00:00:00,4500002253
4900007220,2024,2024-09-21T00:00:00,2024-09-21T00:00:00,
4900007221,2024,2024-10-08T00:00:00,2024-10-08T00:00:00,4500002254
4900007222,2024,2024-10-21T00:00:00,2024-10-21T00:00:00,
4900007223,2024,2024-11-24T00:00:00,2024-11-24T00:00:00,
4900007224,2024,2024-12-13T00:00:00,2024-12-13T00:00:00,
4900007225,2025,2025-01-10T00:00:00,2025-01-10T00:00:00,4500002256
4900007226,2025,2025-07-19T00:00:00,2025-07-19T00:00:00,
4900007227,2025,2025-10-14T00:00:00,2025-10-14T00:00:00,
4900007228,2025,2025-11-08T00:00:00,2025-11-08T00:00:00,4500002257
4900007229,2026,2026-05-14T00:00:00,2026-05-14T00:00:00,
4900007230,2026,2026-07-13T00:00:00,2026-07-13T00:00:00,
4900007231,2025,2025-09-04T00:00:00,2025-09-04T00:00:00,
4900007232,2025,2025-09-13T00:00:00,2025-09-13T00:00:00,4500002258
4900007233,2024,2024-11-01T00:00:00,2024-11-01T00:00:00,
4900007234,2024,2024-12-15T00:00:00,2024-12-15T00:00:00,
4900007235,2025,2025-01-04T00:00:00,2025-01-04T00:00:00,4500002259
4900007236,2025,2025-11-26T00:00:00,2025-11-26T00:00:00,
4900007237,2026,2026-01-16T00:00:00,2026-01-16T00:00:00,4500002260
4900007238,2026,2026-03-17T00:00:00,2026-03-17T00:00:00,
4900007239,2026,2026-04-04T00:00:00,2026-04-04T00:00:00,4500002261
4900007240,2025,2025-01-30T00:00:00,2025-01-30T00:00:00,4500002262
4900007241,2025,2025-05-30T00:00:00,2025-05-30T00:00:00,
4900007242,2025,2025-08-23T00:00:00,2025-08-23T00:00:00,
4900007243,2025,2025-11-29T00:00:00,2025-11-29T00:00:00,
4900007244,2026,2026-01-29T00:00:00,2026-01-29T00:00:00,
4900007245,2026,2026-02-01T00:00:00,2026-02-01T00:00:00,
4900007246,2026,2026-03-15T00:00:00,2026-03-15T00:00:00,
4900007247,2026,2026-03-21T00:00:00,2026-03-21T00:00:00,4500002263
4900007248,2026,2026-08-21T00:00:00,2026-08-21T00:00:00,
4900007249,2024,2024-10-12T00:00:00,2024-10-12T00:00:00,
4900007250,2024,2024-11-10T00:00:00,2024-11-10T00:00:00,
4900007251,2025,2025-01-20T00:00:00,2025-01-20T00:00:00,
4900007252,2025,2025-05-10T00:00:00,2025-05-10T00:00:00,
4900007253,2025,2025-05-15T00:00:00,2025-05-15T00:00:00,4500002264
4900007254,2025,2025-09-22T00:00:00,2025-09-22T00:00:00,
4900007255,2025,2025-11-25T00:00:00,2025-11-25T00:00:00,
4900007256,2026,2026-01-11T00:00:00,2026-01-11T00:00:00,
4900007257,2026,2026-02-20T00:00:00,2026-02-20T00:00:00,
4900007258,2026,2026-03-24T00:00:00,2026-03-24T00:00:00,
4900007259,2026,2026-05-20T00:00:00,2026-05-20T00:00:00,
4900007260,2026,2026-07-06T00:00:00,2026-07-06T00:00:00,
4900007261,2026,2026-07-07T00:00:00,2026-07-07T00:00:00,4500002265
4900007262,2026,2026-08-10T00:00:00,2026-08-10T00:00:00,
4900007263,2024,2024-09-09T00:00:00,2024-09-09T00:00:00,
4900007264,2024,2024-10-03T00:00:00,2024-10-03T00:00:00,
4900007265,2024,2024-12-16T00:00:00,2024-12-16T00:00:00,
4900007266,2025,2025-01-10T00:00:00,2025-01-10T00:00:00,
4900007267,2025,2025-02-28T00:00:00,2025-02-28T00:00:00,
4900007268,2025,2025-03-23T00:00:00,2025-03-23T00:00:00,
4900007269,2025,2025-04-08T00:00:00,2025-04-08T00:00:00,4500002268
4900007270,2025,2025-07-02T00:00:00,2025-07-02T00:00:00,
4900007271,2025,2025-09-23T00:00:00,2025-09-23T00:00:00,
4900007272,2025,2025-10-30T00:00:00,2025-10-30T00:00:00,4500002269
4900007273,2025,2025-11-30T00:00:00,2025-11-30T00:00:00,
4900007274,2026,2026-01-13T00:00:00,2026-01-13T00:00:00,
4900007275,2026,2026-02-20T00:00:00,2026-02-20T00:00:00,
4900007276,2026,2026-03-21T00:00:00,2026-03-21T00:00:00,
4900007277,2026,2026-04-24T00:00:00,2026-04-24T00:00:00,
4900007278,2026,2026-06-04T00:00:00,2026-06-04T00:00:00,
4900007279,2026,2026-07-22T00:00:00,2026-07-22T00:00:00,
4900007280,2024,2024-09-12T00:00:00,2024-09-12T00:00:00,
4900007281,2024,2024-10-05T00:00:00,2024-10-05T00:00:00,
4900007282,2024,2024-10-22T00:00:00,2024-10-22T00:00:00,4500002270
4900007283,2024,2024-11-01T00:00:00,2024-11-01T00:00:00,
4900007284,2024,2024-12-23T00:00:00,2024-12-23T00:00:00,
4900007285,2025,2025-01-26T00:00:00,2025-01-26T00:00:00,
4900007286,2025,2025-02-16T00:00:00,2025-02-16T00:00:00,
4900007287,2025,2025-03-03T00:00:00,2025-03-03T00:00:00,4500002271
4900007288,2025,2025-03-09T00:00:00,2025-03-09T00:00:00,
4900007289,2025,2025-04-17T00:00:00,2025-04-17T00:00:00,
4900007290,2025,2025-04-25T00:00:00,2025-04-25T00:00:00,4500002272
4900007291,2025,2025-05-01T00:00:00,2025-05-01T00:00:00,
4900007292,2025,2025-06-29T00:00:00,2025-06-29T00:00:00,
4900007293,2025,2025-07-02T00:00:00,2025-07-02T00:00:00,
4900007294,2025,2025-08-19T00:00:00,2025-08-19T00:00:00,
4900007295,2025,2025-09-15T00:00:00,2025-09-15T00:00:00,4500002273
4900007296,2025,2025-10-28T00:00:00,2025-10-28T00:00:00,
4900007297,2025,2025-11-25T00:00:00,2025-11-25T00:00:00,
4900007298,2025,2025-12-25T00:00:00,2025-12-25T00:00:00,
4900007299,2026,2026-01-06T00:00:00,2026-01-06T00:00:00,4500002275
4900007300,2026,2026-01-28T00:00:00,2026-01-28T00:00:00,
4900007301,2026,2026-02-02T00:00:00,2026-02-02T00:00:00,
4900007302,2026,2026-03-12T00:00:00,2026-03-12T00:00:00,
4900007303,2026,2026-04-16T00:00:00,2026-04-16T00:00:00,4500002276
4900007304,2026,2026-04-26T00:00:00,2026-04-26T00:00:00,
4900007305,2026,2026-05-25T00:00:00,2026-05-25T00:00:00,
4900007306,2026,2026-06-03T00:00:00,2026-06-03T00:00:00,
4900007307,2026,2026-07-04T00:00:00,2026-07-04T00:00:00,4500002277
4900007308,2026,2026-07-29T00:00:00,2026-07-29T00:00:00,
4900007309,2026,2026-08-18T00:00:00,2026-08-18T00:00:00,
4900007310,2024,2024-09-02T00:00:00,2024-09-02T00:00:00,
4900007311,2024,2024-09-02T00:00:00,2024-09-02T00:00:00,
4900007312,2024,2024-10-11T00:00:00,2024-10-11T00:00:00,
4900007313,2024,2024-10-30T00:00:00,2024-10-30T00:00:00,4500002279
4900007314,2024,2024-11-21T00:00:00,2024-11-21T00:00:00,
4900007315,2024,2024-12-06T00:00:00,2024-12-06T00:00:00,
4900007316,2025,2025-01-27T00:00:00,2025-01-27T00:00:00,
4900007317,2025,2025-02-11T00:00:00,2025-02-11T00:00:00,
4900007318,2025,2025-03-13T00:00:00,2025-03-13T00:00:00,
4900007319,2025,2025-04-11T00:00:00,2025-04-11T00:00:00,
4900007320,2025,2025-05-05T00:00:00,2025-05-05T00:00:00,
4900007321,2025,2025-05-17T00:00:00,2025-05-17T00:00:00,4500002280
4900007322,2025,2025-06-23T00:00:00,2025-06-23T00:00:00,
4900007323,2025,2025-07-06T00:00:00,2025-07-06T00:00:00,
4900007324,2025,2025-07-27T00:00:00,2025-07-27T00:00:00,4500002281
4900007325,2025,2025-08-31T00:00:00,2025-08-31T00:00:00,
4900007326,2025,2025-09-19T00:00:00,2025-09-19T00:00:00,
4900007327,2025,2025-10-23T00:00:00,2025-10-23T00:00:00,
4900007328,2025,2025-11-16T00:00:00,2025-11-16T00:00:00,
4900007329,2025,2025-12-16T00:00:00,2025-12-16T00:00:00,4500002282
4900007330,2025,2025-12-17T00:00:00,2025-12-17T00:00:00,
4900007331,2026,2026-01-27T00:00:00,2026-01-27T00:00:00,
4900007332,2026,2026-02-03T00:00:00,2026-02-03T00:00:00,
4900007333,2026,2026-02-28T00:00:00,2026-02-28T00:00:00,4500002283
4900007334,2026,2026-03-08T00:00:00,2026-03-08T00:00:00,
4900007335,2026,2026-04-11T00:00:00,2026-04-11T00:00:00,
4900007336,2026,2026-05-10T00:00:00,2026-05-10T00:00:00,
4900007337,2026,2026-06-13T00:00:00,2026-06-13T00:00:00,
4900007338,2026,2026-07-22T00:00:00,2026-07-22T00:00:00,
4900007339,2026,2026-08-14T00:00:00,2026-08-14T00:00:00,
4900007340,2026,2026-08-21T00:00:00,2026-08-21T00:00:00,4500002284
4900007341,2024,2024-09-14T00:00:00,2024-09-14T00:00:00,
4900007342,2024,2024-10-28T00:00:00,2024-10-28T00:00:00,
4900007343,2024,2024-12-13T00:00:00,2024-12-13T00:00:00,4500002286
4900007344,2025,2025-03-11T00:00:00,2025-03-11T00:00:00,
4900007345,2025,2025-12-26T00:00:00,2025-12-26T00:00:00,
4900007346,2026,2026-02-15T00:00:00,2026-02-15T00:00:00,
4900007347,2026,2026-02-19T00:00:00,2026-02-19T00:00:00,4500002287
4900007348,2026,2026-07-01T00:00:00,2026-07-01T00:00:00,
4900007349,2026,2026-08-20T00:00:00,2026-08-20T00:00:00,4500002288
4900007350,2024,2024-09-15T00:00:00,2024-09-15T00:00:00,
4900007351,2024,2024-10-09T00:00:00,2024-10-09T00:00:00,
4900007352,2024,2024-10-29T00:00:00,2024-10-29T00:00:00,4500002289
4900007353,2024,2024-11-26T00:00:00,2024-11-26T00:00:00,
4900007354,2024,2024-12-24T00:00:00,2024-12-24T00:00:00,
4900007355,2025,2025-01-19T00:00:00,2025-01-19T00:00:00,
4900007356,2025,2025-02-10T00:00:00,2025-02-10T00:00:00,
4900007357,2025,2025-03-14T00:00:00,2025-03-14T00:00:00,
4900007358,2025,2025-04-21T00:00:00,2025-04-21T00:00:00,
4900007359,2025,2025-05-13T00:00:00,2025-05-13T00:00:00,
4900007360,2025,2025-06-06T00:00:00,2025-06-06T00:00:00,4500002291
4900007361,2025,2025-06-24T00:00:00,2025-06-24T00:00:00,
4900007362,2025,2025-07-28T00:00:00,2025-07-28T00:00:00,
4900007363,2025,2025-08-30T00:00:00,2025-08-30T00:00:00,
4900007364,2025,2025-09-16T00:00:00,2025-09-16T00:00:00,
4900007365,2025,2025-10-19T00:00:00,2025-10-19T00:00:00,
4900007366,2025,2025-11-09T00:00:00,2025-11-09T00:00:00,
4900007367,2025,2025-12-17T00:00:00,2025-12-17T00:00:00,
4900007368,2025,2025-12-26T00:00:00,2025-12-26T00:00:00,4500002292
4900007369,2026,2026-01-21T00:00:00,2026-01-21T00:00:00,
4900007370,2026,2026-02-09T00:00:00,2026-02-09T00:00:00,
4900007371,2026,2026-03-13T00:00:00,2026-03-13T00:00:00,
4900007372,2026,2026-04-22T00:00:00,2026-04-22T00:00:00,
4900007373,2026,2026-05-04T00:00:00,2026-05-04T00:00:00,
4900007374,2026,2026-06-30T00:00:00,2026-06-30T00:00:00,
4900007375,2026,2026-07-24T00:00:00,2026-07-24T00:00:00,
4900007376,2026,2026-08-08T00:00:00,2026-08-08T00:00:00,4500002293
4900007377,2026,2026-09-03T00:00:00,2026-09-03T00:00:00,
4900007378,2024,2024-09-01T00:00:00,2024-09-01T00:00:00,
4900007379,2024,2024-10-02T00:00:00,2024-10-02T00:00:00,
4900007380,2024,2024-11-08T00:00:00,2024-11-08T00:00:00,
4900007381,2024,2024-11-16T00:00:00,2024-11-16T00:00:00,4500002294
4900007382,2024,2024-12-28T00:00:00,2024-12-28T00:00:00,
4900007383,2025,2025-01-07T00:00:00,2025-01-07T00:00:00,
4900007384,2025,2025-02-16T00:00:00,2025-02-16T00:00:00,4500002295
4900007385,2025,2025-03-10T00:00:00,2025-03-10T00:00:00,
4900007386,2025,2025-04-25T00:00:00,2025-04-25T00:00:00,
4900007387,2025,2025-05-22T00:00:00,2025-05-22T00:00:00,
4900007388,2025,2025-06-18T00:00:00,2025-06-18T00:00:00,
4900007389,2025,2025-08-04T00:00:00,2025-08-04T00:00:00,4500002296
4900007390,2025,2025-08-06T00:00:00,2025-08-06T00:00:00,
4900007391,2025,2025-09-22T00:00:00,2025-09-22T00:00:00,
4900007392,2025,2025-10-16T00:00:00,2025-10-16T00:00:00,
4900007393,2025,2025-11-23T00:00:00,2025-11-23T00:00:00,
4900007394,2025,2025-12-02T00:00:00,2025-12-02T00:00:00,4500002297
4900007395,2025,2025-12-27T00:00:00,2025-12-27T00:00:00,
4900007396,2026,2026-01-20T00:00:00,2026-01-20T00:00:00,
4900007397,2026,2026-02-14T00:00:00,2026-02-14T00:00:00,
4900007398,2026,2026-03-13T00:00:00,2026-03-13T00:00:00,
4900007399,2026,2026-04-18T00:00:00,2026-04-18T00:00:00,4500002298
4900007400,2026,2026-04-25T00:00:00,2026-04-25T00:00:00,
4900007401,2026,2026-05-23T00:00:00,2026-05-23T00:00:00,
4900007402,2026,2026-06-01T00:00:00,2026-06-01T00:00:00,
4900007403,2026,2026-07-17T00:00:00,2026-07-17T00:00:00,
4900007404,2026,2026-07-21T00:00:00,2026-07-21T00:00:00,4500002299
4900007405,2026,2026-08-31T00:00:00,2026-08-31T00:00:00,
4900007406,2024,2024-09-04T00:00:00,2024-09-04T00:00:00,
4900007407,2024,2024-11-04T00:00:00,2024-11-04T00:00:00,4500002300
4900007408,2026,2026-01-20T00:00:00,2026-01-20T00:00:00,
4900007409,2026,2026-02-01T00:00:00,2026-02-01T00:00:00,
4900007410,2026,2026-03-21T00:00:00,2026-03-21T00:00:00,4500002301
4900007411,2026,2026-04-14T00:00:00,2026-04-14T00:00:00,4500002303
4900007412,2026,2026-07-15T00:00:00,2026-07-15T00:00:00,
4900007413,2024,2024-10-09T00:00:00,2024-10-09T00:00:00,
4900007414,2025,2025-01-05T00:00:00,2025-01-05T00:00:00,
4900007415,2025,2025-04-02T00:00:00,2025-04-02T00:00:00,
4900007416,2025,2025-04-10T00:00:00,2025-04-10T00:00:00,4500002304
4900007417,2025,2025-06-23T00:00:00,2025-06-23T00:00:00,
4900007418,2025,2025-07-24T00:00:00,2025-07-24T00:00:00,
4900007419,2025,2025-08-05T00:00:00,2025-08-05T00:00:00,
4900007420,2025,2025-09-16T00:00:00,2025-09-16T00:00:00,
4900007421,2025,2025-10-20T00:00:00,2025-10-20T00:00:00,
4900007422,2025,2025-12-18T00:00:00,2025-12-18T00:00:00,
4900007423,2026,2026-01-27T00:00:00,2026-01-27T00:00:00,
4900007424,2026,2026-02-11T00:00:00,2026-02-11T00:00:00,
4900007425,2026,2026-03-03T00:00:00,2026-03-03T00:00:00,4500002305
4900007426,2026,2026-04-21T00:00:00,2026-04-21T00:00:00,
4900007427,2026,2026-06-14T00:00:00,2026-06-14T00:00:00,
4900007428,2026,2026-08-16T00:00:00,2026-08-16T00:00:00,4500002306
4900007429,2024,2024-09-02T00:00:00,2024-09-02T00:00:00,
4900007430,2024,2024-11-14T00:00:00,2024-11-14T00:00:00,4500002307
4900007431,2024,2024-11-22T00:00:00,2024-11-22T00:00:00,
4900007432,2025,2025-01-25T00:00:00,2025-01-25T00:00:00,
4900007433,2025,2025-02-22T00:00:00,2025-02-22T00:00:00,
4900007434,2025,2025-04-16T00:00:00,2025-04-16T00:00:00,4500002308
4900007435,2025,2025-04-25T00:00:00,2025-04-25T00:00:00,
4900007436,2025,2025-10-20T00:00:00,2025-10-20T00:00:00,
4900007437,2026,2026-01-10T00:00:00,2026-01-10T00:00:00,4500002309
4900007438,2026,2026-02-04T00:00:00,2026-02-04T00:00:00,
4900007439,2026,2026-07-01T00:00:00,2026-07-01T00:00:00,
4900007440,2024,2024-10-26T00:00:00,2024-10-26T00:00:00,
4900007441,2025,2025-06-14T00:00:00,2025-06-14T00:00:00,
4900007442,2025,2025-09-06T00:00:00,2025-09-06T00:00:00,
4900007443,2025,2025-10-11T00:00:00,2025-10-11T00:00:00,
4900007444,2025,2025-10-16T00:00:00,2025-10-16T00:00:00,4500002311
4900007445,2025,2025-11-23T00:00:00,2025-11-23T00:00:00,4500002312
4900007446,2025,2025-12-10T00:00:00,2025-12-10T00:00:00,
4900007447,2026,2026-08-24T00:00:00,2026-08-24T00:00:00,
4900007448,2024,2024-10-16T00:00:00,2024-10-16T00:00:00,4500002314
4900007449,2025,2025-01-07T00:00:00,2025-01-07T00:00:00,
4900007450,2025,2025-03-26T00:00:00,2025-03-26T00:00:00,
4900007451,2025,2025-04-03T00:00:00,2025-04-03T00:00:00,
4900007452,2025,2025-06-25T00:00:00,2025-06-25T00:00:00,
4900007453,2025,2025-07-24T00:00:00,2025-07-24T00:00:00,4500002315
4900007454,2025,2025-08-25T00:00:00,2025-08-25T00:00:00,
4900007455,2026,2026-03-16T00:00:00,2026-03-16T00:00:00,
4900007456,2026,2026-04-12T00:00:00,2026-04-12T00:00:00,4500002316
4900007457,2026,2026-05-04T00:00:00,2026-05-04T00:00:00,
4900007458,2026,2026-08-30T00:00:00,2026-08-30T00:00:00,
4900007459,2024,2024-10-19T00:00:00,2024-10-19T00:00:00,
4900007460,2024,2024-11-08T00:00:00,2024-11-08T00:00:00,
4900007461,2024,2024-11-07T00:00:00,2024-11-07T00:00:00,
4900007462,2025,2025-04-24T00:00:00,2025-04-24T00:00:00,
4900007463,2025,2025-08-20T00:00:00,2025-08-20T00:00:00,
4900007464,2025,2025-10-13T00:00:00,2025-10-13T00:00:00,4500002318
4900007465,2026,2026-05-07T00:00:00,2026-05-07T00:00:00,
4900007466,2026,2026-06-27T00:00:00,2026-06-27T00:00:00,4500002319
4900007467,2024,2024-12-14T00:00:00,2024-12-14T00:00:00,4500002320
4900007468,2025,2025-01-15T00:00:00,2025-01-15T00:00:00,
4900007469,2025,2025-02-21T00:00:00,2025-02-21T00:00:00,
4900007470,2025,2025-05-07T00:00:00,2025-05-07T00:00:00,
4900007471,2025,2025-05-31T00:00:00,2025-05-31T00:00:00,4500002321
4900007472,2025,2025-06-05T00:00:00,2025-06-05T00:00:00,
4900007473,2025,2025-07-02T00:00:00,2025-07-02T00:00:00,
4900007474,2025,2025-08-21T00:00:00,2025-08-21T00:00:00,4500002322
4900007475,2025,2025-09-27T00:00:00,2025-09-27T00:00:00,
4900007476,2025,2025-11-04T00:00:00,2025-11-04T00:00:00,
4900007477,2025,2025-12-12T00:00:00,2025-12-12T00:00:00,4500002323
4900007478,2026,2026-01-27T00:00:00,2026-01-27T00:00:00,
4900007479,2026,2026-02-03T00:00:00,2026-02-03T00:00:00,
4900007480,2026,2026-04-22T00:00:00,2026-04-22T00:00:00,4500002324
4900007481,2026,2026-07-08T00:00:00,2026-07-08T00:00:00,
4900007482,2024,2024-09-28T00:00:00,2024-09-28T00:00:00,
4900007483,2024,2024-10-25T00:00:00,2024-10-25T00:00:00,
4900007484,2024,2024-11-26T00:00:00,2024-11-26T00:00:00,
4900007485,2025,2025-02-03T00:00:00,2025-02-03T00:00:00,4500002326
4900007486,2025,2025-03-27T00:00:00,2025-03-27T00:00:00,
4900007487,2025,2025-04-08T00:00:00,2025-04-08T00:00:00,
4900007488,2025,2025-05-25T00:00:00,2025-05-25T00:00:00,
4900007489,2025,2025-06-12T00:00:00,2025-06-12T00:00:00,
4900007490,2025,2025-07-23T00:00:00,2025-07-23T00:00:00,
4900007491,2025,2025-08-11T00:00:00,2025-08-11T00:00:00,4500002327
4900007492,2025,2025-08-30T00:00:00,2025-08-30T00:00:00,
4900007493,2025,2025-11-17T00:00:00,2025-11-17T00:00:00,
4900007494,2025,2025-12-28T00:00:00,2025-12-28T00:00:00,4500002328
4900007495,2026,2026-02-05T00:00:00,2026-02-05T00:00:00,
4900007496,2026,2026-03-31T00:00:00,2026-03-31T00:00:00,
4900007497,2026,2026-05-22T00:00:00,2026-05-22T00:00:00,
4900007498,2026,2026-07-04T00:00:00,2026-07-04T00:00:00,
4900007499,2026,2026-08-19T00:00:00,2026-08-19T00:00:00,
4900007500,2024,2024-10-27T00:00:00,2024-10-27T00:00:00,
4900007501,2025,2025-01-06T00:00:00,2025-01-06T00:00:00,4500002330
4900007502,2025,2025-02-05T00:00:00,2025-02-05T00:00:00,
4900007503,2025,2025-06-05T00:00:00,2025-06-05T00:00:00,
4900007504,2025,2025-07-19T00:00:00,2025-07-19T00:00:00,
4900007505,2025,2025-08-24T00:00:00,2025-08-24T00:00:00,
4900007506,2025,2025-09-24T00:00:00,2025-09-24T00:00:00,
4900007507,2025,2025-10-14T00:00:00,2025-10-14T00:00:00,
4900007508,2025,2025-11-23T00:00:00,2025-11-23T00:00:00,
4900007509,2025,2025-12-18T00:00:00,2025-12-18T00:00:00,4500002332
4900007510,2026,2026-01-08T00:00:00,2026-01-08T00:00:00,
4900007511,2026,2026-04-02T00:00:00,2026-04-02T00:00:00,
4900007512,2026,2026-05-03T00:00:00,2026-05-03T00:00:00,
4900007513,2026,2026-07-08T00:00:00,2026-07-08T00:00:00,
4900007514,2026,2026-08-03T00:00:00,2026-08-03T00:00:00,
4900007515,2024,2024-09-18T00:00:00,2024-09-18T00:00:00,
4900007516,2024,2024-10-23T00:00:00,2024-10-23T00:00:00,
4900007517,2024,2024-11-09T00:00:00,2024-11-09T00:00:00,
4900007518,2024,2024-12-11T00:00:00,2024-12-11T00:00:00,
4900007519,2025,2025-01-14T00:00:00,2025-01-14T00:00:00,4500002335
4900007520,2025,2025-02-14T00:00:00,2025-02-14T00:00:00,
4900007521,2025,2025-03-05T00:00:00,2025-03-05T00:00:00,
4900007522,2025,2025-04-14T00:00:00,2025-04-14T00:00:00,4500002336
4900007523,2025,2025-04-20T00:00:00,2025-04-20T00:00:00,
4900007524,2025,2025-05-02T00:00:00,2025-05-02T00:00:00,4500002337
4900007525,2025,2025-05-30T00:00:00,2025-05-30T00:00:00,
4900007526,2025,2025-06-14T00:00:00,2025-06-14T00:00:00,
4900007527,2025,2025-07-23T00:00:00,2025-07-23T00:00:00,
4900007528,2025,2025-08-15T00:00:00,2025-08-15T00:00:00,
4900007529,2025,2025-08-16T00:00:00,2025-08-16T00:00:00,4500002339
4900007530,2025,2025-09-06T00:00:00,2025-09-06T00:00:00,
4900007531,2025,2025-10-27T00:00:00,2025-10-27T00:00:00,
4900007532,2025,2025-11-08T00:00:00,2025-11-08T00:00:00,
4900007533,2025,2025-12-30T00:00:00,2025-12-30T00:00:00,4500002341
4900007534,2026,2026-01-03T00:00:00,2026-01-03T00:00:00,4500002342
4900007535,2026,2026-01-05T00:00:00,2026-01-05T00:00:00,
4900007536,2026,2026-02-17T00:00:00,2026-02-17T00:00:00,
4900007537,2026,2026-03-13T00:00:00,2026-03-13T00:00:00,
4900007538,2026,2026-04-18T00:00:00,2026-04-18T00:00:00,
4900007539,2026,2026-05-15T00:00:00,2026-05-15T00:00:00,
4900007540,2026,2026-06-26T00:00:00,2026-06-26T00:00:00,
4900007541,2026,2026-07-04T00:00:00,2026-07-04T00:00:00,
4900007542,2025,2025-11-25T00:00:00,2025-11-25T00:00:00,
4900007543,2026,2026-02-24T00:00:00,2026-02-24T00:00:00,
4900007544,2026,2026-03-23T00:00:00,2026-03-23T00:00:00,
4900007545,2026,2026-04-10T00:00:00,2026-04-10T00:00:00,
4900007546,2026,2026-05-07T00:00:00,2026-05-07T00:00:00,
4900007547,2026,2026-05-27T00:00:00,2026-05-27T00:00:00,4500002345
4900007548,2026,2026-06-01T00:00:00,2026-06-01T00:00:00,
4900007549,2024,2024-10-06T00:00:00,2024-10-06T00:00:00,
4900007550,2025,2025-01-28T00:00:00,2025-01-28T00:00:00,
4900007551,2025,2025-04-17T00:00:00,2025-04-17T00:00:00,
4900007552,2025,2025-09-02T00:00:00,2025-09-02T00:00:00,4500002346
4900007553,2025,2025-09-24T00:00:00,2025-09-24T00:00:00,
4900007554,2025,2025-11-17T00:00:00,2025-11-17T00:00:00,
4900007555,2026,2026-06-04T00:00:00,2026-06-04T00:00:00,4500002349
4900007556,2024,2024-09-26T00:00:00,2024-09-26T00:00:00,
4900007557,2024,2024-10-19T00:00:00,2024-10-19T00:00:00,4500002350
4900007558,2024,2024-10-20T00:00:00,2024-10-20T00:00:00,
4900007559,2024,2024-12-21T00:00:00,2024-12-21T00:00:00,
4900007560,2025,2025-03-15T00:00:00,2025-03-15T00:00:00,
4900007561,2025,2025-05-18T00:00:00,2025-05-18T00:00:00,
4900007562,2025,2025-07-12T00:00:00,2025-07-12T00:00:00,4500002351
4900007563,2026,2026-01-10T00:00:00,2026-01-10T00:00:00,
4900007564,2026,2026-03-26T00:00:00,2026-03-26T00:00:00,
4900007565,2026,2026-04-14T00:00:00,2026-04-14T00:00:00,
4900007566,2026,2026-04-28T00:00:00,2026-04-28T00:00:00,4500002352
