Ebeln,Bsart,Aedat,Lifnr,Ekorg,Ekgrp,Waers
4500002118,WK,2026-03-15T00:00:00,0001000021,Z100,Z02,ZAR
4500002119,AN,2026-06-24T00:00:00,0001000021,Z100,Z03,ZAR
4500002120,WK,2026-07-30T00:00:00,0001000021,Z100,Z02,ZAR
4500002121,ZDOM,2026-08-31T00:00:00,0001000021,Z100,Z01,ZAR
4500002122,ZDOM,2024-10-03T00:00:00,0001000027,Z100,Z03,ZAR
4500002123,ZDOM,2025-04-17T00:00:00,0001000027,Z100,Z03,ZAR
4500002124,AN,2025-09-05T00:00:00,0001000027,Z100,Z01,ZAR
4500002125,AN,2025-09-14T00:00:00,0001000027,Z100,Z01,ZAR
4500002126,ZDOM,2026-02-06T00:00:00,0001000027,Z100,Z03,ZAR
4500002127,ZDOM,2026-06-13T00:00:00,0001000027,Z100,Z01,ZAR
4500002128,ZDOM,2024-09-16T00:00:00,0001000010,Z100,Z02,ZAR
4500002129,WK,2025-04-27T00:00:00,0001000010,Z100,Z01,ZAR
4500002130,ZDOM,2025-08-10T00:00:00,0001000010,Z100,Z02,ZAR
4500002131,AN,2024-09-21T00:00:00,0001000022,Z100,Z02,ZAR
4500002132,AN,2025-02-05T00:00:00,0001000022,Z100,Z02,ZAR
4500002133,WK,2025-07-18T00:00:00,0001000022,Z100,Z03,ZAR
4500002134,ZDOM,2025-08-12T00:00:00,0001000022,Z100,Z02,ZAR
4500002135,WK,2025-10-22T00:00:00,0001000022,Z100,Z02,ZAR
4500002136,WK,2025-11-24T00:00:00,0001000022,Z100,Z02,ZAR
4500002137,WK,2026-04-28T00:00:00,0001000022,Z100,Z03,ZAR
4500002138,AN,2026-09-07T00:00:00,0001000022,Z100,Z01,ZAR
4500002139,AN,2024-09-23T00:00:00,0001000022,Z100,Z02,ZAR
4500002140,WK,2025-03-23T00:00:00,0001000022,Z100,Z02,ZAR
4500002141,ZDOM,2025-08-05T00:00:00,0001000022,Z100,Z02,ZAR
4500002142,ZDOM,2026-03-02T00:00:00,0001000022,Z100,Z03,ZAR
4500002143,ZDOM,2024-09-13T00:00:00,0001000035,Z100,Z03,ZAR
4500002144,AN,2024-11-01T00:00:00,0001000035,Z100,Z01,ZAR
4500002145,WK,2025-01-11T00:00:00,0001000035,Z100,Z01,ZAR
4500002146,AN,2025-10-29T00:00:00,0001000035,Z100,Z03,ZAR
4500002147,WK,2026-01-30T00:00:00,0001000035,Z100,Z01,ZAR
4500002148,WK,2024-11-03T00:00:00,0001000021,Z100,Z03,ZAR
4500002149,WK,2025-03-16T00:00:00,0001000021,Z100,Z02,ZAR
4500002150,AN,2025-10-02T00:00:00,0001000021,Z100,Z03,ZAR
4500002151,ZDOM,2025-10-20T00:00:00,0001000021,Z100,Z02,ZAR
4500002152,ZDOM,2026-03-28T00:00:00,0001000021,Z100,Z01,ZAR
4500002153,AN,2024-10-06T00:00:00,0001000050,Z100,Z03,ZAR
4500002154,ZDOM,2025-03-28T00:00:00,0001000050,Z100,Z01,ZAR
4500002155,WK,2025-07-25T00:00:00,0001000050,Z100,Z01,ZAR
4500002156,WK,2026-02-08T00:00:00,0001000050,Z100,Z01,ZAR
4500002157,AN,2026-02-10T00:00:00,0001000050,Z100,Z02,ZAR
4500002158,ZDOM,2026-08-29T00:00:00,0001000058,Z100,Z03,ZAR
4500002159,AN,2024-10-16T00:00:00,0001000025,Z100,Z01,ZAR
4500002160,AN,2025-05-11T00:00:00,0001000025,Z100,Z03,ZAR
4500002161,WK,2025-08-29T00:00:00,0001000025,Z100,Z02,ZAR
4500002162,ZDOM,2025-09-18T00:00:00,0001000025,Z100,Z01,ZAR
4500002163,WK,2025-10-08T00:00:00,0001000025,Z100,Z03,ZAR
4500002164,AN,2026-04-19T00:00:00,0001000025,Z100,Z03,ZAR
4500002165,AN,2025-05-06T00:00:00,0001000046,Z100,Z02,ZAR
4500002166,WK,2024-10-02T00:00:00,0001000032,Z100,Z01,ZAR
4500002167,AN,2025-08-17T00:00:00,0001000032,Z100,Z02,ZAR
4500002168,ZDOM,2026-04-12T00:00:00,0001000032,Z100,Z03,ZAR
4500002169,WK,2024-09-25T00:00:00,0001000039,Z100,Z03,ZAR
4500002170,AN,2025-08-07T00:00:00,0001000039,Z100,Z01,ZAR
4500002171,AN,2026-08-30T00:00:00,0001000039,Z100,Z03,ZAR
4500002172,WK,2024-09-17T00:00:00,0001000039,Z100,Z03,ZAR
4500002173,ZDOM,2025-02-28T00:00:00,0001000039,Z100,Z01,ZAR
4500002174,AN,2025-08-02T00:00:00,0001000039,Z100,Z01,ZAR
4500002175,WK,2026-01-22T00:00:00,0001000039,Z100,Z02,ZAR
4500002176,ZDOM,2026-03-16T00:00:00,0001000039,Z100,Z03,ZAR
4500002177,AN,2024-09-07T00:00:00,0001000041,Z100,Z01,ZAR
4500002178,AN,2024-10-21T00:00:00,0001000041,Z100,Z03,ZAR
4500002179,WK,2025-06-01T00:00:00,0001000041,Z100,Z01,ZAR
4500002180,AN,2025-11-03T00:00:00,0001000041,Z100,Z01,ZAR
4500002181,ZDOM,2026-05-26T00:00:00,0001000041,Z100,Z02,ZAR
4500002182,AN,2024-12-29T00:00:00,0001000032,Z100,Z03,ZAR
4500002183,AN,2025-02-25T00:00:00,0001000032,Z100,Z02,ZAR
4500002184,ZDOM,2025-07-22T00:00:00,0001000032,Z100,Z01,ZAR
4500002185,AN,2026-04-22T00:00:00,0001000032,Z100,Z03,ZAR
4500002186,ZDOM,2026-05-29T00:00:00,0001000032,Z100,Z01,ZAR
4500002187,AN,2026-06-22T00:00:00,0001000032,Z100,Z02,ZAR
4500002188,WK,2026-07-07T00:00:00,0001000032,Z100,Z01,ZAR
4500002189,ZDOM,2025-01-18T00:00:00,0001000032,Z100,Z02,ZAR
4500002190,WK,2025-06-18T00:00:00,0001000032,Z100,Z03,ZAR
4500002191,ZDOM,2025-08-24T00:00:00,0001000032,Z100,Z01,ZAR
4500002192,AN,2026-06-09T00:00:00,0001000032,Z100,Z03,ZAR
4500002193,ZDOM,2026-08-04T00:00:00,0001000032,Z100,Z02,ZAR
4500002194,ZDOM,2026-09-07T00:00:00,0001000032,Z100,Z02,ZAR
4500002195,WK,2024-12-18T00:00:00,0001000014,Z100,Z01,ZAR
4500002196,AN,2025-01-20T00:00:00,0001000014,Z100,Z01,ZAR
4500002197,WK,2025-07-01T00:00:00,0001000014,Z100,Z02,ZAR
4500002198,AN,2026-02-10T00:00:00,0001000014,Z100,Z01,ZAR
4500002199,ZDOM,2026-09-07T00:00:00,0001000014,Z100,Z01,ZAR
4500002200,ZDOM,2024-09-11T00:00:00,0001000012,Z100,Z03,ZAR
4500002201,ZDOM,2024-12-01T00:00:00,0001000012,Z100,Z02,ZAR
4500002202,WK,2025-01-03T00:00:00,0001000012,Z100,Z02,ZAR
4500002203,ZDOM,2025-09-06T00:00:00,0001000012,Z100,Z01,ZAR
4500002204,ZDOM,2026-01-30T00:00:00,0001000012,Z100,Z03,ZAR
4500002205,AN,2026-02-07T00:00:00,0001000012,Z100,Z03,ZAR
4500002206,ZDOM,2024-09-24T00:00:00,0001000057,Z100,Z02,ZAR
4500002207,ZDOM,2025-04-18T00:00:00,0001000057,Z100,Z03,ZAR
4500002208,WK,2025-05-09T00:00:00,0001000057,Z100,Z03,ZAR
4500002209,WK,2025-06-23T00:00:00,0001000057,Z100,Z01,ZAR
4500002210,WK,2026-07-23T00:00:00,0001000057,Z100,Z03,ZAR
4500002211,AN,2024-10-10T00:00:00,0001000010,Z100,Z01,ZAR
4500002212,WK,2025-02-01T00:00:00,0001000010,Z100,Z01,ZAR
4500002213,ZDOM,2025-05-06T00:00:00,0001000010,Z100,Z03,ZAR
4500002214,WK,2025-12-24T00:00:00,0001000010,Z100,Z02,ZAR
4500002215,WK,2026-05-09T00:00:00,0001000010,Z100,Z03,ZAR
4500002216,AN,2025-04-16T00:00:00,0001000010,Z100,Z02,ZAR
4500002217,WK,2025-05-16T00:00:00,0001000010,Z100,Z03,ZAR
4500002218,WK,2025-11-12T00:00:00,0001000010,Z100,Z02,ZAR
4500002219,ZDOM,2025-12-19T00:00:00,0001000010,Z100,Z01,ZAR
4500002220,WK,2026-03-11T00:00:00,0001000010,Z100,Z02,ZAR
4500002221,WK,2026-04-18T00:00:00,0001000010,Z100,Z02,ZAR
4500002222,AN,2026-07-04T00:00:00,0001000010,Z100,Z03,ZAR
4500002223,AN,2026-08-06T00:00:00,0001000010,Z100,Z02,ZAR
4500002224,AN,2024-09-06T00:00:00,0001000048,Z100,Z02,ZAR
4500002225,ZDOM,2024-10-28T00:00:00,0001000048,Z100,Z01,ZAR
4500002226,ZDOM,2025-04-03T00:00:00,0001000048,Z100,Z02,ZAR
4500002227,WK,2025-07-04T00:00:00,0001000048,Z100,Z01,ZAR
4500002228,AN,2026-02-07T00:00:00,0001000048,Z100,Z03,ZAR
4500002229,AN,2026-04-16T00:00:00,0001000048,Z100,Z01,ZAR
4500002230,WK,2025-04-02T00:00:00,0001000048,Z100,Z03,ZAR
4500002231,AN,2026-01-26T00:00:00,0001000048,Z100,Z02,ZAR
4500002232,ZDOM,2026-02-25T00:00:00,0001000048,Z100,Z01,ZAR
4500002233,WK,2026-03-10T00:00:00,0001000048,Z100,Z03,ZAR
4500002234,WK,2024-09-06T00:00:00,0001000000,Z100,Z03,ZAR
4500002235,ZDOM,2024-10-28T00:00:00,0001000000,Z100,Z01,ZAR
4500002236,AN,2024-11-24T00:00:00,0001000000,Z100,Z01,ZAR
4500002237,ZDOM,2025-07-22T00:00:00,0001000000,Z100,Z02,ZAR
4500002238,AN,2025-10-12T00:00:00,0001000000,Z100,Z02,ZAR
4500002239,WK,2025-12-04T00:00:00,0001000000,Z100,Z02,ZAR
4500002240,ZDOM,2026-04-16T00:00:00,0001000000,Z100,Z02,ZAR
4500002241,ZDOM,2024-09-24T00:00:00,0001000045,Z100,Z01,ZAR
4500002242,WK,2024-11-15T00:00:00,0001000045,Z100,Z01,ZAR
4500002243,AN,2025-12-05T00:00:00,0001000045,Z100,Z02,ZAR
4500002244,AN,2026-06-03T00:00:00,0001000045,Z100,Z01,ZAR
4500002245,AN,2025-11-02T00:00:00,0001000023,Z100,Z01,ZAR
4500002246,ZDOM,2025-03-10T00:00:00,0001000024,Z100,Z01,ZAR
4500002247,ZDOM,2025-04-28T00:00:00,0001000024,Z100,Z03,ZAR
4500002248,WK,2025-08-17T00:00:00,0001000024,Z100,Z02,ZAR
4500002249,WK,2025-12-10T00:00:00,0001000024,Z100,Z02,ZAR
4500002250,ZDOM,2026-02-02T00:00:00,0001000024,Z100,Z02,ZAR
4500002251,AN,2026-02-22T00:00:00,0001000024,Z100,Z03,ZAR
4500002252,AN,2026-05-13T00:00:00,0001000024,Z100,Z01,ZAR
4500002253,AN,2026-06-23T00:00:00,0001000024,Z100,Z03,ZAR
4500002254,WK,2024-09-24T00:00:00,0001000040,Z100,Z03,ZAR
4500002255,WK,2024-12-02T00:00:00,0001000040,Z100,Z01,ZAR
4500002256,ZDOM,2024-12-23T00:00:00,0001000040,Z100,Z03,ZAR
4500002257,ZDOM,2025-10-24T00:00:00,0001000040,Z100,Z01,ZAR
4500002258,AN,2025-09-05T00:00:00,0001000047,Z100,Z02,ZAR
4500002259,ZDOM,2024-12-26T00:00:00,0001000047,Z100,Z01,ZAR
4500002260,ZDOM,2025-12-08T00:00:00,0001000047,Z100,Z02,ZAR
4500002261,WK,2026-03-29T00:00:00,0001000047,Z100,Z03,ZAR
4500002262,AN,2024-10-01T00:00:00,0001000028,Z100,Z01,ZAR
4500002263,ZDOM,2025-12-08T00:00:00,0001000028,Z100,Z03,ZAR
4500002264,AN,2024-10-17T00:00:00,0001000037,Z100,Z03,ZAR
4500002265,ZDOM,2025-12-07T00:00:00,0001000037,Z100,Z03,ZAR
4500002266,AN,2026-07-18T00:00:00,0001000037,Z100,Z01,ZAR
4500002267,WK,2026-08-18T00:00:00,0001000037,Z100,Z03,ZAR
4500002268,ZDOM,2024-09-10T00:00:00,0001000037,Z100,Z03,ZAR
4500002269,ZDOM,2025-04-01T00:00:00,0001000037,Z100,Z02,ZAR
4500002270,WK,2024-09-17T00:00:00,0001000055,Z100,Z02,ZAR
4500002271,WK,2025-01-30T00:00:00,0001000055,Z100,Z01,ZAR
4500002272,AN,2025-03-21T00:00:00,0001000055,Z100,Z03,ZAR
4500002273,AN,2025-07-04T00:00:00,0001000055,Z100,Z02,ZAR
4500002274,AN,2025-10-30T00:00:00,0001000055,Z100,Z02,ZAR
4500002275,WK,2025-12-03T00:00:00,0001000055,Z100,Z02,ZAR
4500002276,AN,2026-03-15T00:00:00,0001000055,Z100,Z01,ZAR
4500002277,ZDOM,2026-05-31T00:00:00,0001000055,Z100,Z03,ZAR
4500002278,WK,2026-08-22T00:00:00,0001000055,Z100,Z03,ZAR
4500002279,WK,2024-10-13T00:00:00,0001000019,Z100,Z03,ZAR
4500002280,AN,2025-04-15T00:00:00,0001000019,Z100,Z01,ZAR
4500002281,AN,2025-07-10T00:00:00,0001000019,Z100,Z03,ZAR
4500002282,WK,2025-11-27T00:00:00,0001000019,Z100,Z03,ZAR
4500002283,ZDOM,2026-02-10T00:00:00,0001000019,Z100,Z03,ZAR
4500002284,AN,2026-07-27T00:00:00,0001000019,Z100,Z03,ZAR
4500002285,WK,2024-09-20T00:00:00,0001000034,Z100,Z02,ZAR
4500002286,WK,2024-11-01T00:00:00,0001000034,Z100,Z01,ZAR
4500002287,ZDOM,2026-01-05T00:00:00,0001000034,Z100,Z01,ZAR
4500002288,ZDOM,2026-07-06T00:00:00,0001000034,Z100,Z01,ZAR
4500002289,WK,2024-09-19T00:00:00,0001000013,Z100,Z03,ZAR
4500002290,AN,2025-03-17T00:00:00,0001000013,Z100,Z03,ZAR
4500002291,ZDOM,2025-04-26T00:00:00,0001000013,Z100,Z03,ZAR
4500002292,WK,2025-10-20T00:00:00,0001000013,Z100,Z03,ZAR
4500002293,WK,2026-07-01T00:00:00,0001000013,Z100,Z03,ZAR
4500002294,ZDOM,2024-10-10T00:00:00,0001000013,Z100,Z02,ZAR
4500002295,ZDOM,2025-01-07T00:00:00,0001000013,Z100,Z03,ZAR
4500002296,AN,2025-05-27T00:00:00,0001000013,Z100,Z03,ZAR
4500002297,AN,2025-10-25T00:00:00,0001000013,Z100,Z01,ZAR
4500002298,AN,2026-02-26T00:00:00,0001000013,Z100,Z03,ZAR
4500002299,AN,2026-06-11T00:00:00,0001000013,Z100,Z01,ZAR
4500002300,WK,2024-09-11T00:00:00,0001000028,Z100,Z01,ZAR
4500002301,AN,2026-01-30T00:00:00,0001000028,Z100,Z03,ZAR
4500002302,ZDOM,2026-02-12T00:00:00,0001000028,Z100,Z01,ZAR
4500002303,WK,2026-03-20T00:00:00,0001000028,Z100,Z01,ZAR
4500002304,ZDOM,2024-10-20T00:00:00,0001000042,Z100,Z01,ZAR
4500002305,ZDOM,2025-08-16T00:00:00,0001000042,Z100,Z02,ZAR
4500002306,ZDOM,2026-02-14T00:00:00,0001000042,Z100,Z02,ZAR
4500002307,AN,2024-09-06T00:00:00,0001000044,Z100,Z01,ZAR
4500002308,ZDOM,2025-02-02T00:00:00,0001000044,Z100,Z02,ZAR
4500002309,ZDOM,2025-11-01T00:00:00,0001000044,Z100,Z03,ZAR
4500002310,ZDOM,2026-07-06T00:00:00,0001000044,Z100,Z01,ZAR
4500002311,ZDOM,2025-09-09T00:00:00,0001000042,Z100,Z01,ZAR
4500002312,AN,2025-10-17T00:00:00,0001000042,Z100,Z03,ZAR
4500002313,WK,2026-08-29T00:00:00,0001000042,Z100,Z02,ZAR
4500002314,ZDOM,2024-09-27T00:00:00,0001000004,Z100,Z01,ZAR
4500002315,AN,2025-07-05T00:00:00,0001000004,Z100,Z01,ZAR
4500002316,WK,2026-03-27T00:00:00,0001000004,Z100,Z01,ZAR
4500002317,AN,2026-09-06T00:00:00,0001000004,Z100,Z03,ZAR
4500002318,WK,2025-08-22T00:00:00,0001000017,Z100,Z02,ZAR
4500002319,AN,2026-05-09T00:00:00,0001000017,Z100,Z03,ZAR
4500002320,AN,2024-10-01T00:00:00,0001000038,Z100,Z02,ZAR
4500002321,ZDOM,2025-03-03T00:00:00,0001000038,Z100,Z01,ZAR
4500002322,ZDOM,2025-06-08T00:00:00,0001000038,Z100,Z01,ZAR
4500002323,WK,2025-09-29T00:00:00,0001000038,Z100,Z02,ZAR
4500002324,ZDOM,2026-02-07T00:00:00,0001000038,Z100,Z03,ZAR
4500002325,WK,2026-07-10T00:00:00,0001000038,Z100,Z01,ZAR
4500002326,WK,2024-10-05T00:00:00,0001000045,Z100,Z03,ZAR
4500002327,ZDOM,2025-04-14T00:00:00,0001000045,Z100,Z01,ZAR
4500002328,ZDOM,2025-09-01T00:00:00,0001000045,Z100,Z01,ZAR
4500002329,WK,2026-06-03T00:00:00,0001000045,Z100,Z01,ZAR
4500002330,AN,2024-11-03T00:00:00,0001000034,Z100,Z02,ZAR
4500002331,ZDOM,2025-09-29T00:00:00,0001000034,Z100,Z03,ZAR
4500002332,AN,2025-10-16T00:00:00,0001000034,Z100,Z03,ZAR
4500002333,AN,2026-08-11T00:00:00,0001000034,Z100,Z01,ZAR
4500002334,AN,2024-10-31T00:00:00,0001000045,Z100,Z03,ZAR
4500002335,WK,2024-11-20T00:00:00,0001000045,Z100,Z01,ZAR
4500002336,AN,2025-02-21T00:00:00,0001000045,Z100,Z01,ZAR
4500002337,WK,2025-03-08T00:00:00,0001000045,Z100,Z03,ZAR
4500002338,ZDOM,2025-06-09T00:00:00,0001000045,Z100,Z02,ZAR
4500002339,ZDOM,2025-06-24T00:00:00,0001000045,Z100,Z01,ZAR
4500002340,WK,2025-09-11T00:00:00,0001000045,Z100,Z03,ZAR
4500002341,WK,2025-11-05T00:00:00,0001000045,Z100,Z03,ZAR
4500002342,AN,2025-11-12T00:00:00,0001000045,Z100,Z02,ZAR
4500002343,WK,2026-05-17T00:00:00,0001000045,Z100,Z01,ZAR
4500002344,AN,2026-07-07T00:00:00,0001000045,Z100,Z03,ZAR
4500002345,AN,2026-05-14T00:00:00,0001000023,Z100,Z01,ZAR
4500002346,ZDOM,2025-04-22T00:00:00,0001000023,Z100,Z01,ZAR
4500002347,AN,2025-11-26T00:00:00,0001000023,Z100,Z02,ZAR
4500002348,AN,2025-12-12T00:00:00,0001000023,Z100,Z02,ZAR
4500002349,AN,2026-01-11T00:00:00,0001000023,Z100,Z03,ZAR
4500002350,WK,2024-10-05T00:00:00,0001000046,Z100,Z01,ZAR
4500002351,ZDOM,2025-05-20T00:00:00,0001000046,Z100,Z02,ZAR
4500002352,ZDOM,2026-04-17T00:00:00,0001000046,Z100,Z01,ZAR
4500002353,ZDOM,2024-10-01T00:00:00,0001000019,Z100,Z03,ZAR
4500002354,WK,2025-05-30T00:00:00,0001000019,Z100,Z01,ZAR
4500002355,AN,2025-08-04T00:00:00,0001000019,Z100,Z03,ZAR
4500002356,ZDOM,2025-12-17T00:00:00,0001000019,Z100,Z01,ZAR
4500002357,AN,2026-03-13T00:00:00,0001000019,Z100,Z02,ZAR
4500002358,ZDOM,2024-09-13T00:00:00,0001000019,Z100,Z01,ZAR
4500002359,AN,2025-04-20T00:00:00,0001000019,Z100,Z03,ZAR
4500002360,ZDOM,2025-10-04T00:00:00,0001000019,Z100,Z02,ZAR
4500002361,AN,2024-10-01T00:00:00,0001000003,Z100,Z03,ZAR
4500002362,ZDOM,2025-01-29T00:00:00,0001000003,Z100,Z03,ZAR
4500002363,WK,2026-05-16T00:00:00,0001000003,Z100,Z03,ZAR
4500002364,WK,2026-06-18T00:00:00,0001000003,Z100,Z03,ZAR
4500002365,AN,2024-09-21T00:00:00,0001000003,Z100,Z03,ZAR
4500002366,WK,2024-12-10T00:00:00,0001000003,Z100,Z02,ZAR
4500002367,WK,2025-10-15T00:00:00,0001000003,Z100,Z01,ZAR
4500002368,AN,2026-01-02T00:00:00,0001000003,Z100,Z02,ZAR
4500002369,AN,2024-09-14T00:00:00,0001000048,Z100,Z02,ZAR
4500002370,ZDOM,2025-10-03T00:00:00,0001000048,Z100,Z01,ZAR
4500002371,WK,2026-06-22T00:00:00,0001000048,Z100,Z02,ZAR
4500002372,ZDOM,2025-08-21T00:00:00,0001000027,Z100,Z01,ZAR
4500002373,AN,2026-07-17T00:00:00,0001000027,Z100,Z01,ZAR
4500002374,ZDOM,2026-09-07T00:00:00,0001000027,Z100,Z02,ZAR
4500002375,ZDOM,2025-05-27T00:00:00,0001000009,Z100,Z02,ZAR
4500002376,WK,2025-06-13T00:00:00,0001000009,Z100,Z02,ZAR
4500002377,ZDOM,2025-08-08T00:00:00,0001000009,Z100,Z01,ZAR
4500002378,WK,2025-02-04T00:00:00,0001000009,Z100,Z03,ZAR
4500002379,ZDOM,2025-05-06T00:00:00,0001000009,Z100,Z03,ZAR
4500002380,ZDOM,2026-03-19T00:00:00,0001000009,Z100,Z03,ZAR
4500002381,AN,2026-07-10T00:00:00,0001000009,Z100,Z01,ZAR
4500002382,WK,2024-09-22T00:00:00,0001000017,Z100,Z02,ZAR
4500002383,WK,2025-05-09T00:00:00,0001000017,Z100,Z02,ZAR
4500002384,ZDOM,2025-06-16T00:00:00,0001000017,Z100,Z02,ZAR
4500002385,WK,2025-07-21T00:00:00,0001000017,Z100,Z02,ZAR
4500002386,AN,2026-05-14T00:00:00,0001000017,Z100,Z02,ZAR
4500002387,ZDOM,2026-07-02T00:00:00,0001000017,Z100,Z01,ZAR
4500002388,WK,2024-09-24T00:00:00,0001000017,Z100,Z01,ZAR
4500002389,WK,2024-12-11T00:00:00,0001000017,Z100,Z02,ZAR
4500002390,ZDOM,2025-10-28T00:00:00,0001000017,Z100,Z03,ZAR
4500002391,WK,2026-06-13T00:00:00,0001000017,Z100,Z02,ZAR
4500002392,WK,2024-09-28T00:00:00,0001000023,Z100,Z03,ZAR
4500002393,WK,2024-10-15T00:00:00,0001000023,Z100,Z01,ZAR
4500002394,ZDOM,2025-04-18T00:00:00,0001000023,Z100,Z02,ZAR
4500002395,WK,2025-06-27T00:00:00,0001000023,Z100,Z03,ZAR
4500002396,AN,2025-07-21T00:00:00,0001000023,Z100,Z01,ZAR
4500002397,ZDOM,2025-11-12T00:00:00,0001000023,Z100,Z02,ZAR
4500002398,ZDOM,2024-12-20T00:00:00,0001000023,Z100,Z01,ZAR
4500002399,WK,2026-01-27T00:00:00,0001000023,Z100,Z01,ZAR
4500002400,WK,2024-09-13T00:00:00,0001000037,Z100,Z02,ZAR
4500002401,WK,2024-11-12T00:00:00,0001000037,Z100,Z01,ZAR
4500002402,ZDOM,2025-01-18T00:00:00,0001000037,Z100,Z01,ZAR
4500002403,ZDOM,2025-03-19T00:00:00,0001000037,Z100,Z01,ZAR
4500002404,WK,2025-05-31T00:00:00,0001000037,Z100,Z03,ZAR
4500002405,WK,2025-07-25T00:00:00,0001000037,Z100,Z02,ZAR
4500002406,WK,2025-09-15T00:00:00,0001000037,Z100,Z03,ZAR
4500002407,ZDOM,2025-10-30T00:00:00,0001000037,Z100,Z01,ZAR
4500002408,AN,2026-01-03T00:00:00,0001000037,Z100,Z01,ZAR
4500002409,ZDOM,2026-02-15T00:00:00,0001000037,Z100,Z03,ZAR
4500002410,AN,2026-06-24T00:00:00,0001000037,Z100,Z03,ZAR
4500002411,WK,2026-07-06T00:00:00,0001000037,Z100,Z03,ZAR
4500002412,WK,2024-09-16T00:00:00,0001000040,Z100,Z03,ZAR
4500002413,ZDOM,2024-12-16T00:00:00,0001000040,Z100,Z01,ZAR
4500002414,ZDOM,2025-04-29T00:00:00,0001000040,Z100,Z02,ZAR
4500002415,WK,2025-05-08T00:00:00,0001000040,Z100,Z03,ZAR
4500002416,WK,2026-01-26T00:00:00,0001000040,Z100,Z02,ZAR
4500002417,WK,2026-02-28T00:00:00,0001000040,Z100,Z03,ZAR
4500002418,WK,2026-05-01T00:00:00,0001000040,Z100,Z02,ZAR
4500002419,AN,2026-05-26T00:00:00,0001000040,Z100,Z01,ZAR
4500002420,AN,2026-06-29T00:00:00,0001000040,Z100,Z01,ZAR
4500002421,WK,2026-07-17T00:00:00,0001000040,Z100,Z01,ZAR
4500002422,AN,2024-09-16T00:00:00,0001000047,Z100,Z02,ZAR
4500002423,WK,2024-11-17T00:00:00,0001000047,Z100,Z03,ZAR
4500002424,ZDOM,2025-02-06T00:00:00,0001000047,Z100,Z02,ZAR
4500002425,AN,2025-03-22T00:00:00,0001000047,Z100,Z01,ZAR
4500002426,WK,2025-05-28T00:00:00,0001000047,Z100,Z01,ZAR
4500002427,ZDOM,2025-07-02T00:00:00,0001000047,Z100,Z03,ZAR
4500002428,ZDOM,2025-09-08T00:00:00,0001000047,Z100,Z03,ZAR
4500002429,AN,2025-10-23T00:00:00,0001000047,Z100,Z01,ZAR
4500002430,ZDOM,2026-03-06T00:00:00,0001000047,Z100,Z03,ZAR
4500002431,ZDOM,2026-04-24T00:00:00,0001000047,Z100,Z03,ZAR
4500002432,AN,2026-05-31T00:00:00,0001000047,Z100,Z01,ZAR
4500002433,AN,2026-06-15T00:00:00,0001000047,Z100,Z03,ZAR
4500002434,ZDOM,2026-08-20T00:00:00,0001000047,Z100,Z03,ZAR
4500002435,WK,2024-10-01T00:00:00,0001000029,Z100,Z02,ZAR
4500002436,WK,2025-06-09T00:00:00,0001000029,Z100,Z02,ZAR
4500002437,AN,2025-06-11T00:00:00,0001000029,Z100,Z03,ZAR
4500002438,WK,2025-12-27T00:00:00,0001000029,Z100,Z02,ZAR
4500002439,WK,2026-01-14T00:00:00,0001000029,Z100,Z01,ZAR
4500002440,WK,2026-04-16T00:00:00,0001000029,Z100,Z02,ZAR
4500002441,ZDOM,2024-10-16T00:00:00,0001000029,Z100,Z03,ZAR
4500002442,AN,2024-11-07T00:00:00,0001000029,Z100,Z02,ZAR
4500002443,ZDOM,2025-07-05T00:00:00,0001000029,Z100,Z01,ZAR
4500002444,WK,2026-03-19T00:00:00,0001000029,Z100,Z03,ZAR
4500002445,AN,2024-11-12T00:00:00,0001000005,Z100,Z02,ZAR
4500002446,AN,2025-12-26T00:00:00,0001000005,Z100,Z01,ZAR
4500002447,WK,2026-01-26T00:00:00,0001000005,Z100,Z03,ZAR
4500002448,ZDOM,2026-03-01T00:00:00,0001000005,Z100,Z03,ZAR
4500002449,AN,2024-10-06T00:00:00,0001000005,Z100,Z02,ZAR
4500002450,AN,2024-12-27T00:00:00,0001000005,Z100,Z02,ZAR
4500002451,ZDOM,2025-03-31T00:00:00,0001000005,Z100,Z03,ZAR
4500002452,AN,2025-04-04T00:00:00,0001000005,Z100,Z03,ZAR
4500002453,ZDOM,2025-05-17T00:00:00,0001000005,Z100,Z02,ZAR
4500002454,WK,2025-11-22T00:00:00,0001000005,Z100,Z01,ZAR
4500002455,WK,2026-08-03T00:00:00,0001000005,Z100,Z03,ZAR
4500002456,AN,2026-09-07T00:00:00,0001000005,Z100,Z02,ZAR
4500002457,AN,2024-09-17T00:00:00,0001000056,Z100,Z02,ZAR
4500002458,AN,2025-03-05T00:00:00,0001000056,Z100,Z01,ZAR
4500002459,ZDOM,2025-08-23T00:00:00,0001000056,Z100,Z01,ZAR
4500002460,WK,2024-09-20T00:00:00,0001000056,Z100,Z02,ZAR
4500002461,AN,2026-03-07T00:00:00,0001000056,Z100,Z02,ZAR
4500002462,ZDOM,2026-08-30T00:00:00,0001000056,Z100,Z03,ZAR
4500002463,WK,2024-09-14T00:00:00,0001000036,Z100,Z01,ZAR
4500002464,ZDOM,2025-06-28T00:00:00,0001000036,Z100,Z01,ZAR
4500002465,AN,2026-07-09T00:00:00,0001000036,Z100,Z03,ZAR
