Infnr,Ekorg,Esokz,Werks,Loekz,Waers,Aplfz,Netpr,Peinh,Effpr
5300000356,Z100,0,4000,false,ZAR,239.000,63341.53,1.000,65241.78
5300000357,Z100,0,1000,false,ZAR,27.000,132374.84,1.000,136346.09
5300000358,Z100,0,1000,false,ZAR,40.000,46643.42,1.000,48042.72
5300000359,Z100,0,4000,false,ZAR,20.000,158765.16,1.000,163528.11
5300000360,Z100,0,1000,false,ZAR,95.000,31869.67,1.000,32825.76
5300000361,Z100,0,3000,false,ZAR,131.000,169495.00,1.000,174579.85
5300000362,Z100,0,4000,false,ZAR,140.000,146715.13,1.000,151116.58
5300000363,Z100,0,1000,false,ZAR,21.000,167516.62,1.000,172542.12
5300000364,Z100,0,2000,false,ZAR,52.000,104199.05,1.000,107325.02
5300000365,Z100,0,4000,false,ZAR,53.000,136657.55,1.000,140757.28
5300000366,Z100,0,1000,false,ZAR,35.000,774145.26,1.000,797369.62
5300000367,Z100,0,3000,false,ZAR,123.000,104070.46,1.000,107192.57
5300000368,Z100,0,4000,false,ZAR,21.000,164176.86,1.000,169102.17
5300000369,Z100,0,4000,false,ZAR,20.000,15471.91,1.000,15936.07
5300000370,Z100,0,4000,false,ZAR,47.000,185965.63,1.000,191544.60
5300000371,Z100,0,2000,false,ZAR,98.000,388229.78,1.000,399876.67
5300000372,Z100,0,2000,false,ZAR,146.000,84489.85,1.000,87024.55
5300000373,Z100,0,3000,false,ZAR,10.000,409753.52,1.000,422046.13
5300000374,Z100,0,3000,false,ZAR,37.000,134837.06,1.000,138882.17
5300000375,Z100,0,4000,false,ZAR,9.000,71016.43,1.000,73146.92
5300000376,Z100,0,2000,false,ZAR,49.000,58397.77,1.000,60149.70
5300000377,Z100,0,2000,false,ZAR,45.000,21307.35,1.000,21946.57
5300000378,Z100,0,3000,false,ZAR,42.000,67090.67,1.000,69103.39
5300000379,Z100,0,2000,false,ZAR,38.000,154850.18,1.000,159495.69
5300000380,Z100,0,1000,false,ZAR,97.000,163854.60,1.000,168770.24
5300000381,Z100,0,1000,false,ZAR,57.000,128610.43,1.000,132468.74
5300000382,Z100,0,4000,false,ZAR,22.000,164838.87,1.000,169784.04
5300000383,Z100,0,3000,false,ZAR,163.000,797000.30,1.000,820910.31
5300000384,Z100,0,2000,false,ZAR,135.000,136172.35,1.000,140257.52
5300000385,Z100,0,4000,false,ZAR,150.000,28277.08,1.000,29125.39
5300000386,Z100,0,3000,false,ZAR,134.000,7530.19,1.000,7756.10
5300000387,Z100,0,4000,false,ZAR,27.000,138746.53,1.000,142908.93
5300000388,Z100,0,1000,false,ZAR,117.000,466376.30,1.000,480367.59
5300000389,Z100,0,2000,false,ZAR,60.000,32431.99,1.000,33404.95
5300000390,Z100,0,4000,false,ZAR,129.000,333125.31,1.000,343119.07
5300000391,Z100,0,1000,false,ZAR,135.000,54313.72,1.000,55943.13
5300000392,Z100,0,1000,false,ZAR,51.000,21776.98,1.000,22430.29
5300000393,Z100,0,3000,false,ZAR,17.000,15286.86,1.000,15745.47
5300000394,Z100,0,3000,false,ZAR,13.000,28553.03,1.000,29409.62
5300000395,Z100,0,1000,false,ZAR,109.000,241058.46,1.000,248290.21
5300000396,Z100,0,4000,false,ZAR,36.000,87645.76,1.000,90275.13
5300000397,Z100,0,3000,false,ZAR,51.000,169517.93,1.000,174603.47
5300000398,Z100,0,4000,false,ZAR,30.000,25038.56,1.000,25789.72
5300000399,Z100,0,4000,false,ZAR,37.000,59355.05,1.000,61135.70
5300000400,Z100,0,4000,false,ZAR,77.000,416708.70,1.000,429209.96
5300000401,Z100,0,2000,false,ZAR,13.000,222237.37,1.000,228904.49
5300000402,Z100,0,2000,false,ZAR,13.000,393865.99,1.000,405681.97
5300000403,Z100,0,2000,false,ZAR,7.000,6721.73,1.000,6923.38
5300000404,Z100,0,4000,false,ZAR,45.000,83760.58,1.000,86273.40
5300000405,Z100,0,2000,false,ZAR,150.000,680156.58,1.000,700561.28
5300000406,Z100,0,3000,false,ZAR,27.000,72835.91,1.000,75020.99
5300000407,Z100,0,3000,false,ZAR,50.000,143710.80,1.000,148022.12
5300000408,Z100,0,4000,false,ZAR,137.000,31010.91,1.000,31941.24
5300000409,Z100,0,4000,false,ZAR,142.000,345522.88,1.000,355888.57
5300000410,Z100,0,4000,false,ZAR,52.000,133800.96,1.000,137814.99
5300000411,Z100,0,4000,false,ZAR,35.000,176364.51,1.000,181655.45
5300000412,Z100,0,4000,false,ZAR,117.000,280639.37,1.000,289058.55
5300000413,Z100,0,4000,false,ZAR,238.000,134545.77,1.000,138582.14
5300000414,Z100,0,3000,false,ZAR,32.000,55002.79,1.000,56652.87
5300000415,Z100,0,2000,false,ZAR,41.000,116018.37,1.000,119498.92
5300000416,Z100,0,3000,false,ZAR,114.000,142057.38,1.000,146319.10
5300000417,Z100,0,1000,false,ZAR,20.000,126585.67,1.000,130383.24
5300000418,Z100,0,3000,false,ZAR,43.000,359383.77,1.000,370165.28
5300000419,Z100,0,3000,false,ZAR,28.000,92784.20,1.000,95567.73
5300000420,Z100,0,3000,false,ZAR,128.000,320954.14,1.000,330582.76
5300000421,Z100,0,4000,false,ZAR,38.000,78887.28,1.000,81253.90
5300000422,Z100,0,3000,false,ZAR,183.000,803326.21,1.000,827426.00
5300000423,Z100,0,1000,false,ZAR,38.000,623333.32,1.000,642033.32
5300000424,Z100,0,2000,false,ZAR,27.000,22730.19,1.000,23412.10
5300000425,Z100,0,2000,false,ZAR,16.000,336039.25,1.000,346120.43
5300000426,Z100,0,3000,false,ZAR,63.000,94132.42,1.000,96956.39
5300000427,Z100,0,2000,false,ZAR,57.000,19426.20,1.000,20008.99
5300000428,Z100,0,4000,false,ZAR,21.000,4380.88,1.000,4512.31
5300000429,Z100,0,4000,false,ZAR,52.000,434894.86,1.000,447941.71
5300000430,Z100,0,2000,false,ZAR,46.000,7811.93,1.000,8046.29
5300000431,Z100,0,3000,false,ZAR,223.000,20121.15,1.000,20724.78
5300000432,Z100,0,1000,false,ZAR,43.000,58156.16,1.000,59900.84
5300000433,Z100,0,3000,false,ZAR,71.000,687454.81,1.000,708078.45
5300000434,Z100,0,4000,false,ZAR,79.000,164661.46,1.000,169601.30
5300000435,Z100,0,2000,false,ZAR,125.000,311094.90,1.000,320427.75
5300000436,Z100,0,1000,false,ZAR,56.000,77854.89,1.000,80190.54
5300000437,Z100,0,4000,false,ZAR,239.000,148934.07,1.000,153402.09
5300000438,Z100,0,4000,false,ZAR,31.000,126872.86,1.000,130679.05
5300000439,Z100,0,1000,false,ZAR,8.000,58714.48,1.000,60475.91
5300000440,Z100,0,4000,false,ZAR,36.000,76503.42,1.000,78798.52
5300000441,Z100,0,2000,false,ZAR,119.000,165568.90,1.000,170535.97
5300000442,Z100,0,4000,false,ZAR,112.000,607218.64,1.000,625435.20
5300000443,Z100,0,3000,false,ZAR,68.000,16605.96,1.000,17104.14
5300000444,Z100,0,4000,false,ZAR,48.000,174288.45,1.000,179517.10
5300000445,Z100,0,1000,false,ZAR,61.000,99599.92,1.000,102587.92
5300000446,Z100,0,4000,false,ZAR,35.000,108691.30,1.000,111952.04
5300000447,Z100,0,2000,false,ZAR,114.000,29705.81,1.000,30596.98
5300000448,Z100,0,4000,false,ZAR,27.000,42862.11,1.000,44147.97
5300000449,Z100,0,4000,false,ZAR,58.000,66408.76,1.000,68401.02
5300000450,Z100,0,3000,false,ZAR,34.000,21358.44,1.000,21999.19
5300000451,Z100,0,3000,false,ZAR,32.000,38722.17,1.000,39883.84
5300000452,Z100,0,1000,false,ZAR,66.000,151545.78,1.000,156092.15
5300000453,Z100,0,1000,false,ZAR,24.000,158590.83,1.000,163348.55
5300000454,Z100,0,2000,false,ZAR,54.000,221565.01,1.000,228211.96
5300000455,Z100,0,4000,false,ZAR,134.000,187504.03,1.000,193129.15
5300000456,Z100,0,3000,false,ZAR,60.000,27269.46,1.000,28087.54
5300000457,Z100,0,4000,false,ZAR,51.000,87886.62,1.000,90523.22
5300000458,Z100,0,2000,false,ZAR,130.000,514342.72,1.000,529773.00
5300000459,Z100,0,3000,false,ZAR,119.000,32726.27,1.000,33708.06
5300000460,Z100,0,4000,false,ZAR,147.000,1580.43,1.000,1627.84
5300000461,Z100,0,3000,false,ZAR,30.000,166216.22,1.000,171202.71
5300000462,Z100,0,1000,false,ZAR,200.000,459911.83,1.000,473709.18
5300000463,Z100,0,1000,false,ZAR,208.000,105123.34,1.000,108277.04
5300000464,Z100,0,2000,false,ZAR,208.000,112949.80,1.000,116338.29
5300000465,Z100,0,3000,false,ZAR,23.000,89442.96,1.000,92126.25
5300000466,Z100,0,1000,false,ZAR,16.000,12192.59,1.000,12558.37
5300000467,Z100,0,4000,false,ZAR,40.000,101937.14,1.000,104995.25
5300000468,Z100,0,1000,false,ZAR,97.000,102398.19,1.000,105470.14
5300000469,Z100,0,4000,false,ZAR,45.000,67873.09,1.000,69909.28
5300000470,Z100,0,3000,false,ZAR,140.000,18698.93,1.000,19259.90
5300000471,Z100,0,4000,false,ZAR,140.000,9745.50,1.000,10037.86
5300000472,Z100,0,1000,false,ZAR,86.000,77950.83,1.000,80289.35
5300000473,Z100,0,2000,false,ZAR,131.000,138561.62,1.000,142718.47
5300000474,Z100,0,1000,false,ZAR,231.000,756794.73,1.000,779498.57
5300000475,Z100,0,4000,false,ZAR,92.000,112303.47,1.000,115672.57
5300000476,Z100,0,1000,false,ZAR,80.000,50158.27,1.000,51663.02
5300000477,Z100,0,4000,false,ZAR,123.000,111167.06,1.000,114502.07
5300000478,Z100,0,4000,false,ZAR,142.000,176445.30,1.000,181738.66
5300000479,Z100,0,1000,false,ZAR,9.000,415549.83,1.000,428016.32
5300000480,Z100,0,4000,false,ZAR,12.000,65606.31,1.000,67574.50
5300000481,Z100,0,1000,false,ZAR,217.000,480188.11,1.000,494593.75
5300000482,Z100,0,4000,false,ZAR,42.000,372520.89,1.000,383696.52
5300000483,Z100,0,2000,false,ZAR,52.000,116639.20,1.000,120138.38
5300000484,Z100,0,3000,false,ZAR,58.000,377201.25,1.000,388517.29
5300000485,Z100,0,3000,false,ZAR,52.000,25976.68,1.000,26755.98
5300000486,Z100,0,1000,false,ZAR,32.000,421595.96,1.000,434243.84
5300000487,Z100,0,1000,false,ZAR,36.000,13612.51,1.000,14020.89
5300000488,Z100,0,4000,false,ZAR,56.000,23842.61,1.000,24557.89
5300000489,Z100,0,1000,false,ZAR,59.000,17975.02,1.000,18514.27
5300000490,Z100,0,1000,false,ZAR,199.000,114623.90,1.000,118062.62
5300000491,Z100,0,1000,false,ZAR,57.000,202329.72,1.000,208399.61
5300000492,Z100,0,3000,false,ZAR,41.000,2920.73,1.000,3008.35
5300000493,Z100,0,3000,false,ZAR,19.000,75584.38,1.000,77851.91
5300000494,Z100,0,4000,false,ZAR,45.000,129296.16,1.000,133175.04
5300000495,Z100,0,3000,false,ZAR,40.000,77742.92,1.000,80075.21
5300000496,Z100,0,2000,false,ZAR,72.000,6434.87,1.000,6627.92
5300000497,Z100,0,4000,false,ZAR,19.000,18408.05,1.000,18960.29
5300000498,Z100,0,1000,false,ZAR,159.000,556492.76,1.000,573187.54
5300000499,Z100,0,3000,false,ZAR,93.000,110435.42,1.000,113748.48
5300000500,Z100,0,4000,false,ZAR,135.000,199523.90,1.000,205509.62
5300000501,Z100,0,2000,false,ZAR,24.000,126410.10,1.000,130202.40
5300000502,Z100,0,3000,false,ZAR,42.000,106775.97,1.000,109979.25
5300000503,Z100,0,3000,false,ZAR,97.000,383634.64,1.000,395143.68
5300000504,Z100,0,1000,false,ZAR,30.000,133818.83,1.000,137833.39
5300000505,Z100,0,1000,false,ZAR,37.000,16443.46,1.000,16936.76
5300000506,Z100,0,1000,false,ZAR,75.000,407925.35,1.000,420163.11
5300000507,Z100,0,2000,false,ZAR,17.000,118320.00,1.000,121869.60
5300000508,Z100,0,4000,false,ZAR,123.000,99313.33,1.000,102292.73
5300000509,Z100,0,1000,false,ZAR,46.000,5891.95,1.000,6068.71
5300000510,Z100,0,4000,false,ZAR,104.000,217113.33,1.000,223626.73
5300000511,Z100,0,3000,false,ZAR,218.000,70761.12,1.000,72883.95
5300000512,Z100,0,4000,false,ZAR,11.000,131867.70,1.000,135823.73
5300000513,Z100,0,4000,false,ZAR,48.000,574260.53,1.000,591488.35
5300000514,Z100,0,4000,false,ZAR,104.000,371537.72,1.000,382683.85
5300000515,Z100,0,2000,false,ZAR,59.000,80639.12,1.000,83058.29
5300000516,Z100,0,4000,false,ZAR,55.000,56104.26,1.000,57787.39
5300000517,Z100,0,3000,false,ZAR,149.000,118936.60,1.000,122504.70
5300000518,Z100,0,2000,false,ZAR,94.000,405780.64,1.000,417954.06
5300000519,Z100,0,1000,false,ZAR,92.000,706477.14,1.000,727671.45
5300000520,Z100,0,3000,false,ZAR,40.000,10323.98,1.000,10633.70
5300000521,Z100,0,4000,false,ZAR,27.000,121772.96,1.000,125426.15
5300000522,Z100,0,2000,false,ZAR,16.000,145793.48,1.000,150167.28
5300000523,Z100,0,3000,false,ZAR,146.000,141600.23,1.000,145848.24
5300000524,Z100,0,3000,false,ZAR,7.000,15804.83,1.000,16278.97
5300000525,Z100,0,3000,false,ZAR,46.000,24128.23,1.000,24852.08
5300000526,Z100,0,1000,false,ZAR,188.000,6528.34,1.000,6724.19
5300000527,Z100,0,1000,false,ZAR,72.000,11124.82,1.000,11458.56
5300000528,Z100,0,4000,false,ZAR,9.000,40111.45,1.000,41314.79
5300000529,Z100,0,4000,false,ZAR,42.000,4730.77,1.000,4872.69
5300000530,Z100,0,3000,false,ZAR,107.000,80326.72,1.000,82736.52
5300000531,Z100,0,4000,false,ZAR,134.000,48710.04,1.000,50171.34
5300000532,Z100,0,4000,false,ZAR,69.000,341251.37,1.000,351488.91
5300000533,Z100,0,4000,false,ZAR,83.000,181766.54,1.000,187219.54
5300000534,Z100,0,1000,false,ZAR,33.000,113559.40,1.000,116966.18
5300000535,Z100,0,1000,false,ZAR,60.000,138741.36,1.000,142903.60
5300000536,Z100,0,3000,false,ZAR,150.000,155646.70,1.000,160316.10
5300000537,Z100,0,2000,false,ZAR,16.000,72022.59,1.000,74183.27
5300000538,Z100,0,1000,false,ZAR,56.000,436109.38,1.000,449192.66
5300000539,Z100,0,4000,false,ZAR,24.000,204430.37,1.000,210563.28
5300000540,Z100,0,3000,false,ZAR,25.000,109258.99,1.000,112536.76
5300000541,Z100,0,3000,false,ZAR,34.000,83447.66,1.000,85951.09
5300000542,Z100,0,1000,false,ZAR,55.000,59496.07,1.000,61280.95
5300000543,Z100,0,2000,false,ZAR,35.000,106549.19,1.000,109745.67
5300000544,Z100,0,1000,false,ZAR,16.000,263927.50,1.000,271845.33
5300000545,Z100,0,4000,false,ZAR,142.000,6551.26,1.000,6747.80
5300000546,Z100,0,4000,false,ZAR,109.000,508332.37,1.000,523582.34
5300000547,Z100,0,4000,false,ZAR,128.000,693469.92,1.000,714274.02
5300000548,Z100,0,1000,false,ZAR,73.000,31922.58,1.000,32880.26
5300000549,Z100,0,3000,false,ZAR,40.000,91155.52,1.000,93890.19
5300000550,Z100,0,4000,false,ZAR,36.000,19379.44,1.000,19960.82
5300000551,Z100,0,4000,false,ZAR,55.000,185140.80,1.000,190695.02
5300000552,Z100,0,3000,false,ZAR,150.000,101054.38,1.000,104086.01
5300000553,Z100,0,2000,false,ZAR,17.000,82345.98,1.000,84816.36
5300000554,Z100,0,2000,false,ZAR,36.000,601569.21,1.000,619616.29
5300000555,Z100,0,2000,false,ZAR,60.000,14755.46,1.000,15198.12
5300000556,Z100,0,4000,false,ZAR,38.000,333405.12,1.000,343407.27
5300000557,Z100,0,2000,false,ZAR,30.000,228826.65,1.000,235691.45
5300000558,Z100,0,4000,false,ZAR,35.000,113415.75,1.000,116818.22
5300000559,Z100,0,4000,false,ZAR,17.000,16160.36,1.000,16645.17
5300000560,Z100,0,4000,false,ZAR,40.000,20682.47,1.000,21302.94
5300000561,Z100,0,1000,false,ZAR,56.000,118884.64,1.000,122451.18
5300000562,Z100,0,2000,false,ZAR,55.000,78757.73,1.000,81120.46
5300000563,Z100,0,4000,false,ZAR,56.000,145286.57,1.000,149645.17
5300000564,Z100,0,1000,false,ZAR,101.000,147933.27,1.000,152371.27
5300000565,Z100,0,3000,false,ZAR,35.000,43352.73,1.000,44653.31
5300000566,Z100,0,1000,false,ZAR,124.000,8419.52,1.000,8672.11
5300000567,Z100,0,2000,false,ZAR,49.000,5179.25,1.000,5334.63
5300000568,Z100,0,3000,false,ZAR,37.000,51271.69,1.000,52809.84
5300000569,Z100,0,2000,false,ZAR,34.000,129220.70,1.000,133097.32
5300000570,Z100,0,4000,false,ZAR,51.000,115577.16,1.000,119044.47
5300000571,Z100,0,1000,false,ZAR,28.000,21495.93,1.000,22140.81
5300000572,Z100,0,4000,false,ZAR,49.000,135661.33,1.000,139731.17
5300000573,Z100,0,2000,false,ZAR,22.000,6786.73,1.000,6990.33
5300000574,Z100,0,1000,false,ZAR,227.000,737689.17,1.000,759819.85
5300000575,Z100,0,4000,false,ZAR,54.000,226181.94,1.000,232967.40
5300000576,Z100,0,3000,false,ZAR,57.000,115729.64,1.000,119201.53
5300000577,Z100,0,4000,false,ZAR,49.000,165974.35,1.000,170953.58
5300000578,Z100,0,3000,false,ZAR,105.000,408441.66,1.000,420694.91
5300000579,Z100,0,1000,false,ZAR,196.000,182812.23,1.000,188296.60
5300000580,Z100,0,4000,false,ZAR,56.000,16043.25,1.000,16524.55
5300000581,Z100,0,4000,false,ZAR,20.000,461563.64,1.000,475410.55
5300000582,Z100,0,1000,false,ZAR,35.000,71577.03,1.000,73724.34
5300000583,Z100,0,3000,false,ZAR,170.000,637494.87,1.000,656619.72
5300000584,Z100,0,4000,false,ZAR,118.000,166191.52,1.000,171177.27
5300000585,Z100,0,1000,false,ZAR,59.000,281392.08,1.000,289833.84
5300000586,Z100,0,2000,false,ZAR,21.000,58443.05,1.000,60196.34
5300000587,Z100,0,1000,false,ZAR,68.000,545105.50,1.000,561458.67
5300000588,Z100,0,3000,false,ZAR,17.000,33637.55,1.000,34646.68
5300000589,Z100,0,1000,false,ZAR,102.000,292391.82,1.000,301163.57
5300000590,Z100,0,2000,false,ZAR,55.000,44715.65,1.000,46057.12
5300000591,Z100,0,1000,false,ZAR,162.000,714474.31,1.000,735908.54
5300000592,Z100,0,3000,false,ZAR,110.000,195239.34,1.000,201096.52
5300000593,Z100,0,1000,false,ZAR,57.000,17828.09,1.000,18362.93
5300000594,Z100,0,1000,false,ZAR,27.000,108034.80,1.000,111275.84
5300000595,Z100,0,3000,false,ZAR,44.000,149694.29,1.000,154185.12
5300000596,Z100,0,1000,false,ZAR,14.000,166084.30,1.000,171066.83
5300000597,Z100,0,2000,false,ZAR,20.000,100912.53,1.000,103939.91
5300000598,Z100,0,4000,false,ZAR,41.000,184358.01,1.000,189888.75
5300000599,Z100,0,1000,false,ZAR,50.000,24266.12,1.000,24994.10
5300000600,Z100,0,2000,false,ZAR,41.000,165455.12,1.000,170418.77
5300000601,Z100,0,4000,false,ZAR,34.000,22543.48,1.000,23219.78
5300000602,Z100,0,1000,false,ZAR,22.000,63485.61,1.000,65390.18
5300000603,Z100,0,3000,false,ZAR,135.000,470504.73,1.000,484619.87
5300000604,Z100,0,4000,false,ZAR,44.000,121216.17,1.000,124852.66
5300000605,Z100,0,1000,false,ZAR,28.000,2086.78,1.000,2149.38
5300000606,Z100,0,2000,false,ZAR,38.000,8464.05,1.000,8717.97
5300000607,Z100,0,3000,false,ZAR,60.000,132966.27,1.000,136955.26
5300000608,Z100,0,2000,false,ZAR,30.000,5096.66,1.000,5249.56
5300000609,Z100,0,2000,false,ZAR,42.000,22089.32,1.000,22752.00
5300000610,Z100,0,4000,false,ZAR,146.000,434483.91,1.000,447518.43
5300000611,Z100,0,2000,false,ZAR,97.000,62986.53,1.000,64876.13
5300000612,Z100,0,1000,false,ZAR,37.000,144761.16,1.000,149103.99
5300000613,Z100,0,2000,false,ZAR,86.000,585947.38,1.000,603525.80
5300000614,Z100,0,2000,false,ZAR,101.000,397357.90,1.000,409278.64
5300000615,Z100,0,2000,false,ZAR,50.000,138394.06,1.000,142545.88
5300000616,Z100,0,3000,false,ZAR,108.000,83624.20,1.000,86132.93
5300000617,Z100,0,3000,false,ZAR,127.000,141542.05,1.000,145788.31
5300000618,Z100,0,3000,false,ZAR,33.000,102579.37,1.000,105656.75
5300000619,Z100,0,3000,false,ZAR,50.000,409296.49,1.000,421575.38
5300000620,Z100,0,2000,false,ZAR,57.000,10568.81,1.000,10885.87
5300000621,Z100,0,2000,false,ZAR,117.000,356886.49,1.000,367593.08
5300000622,Z100,0,3000,false,ZAR,43.000,149126.67,1.000,153600.47
5300000623,Z100,0,2000,false,ZAR,30.000,220575.79,1.000,227193.06
5300000624,Z100,0,3000,false,ZAR,26.000,43285.25,1.000,44583.81
5300000625,Z100,0,3000,false,ZAR,48.000,14884.03,1.000,15330.55
5300000626,Z100,0,4000,false,ZAR,55.000,21678.88,1.000,22329.25
5300000627,Z100,0,4000,false,ZAR,11.000,7985.96,1.000,8225.54
5300000628,Z100,0,3000,false,ZAR,57.000,12648.12,1.000,13027.56
5300000629,Z100,0,1000,false,ZAR,59.000,173819.60,1.000,179034.19
5300000630,Z100,0,4000,false,ZAR,9.000,159286.24,1.000,164064.83
5300000631,Z100,0,2000,false,ZAR,15.000,122002.52,1.000,125662.60
5300000632,Z100,0,4000,false,ZAR,53.000,38703.34,1.000,39864.44
