Rsnum,Rspos,Xloek,Kzear,Matnr,Werks,Lgort,Bdter,Bdmng,Meins,Enmng,Enwrt,Banfn,Bnfpo,Aufnr,Bwart,Umwrk,Umlgo,Wempf,Zzaisession
1000000161,0001,false,false,000000000030000061,4000,SP04,2025-12-29T00:00:00,2.000,EA,0.000,0.00,2000007923,00010,445459812,261,,,VZIREQ05,SESS-000157
1000000162,0001,false,true,000000000030000062,2000,SP02,2026-02-28T00:00:00,1.000,EA,1.000,75661.36,2000007924,00010,426600283,261,,,VZIREQ03,SESS-000158
1000000163,0001,false,true,000000000030000063,4000,SP04,2026-04-17T00:00:00,1.000,EA,1.000,66376.97,2000007925,00010,441732281,261,,,VZIREQ03,SESS-000159
1000000164,0001,false,false,000000000030000063,4000,SP04,2025-12-13T00:00:00,3.000,EA,0.000,0.00,2000007926,00010,445757425,261,,,VZIREQ03,SESS-000160
1000000165,0001,false,false,000000000030000064,4000,SP04,2026-03-26T00:00:00,4.000,EA,0.000,0.00,2000007927,00010,441681100,261,,,VZIREQ05,SESS-000161
1000000166,0001,false,false,000000000030000064,4000,SP04,2026-03-22T00:00:00,2.000,EA,0.000,0.00,2000007928,00010,445966145,261,,,VZIREQ05,SESS-000162
1000000167,0001,false,true,000000000030000064,1000,SP01,2025-10-29T00:00:00,2.000,EA,2.000,217535.48,2000007929,00010,411943029,261,,,VZIREQ01,SESS-000163
1000000168,0001,false,true,000000000030000064,1000,SP01,2025-10-15T00:00:00,2.000,EA,2.000,217535.48,2000007930,00010,412007948,261,,,VZIREQ02,SESS-000164
1000000169,0001,false,false,000000000030000064,1000,SP01,2026-06-09T00:00:00,2.000,EA,0.000,0.00,2000007931,00010,411432785,261,,,VZIREQ02,SESS-000165
1000000170,0001,false,false,000000000030000065,4000,SP04,2025-11-19T00:00:00,4.000,EA,0.000,0.00,2000007932,00010,448520770,261,,,VZIREQ04,SESS-000166
1000000171,0001,false,false,000000000030000066,3000,SP03,2026-04-15T00:00:00,2.000,EA,0.000,0.00,2000007933,00010,436999104,261,,,VZIREQ04,SESS-000167
1000000172,0001,false,false,000000000030000066,3000,SP03,2026-01-08T00:00:00,1.000,EA,0.000,0.00,2000007934,00010,433072759,261,,,VZIREQ03,SESS-000168
1000000173,0001,false,true,000000000030000067,1000,SP01,2026-03-08T00:00:00,1.000,EA,1.000,40830.56,2000007935,00010,415850053,261,,,VZIREQ02,SESS-000169
1000000174,0001,false,true,000000000030000068,1000,SP01,2025-09-10T00:00:00,4.000,EA,4.000,465116.92,2000007936,00010,411099290,261,,,VZIREQ05,SESS-000170
1000000175,0001,false,true,000000000030000068,1000,SP01,2026-01-09T00:00:00,4.000,EA,4.000,465116.92,2000007937,00010,418315264,261,,,VZIREQ02,SESS-000171
1000000176,0001,false,false,000000000030000068,1000,SP01,2025-10-15T00:00:00,4.000,EA,2.000,232558.46,2000007938,00010,414637728,261,,,VZIREQ04,SESS-000172
1000000177,0001,false,false,000000000030000069,3000,SP03,2026-04-04T00:00:00,4.000,EA,2.000,1016217.76,2000007939,00010,433456448,261,,,VZIREQ01,SESS-000173
1000000178,0001,false,true,000000000030000069,3000,SP03,2025-11-09T00:00:00,4.000,EA,4.000,2032435.52,2000007940,00010,435769719,261,,,VZIREQ01,SESS-000174
1000000179,0001,false,true,000000000030000069,4000,SP04,2026-03-05T00:00:00,1.000,EA,1.000,508108.88,2000007941,00010,442460427,261,,,VZIREQ02,
1000000180,0001,false,true,000000000030000070,1000,SP01,2025-12-01T00:00:00,4.000,EA,4.000,499523.12,2000007942,00010,412621271,261,,,VZIREQ04,SESS-000175
1000000181,0001,false,true,000000000030000070,1000,SP01,2026-02-07T00:00:00,2.000,EA,2.000,249761.56,2000007943,00010,418043709,261,,,VZIREQ04,SESS-000176
1000000182,0001,false,false,000000000030000070,1000,SP01,2026-03-19T00:00:00,4.000,EA,2.000,249761.56,2000007944,00010,419421089,261,,,VZIREQ02,SESS-000177
1000000183,0001,false,false,000000000030000071,3000,SP03,2026-03-06T00:00:00,4.000,EA,0.000,0.00,2000007945,00010,436881629,261,,,VZIREQ02,SESS-000178
1000000184,0001,false,true,000000000030000071,3000,SP03,2026-03-27T00:00:00,2.000,EA,2.000,343350.64,2000007946,00010,438806426,261,,,VZIREQ01,SESS-000179
1000000185,0001,false,false,000000000030000072,4000,SP04,2025-12-30T00:00:00,4.000,EA,2.000,191211.98,2000007947,00010,441585804,261,,,VZIREQ02,SESS-000180
1000000186,0001,false,true,000000000030000073,4000,SP04,2026-04-04T00:00:00,3.000,EA,3.000,205910.01,2000007948,00010,449913914,261,,,VZIREQ02,SESS-000181
1000000187,0001,false,false,000000000030000073,3000,SP03,2026-03-14T00:00:00,2.000,EA,0.000,0.00,2000007949,00010,438063752,261,,,VZIREQ04,SESS-000182
1000000188,0001,false,true,000000000030000073,3000,SP03,2026-03-21T00:00:00,3.000,EA,3.000,205910.01,2000007950,00010,438353828,261,,,VZIREQ04,SESS-000183
1000000189,0001,false,false,000000000030000074,4000,SP04,2026-01-31T00:00:00,3.000,EA,0.000,0.00,2000007951,00010,441927114,261,,,VZIREQ04,SESS-000184
1000000190,0001,false,true,000000000030000074,2000,SP02,2026-01-14T00:00:00,4.000,EA,4.000,508744.76,2000007952,00010,425298021,261,,,VZIREQ03,SESS-000185
1000000191,0001,false,true,000000000030000074,2000,SP02,2026-04-28T00:00:00,4.000,EA,4.000,508744.76,2000007953,00010,425164616,261,,,VZIREQ04,SESS-000186
1000000192,0001,false,true,000000000030000075,4000,SP04,2026-07-26T00:00:00,3.000,EA,1.000,122176.64,2000007954,00010,448849020,261,,,VZIREQ05,SESS-000187
1000000193,0001,false,true,000000000030000075,4000,SP04,2026-04-01T00:00:00,4.000,EA,4.000,488706.56,2000007955,00010,448514165,261,,,VZIREQ02,SESS-000188
1000000194,0001,false,true,000000000030000076,2000,SP02,2026-01-23T00:00:00,4.000,EA,4.000,663681.04,2000007956,00010,422078666,261,,,VZIREQ02,SESS-000189
1000000195,0001,false,true,000000000030000076,2000,SP02,2026-02-16T00:00:00,2.000,EA,2.000,331840.52,2000007957,00010,429754986,261,,,VZIREQ05,SESS-000190
1000000196,0001,false,true,000000000030000077,1000,SP01,2025-11-15T00:00:00,2.000,EA,2.000,252374.68,2000007958,00010,419906306,261,,,VZIREQ05,SESS-000191
1000000197,0001,false,false,000000000030000077,1000,SP01,2026-05-20T00:00:00,1.000,EA,0.000,0.00,2000007959,00010,413599853,261,,,VZIREQ02,SESS-000192
1000000198,0001,false,false,000000000030000078,4000,SP04,2025-11-27T00:00:00,3.000,EA,0.000,0.00,2000007960,00010,448672727,261,,,VZIREQ03,SESS-000193
1000000199,0001,false,false,000000000030000079,4000,SP04,2025-10-16T00:00:00,2.000,EA,0.000,0.00,2000007961,00010,441047929,261,,,VZIREQ03,SESS-000194
1000000200,0001,false,false,000000000030000079,4000,SP04,2025-11-29T00:00:00,2.000,EA,0.000,0.00,2000007962,00010,442417036,261,,,VZIREQ04,SESS-000195
1000000201,0001,false,true,000000000030000079,4000,SP04,2025-09-15T00:00:00,3.000,EA,3.000,2096771.67,2000007963,00010,442262151,261,,,VZIREQ04,SESS-000196
1000000202,0001,false,false,000000000030000080,4000,SP04,2026-03-17T00:00:00,1.000,EA,0.000,0.00,2000007964,00010,446574321,261,,,VZIREQ05,SESS-000197
1000000203,0001,false,true,000000000030000080,4000,SP04,2026-04-14T00:00:00,1.000,EA,1.000,164678.73,2000007965,00010,448619200,261,,,VZIREQ01,
1000000204,0001,false,true,000000000030000080,4000,SP04,2026-07-11T00:00:00,3.000,EA,1.000,164678.73,2000007966,00010,446779690,261,,,VZIREQ01,SESS-000198
1000000205,0001,false,true,000000000030000080,3000,SP03,2026-07-04T00:00:00,2.000,EA,2.000,329357.46,2000007967,00010,438327818,261,,,VZIREQ02,SESS-000199
1000000206,0001,false,true,000000000030000081,4000,SP04,2026-05-13T00:00:00,3.000,EA,3.000,283567.14,2000007968,00010,441944803,261,,,VZIREQ03,
1000000207,0001,false,false,000000000030000082,1000,SP01,2025-11-22T00:00:00,3.000,EA,0.000,0.00,2000007969,00010,415316289,261,,,VZIREQ02,SESS-000200
1000000208,0001,false,false,000000000030000083,1000,SP01,2026-07-14T00:00:00,3.000,EA,0.000,0.00,2000007970,00010,414289244,261,,,VZIREQ05,SESS-000201
1000000209,0001,false,false,000000000030000083,1000,SP01,2025-12-03T00:00:00,2.000,EA,0.000,0.00,2000007971,00010,419524238,261,,,VZIREQ02,SESS-000202
1000000210,0001,false,true,000000000030000084,4000,SP04,2026-04-22T00:00:00,1.000,EA,1.000,128292.36,2000007972,00010,443467352,261,,,VZIREQ02,SESS-000203
1000000211,0001,false,true,000000000030000084,4000,SP04,2026-01-20T00:00:00,1.000,EA,1.000,128292.36,2000007973,00010,449617517,261,,,VZIREQ04,
1000000212,0001,false,false,000000000030000084,3000,SP03,2026-08-03T00:00:00,2.000,EA,0.000,0.00,2000007974,00010,439425145,261,,,VZIREQ04,SESS-000204
1000000213,0001,false,false,000000000030000085,3000,SP03,2025-12-08T00:00:00,4.000,EA,0.000,0.00,2000007975,00010,431423300,261,,,VZIREQ05,SESS-000205
1000000214,0001,false,true,000000000030000086,2000,SP02,2026-01-17T00:00:00,4.000,EA,4.000,589837.44,2000007976,00010,426404844,261,,,VZIREQ02,SESS-000206
1000000215,0001,false,false,000000000030000086,2000,SP02,2025-11-19T00:00:00,4.000,EA,0.000,0.00,2000007977,00010,429013016,261,,,VZIREQ03,SESS-000207
1000000216,0001,false,false,000000000030000087,2000,SP02,2026-03-31T00:00:00,1.000,EA,0.000,0.00,2000007978,00010,421711164,261,,,VZIREQ02,SESS-000208
1000000217,0001,false,false,000000000030000087,2000,SP02,2026-01-08T00:00:00,2.000,EA,0.000,0.00,2000007979,00010,426590845,261,,,VZIREQ05,SESS-000209
1000000218,0001,false,false,000000000030000087,2000,SP02,2026-05-30T00:00:00,1.000,EA,0.000,0.00,2000007980,00010,422765106,261,,,VZIREQ01,SESS-000210
1000000219,0001,false,false,000000000030000088,4000,SP04,2026-07-02T00:00:00,1.000,EA,0.000,0.00,2000007981,00010,447290072,261,,,VZIREQ05,SESS-000211
1000000220,0001,false,false,000000000030000089,2000,SP02,2025-11-27T00:00:00,3.000,EA,0.000,0.00,2000007982,00010,428114914,261,,,VZIREQ01,SESS-000212
1000000221,0001,false,true,000000000030000089,2000,SP02,2026-06-14T00:00:00,2.000,EA,2.000,303739.40,2000007983,00010,425355236,261,,,VZIREQ03,SESS-000213
1000000222,0001,false,false,000000000030000089,4000,SP04,2025-11-03T00:00:00,2.000,EA,0.000,0.00,2000007984,00010,448436958,261,,,VZIREQ01,SESS-000214
1000000223,0001,false,false,000000000030000090,4000,SP04,2026-08-09T00:00:00,4.000,EA,0.000,0.00,2000007985,00010,446255921,261,,,VZIREQ01,SESS-000215
1000000224,0001,false,false,000000000030000090,3000,SP03,2025-12-20T00:00:00,1.000,EA,0.000,0.00,2000007986,00010,438986137,261,,,VZIREQ01,SESS-000216
1000000225,0001,false,true,000000000030000090,3000,SP03,2025-10-23T00:00:00,4.000,EA,4.000,277550.44,2000007987,00010,434752297,261,,,VZIREQ01,SESS-000217
1000000226,0001,false,true,000000000030000091,1000,SP01,2026-03-18T00:00:00,2.000,EA,2.000,220374.94,2000007988,00010,415367837,261,,,VZIREQ05,SESS-000218
1000000227,0001,false,true,000000000030000091,1000,SP01,2026-04-07T00:00:00,2.000,EA,1.000,110187.47,2000007989,00010,417149035,261,,,VZIREQ02,SESS-000219
1000000228,0001,false,false,000000000030000092,2000,SP02,2026-02-01T00:00:00,4.000,EA,0.000,0.00,2000007990,00010,426195657,261,,,VZIREQ01,SESS-000220
1000000229,0001,false,true,000000000030000092,2000,SP02,2026-06-10T00:00:00,3.000,EA,3.000,18268.29,2000007991,00010,423402395,261,,,VZIREQ03,
1000000230,0001,false,false,000000000030000093,1000,SP01,2025-10-28T00:00:00,4.000,EA,0.000,0.00,2000007992,00010,415198702,261,,,VZIREQ03,SESS-000221
1000000231,0001,false,false,000000000030000094,3000,SP03,2025-10-04T00:00:00,2.000,EA,1.000,34970.19,2000007993,00010,436953028,261,,,VZIREQ03,SESS-000222
1000000232,0001,false,true,000000000030000094,3000,SP03,2026-05-27T00:00:00,2.000,EA,1.000,34970.19,2000007994,00010,432095625,261,,,VZIREQ03,SESS-000223
1000000233,0001,false,true,000000000030000095,4000,SP04,2026-06-20T00:00:00,3.000,EA,3.000,523617.27,2000007995,00010,448231639,261,,,VZIREQ05,SESS-000224
1000000234,0001,false,false,000000000030000096,1000,SP01,2026-07-19T00:00:00,3.000,EA,0.000,0.00,2000007996,00010,414367069,261,,,VZIREQ04,SESS-000225
1000000235,0001,false,true,000000000030000096,1000,SP01,2026-01-31T00:00:00,4.000,EA,4.000,516306.76,2000007997,00010,413581057,261,,,VZIREQ02,SESS-000226
1000000236,0001,false,false,000000000030000097,2000,SP02,2025-10-29T00:00:00,3.000,EA,0.000,0.00,2000007998,00010,425697855,261,,,VZIREQ03,SESS-000227
1000000237,0001,false,false,000000000030000098,3000,SP03,2025-12-21T00:00:00,2.000,EA,0.000,0.00,2000007999,00010,435958400,261,,,VZIREQ02,SESS-000228
1000000238,0001,false,false,000000000030000098,1000,SP01,2026-01-15T00:00:00,2.000,EA,0.000,0.00,2000008000,00010,415235287,261,,,VZIREQ02,SESS-000229
1000000239,0001,false,false,000000000030000099,1000,SP01,2026-03-19T00:00:00,4.000,EA,0.000,0.00,2000008001,00010,417570411,261,,,VZIREQ02,SESS-000230
1000000240,0001,false,false,000000000030000099,1000,SP01,2026-03-02T00:00:00,3.000,EA,0.000,0.00,2000008002,00010,419006754,261,,,VZIREQ01,SESS-000231
1000000241,0001,false,true,000000000030000099,1000,SP01,2026-03-31T00:00:00,1.000,EA,1.000,113134.61,2000008003,00010,417808010,261,,,VZIREQ05,SESS-000232
1000000242,0001,false,false,000000000030000100,3000,SP03,2025-10-26T00:00:00,1.000,EA,0.000,0.00,2000008004,00010,431962569,261,,,VZIREQ02,SESS-000233
1000000243,0001,false,false,000000000030000100,3000,SP03,2026-01-14T00:00:00,4.000,EA,0.000,0.00,2000008005,00010,433240972,261,,,VZIREQ03,SESS-000234
1000000244,0001,false,false,000000000030000101,4000,SP04,2026-04-29T00:00:00,3.000,EA,0.000,0.00,2000008006,00010,445193092,261,,,VZIREQ05,SESS-000235
1000000245,0001,false,false,000000000030000102,1000,SP01,2026-05-12T00:00:00,2.000,EA,0.000,0.00,2000008007,00010,411311420,261,,,VZIREQ01,SESS-000236
1000000246,0001,false,false,000000000030000102,1000,SP01,2026-02-08T00:00:00,1.000,EA,0.000,0.00,2000008008,00010,411843983,261,,,VZIREQ04,SESS-000237
1000000247,0001,false,false,000000000030000102,1000,SP01,2026-05-02T00:00:00,3.000,EA,2.000,182874.70,2000008009,00010,412322108,261,,,VZIREQ03,SESS-000238
1000000248,0001,false,true,000000000030000102,4000,SP04,2025-11-08T00:00:00,1.000,EA,1.000,91437.35,2000008010,00010,447052646,261,,,VZIREQ03,SESS-000239
1000000249,0001,false,false,000000000030000102,4000,SP04,2026-01-08T00:00:00,3.000,EA,0.000,0.00,2000008011,00010,446574052,261,,,VZIREQ05,SESS-000240
1000000250,0001,false,true,000000000030000103,4000,SP04,2025-12-07T00:00:00,4.000,EA,3.000,2283263.16,2000008012,00010,447158554,261,,,VZIREQ04,SESS-000241
1000000251,0001,false,true,000000000030000104,4000,SP04,2026-03-18T00:00:00,1.000,EA,1.000,405326.21,2000008013,00010,449431701,261,,,VZIREQ05,SESS-000242
1000000252,0001,false,true,000000000030000104,4000,SP04,2025-12-27T00:00:00,2.000,EA,1.000,405326.21,2000008014,00010,449165583,261,,,VZIREQ03,SESS-000243
1000000253,0001,false,false,000000000030000105,3000,SP03,2026-06-05T00:00:00,2.000,EA,0.000,0.00,2000008015,00010,437282477,261,,,VZIREQ03,SESS-000244
1000000254,0001,false,false,000000000030000105,3000,SP03,2025-11-26T00:00:00,2.000,EA,0.000,0.00,2000008016,00010,435529075,261,,,VZIREQ01,SESS-000245
1000000255,0001,false,true,000000000030000105,3000,SP03,2025-12-18T00:00:00,4.000,EA,2.000,33542.00,2000008017,00010,439016517,261,,,VZIREQ05,SESS-000246
1000000256,0001,false,false,000000000030000105,2000,SP02,2025-11-15T00:00:00,3.000,EA,0.000,0.00,2000008018,00010,422573206,261,,,VZIREQ01,SESS-000247
1000000257,0001,false,true,000000000030000105,2000,SP02,2026-01-21T00:00:00,2.000,EA,2.000,33542.00,2000008019,00010,428957783,261,,,VZIREQ02,SESS-000248
1000000258,0001,false,true,000000000030000105,2000,SP02,2026-01-31T00:00:00,1.000,EA,1.000,16771.00,2000008020,00010,425586050,261,,,VZIREQ05,SESS-000249
1000000259,0001,false,false,000000000030000106,2000,SP02,2026-04-16T00:00:00,1.000,EA,0.000,0.00,2000008021,00010,428249384,261,,,VZIREQ05,SESS-000250
1000000260,0001,false,false,000000000030000107,3000,SP03,2026-01-04T00:00:00,4.000,EA,0.000,0.00,2000008022,00010,437139331,261,,,VZIREQ02,SESS-000251
1000000261,0001,false,false,000000000030000108,2000,SP02,2026-02-07T00:00:00,4.000,EA,0.000,0.00,2000008023,00010,427660440,261,,,VZIREQ05,SESS-000252
1000000262,0001,false,true,000000000030000108,2000,SP02,2026-06-08T00:00:00,3.000,EA,3.000,35911.62,2000008024,00010,427606255,261,,,VZIREQ03,SESS-000253
1000000263,0001,false,false,000000000030000108,2000,SP02,2026-01-15T00:00:00,3.000,EA,0.000,0.00,2000008025,00010,424891277,261,,,VZIREQ04,SESS-000254
1000000264,0001,false,false,000000000030000108,1000,SP01,2026-02-23T00:00:00,3.000,EA,0.000,0.00,2000008026,00010,413478590,261,,,VZIREQ01,SESS-000255
1000000265,0001,false,false,000000000030000108,1000,SP01,2026-07-08T00:00:00,3.000,EA,0.000,0.00,2000008027,00010,417327845,261,,,VZIREQ03,SESS-000256
1000000266,0001,false,false,000000000030000108,1000,SP01,2025-10-07T00:00:00,1.000,EA,0.000,0.00,2000008028,00010,415602249,261,,,VZIREQ01,SESS-000257
1000000267,0001,false,true,000000000030000109,1000,SP01,2026-02-09T00:00:00,3.000,EA,3.000,130776.15,2000008029,00010,416576588,261,,,VZIREQ03,SESS-000258
1000000268,0001,false,false,000000000030000109,1000,SP01,2026-04-11T00:00:00,1.000,EA,0.000,0.00,2000008030,00010,411296195,261,,,VZIREQ05,SESS-000259
1000000269,0001,false,false,000000000030000109,1000,SP01,2025-09-30T00:00:00,2.000,EA,0.000,0.00,2000008031,00010,413072396,261,,,VZIREQ01,SESS-000260
1000000270,0001,false,false,000000000030000110,2000,SP02,2026-04-15T00:00:00,1.000,EA,0.000,0.00,2000008032,00010,427714176,261,,,VZIREQ02,SESS-000261
1000000271,0001,false,true,000000000030000111,3000,SP03,2026-06-20T00:00:00,2.000,EA,2.000,87303.16,2000008033,00010,434020491,261,,,VZIREQ05,SESS-000262
1000000272,0001,false,true,000000000030000111,3000,SP03,2026-02-10T00:00:00,2.000,EA,2.000,87303.16,2000008034,00010,435226657,261,,,VZIREQ02,SESS-000263
1000000273,0001,false,false,000000000030000112,2000,SP02,2026-07-22T00:00:00,3.000,EA,2.000,148060.34,2000008035,00010,424628300,261,,,VZIREQ05,SESS-000264
1000000274,0001,false,false,000000000030000113,4000,SP04,2025-10-29T00:00:00,4.000,EA,2.000,227763.72,2000008036,00010,443948839,261,,,VZIREQ01,SESS-000265
1000000275,0001,false,false,000000000030000114,3000,SP03,2026-06-06T00:00:00,4.000,EA,2.000,88109.22,2000008037,00010,431377188,261,,,VZIREQ02,SESS-000266
1000000276,0001,false,true,000000000030000114,3000,SP03,2026-04-07T00:00:00,3.000,EA,3.000,132163.83,2000008038,00010,433069551,261,,,VZIREQ05,SESS-000267
1000000277,0001,false,false,000000000030000114,3000,SP03,2026-07-15T00:00:00,4.000,EA,0.000,0.00,2000008039,00010,435653147,261,,,VZIREQ01,SESS-000268
1000000278,0001,false,true,000000000030000115,3000,SP03,2026-03-28T00:00:00,3.000,EA,3.000,15899.88,2000008040,00010,437516703,261,,,VZIREQ04,
1000000279,0001,false,false,000000000030000115,3000,SP03,2026-02-09T00:00:00,4.000,EA,0.000,0.00,2000008041,00010,434865358,261,,,VZIREQ02,SESS-000269
1000000280,0001,false,false,000000000030000116,1000,SP01,2026-02-19T00:00:00,4.000,EA,2.000,31798.62,2000008042,00010,418091917,261,,,VZIREQ05,SESS-000270
1000000281,0001,false,true,000000000030000116,1000,SP01,2026-08-28T00:00:00,3.000,EA,3.000,47697.93,2000008043,00010,415142774,261,,,VZIREQ05,SESS-000271
1000000282,0001,false,false,000000000030000116,1000,SP01,2025-12-29T00:00:00,1.000,EA,0.000,0.00,2000008044,00010,419325221,261,,,VZIREQ05,SESS-000272
1000000283,0001,false,false,000000000030000117,4000,SP04,2026-06-18T00:00:00,1.000,EA,0.000,0.00,2000008045,00010,441770680,261,,,VZIREQ05,SESS-000273
1000000284,0001,false,true,000000000030000118,4000,SP04,2025-09-25T00:00:00,4.000,EA,4.000,237174.24,2000008046,00010,443771381,261,,,VZIREQ05,SESS-000274
1000000285,0001,false,true,000000000030000118,4000,SP04,2025-10-25T00:00:00,4.000,EA,4.000,237174.24,2000008047,00010,449325679,261,,,VZIREQ02,SESS-000275
1000000286,0001,false,false,000000000030000118,4000,SP04,2025-09-25T00:00:00,1.000,EA,0.000,0.00,2000008048,00010,445143973,261,,,VZIREQ03,SESS-000276
1000000287,0001,false,false,000000000030000119,3000,SP03,2026-04-13T00:00:00,4.000,EA,0.000,0.00,2000008049,00010,439606769,261,,,VZIREQ05,SESS-000277
1000000288,0001,false,true,000000000030000119,3000,SP03,2026-01-07T00:00:00,3.000,EA,3.000,108213.93,2000008050,00010,436752779,261,,,VZIREQ05,SESS-000278
1000000289,0001,false,false,000000000030000120,3000,SP03,2025-11-06T00:00:00,3.000,EA,2.000,304984.64,2000008051,00010,431904965,261,,,VZIREQ01,SESS-000279
1000000290,0001,false,false,000000000030000120,3000,SP03,2026-03-26T00:00:00,4.000,EA,0.000,0.00,2000008052,00010,432800853,261,,,VZIREQ01,SESS-000280
1000000291,0001,false,false,000000000030000120,3000,SP03,2026-01-29T00:00:00,1.000,EA,0.000,0.00,2000008053,00010,435263572,261,,,VZIREQ02,SESS-000281
1000000292,0001,false,false,000000000030000121,3000,SP03,2026-03-07T00:00:00,4.000,EA,0.000,0.00,2000008054,00010,431747778,261,,,VZIREQ02,SESS-000282
1000000293,0001,false,true,000000000030000122,3000,SP03,2026-01-13T00:00:00,3.000,EA,3.000,59819.01,2000008055,00010,439475694,261,,,VZIREQ04,SESS-000283
1000000294,0001,false,true,000000000030000122,3000,SP03,2025-10-26T00:00:00,3.000,EA,3.000,59819.01,2000008056,00010,437214452,261,,,VZIREQ03,SESS-000284
1000000295,0001,false,true,000000000030000123,1000,SP01,2026-03-30T00:00:00,2.000,EA,2.000,203724.26,2000008057,00010,417176412,261,,,VZIREQ02,
1000000296,0001,false,true,000000000030000123,1000,SP01,2026-02-26T00:00:00,3.000,EA,3.000,305586.39,2000008058,00010,413024279,261,,,VZIREQ03,
1000000297,0001,false,false,000000000030000123,4000,SP04,2025-09-26T00:00:00,2.000,EA,0.000,0.00,2000008059,00010,448709837,261,,,VZIREQ05,SESS-000285
1000000298,0001,false,true,000000000030000123,4000,SP04,2026-03-02T00:00:00,3.000,EA,1.000,101862.13,2000008060,00010,442722839,261,,,VZIREQ03,SESS-000286
1000000299,0001,false,false,000000000030000124,3000,SP03,2025-11-25T00:00:00,3.000,EA,2.000,192905.92,2000008061,00010,437934713,261,,,VZIREQ03,SESS-000287
1000000300,0001,false,false,000000000030000124,3000,SP03,2025-07-30T00:00:00,3.000,EA,2.000,192905.92,2000008062,00010,439991092,261,,,VZIREQ02,SESS-000288
1000000301,0001,false,true,000000000030000124,3000,SP03,2025-12-10T00:00:00,3.000,EA,3.000,289358.88,2000008063,00010,437226201,261,,,VZIREQ05,SESS-000289
1000000302,0001,false,false,000000000030000125,3000,SP03,2026-06-13T00:00:00,4.000,EA,0.000,0.00,2000008064,00010,432094087,261,,,VZIREQ04,SESS-000290
1000000303,0001,false,false,000000000030000125,1000,SP01,2025-10-23T00:00:00,3.000,EA,0.000,0.00,2000008065,00010,416461913,261,,,VZIREQ04,SESS-000291
1000000304,0001,false,true,000000000030000126,1000,SP01,2025-11-05T00:00:00,2.000,EA,2.000,1461399.80,2000008066,00010,415051074,261,,,VZIREQ05,SESS-000292
1000000305,0001,false,false,000000000030000127,2000,SP02,2026-03-22T00:00:00,1.000,EA,0.000,0.00,2000008067,00010,429266682,261,,,VZIREQ05,SESS-000293
1000000306,0001,false,false,000000000030000127,2000,SP02,2025-11-10T00:00:00,2.000,EA,0.000,0.00,2000008068,00010,428176582,261,,,VZIREQ05,SESS-000294
1000000307,0001,false,true,000000000030000128,3000,SP03,2026-05-26T00:00:00,3.000,EA,3.000,424775.46,2000008069,00010,436337031,261,,,VZIREQ03,SESS-000295
1000000308,0001,false,false,000000000030000128,3000,SP03,2025-09-28T00:00:00,3.000,EA,0.000,0.00,2000008070,00010,437811510,261,,,VZIREQ01,SESS-000296
1000000309,0001,false,true,000000000030000128,3000,SP03,2026-02-05T00:00:00,3.000,EA,3.000,424775.46,2000008071,00010,431522562,261,,,VZIREQ05,SESS-000297
1000000310,0001,false,true,000000000030000129,2000,SP02,2026-04-12T00:00:00,1.000,EA,1.000,156286.15,2000008072,00010,429808535,261,,,VZIREQ01,SESS-000298
1000000311,0001,false,false,000000000030000129,2000,SP02,2026-02-13T00:00:00,2.000,EA,0.000,0.00,2000008073,00010,423113118,261,,,VZIREQ02,SESS-000299
1000000312,0001,false,false,000000000030000129,2000,SP02,2025-08-02T00:00:00,3.000,EA,0.000,0.00,2000008074,00010,428064228,261,,,VZIREQ04,SESS-000300
1000000313,0001,false,true,000000000030000130,4000,SP04,2026-04-24T00:00:00,2.000,EA,1.000,152084.44,2000008075,00010,446261670,261,,,VZIREQ03,SESS-000301
1000000314,0001,false,false,000000000030000130,4000,SP04,2026-07-03T00:00:00,1.000,EA,0.000,0.00,2000008076,00010,445850411,261,,,VZIREQ05,SESS-000302
1000000315,0001,false,false,000000000030000130,2000,SP02,2026-03-21T00:00:00,1.000,EA,0.000,0.00,2000008077,00010,421762815,261,,,VZIREQ02,SESS-000303
1000000316,0001,false,false,000000000030000130,2000,SP02,2026-02-04T00:00:00,2.000,EA,0.000,0.00,2000008078,00010,428912314,261,,,VZIREQ01,SESS-000304
1000000317,0001,false,true,000000000030000131,3000,SP03,2025-10-26T00:00:00,3.000,EA,2.000,179004.84,2000008079,00010,439278240,261,,,VZIREQ02,SESS-000305
1000000318,0001,false,false,000000000030000131,3000,SP03,2025-11-11T00:00:00,1.000,EA,0.000,0.00,2000008080,00010,432226871,261,,,VZIREQ05,SESS-000306
1000000319,0001,false,false,000000000030000132,3000,SP03,2026-05-06T00:00:00,4.000,EA,0.000,0.00,2000008081,00010,434677320,261,,,VZIREQ05,SESS-000307
1000000320,0001,false,false,000000000030000132,3000,SP03,2026-05-08T00:00:00,3.000,EA,0.000,0.00,2000008082,00010,433002978,261,,,VZIREQ03,SESS-000308
1000000321,0001,false,false,000000000030000132,3000,SP03,2025-09-12T00:00:00,2.000,EA,0.000,0.00,2000008083,00010,431224057,261,,,VZIREQ03,SESS-000309
1000000322,0001,false,false,000000000030000133,4000,SP04,2025-10-14T00:00:00,1.000,EA,0.000,0.00,2000008084,00010,444061708,261,,,VZIREQ01,SESS-000310
1000000323,0001,false,false,000000000030000133,4000,SP04,2026-01-18T00:00:00,1.000,EA,0.000,0.00,2000008085,00010,445808953,261,,,VZIREQ05,SESS-000311
