Matnr,Werks,Lgort,Labst,Insme,Speme,Lgpbe
000000000010000234,2000,SP02,6.000,0.000,0.000,C-16-3
000000000010000235,1000,SP01,6.000,0.000,0.000,C-09-6
000000000030000046,3000,SP03,10.000,0.000,0.000,E-17-5
000000000030000046,4000,SP04,1.000,0.000,0.000,E-22-2
000000000010000236,4000,SP04,10.000,0.000,0.000,B-11-1
000000000030000047,1000,SP01,0.000,0.000,0.000,B-15-2
000000000010000237,3000,SP03,0.000,0.000,0.000,E-13-6
000000000010000238,3000,SP03,6.000,0.000,0.000,B-19-2
000000000010000238,2000,SP02,3.000,0.000,0.000,A-21-3
000000000030000048,4000,SP04,8.000,0.000,0.000,E-12-2
000000000010000239,1000,SP01,30.000,0.000,0.000,D-16-5
000000000010000239,4000,SP04,134.000,0.000,0.000,A-18-2
000000000010000240,4000,SP04,35.000,0.000,0.000,E-07-6
000000000010000241,1000,SP01,10.000,0.000,0.000,D-01-1
000000000010000242,2000,SP02,8.000,0.000,0.000,C-01-1
000000000010000242,1000,SP01,8.000,0.000,0.000,C-09-5
000000000030000049,2000,SP02,3.000,0.000,0.000,E-24-3
000000000010000243,2000,SP02,0.000,0.000,0.000,D-10-3
000000000090000014,1000,SP01,16.000,0.000,0.000,B-18-4
000000000010000244,4000,SP04,6.000,0.000,0.000,E-12-5
000000000010000245,4000,SP04,15.000,0.000,0.000,C-20-4
000000000010000245,3000,SP03,10.000,0.000,0.000,C-21-3
000000000010000246,3000,SP03,65.000,0.000,0.000,D-16-2
000000000010000247,2000,SP02,3.000,0.000,0.000,E-12-5
000000000010000248,4000,SP04,1.000,0.000,0.000,D-17-5
000000000080000059,4000,SP04,2.000,0.000,0.000,E-16-1
000000000030000050,3000,SP03,3.000,0.000,0.000,B-10-2
000000000010000249,1000,SP01,21.000,0.000,0.000,E-18-5
000000000080000060,2000,SP02,3.000,0.000,0.000,A-09-1
000000000080000060,3000,SP03,18.000,0.000,0.000,E-01-1
000000000080000061,2000,SP02,9.000,0.000,0.000,E-10-3
000000000080000062,1000,SP01,5.000,0.000,0.000,A-09-3
000000000010000250,3000,SP03,7.000,0.000,0.000,C-12-6
000000000080000063,1000,SP01,6.000,0.000,0.000,E-24-6
000000000080000063,2000,SP02,5.000,0.000,0.000,D-09-3
000000000010000251,1000,SP01,4.000,0.000,0.000,B-15-3
000000000010000252,4000,SP04,15.000,0.000,0.000,D-10-5
000000000010000252,3000,SP03,22.000,0.000,0.000,E-13-5
000000000010000253,2000,SP02,103.000,0.000,0.000,B-03-1
000000000030000051,1000,SP01,4.000,0.000,0.000,E-01-1
000000000010000254,2000,SP02,19.000,0.000,0.000,B-16-6
000000000010000255,3000,SP03,4.000,0.000,0.000,D-16-3
000000000010000256,3000,SP03,48.000,0.000,0.000,E-16-1
000000000090000015,2000,SP02,21.000,0.000,0.000,A-03-4
000000000090000015,4000,SP04,36.000,0.000,0.000,C-24-6
000000000030000052,1000,SP01,2.000,0.000,0.000,D-23-5
000000000010000257,1000,SP01,9.000,0.000,0.000,B-16-1
000000000010000258,2000,SP02,0.000,0.000,0.000,D-07-6
000000000010000259,2000,SP02,3.000,0.000,0.000,D-10-4
000000000010000259,4000,SP04,5.000,0.000,0.000,C-23-5
000000000080000064,1000,SP01,9.000,0.000,0.000,B-10-2
000000000010000260,3000,SP03,36.000,0.000,0.000,B-15-3
000000000080000065,1000,SP01,2.000,0.000,0.000,E-07-3
000000000080000065,4000,SP04,7.000,0.000,0.000,B-05-4
000000000010000261,4000,SP04,0.000,0.000,0.000,B-01-1
000000000010000262,4000,SP04,0.000,0.000,0.000,E-12-4
000000000010000262,3000,SP03,0.000,0.000,0.000,C-18-4
000000000010000263,3000,SP03,0.000,0.000,0.000,A-23-2
000000000010000264,2000,SP02,6.000,0.000,0.000,D-04-6
000000000010000265,1000,SP01,32.000,0.000,0.000,E-09-6
000000000010000266,1000,SP01,21.000,0.000,0.000,A-05-3
000000000030000053,1000,SP01,0.000,0.000,0.000,A-24-3
000000000080000066,1000,SP01,5.000,0.000,0.000,E-23-4
000000000030000054,3000,SP03,0.000,0.000,0.000,E-08-1
000000000030000055,4000,SP04,4.000,0.000,0.000,B-02-2
000000000030000055,1000,SP01,2.000,0.000,0.000,C-07-1
000000000010000267,3000,SP03,4.000,0.000,0.000,E-02-6
000000000030000056,2000,SP02,5.000,0.000,0.000,E-19-1
000000000010000268,4000,SP04,6.000,0.000,0.000,A-03-3
000000000010000269,2000,SP02,45.000,0.000,0.000,C-13-6
000000000080000067,4000,SP04,13.000,0.000,0.000,E-10-1
000000000080000068,1000,SP01,9.000,0.000,0.000,D-02-6
000000000080000068,4000,SP04,13.000,0.000,0.000,A-15-2
000000000010000270,4000,SP04,0.000,0.000,0.000,A-05-2
000000000010000271,1000,SP01,0.000,0.000,0.000,D-08-2
000000000010000272,3000,SP03,0.000,0.000,0.000,A-20-1
000000000010000272,2000,SP02,69.000,0.000,0.000,E-06-4
000000000010000273,2000,SP02,0.000,0.000,0.000,E-03-5
000000000010000273,1000,SP01,0.000,0.000,0.000,B-11-4
000000000030000057,4000,SP04,5.000,0.000,0.000,C-11-6
000000000030000058,2000,SP02,1.000,0.000,0.000,B-14-4
000000000010000274,3000,SP03,7.000,0.000,0.000,A-19-1
000000000080000069,2000,SP02,4.000,0.000,0.000,C-24-1
000000000080000069,1000,SP01,4.000,0.000,0.000,D-24-6
000000000080000070,2000,SP02,7.000,0.000,0.000,A-15-6
000000000010000275,3000,SP03,7.000,0.000,0.000,D-16-3
000000000030000059,4000,SP04,0.000,0.000,0.000,A-16-1
000000000030000060,3000,SP03,6.000,0.000,0.000,A-12-5
000000000010000276,1000,SP01,0.000,0.000,0.000,A-07-5
000000000010000276,2000,SP02,0.000,0.000,0.000,D-06-6
000000000010000277,1000,SP01,18.000,0.000,0.000,C-17-1
000000000010000277,3000,SP03,11.000,0.000,0.000,C-04-4
000000000010000278,2000,SP02,9.000,0.000,0.000,E-23-2
000000000010000278,4000,SP04,3.000,0.000,0.000,A-03-6
000000000010000279,4000,SP04,5.000,0.000,0.000,D-15-1
000000000010000280,2000,SP02,0.000,0.000,0.000,E-14-6
000000000010000280,1000,SP01,0.000,0.000,0.000,D-07-2
000000000010000281,2000,SP02,0.000,0.000,0.000,D-14-5
000000000010000282,1000,SP01,46.000,0.000,0.000,B-18-4
000000000030000061,4000,SP04,10.000,0.000,0.000,A-18-1
000000000010000283,3000,SP03,4.000,0.000,0.000,D-11-4
000000000010000284,2000,SP02,0.000,0.000,0.000,A-17-3
000000000010000285,3000,SP03,4.000,0.000,0.000,A-01-2
000000000080000071,3000,SP03,4.000,0.000,0.000,C-04-6
000000000080000071,1000,SP01,8.000,0.000,0.000,A-06-6
000000000010000286,1000,SP01,44.000,0.000,0.000,E-04-3
000000000010000287,1000,SP01,96.000,0.000,0.000,A-08-3
000000000010000288,4000,SP04,11.000,0.000,0.000,D-10-2
000000000010000289,2000,SP02,0.000,0.000,0.000,C-09-6
000000000010000289,1000,SP01,0.000,0.000,0.000,A-10-4
000000000010000290,1000,SP01,15.000,0.000,0.000,D-10-5
000000000010000291,1000,SP01,3.000,0.000,0.000,E-21-5
000000000010000292,2000,SP02,0.000,0.000,0.000,B-18-4
000000000010000293,4000,SP04,0.000,0.000,0.000,A-24-1
000000000010000294,1000,SP01,3.000,0.000,0.000,D-07-3
000000000080000072,1000,SP01,2.000,0.000,0.000,C-23-2
000000000010000295,3000,SP03,5.000,0.000,0.000,C-10-3
000000000010000296,1000,SP01,84.000,0.000,0.000,A-07-1
000000000010000297,1000,SP01,0.000,0.000,0.000,A-18-5
000000000010000298,2000,SP02,55.000,0.000,0.000,E-04-6
000000000010000299,2000,SP02,56.000,0.000,0.000,A-14-6
000000000080000073,4000,SP04,3.000,0.000,0.000,B-23-4
000000000010000300,2000,SP02,20.000,0.000,0.000,B-03-4
000000000010000301,2000,SP02,0.000,0.000,0.000,B-14-2
000000000010000302,2000,SP02,275.000,0.000,0.000,D-01-1
000000000010000303,2000,SP02,14.000,0.000,0.000,B-15-6
000000000010000303,1000,SP01,2.000,0.000,0.000,E-17-2
000000000010000304,1000,SP01,4.000,0.000,0.000,A-19-2
000000000080000074,1000,SP01,3.000,1.000,0.000,E-24-4
000000000080000075,4000,SP04,7.000,0.000,0.000,E-23-4
000000000010000305,2000,SP02,0.000,0.000,0.000,D-04-2
000000000010000306,1000,SP01,0.000,0.000,0.000,B-21-6
000000000010000307,1000,SP01,0.000,0.000,0.000,D-21-3
000000000010000308,3000,SP03,11.000,0.000,0.000,E-02-4
000000000010000309,3000,SP03,3.000,0.000,0.000,A-13-1
000000000010000309,4000,SP04,9.000,0.000,0.000,B-10-1
000000000010000310,2000,SP02,0.000,0.000,0.000,A-18-6
000000000030000062,2000,SP02,0.000,0.000,0.000,C-14-5
000000000010000311,2000,SP02,0.000,0.000,0.000,A-10-3
000000000010000312,4000,SP04,0.000,0.000,0.000,A-24-4
000000000030000063,4000,SP04,3.000,0.000,0.000,B-22-4
000000000010000313,2000,SP02,4.000,0.000,0.000,B-14-6
000000000010000314,4000,SP04,8.000,0.000,0.000,D-10-5
000000000010000315,4000,SP04,10.000,0.000,0.000,C-23-4
000000000010000316,1000,SP01,7.000,0.000,0.000,C-11-3
000000000010000317,4000,SP04,17.000,0.000,0.000,A-24-3
000000000010000317,1000,SP01,3.000,0.000,0.000,E-06-3
000000000010000318,3000,SP03,0.000,0.000,0.000,A-16-6
000000000010000319,1000,SP01,6.000,0.000,0.000,B-11-5
000000000010000319,4000,SP04,11.000,0.000,0.000,E-24-3
000000000030000064,4000,SP04,6.000,0.000,0.000,B-09-4
000000000030000064,1000,SP01,2.000,0.000,0.000,C-21-5
000000000010000320,3000,SP03,1.000,0.000,0.000,C-06-1
000000000010000320,2000,SP02,2.000,0.000,0.000,E-22-3
000000000030000065,4000,SP04,0.000,0.000,0.000,B-07-4
000000000010000321,1000,SP01,2.000,0.000,0.000,E-24-4
000000000010000322,1000,SP01,0.000,0.000,0.000,B-07-2
000000000030000066,3000,SP03,3.000,0.000,0.000,C-19-2
000000000010000323,1000,SP01,1.000,0.000,0.000,C-09-1
000000000010000324,3000,SP03,1.000,0.000,0.000,E-10-3
000000000030000067,1000,SP01,0.000,0.000,0.000,B-12-6
000000000010000325,3000,SP03,0.000,0.000,0.000,D-08-4
000000000010000326,4000,SP04,0.000,0.000,0.000,D-02-2
000000000010000327,4000,SP04,10.000,0.000,0.000,D-13-3
000000000030000068,1000,SP01,2.000,0.000,0.000,D-11-1
000000000010000328,4000,SP04,51.000,0.000,0.000,E-19-2
000000000010000329,1000,SP01,170.000,0.000,0.000,D-13-2
000000000030000069,3000,SP03,2.000,0.000,0.000,E-12-3
000000000030000069,4000,SP04,0.000,0.000,0.000,B-13-3
000000000010000330,4000,SP04,2.000,0.000,0.000,A-13-2
000000000010000330,2000,SP02,5.000,0.000,0.000,C-10-3
000000000010000331,4000,SP04,10.000,0.000,0.000,D-20-3
000000000010000332,3000,SP03,1.000,0.000,0.000,C-19-2
000000000010000333,3000,SP03,2.000,0.000,0.000,C-14-3
000000000080000076,1000,SP01,7.000,0.000,0.000,B-11-6
000000000010000334,2000,SP02,0.000,0.000,0.000,A-15-2
000000000010000334,1000,SP01,0.000,0.000,0.000,E-18-2
000000000010000335,2000,SP02,12.000,0.000,0.000,C-07-2
000000000090000016,4000,SP04,29.000,0.000,0.000,A-09-4
000000000010000336,2000,SP02,1.000,0.000,0.000,E-06-2
000000000030000070,1000,SP01,2.000,0.000,0.000,A-09-4
000000000010000337,1000,SP01,1.000,0.000,0.000,A-07-4
000000000080000077,2000,SP02,6.000,1.000,0.000,B-17-3
000000000030000071,3000,SP03,4.000,0.000,0.000,B-06-2
000000000010000338,4000,SP04,34.000,0.000,0.000,D-08-4
000000000010000338,1000,SP01,68.000,0.000,0.000,C-08-4
000000000080000078,4000,SP04,0.000,0.000,0.000,B-07-3
000000000010000339,4000,SP04,2.000,0.000,0.000,C-04-2
000000000010000340,3000,SP03,7.000,0.000,0.000,D-18-2
000000000010000341,3000,SP03,190.000,0.000,0.000,C-03-3
000000000010000341,4000,SP04,6.000,0.000,0.000,E-21-1
000000000010000342,1000,SP01,0.000,0.000,0.000,D-13-6
000000000010000342,3000,SP03,0.000,0.000,0.000,B-12-6
000000000010000343,1000,SP01,83.000,0.000,0.000,E-18-3
000000000010000344,4000,SP04,7.000,0.000,0.000,A-02-6
000000000010000345,4000,SP04,4.000,0.000,0.000,C-07-4
000000000010000346,4000,SP04,6.000,0.000,0.000,B-17-5
000000000080000079,2000,SP02,14.000,0.000,0.000,A-04-3
000000000080000079,4000,SP04,4.000,1.000,0.000,E-19-6
000000000010000347,4000,SP04,1.000,0.000,0.000,E-18-1
000000000010000347,3000,SP03,2.000,0.000,0.000,B-23-3
000000000010000348,3000,SP03,4.000,0.000,0.000,E-15-1
000000000010000349,4000,SP04,32.000,0.000,0.000,A-01-2
000000000030000072,4000,SP04,2.000,0.000,0.000,A-14-3
000000000010000350,2000,SP02,15.000,0.000,0.000,B-05-3
000000000010000351,3000,SP03,50.000,0.000,0.000,E-08-1
000000000010000352,1000,SP01,0.000,0.000,0.000,A-19-1
000000000010000353,3000,SP03,4.000,0.000,0.000,B-02-3
000000000010000354,2000,SP02,1.000,0.000,0.000,C-20-6
000000000030000073,4000,SP04,0.000,0.000,0.000,B-11-4
000000000030000073,3000,SP03,2.000,0.000,0.000,D-15-4
000000000010000355,4000,SP04,243.000,0.000,0.000,B-03-5
000000000010000356,2000,SP02,47.000,0.000,0.000,A-14-2
000000000010000357,4000,SP04,4.000,0.000,0.000,C-07-3
000000000010000358,4000,SP04,6.000,0.000,0.000,B-20-2
000000000010000359,2000,SP02,12.000,0.000,0.000,D-22-1
000000000010000360,2000,SP02,91.000,0.000,0.000,C-16-1
000000000010000360,1000,SP01,47.000,0.000,0.000,C-01-3
000000000010000361,1000,SP01,144.000,0.000,0.000,C-11-3
000000000030000074,4000,SP04,3.000,0.000,0.000,E-24-1
000000000030000074,2000,SP02,0.000,0.000,0.000,A-23-6
000000000010000362,4000,SP04,62.000,0.000,0.000,D-12-5
000000000010000363,3000,SP03,79.000,0.000,0.000,B-06-6
000000000010000364,1000,SP01,0.000,0.000,0.000,C-15-1
000000000010000365,4000,SP04,0.000,0.000,0.000,D-05-3
000000000010000366,1000,SP01,11.000,0.000,0.000,D-23-5
000000000010000367,4000,SP04,0.000,0.000,0.000,A-04-6
000000000010000367,1000,SP01,0.000,0.000,0.000,C-10-3
000000000010000368,2000,SP02,2.000,0.000,0.000,A-15-3
000000000080000080,4000,SP04,1.000,0.000,0.000,E-23-1
000000000010000369,1000,SP01,51.000,0.000,0.000,A-19-2
000000000010000369,4000,SP04,66.000,0.000,0.000,A-23-3
000000000010000370,3000,SP03,236.000,0.000,0.000,D-14-4
000000000030000075,4000,SP04,0.000,0.000,0.000,C-23-1
000000000080000081,4000,SP04,4.000,0.000,0.000,D-24-3
000000000080000081,3000,SP03,0.000,0.000,0.000,A-15-6
000000000010000371,3000,SP03,0.000,0.000,0.000,B-04-6
000000000030000076,2000,SP02,0.000,0.000,0.000,B-13-6
000000000030000077,1000,SP01,1.000,0.000,0.000,B-21-2
000000000010000372,2000,SP02,11.000,0.000,0.000,C-09-6
000000000080000082,4000,SP04,3.000,1.000,0.000,A-15-1
000000000010000373,4000,SP04,12.000,0.000,0.000,B-02-5
000000000010000374,4000,SP04,11.000,0.000,0.000,D-06-4
000000000010000374,2000,SP02,2.000,0.000,0.000,D-24-1
000000000080000083,1000,SP01,11.000,0.000,0.000,D-18-2
000000000080000083,3000,SP03,5.000,0.000,0.000,B-24-4
000000000010000375,4000,SP04,1.000,0.000,0.000,B-12-4
000000000080000084,4000,SP04,14.000,0.000,0.000,B-02-6
000000000010000376,2000,SP02,6.000,0.000,0.000,D-17-5
000000000010000377,1000,SP01,0.000,0.000,0.000,E-14-3
000000000010000378,2000,SP02,2.000,0.000,0.000,D-10-4
000000000090000017,4000,SP04,33.000,0.000,0.000,E-19-4
000000000080000085,3000,SP03,12.000,0.000,0.000,A-16-6
000000000080000086,1000,SP01,1.000,1.000,0.000,B-20-6
000000000010000379,3000,SP03,1.000,0.000,0.000,C-11-6
000000000010000379,4000,SP04,1.000,0.000,0.000,D-12-2
000000000080000087,3000,SP03,12.000,0.000,0.000,A-04-5
000000000030000078,4000,SP04,3.000,0.000,0.000,B-13-4
000000000030000079,4000,SP04,2.000,0.000,0.000,E-02-6
000000000010000380,2000,SP02,16.000,0.000,0.000,C-07-3
000000000010000380,4000,SP04,28.000,0.000,0.000,D-09-4
000000000010000381,1000,SP01,24.000,0.000,0.000,D-12-3
000000000010000382,2000,SP02,0.000,0.000,0.000,C-17-1
000000000010000383,3000,SP03,83.000,0.000,0.000,C-07-1
000000000010000384,1000,SP01,11.000,0.000,0.000,D-22-1
000000000030000080,4000,SP04,1.000,0.000,0.000,D-23-2
000000000030000080,3000,SP03,0.000,0.000,0.000,B-12-6
000000000030000081,4000,SP04,0.000,0.000,0.000,B-13-4
000000000010000385,2000,SP02,142.000,0.000,0.000,B-13-5
000000000010000385,3000,SP03,52.000,0.000,0.000,E-22-5
000000000080000088,1000,SP01,3.000,1.000,0.000,D-08-2
000000000030000082,1000,SP01,3.000,0.000,0.000,C-19-2
000000000010000386,4000,SP04,53.000,0.000,0.000,B-15-5
000000000010000387,2000,SP02,0.000,0.000,0.000,C-16-3
000000000010000387,4000,SP04,0.000,0.000,0.000,A-21-2
000000000080000089,1000,SP01,3.000,0.000,0.000,A-22-5
000000000030000083,1000,SP01,3.000,0.000,0.000,D-02-4
000000000090000018,2000,SP02,23.000,0.000,0.000,D-21-3
000000000010000388,4000,SP04,1.000,0.000,0.000,E-22-3
000000000080000090,3000,SP03,0.000,0.000,0.000,E-03-3
000000000010000389,1000,SP01,0.000,0.000,0.000,E-16-5
000000000010000390,3000,SP03,2.000,0.000,0.000,A-22-3
000000000030000084,4000,SP04,0.000,0.000,0.000,E-05-2
000000000030000084,3000,SP03,2.000,0.000,0.000,D-15-6
000000000010000391,4000,SP04,6.000,0.000,0.000,C-23-3
000000000030000085,3000,SP03,4.000,0.000,0.000,C-13-6
000000000010000392,2000,SP02,17.000,0.000,0.000,E-19-2
000000000010000393,2000,SP02,3.000,0.000,0.000,B-04-1
000000000010000394,4000,SP04,0.000,0.000,0.000,E-07-4
000000000010000395,2000,SP02,2.000,0.000,0.000,E-23-4
000000000010000396,3000,SP03,8.000,0.000,0.000,A-09-4
000000000090000019,2000,SP02,37.000,0.000,0.000,B-16-6
000000000010000397,4000,SP04,13.000,0.000,0.000,A-11-1
000000000010000398,3000,SP03,0.000,0.000,0.000,E-24-4
000000000010000398,4000,SP04,0.000,0.000,0.000,E-13-1
000000000010000399,2000,SP02,14.000,0.000,0.000,E-07-4
000000000010000399,4000,SP04,6.000,0.000,0.000,A-02-5
000000000010000400,2000,SP02,4.000,0.000,0.000,D-22-1
000000000010000400,3000,SP03,7.000,0.000,0.000,A-05-3
000000000080000091,4000,SP04,16.000,0.000,0.000,E-10-3
000000000010000401,3000,SP03,0.000,0.000,0.000,C-14-6
000000000010000402,2000,SP02,4.000,0.000,0.000,C-22-5
000000000010000402,4000,SP04,11.000,0.000,0.000,B-18-6
000000000010000403,4000,SP04,0.000,0.000,0.000,D-12-6
000000000010000403,1000,SP01,27.000,0.000,0.000,B-01-6
000000000030000086,2000,SP02,4.000,0.000,0.000,D-22-5
000000000010000404,2000,SP02,9.000,0.000,0.000,C-21-3
000000000010000404,4000,SP04,7.000,0.000,0.000,C-05-6
000000000010000405,1000,SP01,96.000,0.000,0.000,C-02-3
000000000010000406,2000,SP02,2.000,0.000,0.000,B-23-4
000000000080000092,3000,SP03,3.000,0.000,0.000,A-03-3
000000000010000407,2000,SP02,38.000,0.000,0.000,A-22-4
000000000010000408,2000,SP02,4.000,0.000,0.000,A-06-2
000000000010000408,4000,SP04,13.000,0.000,0.000,D-02-6
000000000090000020,1000,SP01,22.000,0.000,0.000,A-01-4
000000000010000409,1000,SP01,22.000,0.000,0.000,C-15-1
000000000010000409,4000,SP04,10.000,0.000,0.000,D-23-3
000000000010000410,3000,SP03,0.000,0.000,0.000,C-09-2
000000000090000021,2000,SP02,13.000,0.000,0.000,D-11-5
000000000080000093,4000,SP04,42.000,0.000,0.000,C-04-4
000000000080000094,2000,SP02,12.000,0.000,0.000,C-15-5
000000000030000087,2000,SP02,2.000,0.000,0.000,A-24-1
000000000080000095,4000,SP04,5.000,1.000,0.000,A-17-1
000000000080000095,1000,SP01,17.000,0.000,0.000,B-07-6
000000000010000411,1000,SP01,15.000,0.000,0.000,B-01-2
000000000010000412,1000,SP01,109.000,0.000,0.000,A-20-1
000000000010000412,4000,SP04,41.000,0.000,0.000,E-02-3
000000000010000413,3000,SP03,2.000,0.000,0.000,C-24-2
000000000010000414,4000,SP04,148.000,0.000,0.000,D-07-5
000000000030000088,4000,SP04,1.000,0.000,0.000,D-20-4
000000000010000415,2000,SP02,16.000,0.000,0.000,C-21-1
000000000010000416,1000,SP01,61.000,0.000,0.000,C-07-1
000000000010000416,2000,SP02,62.000,0.000,0.000,A-08-4
000000000010000417,3000,SP03,17.000,0.000,0.000,E-16-1
000000000030000089,2000,SP02,3.000,0.000,0.000,C-19-1
000000000030000089,4000,SP04,2.000,0.000,0.000,D-09-2
000000000090000022,3000,SP03,26.000,0.000,0.000,C-14-3
000000000010000418,4000,SP04,4.000,0.000,0.000,D-03-4
000000000010000418,1000,SP01,3.000,0.000,0.000,B-13-5
000000000010000419,2000,SP02,0.000,0.000,0.000,C-04-1
000000000010000420,3000,SP03,1.000,0.000,0.000,D-23-1
000000000010000420,1000,SP01,2.000,0.000,0.000,D-14-1
000000000010000421,2000,SP02,0.000,0.000,0.000,B-20-4
000000000010000421,4000,SP04,0.000,0.000,0.000,B-13-2
000000000080000096,2000,SP02,10.000,0.000,0.000,A-15-4
000000000010000422,3000,SP03,16.000,0.000,0.000,E-05-1
000000000010000423,3000,SP03,4.000,0.000,0.000,A-16-1
000000000010000423,4000,SP04,3.000,0.000,0.000,B-04-6
000000000010000424,2000,SP02,0.000,0.000,0.000,A-23-4
000000000010000425,4000,SP04,3.000,0.000,0.000,A-18-2
000000000010000426,1000,SP01,4.000,0.000,0.000,E-09-4
000000000010000427,2000,SP02,162.000,0.000,0.000,D-22-1
000000000010000428,4000,SP04,1.000,0.000,0.000,A-15-3
000000000010000428,2000,SP02,2.000,0.000,0.000,C-09-5
000000000010000429,4000,SP04,0.000,0.000,0.000,E-15-2
000000000010000430,4000,SP04,8.000,0.000,0.000,D-11-6
000000000010000431,1000,SP01,17.000,0.000,0.000,A-21-6
000000000010000432,4000,SP04,15.000,0.000,0.000,E-21-5
000000000030000090,4000,SP04,4.000,0.000,0.000,E-21-6
000000000030000090,3000,SP03,1.000,0.000,0.000,D-13-4
000000000010000433,1000,SP01,10.000,0.000,0.000,E-19-3
000000000010000434,3000,SP03,0.000,0.000,0.000,C-21-1
000000000010000435,1000,SP01,4.000,0.000,0.000,C-24-2
000000000010000435,3000,SP03,3.000,0.000,0.000,D-18-4
000000000010000436,2000,SP02,40.000,0.000,0.000,A-05-6
000000000010000437,4000,SP04,137.000,0.000,0.000,D-10-2
000000000030000091,1000,SP01,0.000,0.000,0.000,C-12-2
000000000010000438,3000,SP03,1.000,0.000,0.000,B-11-3
000000000010000438,4000,SP04,1.000,0.000,0.000,E-21-2
000000000010000439,2000,SP02,5.000,0.000,0.000,C-20-3
000000000010000440,1000,SP01,0.000,0.000,0.000,A-08-2
000000000030000092,2000,SP02,4.000,0.000,0.000,A-14-4
000000000010000441,2000,SP02,16.000,0.000,0.000,D-09-2
000000000080000097,3000,SP03,3.000,1.000,0.000,C-01-2
000000000080000097,4000,SP04,1.000,0.000,0.000,B-15-5
000000000010000442,4000,SP04,18.000,0.000,0.000,A-03-4
000000000010000443,3000,SP03,23.000,0.000,0.000,B-14-2
000000000010000444,4000,SP04,1.000,0.000,0.000,A-24-5
000000000010000445,2000,SP02,0.000,0.000,0.000,D-12-6
000000000010000446,3000,SP03,74.000,0.000,0.000,D-13-4
000000000010000446,1000,SP01,116.000,0.000,0.000,E-06-5
000000000030000093,1000,SP01,4.000,0.000,0.000,B-07-6
000000000080000098,1000,SP01,13.000,0.000,0.000,D-03-5
000000000010000447,1000,SP01,0.000,0.000,0.000,D-09-6
000000000010000448,2000,SP02,1.000,0.000,0.000,D-24-3
000000000010000448,1000,SP01,8.000,0.000,0.000,E-17-6
000000000010000449,4000,SP04,6.000,0.000,0.000,B-11-3
000000000010000449,2000,SP02,7.000,0.000,0.000,C-21-6
000000000030000094,3000,SP03,1.000,0.000,0.000,D-21-5
000000000010000450,1000,SP01,15.000,0.000,0.000,C-24-4
000000000090000023,4000,SP04,9.000,0.000,0.000,A-18-3
000000000010000451,2000,SP02,79.000,0.000,0.000,D-24-5
000000000030000095,4000,SP04,0.000,0.000,0.000,A-06-2
000000000010000452,4000,SP04,69.000,0.000,0.000,B-21-2
000000000010000453,4000,SP04,0.000,0.000,0.000,D-15-4
000000000010000453,1000,SP01,0.000,0.000,0.000,D-11-3
000000000010000454,2000,SP02,6.000,0.000,0.000,A-17-5
000000000080000099,4000,SP04,2.000,0.000,0.000,B-19-4
000000000010000455,2000,SP02,9.000,0.000,0.000,E-16-4
000000000010000456,3000,SP03,5.000,0.000,0.000,B-05-5
000000000010000457,3000,SP03,0.000,0.000,0.000,C-07-1
000000000010000458,4000,SP04,0.000,0.000,0.000,E-08-1
000000000010000458,2000,SP02,0.000,0.000,0.000,A-05-1
000000000010000459,4000,SP04,0.000,0.000,0.000,D-07-3
000000000080000100,2000,SP02,23.000,0.000,0.000,C-01-3
000000000080000100,3000,SP03,10.000,0.000,0.000,E-21-1
000000000010000460,1000,SP01,0.000,0.000,0.000,B-19-4
000000000010000461,3000,SP03,0.000,0.000,0.000,D-23-5
000000000010000462,4000,SP04,25.000,0.000,0.000,D-18-1
000000000010000463,3000,SP03,0.000,0.000,0.000,D-04-4
000000000030000096,1000,SP01,3.000,0.000,0.000,A-03-3
000000000010000464,2000,SP02,0.000,0.000,0.000,D-17-4
000000000030000097,2000,SP02,3.000,0.000,0.000,B-23-3
000000000010000465,4000,SP04,3.000,0.000,0.000,A-05-2
000000000010000466,1000,SP01,0.000,0.000,0.000,A-20-4
000000000010000467,1000,SP01,0.000,0.000,0.000,E-03-4
000000000010000468,3000,SP03,0.000,0.000,0.000,E-24-5
000000000010000469,3000,SP03,199.000,0.000,0.000,D-02-5
000000000030000098,3000,SP03,0.000,0.000,0.000,A-02-2
000000000030000098,1000,SP01,2.000,0.000,0.000,E-20-6
000000000010000470,4000,SP04,11.000,0.000,0.000,C-19-3
000000000010000471,1000,SP01,89.000,0.000,0.000,A-21-5
000000000090000024,4000,SP04,15.000,0.000,0.000,B-11-3
000000000090000024,2000,SP02,24.000,0.000,0.000,A-06-2
000000000010000472,3000,SP03,67.000,0.000,0.000,C-17-3
000000000010000473,2000,SP02,4.000,0.000,0.000,A-20-6
000000000010000473,4000,SP04,3.000,0.000,0.000,D-18-1
000000000080000101,2000,SP02,9.000,1.000,0.000,C-23-4
000000000010000474,2000,SP02,0.000,0.000,0.000,E-17-6
000000000010000475,1000,SP01,3.000,0.000,0.000,E-18-4
000000000030000099,1000,SP01,7.000,0.000,0.000,B-18-5
000000000080000102,1000,SP01,9.000,0.000,0.000,C-08-4
000000000080000103,2000,SP02,3.000,0.000,0.000,E-21-3
000000000030000100,3000,SP03,5.000,0.000,0.000,A-17-6
000000000010000476,4000,SP04,23.000,0.000,0.000,C-01-4
000000000090000025,3000,SP03,27.000,0.000,0.000,E-13-5
