Ebeln,Ebelp,Loekz,Txz01,Matnr,Werks,Lgort,Bednr,Menge,Meins,Netpr,Peinh,Netwr,Elikz,Pstyp,Knttp,Plifz,Banfn,Bnfpo
4500000422,00010,,SPARE FOR FA-810,000000000080000016,1000,SP01,,7.000,EA,394873.56,1.000,2764114.92,true,0,,56.000,2000000422,00010
4500000423,00010,,SPARE FOR CV-502,000000000080000016,1000,SP01,,6.000,EA,394873.56,1.000,2369241.36,true,0,,56.000,2000000423,00010
4500000424,00010,,SPARE FOR FA-810,000000000080000016,1000,SP01,,8.000,EA,394873.56,1.000,3158988.48,false,0,,56.000,2000000424,00010
4500000425,00010,,SPARE FOR FA-810,000000000080000016,1000,SP01,,8.000,EA,394873.56,1.000,3158988.48,true,0,,56.000,2000000425,00010
4500000426,00010,,SPARE FOR ML-202,000000000080000016,1000,SP01,,6.000,EA,394873.56,1.000,2369241.36,true,0,,56.000,2000000426,00010
4500000427,00010,,SPARE FOR TH-401,000000000080000016,2000,SP02,,8.000,EA,394873.56,1.000,3158988.48,true,0,,56.000,2000000427,00010
4500000428,00010,,SPARE FOR CR-101,000000000080000016,2000,SP02,,7.000,EA,394873.56,1.000,2764114.92,false,0,,56.000,2000000428,00010
4500000429,00010,,SPARE FOR FL-310,000000000080000016,2000,SP02,,7.000,EA,394873.56,1.000,2764114.92,true,0,,56.000,2000000429,00010
4500000430,00010,,SPARE FOR FL-310,000000000080000016,2000,SP02,,8.000,EA,394873.56,1.000,3158988.48,true,0,,56.000,2000000430,00010
4500000431,00010,,SPARE FOR FA-810,000000000010000070,2000,SP02,,106.000,EA,4741.00,1.000,502546.00,false,0,,109.000,2000000431,00010
4500000432,00010,,SPARE FOR CV-502,000000000010000070,2000,SP02,,102.000,EA,4741.00,1.000,483582.00,false,0,,109.000,2000000432,00010
4500000433,00010,,SPARE FOR FL-310,000000000010000070,2000,SP02,,116.000,EA,4741.00,1.000,549956.00,true,0,,109.000,2000000433,00010
4500000434,00010,,SPARE FOR TH-401,000000000010000070,2000,SP02,,104.000,EA,4741.00,1.000,493064.00,true,0,,109.000,2000000434,00010
4500000435,00010,,SPARE FOR FA-810,000000000010000070,2000,SP02,,97.000,EA,4741.00,1.000,459877.00,true,0,,109.000,2000000435,00010
4500000436,00010,,SPARE FOR CR-101,000000000010000071,3000,SP03,,8.000,EA,600360.91,1.000,4802887.28,true,0,,193.000,2000000436,00010
4500000437,00010,,SPARE FOR CR-101,000000000010000071,3000,SP03,,16.000,EA,600360.91,1.000,9605774.56,true,0,,193.000,2000000437,00010
4500000438,00010,,SPARE FOR TH-401,000000000010000071,3000,SP03,,8.000,EA,600360.91,1.000,4802887.28,false,0,,193.000,2000000438,00010
4500000439,00010,,SPARE FOR SC-701,000000000010000072,4000,SP04,,103.000,EA,23721.82,1.000,2443347.46,true,0,,125.000,2000000439,00010
4500000440,00010,,SPARE FOR CV-501,000000000010000072,4000,SP04,,94.000,EA,23721.82,1.000,2229851.08,true,0,,125.000,2000000440,00010
4500000441,00010,,SPARE FOR FL-310,000000000010000072,4000,SP04,,101.000,EA,23721.82,1.000,2395903.82,true,0,,125.000,2000000441,00010
4500000442,00010,,SPARE FOR ML-201,000000000010000072,4000,SP04,,105.000,EA,23721.82,1.000,2490791.10,false,0,,125.000,2000000442,00010
4500000443,00010,,SPARE FOR CR-102,000000000010000072,4000,SP04,,120.000,EA,23721.82,1.000,2846618.40,false,0,,125.000,2000000443,00010
4500000444,00010,,SPARE FOR FA-810,000000000080000017,2000,SP02,,26.000,EA,211755.15,1.000,5505633.90,false,0,,117.000,2000000444,00010
4500000445,00010,,SPARE FOR FA-810,000000000080000017,2000,SP02,,30.000,EA,211755.15,1.000,6352654.50,true,0,,117.000,2000000445,00010
4500000446,00010,,SPARE FOR CR-102,000000000080000017,2000,SP02,,22.000,EA,211755.15,1.000,4658613.30,true,0,,117.000,2000000446,00010
4500000447,00010,,SPARE FOR TH-401,000000000080000017,3000,SP03,,7.000,EA,211755.15,1.000,1482286.05,false,0,,117.000,2000000447,00010
4500000448,00010,,SPARE FOR FL-310,000000000080000017,3000,SP03,,11.000,EA,211755.15,1.000,2329306.65,true,0,,117.000,2000000448,00010
4500000449,00010,,SPARE FOR ML-201,000000000010000073,3000,SP03,,150.000,EA,1271.48,1.000,190722.00,true,0,,42.000,2000000449,00010
4500000450,00010,,SPARE FOR CR-101,000000000010000073,3000,SP03,,138.000,EA,1271.48,1.000,175464.24,true,0,,42.000,2000000450,00010
4500000451,00010,,SPARE FOR FL-310,000000000010000073,3000,SP03,,126.000,EA,1271.48,1.000,160206.48,true,0,,42.000,2000000451,00010
4500000452,00010,,SPARE FOR CR-101,000000000010000073,3000,SP03,,142.000,EA,1271.48,1.000,180550.16,true,0,,42.000,2000000452,00010
4500000453,00010,,SPARE FOR FL-310,000000000010000073,3000,SP03,,137.000,EA,1271.48,1.000,174192.76,false,0,,42.000,2000000453,00010
4500000454,00010,,SPARE FOR PU-610,000000000010000074,1000,SP01,,1.000,EA,117308.38,1.000,117308.38,false,0,,51.000,2000000454,00010
4500000455,00010,,SPARE FOR SC-701,000000000010000074,1000,SP01,,1.000,EA,117308.38,1.000,117308.38,true,0,,51.000,2000000455,00010
4500000456,00010,,SPARE FOR CR-101,000000000010000074,1000,SP01,,1.000,EA,117308.38,1.000,117308.38,true,0,,51.000,2000000456,00010
4500000457,00010,,SPARE FOR PU-611,000000000010000074,1000,SP01,,2.000,EA,117308.38,1.000,234616.76,false,0,,51.000,2000000457,00010
4500000458,00010,,SPARE FOR TH-401,000000000010000074,1000,SP01,,1.000,EA,117308.38,1.000,117308.38,false,0,,51.000,2000000458,00010
4500000459,00010,,SPARE FOR PU-611,000000000010000075,2000,SP02,,173.000,EA,15535.44,1.000,2687631.12,true,0,,28.000,2000000459,00010
4500000460,00010,,SPARE FOR FL-310,000000000010000075,2000,SP02,,160.000,EA,15535.44,1.000,2485670.40,false,0,,28.000,2000000460,00010
4500000461,00010,,SPARE FOR CR-101,000000000010000075,2000,SP02,,195.000,EA,15535.44,1.000,3029410.80,true,0,,28.000,2000000461,00010
4500000462,00010,,SPARE FOR ML-202,000000000010000075,2000,SP02,,150.000,EA,15535.44,1.000,2330316.00,true,0,,28.000,2000000462,00010
4500000463,00010,,SPARE FOR CV-502,000000000010000075,2000,SP02,,167.000,EA,15535.44,1.000,2594418.48,true,0,,28.000,2000000463,00010
4500000464,00010,,SPARE FOR CR-101,000000000010000075,1000,SP01,,165.000,EA,15535.44,1.000,2563347.60,true,0,,28.000,2000000464,00010
4500000465,00010,,SPARE FOR TH-401,000000000010000075,1000,SP01,,140.000,EA,15535.44,1.000,2174961.60,false,0,,28.000,2000000465,00010
4500000466,00010,,SPARE FOR ML-201,000000000010000075,1000,SP01,,150.000,EA,15535.44,1.000,2330316.00,true,0,,28.000,2000000466,00010
4500000467,00010,,SPARE FOR ML-201,000000000010000075,1000,SP01,,153.000,EA,15535.44,1.000,2376922.32,true,0,,28.000,2000000467,00010
4500000468,00010,,SPARE FOR CR-102,000000000010000075,1000,SP01,,147.000,EA,15535.44,1.000,2283709.68,true,0,,28.000,2000000468,00010
4500000469,00010,,SPARE FOR CV-501,000000000010000077,2000,SP02,,21.000,EA,83481.99,1.000,1753121.79,true,0,,52.000,2000000469,00010
4500000470,00010,,SPARE FOR FL-310,000000000010000077,2000,SP02,,21.000,EA,83481.99,1.000,1753121.79,false,0,,52.000,2000000470,00010
4500000471,00010,,SPARE FOR CR-102,000000000010000077,2000,SP02,,21.000,EA,83481.99,1.000,1753121.79,true,0,,52.000,2000000471,00010
4500000472,00010,,SPARE FOR CV-501,000000000010000077,2000,SP02,,18.000,EA,83481.99,1.000,1502675.82,true,0,,52.000,2000000472,00010
4500000473,00010,,SPARE FOR FA-810,000000000010000079,1000,SP01,,70.000,EA,7115.79,1.000,498105.30,true,0,,17.000,2000000473,00010
4500000474,00010,,SPARE FOR CV-501,000000000010000079,1000,SP01,,76.000,EA,7115.79,1.000,540800.04,true,0,,17.000,2000000474,00010
4500000475,00010,,SPARE FOR CR-101,000000000010000079,1000,SP01,,73.000,EA,7115.79,1.000,519452.67,true,0,,17.000,2000000475,00010
4500000476,00010,,SPARE FOR FA-810,000000000010000079,1000,SP01,,78.000,EA,7115.79,1.000,555031.62,true,0,,17.000,2000000476,00010
4500000477,00010,,SPARE FOR CV-502,000000000010000079,1000,SP01,,70.000,EA,7115.79,1.000,498105.30,true,0,,17.000,2000000477,00010
4500000478,00010,,SPARE FOR CR-102,000000000010000080,2000,SP02,,2.000,EA,175217.29,1.000,350434.58,true,0,,18.000,2000000478,00010
4500000479,00010,,SPARE FOR PU-611,000000000010000080,2000,SP02,,2.000,EA,175217.29,1.000,350434.58,false,0,,18.000,2000000479,00010
4500000480,00010,,SPARE FOR ML-201,000000000080000018,4000,SP04,,9.000,EA,180317.39,1.000,1622856.51,false,0,,31.000,2000000480,00010
4500000481,00010,,SPARE FOR CR-101,000000000080000018,4000,SP04,,8.000,EA,180317.39,1.000,1442539.12,true,0,,31.000,2000000481,00010
4500000482,00010,,SPARE FOR CV-501,000000000080000018,4000,SP04,,9.000,EA,180317.39,1.000,1622856.51,true,0,,31.000,2000000482,00010
4500000483,00010,,SPARE FOR CV-501,000000000080000018,4000,SP04,,8.000,EA,180317.39,1.000,1442539.12,true,0,,31.000,2000000483,00010
4500000484,00010,,SPARE FOR SC-701,000000000080000018,3000,SP03,,3.000,EA,180317.39,1.000,540952.17,false,0,,31.000,2000000484,00010
4500000485,00010,,SPARE FOR PU-610,000000000080000018,3000,SP03,,5.000,EA,180317.39,1.000,901586.95,false,0,,31.000,2000000485,00010
4500000486,00010,,SPARE FOR FA-810,000000000080000018,3000,SP03,,4.000,EA,180317.39,1.000,721269.56,true,0,,31.000,2000000486,00010
4500000487,00010,,SPARE FOR TH-401,000000000080000018,3000,SP03,,3.000,EA,180317.39,1.000,540952.17,true,0,,31.000,2000000487,00010
4500000488,00010,,SPARE FOR FL-310,000000000080000018,3000,SP03,,5.000,EA,180317.39,1.000,901586.95,true,0,,31.000,2000000488,00010
4500000489,00010,,SPARE FOR PU-611,000000000080000018,3000,SP03,,5.000,EA,180317.39,1.000,901586.95,false,0,,31.000,2000000489,00010
4500000490,00010,,SPARE FOR CV-502,000000000080000018,3000,SP03,,5.000,EA,180317.39,1.000,901586.95,true,0,,31.000,2000000490,00010
4500000491,00010,,SPARE FOR CV-502,000000000080000019,2000,SP02,,10.000,EA,269420.06,1.000,2694200.60,false,0,,98.000,2000000491,00010
4500000492,00010,,SPARE FOR PU-611,000000000080000019,2000,SP02,,12.000,EA,269420.06,1.000,3233040.72,true,0,,98.000,2000000492,00010
4500000493,00010,,SPARE FOR CV-502,000000000080000019,2000,SP02,,11.000,EA,269420.06,1.000,2963620.66,false,0,,98.000,2000000493,00010
4500000494,00010,,SPARE FOR PU-610,000000000080000019,2000,SP02,,12.000,EA,269420.06,1.000,3233040.72,true,0,,98.000,2000000494,00010
4500000495,00010,,SPARE FOR ML-202,000000000010000082,3000,SP03,,98.000,EA,18136.77,1.000,1777403.46,false,0,,42.000,2000000495,00010
4500000496,00010,,SPARE FOR SC-701,000000000010000082,3000,SP03,,130.000,EA,18136.77,1.000,2357780.10,false,0,,42.000,2000000496,00010
4500000497,00010,,SPARE FOR ML-202,000000000010000082,3000,SP03,,130.000,EA,18136.77,1.000,2357780.10,false,0,,42.000,2000000497,00010
4500000498,00010,,SPARE FOR ML-201,000000000010000082,3000,SP03,,117.000,EA,18136.77,1.000,2122002.09,false,0,,42.000,2000000498,00010
4500000499,00010,,SPARE FOR CV-501,000000000010000082,3000,SP03,,105.000,EA,18136.77,1.000,1904360.85,true,0,,42.000,2000000499,00010
4500000500,00010,,SPARE FOR TH-401,000000000010000082,3000,SP03,,98.000,EA,18136.77,1.000,1777403.46,true,0,,42.000,2000000500,00010
4500000501,00010,,SPARE FOR ML-201,000000000010000082,3000,SP03,,110.000,EA,18136.77,1.000,1995044.70,false,0,,42.000,2000000501,00010
4500000502,00010,,SPARE FOR CV-501,000000000010000082,3000,SP03,,130.000,EA,18136.77,1.000,2357780.10,false,0,,42.000,2000000502,00010
4500000503,00010,,SPARE FOR PU-610,000000000030000014,4000,SP04,,3.000,EA,120501.85,1.000,361505.55,true,0,,37.000,2000000503,00010
4500000504,00010,,SPARE FOR PU-611,000000000030000014,4000,SP04,,7.000,EA,120501.85,1.000,843512.95,true,0,,37.000,2000000504,00010
4500000505,00010,,SPARE FOR CV-502,000000000030000014,4000,SP04,,5.000,EA,120501.85,1.000,602509.25,true,0,,37.000,2000000505,00010
4500000506,00010,,SPARE FOR CV-501,000000000030000014,4000,SP04,,6.000,EA,120501.85,1.000,723011.10,true,0,,37.000,2000000506,00010
4500000507,00010,,SPARE FOR CR-102,000000000030000014,4000,SP04,,3.000,EA,120501.85,1.000,361505.55,true,0,,37.000,2000000507,00010
4500000508,00010,,SPARE FOR PU-611,000000000030000014,4000,SP04,,3.000,EA,120501.85,1.000,361505.55,false,0,,37.000,2000000508,00010
4500000509,00010,,SPARE FOR CV-502,000000000030000014,4000,SP04,,3.000,EA,120501.85,1.000,361505.55,true,0,,37.000,2000000509,00010
4500000510,00010,,SPARE FOR CV-502,000000000030000014,4000,SP04,,5.000,EA,120501.85,1.000,602509.25,true,0,,37.000,2000000510,00010
4500000511,00010,,SPARE FOR CR-102,000000000030000014,4000,SP04,,8.000,EA,120501.85,1.000,964014.80,true,0,,37.000,2000000511,00010
4500000512,00010,,SPARE FOR PU-610,000000000010000083,3000,SP03,,3.000,EA,123294.25,1.000,369882.75,false,0,,193.000,2000000512,00010
4500000513,00010,,SPARE FOR ML-201,000000000010000083,3000,SP03,,5.000,EA,123294.25,1.000,616471.25,false,0,,193.000,2000000513,00010
4500000514,00010,,SPARE FOR CR-101,000000000010000083,3000,SP03,,3.000,EA,123294.25,1.000,369882.75,false,0,,193.000,2000000514,00010
4500000515,00010,,SPARE FOR TH-401,000000000010000083,3000,SP03,,6.000,EA,123294.25,1.000,739765.50,false,0,,193.000,2000000515,00010
4500000516,00010,,SPARE FOR ML-201,000000000010000084,4000,SP04,,7.000,EA,113570.14,1.000,794990.98,true,0,,8.000,2000000516,00010
4500000517,00010,,SPARE FOR CR-101,000000000010000084,4000,SP04,,7.000,EA,113570.14,1.000,794990.98,false,0,,8.000,2000000517,00010
4500000518,00010,,SPARE FOR PU-611,000000000010000084,4000,SP04,,7.000,EA,113570.14,1.000,794990.98,true,0,,8.000,2000000518,00010
4500000519,00010,,SPARE FOR CR-102,000000000010000084,4000,SP04,,7.000,EA,113570.14,1.000,794990.98,true,0,,8.000,2000000519,00010
4500000520,00010,,SPARE FOR PU-611,000000000010000084,4000,SP04,,7.000,EA,113570.14,1.000,794990.98,true,0,,8.000,2000000520,00010
4500000521,00010,,SPARE FOR PU-610,000000000010000084,2000,SP02,,9.000,EA,113570.14,1.000,1022131.26,true,0,,8.000,2000000521,00010
4500000522,00010,,SPARE FOR FL-310,000000000010000084,2000,SP02,,9.000,EA,113570.14,1.000,1022131.26,true,0,,8.000,2000000522,00010
4500000523,00010,,SPARE FOR FL-310,000000000010000084,2000,SP02,,9.000,EA,113570.14,1.000,1022131.26,true,0,,8.000,2000000523,00010
4500000524,00010,,SPARE FOR SC-701,000000000010000084,2000,SP02,,8.000,EA,113570.14,1.000,908561.12,false,0,,8.000,2000000524,00010
4500000525,00010,,SPARE FOR CR-101,000000000010000084,2000,SP02,,9.000,EA,113570.14,1.000,1022131.26,true,0,,8.000,2000000525,00010
4500000526,00010,,SPARE FOR ML-201,000000000010000085,1000,SP01,,11.000,EA,168749.55,1.000,1856245.05,false,0,,57.000,2000000526,00010
4500000527,00010,,SPARE FOR TH-401,000000000010000085,1000,SP01,,17.000,EA,168749.55,1.000,2868742.35,true,0,,57.000,2000000527,00010
4500000528,00010,,SPARE FOR PU-610,000000000010000085,1000,SP01,,10.000,EA,168749.55,1.000,1687495.50,true,0,,57.000,2000000528,00010
4500000529,00010,,SPARE FOR FA-810,000000000010000085,1000,SP01,,8.000,EA,168749.55,1.000,1349996.40,true,0,,57.000,2000000529,00010
4500000530,00010,,SPARE FOR CV-501,000000000010000085,3000,SP03,,13.000,EA,168749.55,1.000,2193744.15,true,0,,57.000,2000000530,00010
4500000531,00010,,SPARE FOR ML-202,000000000010000085,3000,SP03,,12.000,EA,168749.55,1.000,2024994.60,true,0,,57.000,2000000531,00010
4500000532,00010,,SPARE FOR CR-101,000000000080000020,3000,SP03,,18.000,EA,321542.30,1.000,5787761.40,false,0,,23.000,2000000532,00010
4500000533,00010,,SPARE FOR CR-101,000000000080000020,3000,SP03,,18.000,EA,321542.30,1.000,5787761.40,true,0,,23.000,2000000533,00010
4500000534,00010,,SPARE FOR CR-101,000000000080000020,3000,SP03,,13.000,EA,321542.30,1.000,4180049.90,true,0,,23.000,2000000534,00010
4500000535,00010,,SPARE FOR PU-610,000000000080000020,3000,SP03,,18.000,EA,321542.30,1.000,5787761.40,true,0,,23.000,2000000535,00010
4500000536,00010,,SPARE FOR CV-502,000000000080000020,3000,SP03,,15.000,EA,321542.30,1.000,4823134.50,true,0,,23.000,2000000536,00010
4500000537,00010,,SPARE FOR CV-501,000000000080000020,1000,SP01,,9.000,EA,321542.30,1.000,2893880.70,true,0,,23.000,2000000537,00010
4500000538,00010,,SPARE FOR CR-102,000000000080000020,1000,SP01,,8.000,EA,321542.30,1.000,2572338.40,true,0,,23.000,2000000538,00010
4500000539,00010,,SPARE FOR FL-310,000000000080000020,1000,SP01,,6.000,EA,321542.30,1.000,1929253.80,true,0,,23.000,2000000539,00010
4500000540,00010,,SPARE FOR TH-401,000000000010000086,4000,SP04,,4.000,EA,28028.81,1.000,112115.24,true,0,,19.000,2000000540,00010
4500000541,00010,,SPARE FOR FA-810,000000000010000086,4000,SP04,,5.000,EA,28028.81,1.000,140144.05,true,0,,19.000,2000000541,00010
4500000542,00010,,SPARE FOR ML-202,000000000010000086,4000,SP04,,5.000,EA,28028.81,1.000,140144.05,false,0,,19.000,2000000542,00010
4500000543,00010,,SPARE FOR SC-701,000000000010000086,4000,SP04,,3.000,EA,28028.81,1.000,84086.43,true,0,,19.000,2000000543,00010
4500000544,00010,,SPARE FOR ML-201,000000000010000086,4000,SP04,,3.000,EA,28028.81,1.000,84086.43,true,0,,19.000,2000000544,00010
4500000545,00010,,SPARE FOR CV-501,000000000010000086,4000,SP04,,4.000,EA,28028.81,1.000,112115.24,false,0,,19.000,2000000545,00010
4500000546,00010,,SPARE FOR FL-310,000000000010000086,2000,SP02,,4.000,EA,28028.81,1.000,112115.24,true,0,,19.000,2000000546,00010
4500000547,00010,,SPARE FOR ML-202,000000000010000086,2000,SP02,,4.000,EA,28028.81,1.000,112115.24,false,0,,19.000,2000000547,00010
4500000548,00010,,SPARE FOR CR-101,000000000010000086,2000,SP02,,4.000,EA,28028.81,1.000,112115.24,true,0,,19.000,2000000548,00010
4500000549,00010,,SPARE FOR ML-201,000000000010000086,2000,SP02,,4.000,EA,28028.81,1.000,112115.24,true,0,,19.000,2000000549,00010
4500000550,00010,,SPARE FOR ML-201,000000000010000086,2000,SP02,,3.000,EA,28028.81,1.000,84086.43,true,0,,19.000,2000000550,00010
4500000551,00010,,SPARE FOR PU-610,000000000010000088,4000,SP04,,7.000,EA,405491.82,1.000,2838442.74,true,0,,138.000,2000000551,00010
4500000552,00010,,SPARE FOR PU-611,000000000010000088,4000,SP04,,6.000,EA,405491.82,1.000,2432950.92,false,0,,138.000,2000000552,00010
4500000553,00010,,SPARE FOR TH-401,000000000010000088,4000,SP04,,9.000,EA,405491.82,1.000,3649426.38,true,0,,138.000,2000000553,00010
4500000554,00010,,SPARE FOR CR-102,000000000010000088,4000,SP04,,6.000,EA,405491.82,1.000,2432950.92,false,0,,138.000,2000000554,00010
4500000555,00010,,SPARE FOR ML-202,000000000010000088,4000,SP04,,9.000,EA,405491.82,1.000,3649426.38,false,0,,138.000,2000000555,00010
4500000556,00010,,SPARE FOR FA-810,000000000010000088,4000,SP04,,9.000,EA,405491.82,1.000,3649426.38,false,0,,138.000,2000000556,00010
4500000557,00010,,SPARE FOR ML-201,000000000010000088,4000,SP04,,9.000,EA,405491.82,1.000,3649426.38,false,0,,138.000,2000000557,00010
4500000558,00010,,SPARE FOR CR-102,000000000080000021,2000,SP02,,9.000,EA,207578.90,1.000,1868210.10,true,0,,51.000,2000000558,00010
4500000559,00010,,SPARE FOR CR-101,000000000080000021,2000,SP02,,9.000,EA,207578.90,1.000,1868210.10,false,0,,51.000,2000000559,00010
4500000560,00010,,SPARE FOR FA-810,000000000080000021,2000,SP02,,9.000,EA,207578.90,1.000,1868210.10,false,0,,51.000,2000000560,00010
4500000561,00010,,SPARE FOR SC-701,000000000080000021,2000,SP02,,12.000,EA,207578.90,1.000,2490946.80,true,0,,51.000,2000000561,00010
4500000562,00010,,SPARE FOR CV-502,000000000080000021,2000,SP02,,5.000,EA,207578.90,1.000,1037894.50,false,0,,51.000,2000000562,00010
4500000563,00010,,SPARE FOR ML-201,000000000080000021,2000,SP02,,5.000,EA,207578.90,1.000,1037894.50,false,0,,51.000,2000000563,00010
4500000564,00010,,SPARE FOR FL-310,000000000080000021,2000,SP02,,8.000,EA,207578.90,1.000,1660631.20,false,0,,51.000,2000000564,00010
4500000565,00010,,SPARE FOR PU-610,000000000080000021,3000,SP03,,2.000,EA,207578.90,1.000,415157.80,true,0,,51.000,2000000565,00010
4500000566,00010,,SPARE FOR FA-810,000000000080000021,3000,SP03,,2.000,EA,207578.90,1.000,415157.80,false,0,,51.000,2000000566,00010
4500000567,00010,,SPARE FOR CV-501,000000000080000021,3000,SP03,,2.000,EA,207578.90,1.000,415157.80,false,0,,51.000,2000000567,00010
4500000568,00010,,SPARE FOR FA-810,000000000080000021,3000,SP03,,2.000,EA,207578.90,1.000,415157.80,false,0,,51.000,2000000568,00010
4500000569,00010,,SPARE FOR FL-310,000000000080000021,3000,SP03,,2.000,EA,207578.90,1.000,415157.80,true,0,,51.000,2000000569,00010
4500000570,00010,,SPARE FOR ML-201,000000000080000022,3000,SP03,,9.000,EA,367932.44,1.000,3311391.96,true,0,,60.000,2000000570,00010
4500000571,00010,,SPARE FOR TH-401,000000000080000022,3000,SP03,,6.000,EA,367932.44,1.000,2207594.64,false,0,,60.000,2000000571,00010
4500000572,00010,,SPARE FOR ML-201,000000000080000022,3000,SP03,,5.000,EA,367932.44,1.000,1839662.20,false,0,,60.000,2000000572,00010
4500000573,00010,,SPARE FOR ML-202,000000000080000022,3000,SP03,,5.000,EA,367932.44,1.000,1839662.20,true,0,,60.000,2000000573,00010
4500000574,00010,,SPARE FOR CV-502,000000000080000023,3000,SP03,,9.000,EA,193693.37,1.000,1743240.33,true,0,,51.000,2000000574,00010
4500000575,00010,,SPARE FOR TH-401,000000000080000023,3000,SP03,,11.000,EA,193693.37,1.000,2130627.07,false,0,,51.000,2000000575,00010
4500000576,00010,,SPARE FOR TH-401,000000000080000023,3000,SP03,,13.000,EA,193693.37,1.000,2518013.81,false,0,,51.000,2000000576,00010
4500000577,00010,,SPARE FOR TH-401,000000000080000023,3000,SP03,,13.000,EA,193693.37,1.000,2518013.81,true,0,,51.000,2000000577,00010
4500000578,00010,,SPARE FOR CV-501,000000000080000023,3000,SP03,,8.000,EA,193693.37,1.000,1549546.96,true,0,,51.000,2000000578,00010
4500000579,00010,,SPARE FOR ML-201,000000000080000023,3000,SP03,,7.000,EA,193693.37,1.000,1355853.59,true,0,,51.000,2000000579,00010
4500000580,00010,,SPARE FOR CR-101,000000000010000090,4000,SP04,,3.000,EA,101275.87,1.000,303827.61,true,0,,105.000,2000000580,00010
4500000581,00010,,SPARE FOR CR-101,000000000010000090,4000,SP04,,4.000,EA,101275.87,1.000,405103.48,false,0,,105.000,2000000581,00010
4500000582,00010,,SPARE FOR TH-401,000000000010000090,4000,SP04,,4.000,EA,101275.87,1.000,405103.48,true,0,,105.000,2000000582,00010
4500000583,00010,,SPARE FOR PU-610,000000000010000091,4000,SP04,,163.000,EA,3321.50,1.000,541404.50,true,0,,30.000,2000000583,00010
4500000584,00010,,SPARE FOR CV-501,000000000010000091,4000,SP04,,149.000,EA,3321.50,1.000,494903.50,true,0,,30.000,2000000584,00010
4500000585,00010,,SPARE FOR CV-501,000000000010000091,4000,SP04,,157.000,EA,3321.50,1.000,521475.50,true,0,,30.000,2000000585,00010
4500000586,00010,,SPARE FOR SC-701,000000000010000091,4000,SP04,,151.000,EA,3321.50,1.000,501546.50,true,0,,30.000,2000000586,00010
4500000587,00010,,SPARE FOR SC-701,000000000010000091,4000,SP04,,166.000,EA,3321.50,1.000,551369.00,true,0,,30.000,2000000587,00010
4500000588,00010,,SPARE FOR FL-310,000000000010000092,1000,SP01,,10.000,EA,86436.67,1.000,864366.70,true,0,,55.000,2000000588,00010
4500000589,00010,,SPARE FOR CR-102,000000000010000092,1000,SP01,,8.000,EA,86436.67,1.000,691493.36,false,0,,55.000,2000000589,00010
4500000590,00010,,SPARE FOR ML-201,000000000010000092,1000,SP01,,9.000,EA,86436.67,1.000,777930.03,true,0,,55.000,2000000590,00010
4500000591,00010,,SPARE FOR ML-202,000000000010000092,1000,SP01,,9.000,EA,86436.67,1.000,777930.03,true,0,,55.000,2000000591,00010
4500000592,00010,,SPARE FOR SC-701,000000000010000092,1000,SP01,,9.000,EA,86436.67,1.000,777930.03,true,0,,55.000,2000000592,00010
4500000593,00010,,SPARE FOR FA-810,000000000010000094,2000,SP02,,135.000,EA,3337.53,1.000,450566.55,true,0,,119.000,2000000593,00010
4500000594,00010,,SPARE FOR PU-611,000000000010000094,2000,SP02,,139.000,EA,3337.53,1.000,463916.67,true,0,,119.000,2000000594,00010
4500000595,00010,,SPARE FOR TH-401,000000000010000094,2000,SP02,,252.000,EA,3337.53,1.000,841057.56,true,0,,119.000,2000000595,00010
4500000596,00010,,SPARE FOR CV-502,000000000010000094,2000,SP02,,119.000,EA,3337.53,1.000,397166.07,true,0,,119.000,2000000596,00010
4500000597,00010,,SPARE FOR FA-810,000000000010000094,2000,SP02,,104.000,EA,3337.53,1.000,347103.12,false,0,,119.000,2000000597,00010
4500000598,00010,,SPARE FOR FA-810,000000000010000095,4000,SP04,,11.000,EA,227557.75,1.000,2503135.25,false,0,,131.000,2000000598,00010
4500000599,00010,,SPARE FOR CV-501,000000000010000095,4000,SP04,,12.000,EA,227557.75,1.000,2730693.00,false,0,,131.000,2000000599,00010
4500000600,00010,,SPARE FOR CR-102,000000000010000095,4000,SP04,,19.000,EA,227557.75,1.000,4323597.25,true,0,,131.000,2000000600,00010
4500000601,00010,,SPARE FOR FL-310,000000000010000095,4000,SP04,,10.000,EA,227557.75,1.000,2275577.50,false,0,,131.000,2000000601,00010
4500000602,00010,,SPARE FOR PU-610,000000000010000095,4000,SP04,,14.000,EA,227557.75,1.000,3185808.50,false,0,,131.000,2000000602,00010
4500000603,00010,,SPARE FOR CV-501,000000000010000096,2000,SP02,,41.000,EA,434844.30,1.000,17828616.30,false,0,,85.000,2000000603,00010
4500000604,00010,,SPARE FOR ML-202,000000000010000096,2000,SP02,,56.000,EA,434844.30,1.000,24351280.80,true,0,,85.000,2000000604,00010
4500000605,00010,,SPARE FOR CR-101,000000000010000096,2000,SP02,,41.000,EA,434844.30,1.000,17828616.30,false,0,,85.000,2000000605,00010
4500000606,00010,,SPARE FOR SC-701,000000000010000096,2000,SP02,,55.000,EA,434844.30,1.000,23916436.50,true,0,,85.000,2000000606,00010
4500000607,00010,,SPARE FOR ML-202,000000000010000096,2000,SP02,,34.000,EA,434844.30,1.000,14784706.20,true,0,,85.000,2000000607,00010
