Ebeln,Ebelp,Zekkn,Vgabe,Gjahr,Belnr,Buzei,Bewtp,Bwart,Budat,Menge,Dmbtr,Shkzg,Cpudt,Matnr,Werks
4500001251,00010,01,1,2026,4900004037,0001,E,101,2026-08-09T00:00:00,62.000,192243.40,S,2026-08-09T00:00:00,000000000010000210,1000
4500001252,00010,01,1,2025,4900004040,0001,E,101,2025-02-17T00:00:00,10.000,709181.40,S,2025-02-17T00:00:00,000000000080000049,4000
4500001253,00010,01,1,2026,4900004044,0001,E,101,2026-01-18T00:00:00,10.000,709181.40,S,2026-01-18T00:00:00,000000000080000049,4000
4500001254,00010,01,1,2026,4900004047,0001,E,101,2026-05-15T00:00:00,5.000,354590.70,S,2026-05-15T00:00:00,000000000080000049,4000
4500001254,00010,01,2,2026,5100000634,0001,Q,,2026-05-20T00:00:00,5.000,354590.70,S,2026-05-25T00:00:00,000000000080000049,4000
4500001257,00010,01,1,2026,4900004049,0001,E,101,2026-08-20T00:00:00,10.000,709181.40,S,2026-08-20T00:00:00,000000000080000049,4000
4500001257,00010,01,2,2026,5100000635,0001,Q,,2026-09-04T00:00:00,10.000,709181.40,S,2026-08-26T00:00:00,000000000080000049,4000
4500001259,00010,01,1,2025,4900004053,0001,E,101,2025-02-21T00:00:00,14.000,530523.42,S,2025-02-21T00:00:00,000000000010000211,4000
4500001259,00010,01,2,2025,5100000636,0001,Q,,2025-02-27T00:00:00,14.000,530523.42,S,2025-03-21T00:00:00,000000000010000211,4000
4500001260,00010,01,1,2025,4900004057,0001,E,101,2025-09-12T00:00:00,12.000,454734.36,S,2025-09-12T00:00:00,000000000010000211,4000
4500001260,00010,01,2,2025,5100000637,0001,Q,,2025-09-27T00:00:00,12.000,454734.36,S,2025-10-03T00:00:00,000000000010000211,4000
4500001261,00010,01,1,2026,4900004063,0001,E,101,2026-06-13T00:00:00,12.000,454734.36,S,2026-06-13T00:00:00,000000000010000211,4000
4500001263,00010,01,1,2024,4900004067,0001,E,101,2024-11-07T00:00:00,5.000,2121182.70,S,2024-11-07T00:00:00,000000000080000050,2000
4500001264,00010,01,1,2025,4900004069,0001,E,101,2025-02-06T00:00:00,3.000,1272709.62,S,2025-02-06T00:00:00,000000000080000050,2000
4500001265,00010,01,1,2025,4900004072,0001,E,101,2025-05-18T00:00:00,5.000,2121182.70,S,2025-05-18T00:00:00,000000000080000050,2000
4500001265,00010,01,2,2025,5100000638,0001,Q,,2025-06-02T00:00:00,5.000,2121182.70,S,2025-05-31T00:00:00,000000000080000050,2000
4500001267,00010,01,1,2025,4900004076,0001,E,101,2025-11-25T00:00:00,7.000,2969655.78,S,2025-11-25T00:00:00,000000000080000050,2000
4500001267,00010,01,2,2025,5100000639,0001,Q,,2025-12-23T00:00:00,7.000,2969655.78,S,2025-12-05T00:00:00,000000000080000050,2000
4500001268,00010,01,1,2026,4900004079,0001,E,101,2026-02-25T00:00:00,5.000,2121182.70,S,2026-02-25T00:00:00,000000000080000050,2000
4500001268,00010,01,2,2026,5100000640,0001,Q,,2026-03-06T00:00:00,5.000,2121182.70,S,2026-03-02T00:00:00,000000000080000050,2000
4500001269,00010,01,1,2026,4900004082,0001,E,101,2026-05-18T00:00:00,5.000,2121182.70,S,2026-05-18T00:00:00,000000000080000050,2000
4500001271,00010,01,1,2025,4900004090,0001,E,101,2025-04-25T00:00:00,2.000,1047068.64,S,2025-04-25T00:00:00,000000000010000213,4000
4500001271,00010,01,2,2025,5100000641,0001,Q,,2025-05-06T00:00:00,2.000,1047068.64,S,2025-05-04T00:00:00,000000000010000213,4000
4500001272,00010,01,1,2025,4900004091,0001,E,101,2025-07-01T00:00:00,4.000,2094137.28,S,2025-07-01T00:00:00,000000000010000213,4000
4500001273,00010,01,1,2024,4900004094,0001,E,101,2024-11-10T00:00:00,4.000,1091921.24,S,2024-11-10T00:00:00,000000000080000051,4000
4500001274,00010,01,1,2025,4900004097,0001,E,101,2025-03-15T00:00:00,5.000,1364901.55,S,2025-03-15T00:00:00,000000000080000051,4000
4500001274,00010,01,2,2025,5100000642,0001,Q,,2025-04-12T00:00:00,5.000,1364901.55,S,2025-03-19T00:00:00,000000000080000051,4000
4500001275,00010,01,1,2025,4900004100,0001,E,101,2025-07-26T00:00:00,5.000,1364901.55,S,2025-07-26T00:00:00,000000000080000051,4000
4500001275,00010,01,2,2025,5100000643,0001,Q,,2025-08-22T00:00:00,5.000,1364901.55,S,2025-08-19T00:00:00,000000000080000051,4000
4500001276,00010,01,1,2026,4900004102,0001,E,101,2026-02-08T00:00:00,2.000,545960.62,S,2026-02-08T00:00:00,000000000080000051,4000
4500001276,00010,01,2,2026,5100000644,0001,Q,,2026-03-03T00:00:00,2.000,545960.62,S,2026-02-24T00:00:00,000000000080000051,4000
4500001277,00010,01,1,2026,4900004104,0001,E,101,2026-06-17T00:00:00,4.000,1091921.24,S,2026-06-17T00:00:00,000000000080000051,4000
4500001278,00010,01,1,2025,4900004110,0001,E,101,2025-10-31T00:00:00,2.000,214116.20,S,2025-10-31T00:00:00,000000000010000214,4000
4500001278,00010,01,2,2025,5100000645,0001,Q,,2025-11-24T00:00:00,2.000,214116.20,S,2025-11-16T00:00:00,000000000010000214,4000
4500001279,00010,01,1,2026,4900004114,0001,E,101,2026-06-29T00:00:00,2.000,214116.20,S,2026-06-29T00:00:00,000000000010000214,4000
4500001280,00010,01,1,2025,4900004118,0001,E,101,2025-11-21T00:00:00,2.000,243251.82,S,2025-11-21T00:00:00,000000000010000215,4000
4500001280,00010,01,2,2025,5100000646,0001,Q,,2025-12-21T00:00:00,2.000,243251.82,S,2025-12-08T00:00:00,000000000010000215,4000
4500001281,00010,01,1,2026,4900004120,0001,E,101,2026-08-20T00:00:00,2.000,243251.82,S,2026-08-20T00:00:00,000000000010000215,4000
4500001281,00010,01,2,2026,5100000647,0001,Q,,2026-08-26T00:00:00,2.000,243251.82,S,2026-09-05T00:00:00,000000000010000215,4000
4500001285,00010,01,1,2025,4900004126,0001,E,101,2025-01-08T00:00:00,209.000,4970185.11,S,2025-01-08T00:00:00,000000000010000216,4000
4500001286,00010,01,1,2025,4900004131,0001,E,101,2025-05-18T00:00:00,156.000,3709803.24,S,2025-05-18T00:00:00,000000000010000216,4000
4500001286,00010,01,2,2025,5100000648,0001,Q,,2025-05-30T00:00:00,156.000,3709803.24,S,2025-06-09T00:00:00,000000000010000216,4000
4500001287,00010,01,1,2025,4900004138,0001,E,101,2025-10-26T00:00:00,68.000,1617093.72,S,2025-10-26T00:00:00,000000000010000216,4000
4500001288,00010,01,1,2025,4900004140,0001,E,101,2025-12-16T00:00:00,205.000,4875061.95,S,2025-12-16T00:00:00,000000000010000216,4000
4500001288,00010,01,2,2025,5100000649,0001,Q,,2025-12-27T00:00:00,205.000,4875061.95,S,2025-12-21T00:00:00,000000000010000216,4000
4500001289,00010,01,1,2026,4900004144,0001,E,101,2026-03-27T00:00:00,167.000,3971391.93,S,2026-03-27T00:00:00,000000000010000216,4000
4500001290,00010,01,1,2026,4900004150,0001,E,101,2026-08-04T00:00:00,66.000,1569532.14,S,2026-08-04T00:00:00,000000000010000216,4000
4500001290,00010,01,2,2026,5100000650,0001,Q,,2026-08-25T00:00:00,66.000,1569532.14,S,2026-08-17T00:00:00,000000000010000216,4000
4500001292,00010,01,1,2025,4900004154,0001,E,101,2025-01-02T00:00:00,13.000,7284732.91,S,2025-01-02T00:00:00,000000000010000217,1000
4500001292,00010,01,2,2025,5100000651,0001,Q,,2025-01-31T00:00:00,13.000,7284732.91,S,2025-01-23T00:00:00,000000000010000217,1000
4500001293,00010,01,1,2025,4900004159,0001,E,101,2025-09-16T00:00:00,11.000,6164004.77,S,2025-09-16T00:00:00,000000000010000217,1000
4500001293,00010,01,2,2025,5100000652,0001,Q,,2025-10-04T00:00:00,11.000,6164004.77,S,2025-10-13T00:00:00,000000000010000217,1000
4500001294,00010,01,1,2025,4900004160,0001,E,101,2025-10-09T00:00:00,20.000,11207281.40,S,2025-10-09T00:00:00,000000000010000217,1000
4500001294,00010,01,2,2025,5100000653,0001,Q,,2025-10-27T00:00:00,20.000,11207281.40,S,2025-10-20T00:00:00,000000000010000217,1000
4500001295,00010,01,1,2026,4900004165,0001,E,101,2026-09-02T00:00:00,11.000,6164004.77,S,2026-09-02T00:00:00,000000000010000217,1000
4500001295,00010,01,2,2026,5100000654,0001,Q,,2026-09-07T00:00:00,11.000,6164004.77,S,2026-09-07T00:00:00,000000000010000217,1000
4500001297,00010,01,1,2025,4900004171,0001,E,101,2025-02-16T00:00:00,5.000,447845.65,S,2025-02-16T00:00:00,000000000010000219,2000
4500001297,00010,01,2,2025,5100000655,0001,Q,,2025-03-17T00:00:00,5.000,447845.65,S,2025-03-14T00:00:00,000000000010000219,2000
4500001298,00010,01,1,2025,4900004176,0001,E,101,2025-09-18T00:00:00,3.000,268707.39,S,2025-09-18T00:00:00,000000000010000219,2000
4500001298,00010,01,2,2025,5100000656,0001,Q,,2025-09-27T00:00:00,3.000,268707.39,S,2025-09-30T00:00:00,000000000010000219,2000
4500001299,00010,01,1,2026,4900004181,0001,E,101,2026-03-17T00:00:00,3.000,268707.39,S,2026-03-17T00:00:00,000000000010000219,2000
4500001299,00010,01,2,2026,5100000657,0001,Q,,2026-03-27T00:00:00,3.000,268707.39,S,2026-04-12T00:00:00,000000000010000219,2000
4500001301,00010,01,1,2024,4900004187,0001,E,101,2024-12-05T00:00:00,12.000,1888658.88,S,2024-12-05T00:00:00,000000000080000052,3000
4500001302,00010,01,1,2025,4900004192,0001,E,101,2025-11-27T00:00:00,6.000,944329.44,S,2025-11-27T00:00:00,000000000080000052,3000
4500001303,00010,01,1,2026,4900004194,0001,E,101,2026-01-19T00:00:00,10.000,1573882.40,S,2026-01-19T00:00:00,000000000080000052,3000
4500001306,00010,01,1,2025,4900004202,0001,E,101,2025-05-20T00:00:00,3.000,1027555.17,S,2025-05-20T00:00:00,000000000080000053,1000
4500001307,00010,01,1,2025,4900004206,0001,E,101,2025-10-06T00:00:00,4.000,1370073.56,S,2025-10-06T00:00:00,000000000080000053,1000
4500001309,00010,01,1,2025,4900004207,0001,E,101,2025-12-14T00:00:00,3.000,1027555.17,S,2025-12-14T00:00:00,000000000080000053,1000
4500001309,00010,01,2,2025,5100000658,0001,Q,,2025-12-23T00:00:00,3.000,1027555.17,S,2025-12-31T00:00:00,000000000080000053,1000
4500001310,00010,01,1,2026,4900004212,0001,E,101,2026-06-29T00:00:00,3.000,1027555.17,S,2026-06-29T00:00:00,000000000080000053,1000
4500001311,00010,01,1,2026,4900004214,0001,E,101,2026-08-19T00:00:00,6.000,2055110.34,S,2026-08-19T00:00:00,000000000080000053,1000
4500001311,00010,01,2,2026,5100000659,0001,Q,,2026-09-07T00:00:00,6.000,2055110.34,S,2026-09-07T00:00:00,000000000080000053,1000
4500001312,00010,01,1,2024,4900004217,0001,E,101,2024-10-28T00:00:00,3.000,810925.71,S,2024-10-28T00:00:00,000000000080000054,2000
4500001312,00010,01,2,2024,5100000660,0001,Q,,2024-11-12T00:00:00,3.000,810925.71,S,2024-11-23T00:00:00,000000000080000054,2000
4500001314,00010,01,1,2025,4900004221,0001,E,101,2025-10-31T00:00:00,5.000,1351542.85,S,2025-10-31T00:00:00,000000000080000054,2000
4500001315,00010,01,1,2026,4900004224,0001,E,101,2026-04-12T00:00:00,5.000,1351542.85,S,2026-04-12T00:00:00,000000000080000054,2000
4500001315,00010,01,2,2026,5100000661,0001,Q,,2026-04-30T00:00:00,5.000,1351542.85,S,2026-05-02T00:00:00,000000000080000054,2000
4500001316,00010,01,1,2026,4900004226,0001,E,101,2026-06-05T00:00:00,5.000,1351542.85,S,2026-06-05T00:00:00,000000000080000054,2000
4500001317,00010,01,1,2024,4900004228,0001,E,101,2024-10-10T00:00:00,7.000,1892159.99,S,2024-10-10T00:00:00,000000000080000054,4000
4500001319,00010,01,1,2025,4900004232,0001,E,101,2025-06-25T00:00:00,7.000,1892159.99,S,2025-06-25T00:00:00,000000000080000054,4000
4500001319,00010,01,2,2025,5100000662,0001,Q,,2025-07-15T00:00:00,7.000,1892159.99,S,2025-06-28T00:00:00,000000000080000054,4000
4500001320,00010,01,1,2025,4900004235,0001,E,101,2025-10-10T00:00:00,4.000,1081234.28,S,2025-10-10T00:00:00,000000000080000054,4000
4500001320,00010,01,2,2025,5100000663,0001,Q,,2025-10-31T00:00:00,4.000,1081234.28,S,2025-10-31T00:00:00,000000000080000054,4000
4500001321,00010,01,1,2025,4900004237,0001,E,101,2025-12-02T00:00:00,6.000,1621851.42,S,2025-12-02T00:00:00,000000000080000054,4000
4500001321,00010,01,2,2025,5100000664,0001,Q,,2025-12-13T00:00:00,6.000,1621851.42,S,2025-12-24T00:00:00,000000000080000054,4000
4500001322,00010,01,1,2026,4900004241,0001,E,101,2026-06-12T00:00:00,4.000,1081234.28,S,2026-06-12T00:00:00,000000000080000054,4000
4500001322,00010,01,2,2026,5100000665,0001,Q,,2026-06-30T00:00:00,4.000,1081234.28,S,2026-06-24T00:00:00,000000000080000054,4000
4500001324,00010,01,1,2024,4900004243,0001,E,101,2024-11-01T00:00:00,6.000,639327.72,S,2024-11-01T00:00:00,000000000010000220,1000
4500001324,00010,01,2,2024,5100000666,0001,Q,,2024-11-29T00:00:00,6.000,639327.72,S,2024-11-21T00:00:00,000000000010000220,1000
4500001325,00010,01,1,2025,4900004246,0001,E,101,2025-10-14T00:00:00,6.000,639327.72,S,2025-10-14T00:00:00,000000000010000220,1000
4500001325,00010,01,2,2025,5100000667,0001,Q,,2025-10-22T00:00:00,6.000,639327.72,S,2025-10-31T00:00:00,000000000010000220,1000
4500001327,00010,01,1,2026,4900004249,0001,E,101,2026-03-12T00:00:00,13.000,1385210.06,S,2026-03-12T00:00:00,000000000010000220,1000
4500001330,00010,01,1,2025,4900004257,0001,E,101,2025-02-22T00:00:00,16.000,1336614.40,S,2025-02-22T00:00:00,000000000030000040,3000
4500001330,00010,01,2,2025,5100000668,0001,Q,,2025-03-18T00:00:00,16.000,1336614.40,S,2025-03-17T00:00:00,000000000030000040,3000
4500001331,00010,01,1,2025,4900004258,0001,E,101,2025-05-31T00:00:00,32.000,2673228.80,S,2025-05-31T00:00:00,000000000030000040,3000
4500001333,00010,01,1,2026,4900004269,0001,E,101,2026-07-15T00:00:00,14.000,1169537.60,S,2026-07-15T00:00:00,000000000030000040,3000
4500001335,00010,01,1,2025,4900004272,0001,E,101,2025-01-05T00:00:00,14.000,10415576.92,S,2025-01-05T00:00:00,000000000010000221,2000
4500001335,00010,01,2,2025,5100000669,0001,Q,,2025-01-12T00:00:00,14.000,10415576.92,S,2025-01-21T00:00:00,000000000010000221,2000
4500001336,00010,01,1,2025,4900004276,0001,E,101,2025-04-18T00:00:00,12.000,8927637.36,S,2025-04-18T00:00:00,000000000010000221,2000
4500001336,00010,01,2,2025,5100000670,0001,Q,,2025-05-06T00:00:00,12.000,8927637.36,S,2025-04-26T00:00:00,000000000010000221,2000
4500001338,00010,01,1,2025,4900004279,0001,E,101,2025-11-11T00:00:00,6.000,4463818.68,S,2025-11-11T00:00:00,000000000010000221,2000
4500001338,00010,01,2,2025,5100000671,0001,Q,,2025-11-21T00:00:00,6.000,4463818.68,S,2025-11-27T00:00:00,000000000010000221,2000
4500001339,00010,01,1,2025,4900004280,0001,E,101,2025-11-29T00:00:00,18.000,13391456.04,S,2025-11-29T00:00:00,000000000010000221,2000
4500001339,00010,01,2,2025,5100000672,0001,Q,,2025-12-23T00:00:00,18.000,13391456.04,S,2025-12-27T00:00:00,000000000010000221,2000
4500001340,00010,01,1,2026,4900004287,0001,E,101,2026-08-18T00:00:00,12.000,8927637.36,S,2026-08-18T00:00:00,000000000010000221,2000
4500001342,00010,01,1,2024,4900004289,0001,E,101,2024-09-22T00:00:00,3.000,1241833.80,S,2024-09-22T00:00:00,000000000080000055,3000
4500001343,00010,01,1,2024,4900004291,0001,E,101,2024-12-22T00:00:00,5.000,2069723.00,S,2024-12-22T00:00:00,000000000080000055,3000
4500001343,00010,01,2,2024,5100000673,0001,Q,,2025-01-07T00:00:00,5.000,2069723.00,S,2025-01-01T00:00:00,000000000080000055,3000
4500001345,00010,01,1,2025,4900004294,0001,E,101,2025-11-28T00:00:00,5.000,2069723.00,S,2025-11-28T00:00:00,000000000080000055,3000
4500001345,00010,01,2,2025,5100000674,0001,Q,,2025-12-26T00:00:00,5.000,2069723.00,S,2025-12-21T00:00:00,000000000080000055,3000
4500001346,00010,01,1,2026,4900004296,0001,E,101,2026-01-22T00:00:00,4.000,1655778.40,S,2026-01-22T00:00:00,000000000080000055,3000
4500001346,00010,01,2,2026,5100000675,0001,Q,,2026-02-04T00:00:00,4.000,1655778.40,S,2026-01-27T00:00:00,000000000080000055,3000
4500001347,00010,01,1,2026,4900004299,0001,E,101,2026-06-11T00:00:00,4.000,1655778.40,S,2026-06-11T00:00:00,000000000080000055,3000
4500001349,00010,01,1,2026,4900004311,0001,E,101,2026-04-17T00:00:00,2.000,326941.08,S,2026-04-17T00:00:00,000000000010000224,4000
4500001349,00010,01,2,2026,5100000676,0001,Q,,2026-04-23T00:00:00,2.000,326941.08,S,2026-04-23T00:00:00,000000000010000224,4000
4500001350,00010,01,1,2026,4900004312,0001,E,101,2026-04-27T00:00:00,5.000,817352.70,S,2026-04-27T00:00:00,000000000010000224,4000
4500001350,00010,01,2,2026,5100000677,0001,Q,,2026-05-27T00:00:00,5.000,817352.70,S,2026-05-08T00:00:00,000000000010000224,4000
4500001351,00010,01,1,2024,4900004315,0001,E,101,2024-11-04T00:00:00,58.000,1334879.86,S,2024-11-04T00:00:00,000000000010000225,2000
4500001351,00010,01,2,2024,5100000678,0001,Q,,2024-11-15T00:00:00,58.000,1334879.86,S,2024-11-28T00:00:00,000000000010000225,2000
4500001352,00010,01,1,2025,4900004320,0001,E,101,2025-03-17T00:00:00,56.000,1288849.52,S,2025-03-17T00:00:00,000000000010000225,2000
4500001353,00010,01,1,2025,4900004325,0001,E,101,2025-07-15T00:00:00,62.000,1426940.54,S,2025-07-15T00:00:00,000000000010000225,2000
4500001353,00010,01,2,2025,5100000679,0001,Q,,2025-07-20T00:00:00,62.000,1426940.54,S,2025-08-05T00:00:00,000000000010000225,2000
4500001354,00010,01,1,2025,4900004329,0001,E,101,2025-10-07T00:00:00,22.000,506333.74,S,2025-10-07T00:00:00,000000000010000225,2000
4500001355,00010,01,1,2025,4900004332,0001,E,101,2025-12-04T00:00:00,62.000,1426940.54,S,2025-12-04T00:00:00,000000000010000225,2000
4500001355,00010,01,2,2025,5100000680,0001,Q,,2025-12-12T00:00:00,62.000,1426940.54,S,2025-12-29T00:00:00,000000000010000225,2000
4500001356,00010,01,1,2026,4900004336,0001,E,101,2026-03-14T00:00:00,65.000,1495986.05,S,2026-03-14T00:00:00,000000000010000225,2000
4500001356,00010,01,2,2026,5100000681,0001,Q,,2026-03-28T00:00:00,65.000,1495986.05,S,2026-04-02T00:00:00,000000000010000225,2000
4500001358,00010,01,1,2026,4900004341,0001,E,101,2026-08-06T00:00:00,70.000,1611061.90,S,2026-08-06T00:00:00,000000000010000225,2000
4500001358,00010,01,2,2026,5100000682,0001,Q,,2026-08-24T00:00:00,70.000,1611061.90,S,2026-08-30T00:00:00,000000000010000225,2000
4500001359,00010,01,1,2024,4900004344,0001,E,101,2024-12-12T00:00:00,180.000,596521.80,S,2024-12-12T00:00:00,000000000010000226,4000
4500001359,00010,01,2,2024,5100000683,0001,Q,,2024-12-19T00:00:00,180.000,596521.80,S,2025-01-03T00:00:00,000000000010000226,4000
4500001360,00010,01,1,2025,4900004354,0001,E,101,2025-10-11T00:00:00,118.000,391053.18,S,2025-10-11T00:00:00,000000000010000226,4000
4500001360,00010,01,2,2025,5100000684,0001,Q,,2025-10-29T00:00:00,118.000,391053.18,S,2025-10-25T00:00:00,000000000010000226,4000
4500001361,00010,01,1,2026,4900004361,0001,E,101,2026-03-30T00:00:00,165.000,546811.65,S,2026-03-30T00:00:00,000000000010000226,4000
4500001362,00010,01,1,2024,4900004370,0001,E,101,2024-12-02T00:00:00,50.000,165700.50,S,2024-12-02T00:00:00,000000000010000226,1000
4500001362,00010,01,2,2024,5100000685,0001,Q,,2024-12-15T00:00:00,50.000,165700.50,S,2024-12-24T00:00:00,000000000010000226,1000
4500001363,00010,01,1,2025,4900004374,0001,E,101,2025-03-23T00:00:00,53.000,175642.53,S,2025-03-23T00:00:00,000000000010000226,1000
4500001363,00010,01,2,2025,5100000686,0001,Q,,2025-04-18T00:00:00,53.000,175642.53,S,2025-04-04T00:00:00,000000000010000226,1000
4500001364,00010,01,1,2025,4900004378,0001,E,101,2025-05-12T00:00:00,99.000,328086.99,S,2025-05-12T00:00:00,000000000010000226,1000
4500001364,00010,01,2,2025,5100000687,0001,Q,,2025-06-06T00:00:00,99.000,328086.99,S,2025-05-23T00:00:00,000000000010000226,1000
4500001365,00010,01,1,2025,4900004383,0001,E,101,2025-10-05T00:00:00,75.000,248550.75,S,2025-10-05T00:00:00,000000000010000226,1000
4500001365,00010,01,2,2025,5100000688,0001,Q,,2025-10-13T00:00:00,75.000,248550.75,S,2025-11-01T00:00:00,000000000010000226,1000
4500001366,00010,01,1,2025,4900004386,0001,E,101,2025-12-10T00:00:00,38.000,125932.38,S,2025-12-10T00:00:00,000000000010000226,1000
4500001366,00010,01,2,2025,5100000689,0001,Q,,2026-01-08T00:00:00,38.000,125932.38,S,2026-01-08T00:00:00,000000000010000226,1000
4500001368,00010,01,1,2026,4900004389,0001,E,101,2026-02-15T00:00:00,73.000,241922.73,S,2026-02-15T00:00:00,000000000010000226,1000
4500001368,00010,01,2,2026,5100000690,0001,Q,,2026-02-18T00:00:00,73.000,241922.73,S,2026-03-12T00:00:00,000000000010000226,1000
4500001369,00010,01,1,2026,4900004393,0001,E,101,2026-04-20T00:00:00,60.000,198840.60,S,2026-04-20T00:00:00,000000000010000226,1000
4500001369,00010,01,2,2026,5100000691,0001,Q,,2026-05-16T00:00:00,60.000,198840.60,S,2026-05-04T00:00:00,000000000010000226,1000
4500001371,00010,01,1,2026,4900004396,0001,E,101,2026-07-13T00:00:00,85.000,281690.85,S,2026-07-13T00:00:00,000000000010000226,1000
4500001371,00010,01,2,2026,5100000692,0001,Q,,2026-07-20T00:00:00,85.000,281690.85,S,2026-08-03T00:00:00,000000000010000226,1000
4500001373,00010,01,1,2026,4900004402,0001,E,101,2026-06-09T00:00:00,1.000,79656.07,S,2026-06-09T00:00:00,000000000010000227,4000
4500001373,00010,01,2,2026,5100000693,0001,Q,,2026-07-03T00:00:00,1.000,79656.07,S,2026-06-17T00:00:00,000000000010000227,4000
4500001376,00010,01,1,2024,4900004406,0001,E,101,2024-11-21T00:00:00,9.000,1702732.50,S,2024-11-21T00:00:00,000000000080000056,3000
4500001377,00010,01,1,2025,4900004408,0001,E,101,2025-02-14T00:00:00,17.000,3216272.50,S,2025-02-14T00:00:00,000000000080000056,3000
4500001377,00010,01,2,2025,5100000694,0001,Q,,2025-03-01T00:00:00,17.000,3216272.50,S,2025-02-17T00:00:00,000000000080000056,3000
4500001378,00010,01,1,2025,4900004412,0001,E,101,2025-08-12T00:00:00,15.000,2837887.50,S,2025-08-12T00:00:00,000000000080000056,3000
4500001378,00010,01,2,2025,5100000695,0001,Q,,2025-09-03T00:00:00,15.000,2837887.50,S,2025-09-08T00:00:00,000000000080000056,3000
4500001380,00010,01,1,2024,4900004419,0001,E,101,2024-12-16T00:00:00,13.000,1814789.60,S,2024-12-16T00:00:00,000000000080000057,1000
4500001380,00010,01,2,2024,5100000696,0001,Q,,2025-01-04T00:00:00,13.000,1814789.60,S,2025-01-01T00:00:00,000000000080000057,1000
4500001381,00010,01,1,2025,4900004421,0001,E,101,2025-08-08T00:00:00,6.000,837595.20,S,2025-08-08T00:00:00,000000000080000057,1000
4500001382,00010,01,1,2026,4900004426,0001,E,101,2026-06-15T00:00:00,7.000,977194.40,S,2026-06-15T00:00:00,000000000080000057,1000
4500001382,00010,01,2,2026,5100000697,0001,Q,,2026-06-27T00:00:00,7.000,977194.40,S,2026-07-08T00:00:00,000000000080000057,1000
4500001383,00010,01,1,2026,4900004427,0001,E,101,2026-08-17T00:00:00,14.000,1954388.80,S,2026-08-17T00:00:00,000000000080000057,1000
4500001383,00010,01,2,2026,5100000698,0001,Q,,2026-09-07T00:00:00,14.000,1954388.80,S,2026-09-07T00:00:00,000000000080000057,1000
4500001384,00010,01,1,2024,4900004430,0001,E,101,2024-10-24T00:00:00,132.000,904007.28,S,2024-10-24T00:00:00,000000000010000228,4000
4500001384,00010,01,2,2024,5100000699,0001,Q,,2024-11-06T00:00:00,132.000,904007.28,S,2024-11-17T00:00:00,000000000010000228,4000
4500001385,00010,01,1,2025,4900004437,0001,E,101,2025-03-26T00:00:00,137.000,938249.98,S,2025-03-26T00:00:00,000000000010000228,4000
4500001386,00010,01,1,2025,4900004446,0001,E,101,2025-12-25T00:00:00,147.000,1006735.38,S,2025-12-25T00:00:00,000000000010000228,4000
4500001386,00010,01,2,2025,5100000700,0001,Q,,2026-01-02T00:00:00,147.000,1006735.38,S,2026-01-20T00:00:00,000000000010000228,4000
4500001387,00010,01,1,2026,4900004453,0001,E,101,2026-06-28T00:00:00,79.000,541034.66,S,2026-06-28T00:00:00,000000000010000228,4000
4500001387,00010,01,2,2026,5100000701,0001,Q,,2026-07-16T00:00:00,79.000,541034.66,S,2026-07-21T00:00:00,000000000010000228,4000
4500001389,00010,01,1,2024,4900004458,0001,E,101,2024-12-08T00:00:00,5.000,940313.40,S,2024-12-08T00:00:00,000000000080000058,2000
4500001391,00010,01,1,2025,4900004461,0001,E,101,2025-03-08T00:00:00,3.000,564188.04,S,2025-03-08T00:00:00,000000000080000058,2000
4500001391,00010,01,2,2025,5100000702,0001,Q,,2025-03-22T00:00:00,3.000,564188.04,S,2025-03-30T00:00:00,000000000080000058,2000
4500001392,00010,01,1,2025,4900004463,0001,E,101,2025-03-17T00:00:00,6.000,1128376.08,S,2025-03-17T00:00:00,000000000080000058,2000
4500001392,00010,01,2,2025,5100000703,0001,Q,,2025-04-12T00:00:00,6.000,1128376.08,S,2025-03-22T00:00:00,000000000080000058,2000
4500001393,00010,01,1,2025,4900004468,0001,E,101,2025-11-18T00:00:00,5.000,940313.40,S,2025-11-18T00:00:00,000000000080000058,2000
4500001393,00010,01,2,2025,5100000704,0001,Q,,2025-11-22T00:00:00,5.000,940313.40,S,2025-12-09T00:00:00,000000000080000058,2000
4500001394,00010,01,1,2026,4900004471,0001,E,101,2026-03-15T00:00:00,5.000,940313.40,S,2026-03-15T00:00:00,000000000080000058,2000
4500001396,00010,01,1,2026,4900004474,0001,E,101,2026-08-31T00:00:00,1.000,188062.68,S,2026-08-31T00:00:00,000000000080000058,2000
4500001396,00010,01,2,2026,5100000705,0001,Q,,2026-09-07T00:00:00,1.000,188062.68,S,2026-09-07T00:00:00,000000000080000058,2000
4500001397,00010,01,1,2025,4900004480,0001,E,101,2025-01-27T00:00:00,309.000,187269193.53,S,2025-01-27T00:00:00,000000000010000229,2000
4500001398,00010,01,1,2025,4900004490,0001,E,101,2025-10-13T00:00:00,285.000,172724013.45,S,2025-10-13T00:00:00,000000000010000229,2000
4500001399,00010,01,1,2026,4900004498,0001,E,101,2026-06-02T00:00:00,295.000,178784505.15,S,2026-06-02T00:00:00,000000000010000229,2000
4500001399,00010,01,2,2026,5100000706,0001,Q,,2026-06-07T00:00:00,295.000,178784505.15,S,2026-06-12T00:00:00,000000000010000229,2000
4500001400,00010,01,1,2025,4900004507,0001,E,101,2025-02-10T00:00:00,99.000,59998867.83,S,2025-02-10T00:00:00,000000000010000229,3000
