Mblnr,Mjahr,Zeile,Bwart,Matnr,Werks,Lgort,Lifnr,Shkzg,Dmbtr,Menge,Meins,Ebeln,Ebelp,Sgtxt,Wempf,Kostl,Aufnr,Rsnum,Rspos,Umwrk,Umlgo,Grund,BudatMkpf,CpudtMkpf
4900007729,2025,0001,261,000000000010000404,2000,SP02,,H,504254.10,6.000,EA,,,ISSUED TO FA-810,VZIREQ02,,426040750,,,,,,2025-10-31T00:00:00,2025-10-31T00:00:00
4900007730,2025,0001,201,000000000010000404,2000,SP02,,H,168084.70,2.000,EA,,,ISSUED TO PU-611,VZIREQ02,2000-MECH,,,,,,,2025-11-03T00:00:00,2025-11-03T00:00:00
4900007731,2026,0001,101,000000000010000404,2000,SP02,0001000023,S,756381.15,9.000,EA,4500002397,00010,GR AGAINST PO,,,,,,,,,2026-01-04T00:00:00,2026-01-04T00:00:00
4900007732,2024,0001,261,000000000010000404,4000,SP04,,H,168084.70,2.000,EA,,,ISSUED TO ML-201,VZIREQ03,,448992430,,,,,,2024-12-09T00:00:00,2024-12-09T00:00:00
4900007733,2025,0001,101,000000000010000404,4000,SP04,0001000023,S,840423.50,10.000,EA,4500002398,00010,GR AGAINST PO,,,,,,,,,2025-02-14T00:00:00,2025-02-14T00:00:00
4900007734,2025,0001,261,000000000010000404,4000,SP04,,H,336169.40,4.000,EA,,,ISSUED TO PU-611,VZIREQ03,,442735397,,,,,,2025-03-28T00:00:00,2025-03-28T00:00:00
4900007735,2025,0001,261,000000000010000404,4000,SP04,,H,84042.35,1.000,EA,,,CHANGEOUT ML-202,VZIREQ05,,441895988,,,,,,2025-04-13T00:00:00,2025-04-13T00:00:00
4900007736,2025,0001,201,000000000010000404,4000,SP04,,H,84042.35,1.000,EA,,,CHANGEOUT SC-701,VZIREQ03,4000-MECH,,,,,,,2025-08-20T00:00:00,2025-08-20T00:00:00
4900007737,2025,0001,201,000000000010000404,4000,SP04,,H,168084.70,2.000,EA,,,CHANGEOUT TH-401,VZIREQ01,4000-MECH,,,,,,,2025-11-24T00:00:00,2025-11-24T00:00:00
4900007738,2026,0001,261,000000000010000404,4000,SP04,,H,168084.70,2.000,EA,,,CHANGEOUT CR-101,VZIREQ03,,444036232,,,,,,2026-01-24T00:00:00,2026-01-24T00:00:00
4900007739,2026,0001,101,000000000010000404,4000,SP04,0001000023,S,840423.50,10.000,EA,4500002399,00010,GR AGAINST PO,,,,,,,,,2026-03-21T00:00:00,2026-03-21T00:00:00
4900007740,2026,0001,201,000000000010000404,4000,SP04,,H,84042.35,1.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ02,4000-MECH,,,,,,,2026-04-30T00:00:00,2026-04-30T00:00:00
4900007741,2026,0001,261,000000000010000404,4000,SP04,,H,84042.35,1.000,EA,,,ISSUED TO CV-501,VZIREQ01,,443209365,,,,,,2026-06-04T00:00:00,2026-06-04T00:00:00
4900007742,2026,0001,261,000000000010000404,4000,SP04,,H,84042.35,1.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ05,,446366626,,,,,,2026-08-28T00:00:00,2026-08-28T00:00:00
4900007743,2024,0001,261,000000000010000405,1000,SP01,,H,599074.11,27.000,EA,,,CHANGEOUT TH-401,VZIREQ05,,418882969,,,,,,2024-09-08T00:00:00,2024-09-08T00:00:00
4900007744,2024,0001,201,000000000010000405,1000,SP01,,H,576886.18,26.000,EA,,,ISSUED TO FA-810,VZIREQ05,1000-MECH,,,,,,,2024-10-24T00:00:00,2024-10-24T00:00:00
4900007745,2024,0001,101,000000000010000405,1000,SP01,0001000037,S,1508779.24,68.000,EA,4500002400,00010,GR AGAINST PO,,,,,,,,,2024-10-28T00:00:00,2024-10-28T00:00:00
4900007746,2024,0001,261,000000000010000405,1000,SP01,,H,399382.74,18.000,EA,,,CHANGEOUT TH-401,VZIREQ05,,413232160,,,,,,2024-11-08T00:00:00,2024-11-08T00:00:00
4900007747,2024,0001,101,000000000010000405,1000,SP01,0001000037,S,976268.92,44.000,EA,4500002401,00010,GR AGAINST PO,,,,,,,,,2024-12-27T00:00:00,2024-12-27T00:00:00
4900007748,2024,0001,261,000000000010000405,1000,SP01,,H,532510.32,24.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ01,,417796701,,,,,,2024-12-30T00:00:00,2024-12-30T00:00:00
4900007749,2025,0001,261,000000000010000405,1000,SP01,,H,887517.20,40.000,EA,,,CHANGEOUT FL-310,VZIREQ02,,414476714,,,,,,2025-01-09T00:00:00,2025-01-09T00:00:00
4900007750,2025,0001,261,000000000010000405,1000,SP01,,H,687825.83,31.000,EA,,,ISSUED TO TH-401,VZIREQ02,,414444835,,,,,,2025-02-15T00:00:00,2025-02-15T00:00:00
4900007751,2025,0001,101,000000000010000405,1000,SP01,0001000037,S,1420027.52,64.000,EA,4500002402,00010,GR AGAINST PO,,,,,,,,,2025-02-28T00:00:00,2025-02-28T00:00:00
4900007752,2025,0001,261,000000000010000405,1000,SP01,,H,776577.55,35.000,EA,,,BREAKDOWN REPL TH-401,VZIREQ05,,417551186,,,,,,2025-03-12T00:00:00,2025-03-12T00:00:00
4900007753,2025,0001,261,000000000010000405,1000,SP01,,H,599074.11,27.000,EA,,,ISSUED TO FL-310,VZIREQ05,,414333164,,,,,,2025-04-21T00:00:00,2025-04-21T00:00:00
4900007754,2025,0001,101,000000000010000405,1000,SP01,0001000037,S,1464403.38,66.000,EA,4500002403,00010,GR AGAINST PO,,,,,,,,,2025-05-01T00:00:00,2025-05-01T00:00:00
4900007755,2025,0001,201,000000000010000405,1000,SP01,,H,510322.39,23.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ05,1000-MECH,,,,,,,2025-05-28T00:00:00,2025-05-28T00:00:00
4900007756,2025,0001,201,000000000010000405,1000,SP01,,H,643449.97,29.000,EA,,,ISSUED TO CR-101,VZIREQ01,1000-MECH,,,,,,,2025-06-09T00:00:00,2025-06-09T00:00:00
4900007757,2025,0001,101,000000000010000405,1000,SP01,0001000037,S,1109396.50,50.000,EA,4500002404,00010,GR AGAINST PO,,,,,,,,,2025-07-14T00:00:00,2025-07-14T00:00:00
4900007758,2025,0001,261,000000000010000405,1000,SP01,,H,931893.06,42.000,EA,,,ISSUED TO ML-201,VZIREQ01,,413544558,,,,,,2025-07-14T00:00:00,2025-07-14T00:00:00
4900007759,2025,0001,201,000000000010000405,1000,SP01,,H,643449.97,29.000,EA,,,ISSUED TO PU-610,VZIREQ02,1000-MECH,,,,,,,2025-08-29T00:00:00,2025-08-29T00:00:00
4900007760,2025,0001,101,000000000010000405,1000,SP01,0001000037,S,1575343.03,71.000,EA,4500002405,00010,GR AGAINST PO,,,,,,,,,2025-09-05T00:00:00,2025-09-05T00:00:00
4900007761,2025,0001,261,000000000010000405,1000,SP01,,H,665637.90,30.000,EA,,,CHANGEOUT ML-202,VZIREQ01,,419386604,,,,,,2025-09-07T00:00:00,2025-09-07T00:00:00
4900007762,2025,0001,261,000000000010000405,1000,SP01,,H,377194.81,17.000,EA,,,CHANGEOUT CR-101,VZIREQ04,,419062333,,,,,,2025-10-26T00:00:00,2025-10-26T00:00:00
4900007763,2025,0001,261,000000000010000405,1000,SP01,,H,421570.67,19.000,EA,,,ISSUED TO PU-610,VZIREQ02,,411254187,,,,,,2025-11-29T00:00:00,2025-11-29T00:00:00
4900007764,2025,0001,101,000000000010000405,1000,SP01,0001000037,S,1686282.68,76.000,EA,4500002407,00010,GR AGAINST PO,,,,,,,,,2025-12-11T00:00:00,2025-12-11T00:00:00
4900007765,2025,0001,261,000000000010000405,1000,SP01,,H,576886.18,26.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ01,,418345396,,,,,,2025-12-27T00:00:00,2025-12-27T00:00:00
4900007766,2026,0001,201,000000000010000405,1000,SP01,,H,421570.67,19.000,EA,,,CHANGEOUT ML-201,VZIREQ01,1000-MECH,,,,,,,2026-01-27T00:00:00,2026-01-27T00:00:00
4900007767,2026,0001,261,000000000010000405,1000,SP01,,H,599074.11,27.000,EA,,,BREAKDOWN REPL CV-501,VZIREQ05,,415673683,,,,,,2026-02-05T00:00:00,2026-02-05T00:00:00
4900007768,2026,0001,101,000000000010000405,1000,SP01,0001000037,S,998456.85,45.000,EA,4500002408,00010,GR AGAINST PO,,,,,,,,,2026-02-15T00:00:00,2026-02-15T00:00:00
4900007769,2026,0001,261,000000000010000405,1000,SP01,,H,710013.76,32.000,EA,,,CHANGEOUT SC-701,VZIREQ04,,414153691,,,,,,2026-03-30T00:00:00,2026-03-30T00:00:00
4900007770,2026,0001,101,000000000010000405,1000,SP01,0001000037,S,2019101.63,91.000,EA,4500002409,00010,GR AGAINST PO,,,,,,,,,2026-03-31T00:00:00,2026-03-31T00:00:00
4900007771,2026,0001,261,000000000010000405,1000,SP01,,H,643449.97,29.000,EA,,,CHANGEOUT CV-501,VZIREQ03,,411639342,,,,,,2026-04-18T00:00:00,2026-04-18T00:00:00
4900007772,2026,0001,201,000000000010000405,1000,SP01,,H,532510.32,24.000,EA,,,CHANGEOUT TH-401,VZIREQ03,1000-MECH,,,,,,,2026-05-25T00:00:00,2026-05-25T00:00:00
4900007773,2026,0001,261,000000000010000405,1000,SP01,,H,554698.25,25.000,EA,,,BREAKDOWN REPL CR-101,VZIREQ03,,418571029,,,,,,2026-06-16T00:00:00,2026-06-16T00:00:00
4900007774,2026,0001,261,000000000010000405,1000,SP01,,H,532510.32,24.000,EA,,,CHANGEOUT ML-202,VZIREQ01,,414537176,,,,,,2026-07-03T00:00:00,2026-07-03T00:00:00
4900007775,2026,0001,101,000000000010000405,1000,SP01,0001000037,S,1974725.77,89.000,EA,4500002411,00010,GR AGAINST PO,,,,,,,,,2026-08-20T00:00:00,2026-08-20T00:00:00
4900007776,2026,0001,261,000000000010000405,1000,SP01,,H,643449.97,29.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ01,,419209884,,,,,,2026-08-25T00:00:00,2026-08-25T00:00:00
4900007777,2024,0001,261,000000000010000406,2000,SP02,,H,342757.60,1.000,EA,,,ISSUED TO CV-502,VZIREQ03,,425995013,,,,,,2024-11-17T00:00:00,2024-11-17T00:00:00
4900007778,2025,0001,201,000000000010000406,2000,SP02,,H,342757.60,1.000,EA,,,ISSUED TO FL-310,VZIREQ01,2000-MECH,,,,,,,2025-10-23T00:00:00,2025-10-23T00:00:00
4900007779,2025,0001,261,000000000010000406,2000,SP02,,H,342757.60,1.000,EA,,,ISSUED TO CR-101,VZIREQ05,,423300717,,,,,,2025-11-13T00:00:00,2025-11-13T00:00:00
4900007780,2026,0001,261,000000000010000406,2000,SP02,,H,342757.60,1.000,EA,,,CHANGEOUT SC-701,VZIREQ01,,427750045,,,,,,2026-01-25T00:00:00,2026-01-25T00:00:00
4900007781,2026,0001,261,000000000010000406,2000,SP02,,H,342757.60,1.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ03,,428938792,,,,,,2026-07-21T00:00:00,2026-07-21T00:00:00
4900007782,2024,0001,261,000000000080000092,3000,SP03,,H,782452.10,2.000,EA,,,BREAKDOWN REPL PU-610,VZIREQ03,,439441624,,,,,,2024-09-04T00:00:00,2024-09-04T00:00:00
4900007783,2024,0001,101,000000000080000092,3000,SP03,0001000040,S,1173678.15,3.000,EA,4500002412,00010,GR AGAINST PO,,,,,,,,,2024-10-12T00:00:00,2024-10-12T00:00:00
4900007784,2024,0001,261,000000000080000092,3000,SP03,,H,782452.10,2.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ03,,436682323,,,,,,2024-12-15T00:00:00,2024-12-15T00:00:00
4900007785,2025,0001,101,000000000080000092,3000,SP03,0001000040,S,782452.10,2.000,EA,4500002413,00010,GR AGAINST PO,,,,,,,,,2025-01-14T00:00:00,2025-01-14T00:00:00
4900007786,2025,0001,201,000000000080000092,3000,SP03,,H,782452.10,2.000,EA,,,ISSUED TO ML-201,VZIREQ01,3000-MECH,,,,,,,2025-04-22T00:00:00,2025-04-22T00:00:00
4900007787,2025,0001,201,000000000080000092,3000,SP03,,H,782452.10,2.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ05,3000-MECH,,,,,,,2025-05-06T00:00:00,2025-05-06T00:00:00
4900007788,2025,0001,101,000000000080000092,3000,SP03,0001000040,S,782452.10,2.000,EA,4500002414,00010,GR AGAINST PO,,,,,,,,,2025-05-26T00:00:00,2025-05-26T00:00:00
4900007789,2025,0001,101,000000000080000092,3000,SP03,0001000040,S,1564904.20,4.000,EA,4500002415,00010,GR AGAINST PO,,,,,,,,,2025-06-06T00:00:00,2025-06-06T00:00:00
4900007790,2025,0001,201,000000000080000092,3000,SP03,,H,782452.10,2.000,EA,,,ISSUED TO CR-101,VZIREQ05,3000-MECH,,,,,,,2025-06-29T00:00:00,2025-06-29T00:00:00
4900007791,2025,0001,261,000000000080000092,3000,SP03,,H,391226.05,1.000,EA,,,CHANGEOUT FL-310,VZIREQ01,,437653909,,,,,,2025-12-05T00:00:00,2025-12-05T00:00:00
4900007792,2026,0001,261,000000000080000092,3000,SP03,,H,782452.10,2.000,EA,,,CHANGEOUT FL-310,VZIREQ05,,433925899,,,,,,2026-01-25T00:00:00,2026-01-25T00:00:00
4900007793,2026,0001,101,000000000080000092,3000,SP03,0001000040,S,1173678.15,3.000,EA,4500002416,00010,GR AGAINST PO,,,,,,,,,2026-02-23T00:00:00,2026-02-23T00:00:00
4900007794,2026,0001,201,000000000080000092,3000,SP03,,H,782452.10,2.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ05,3000-MECH,,,,,,,2026-02-26T00:00:00,2026-02-26T00:00:00
4900007795,2026,0001,101,000000000080000092,3000,SP03,0001000040,S,391226.05,1.000,EA,4500002417,00010,GR AGAINST PO,,,,,,,,,2026-04-14T00:00:00,2026-04-14T00:00:00
4900007796,2026,0001,261,000000000080000092,3000,SP03,,H,782452.10,2.000,EA,,,ISSUED TO PU-611,VZIREQ03,,437264059,,,,,,2026-04-27T00:00:00,2026-04-27T00:00:00
4900007797,2026,0001,101,000000000080000092,3000,SP03,0001000040,S,391226.05,1.000,EA,4500002418,00010,GR AGAINST PO,,,,,,,,,2026-05-28T00:00:00,2026-05-28T00:00:00
4900007798,2026,0001,101,000000000080000092,3000,SP03,0001000040,S,782452.10,2.000,EA,4500002421,00010,GR AGAINST PO,,,,,,,,,2026-08-16T00:00:00,2026-08-16T00:00:00
4900007799,2024,0001,261,000000000010000407,2000,SP02,,H,178545.78,14.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ01,,421652434,,,,,,2024-09-05T00:00:00,2024-09-05T00:00:00
4900007800,2024,0001,201,000000000010000407,2000,SP02,,H,267818.67,21.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ02,2000-MECH,,,,,,,2024-10-14T00:00:00,2024-10-14T00:00:00
4900007801,2024,0001,101,000000000010000407,2000,SP02,0001000047,S,471870.99,37.000,EA,4500002422,00010,GR AGAINST PO,,,,,,,,,2024-10-20T00:00:00,2024-10-20T00:00:00
4900007802,2024,0001,261,000000000010000407,2000,SP02,,H,191299.05,15.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ03,,426970137,,,,,,2024-11-16T00:00:00,2024-11-16T00:00:00
4900007803,2024,0001,101,000000000010000407,2000,SP02,0001000047,S,459117.72,36.000,EA,4500002423,00010,GR AGAINST PO,,,,,,,,,2024-12-23T00:00:00,2024-12-23T00:00:00
4900007804,2024,0001,201,000000000010000407,2000,SP02,,H,204052.32,16.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ03,2000-MECH,,,,,,,2024-12-23T00:00:00,2024-12-23T00:00:00
4900007805,2025,0001,261,000000000010000407,2000,SP02,,H,267818.67,21.000,EA,,,ISSUED TO PU-610,VZIREQ04,,422606942,,,,,,2025-01-25T00:00:00,2025-01-25T00:00:00
4900007806,2025,0001,201,000000000010000407,2000,SP02,,H,267818.67,21.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ02,2000-MECH,,,,,,,2025-02-05T00:00:00,2025-02-05T00:00:00
4900007807,2025,0001,101,000000000010000407,2000,SP02,0001000047,S,471870.99,37.000,EA,4500002424,00010,GR AGAINST PO,,,,,,,,,2025-03-14T00:00:00,2025-03-14T00:00:00
4900007808,2025,0001,261,000000000010000407,2000,SP02,,H,293325.21,23.000,EA,,,BREAKDOWN REPL FA-810,VZIREQ01,,421935930,,,,,,2025-03-21T00:00:00,2025-03-21T00:00:00
4900007809,2025,0001,101,000000000010000407,2000,SP02,0001000047,S,561143.88,44.000,EA,4500002425,00010,GR AGAINST PO,,,,,,,,,2025-04-28T00:00:00,2025-04-28T00:00:00
4900007810,2025,0001,201,000000000010000407,2000,SP02,,H,255065.40,20.000,EA,,,CHANGEOUT SC-701,VZIREQ03,2000-MECH,,,,,,,2025-04-30T00:00:00,2025-04-30T00:00:00
4900007811,2025,0001,261,000000000010000407,2000,SP02,,H,165792.51,13.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ01,,421655569,,,,,,2025-05-26T00:00:00,2025-05-26T00:00:00
4900007812,2025,0001,261,000000000010000407,2000,SP02,,H,216805.59,17.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ04,,421688190,,,,,,2025-06-30T00:00:00,2025-06-30T00:00:00
4900007813,2025,0001,201,000000000010000407,2000,SP02,,H,216805.59,17.000,EA,,,CHANGEOUT ML-201,VZIREQ05,2000-MECH,,,,,,,2025-07-28T00:00:00,2025-07-28T00:00:00
4900007814,2025,0001,101,000000000010000407,2000,SP02,0001000047,S,637663.50,50.000,EA,4500002427,00010,GR AGAINST PO,,,,,,,,,2025-08-30T00:00:00,2025-08-30T00:00:00
4900007815,2025,0001,261,000000000010000407,2000,SP02,,H,178545.78,14.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ01,,427021234,,,,,,2025-09-05T00:00:00,2025-09-05T00:00:00
4900007816,2025,0001,201,000000000010000407,2000,SP02,,H,204052.32,16.000,EA,,,CHANGEOUT FL-310,VZIREQ03,2000-MECH,,,,,,,2025-10-12T00:00:00,2025-10-12T00:00:00
4900007817,2025,0001,101,000000000010000407,2000,SP02,0001000047,S,242312.13,19.000,EA,4500002428,00010,GR AGAINST PO,,,,,,,,,2025-10-14T00:00:00,2025-10-14T00:00:00
4900007818,2025,0001,261,000000000010000407,2000,SP02,,H,204052.32,16.000,EA,,,ISSUED TO FL-310,VZIREQ05,,426381766,,,,,,2025-11-09T00:00:00,2025-11-09T00:00:00
4900007819,2025,0001,101,000000000010000407,2000,SP02,0001000047,S,599403.69,47.000,EA,4500002429,00010,GR AGAINST PO,,,,,,,,,2025-11-25T00:00:00,2025-11-25T00:00:00
4900007820,2025,0001,261,000000000010000407,2000,SP02,,H,114779.43,9.000,EA,,,ISSUED TO ML-201,VZIREQ05,,427616078,,,,,,2025-12-27T00:00:00,2025-12-27T00:00:00
4900007821,2026,0001,261,000000000010000407,2000,SP02,,H,153039.24,12.000,EA,,,BREAKDOWN REPL CV-502,VZIREQ01,,427315017,,,,,,2026-01-07T00:00:00,2026-01-07T00:00:00
4900007822,2026,0001,261,000000000010000407,2000,SP02,,H,280571.94,22.000,EA,,,CHANGEOUT CV-502,VZIREQ01,,422755817,,,,,,2026-02-25T00:00:00,2026-02-25T00:00:00
4900007823,2026,0001,201,000000000010000407,2000,SP02,,H,191299.05,15.000,EA,,,ISSUED TO FA-810,VZIREQ02,2000-MECH,,,,,,,2026-03-30T00:00:00,2026-03-30T00:00:00
4900007824,2026,0001,101,000000000010000407,2000,SP02,0001000047,S,510130.80,40.000,EA,4500002430,00010,GR AGAINST PO,,,,,,,,,2026-04-08T00:00:00,2026-04-08T00:00:00
4900007825,2026,0001,261,000000000010000407,2000,SP02,,H,178545.78,14.000,EA,,,BREAKDOWN REPL ML-202,VZIREQ01,,424023801,,,,,,2026-04-19T00:00:00,2026-04-19T00:00:00
4900007826,2026,0001,101,000000000010000407,2000,SP02,0001000047,S,369844.83,29.000,EA,4500002431,00010,GR AGAINST PO,,,,,,,,,2026-05-27T00:00:00,2026-05-27T00:00:00
4900007827,2026,0001,201,000000000010000407,2000,SP02,,H,306078.48,24.000,EA,,,CHANGEOUT FL-310,VZIREQ01,2000-MECH,,,,,,,2026-05-30T00:00:00,2026-05-30T00:00:00
4900007828,2026,0001,201,000000000010000407,2000,SP02,,H,204052.32,16.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ01,2000-MECH,,,,,,,2026-06-12T00:00:00,2026-06-12T00:00:00
4900007829,2026,0001,201,000000000010000407,2000,SP02,,H,153039.24,12.000,EA,,,CHANGEOUT FA-810,VZIREQ02,2000-MECH,,,,,,,2026-07-17T00:00:00,2026-07-17T00:00:00
4900007830,2026,0001,101,000000000010000407,2000,SP02,0001000047,S,510130.80,40.000,EA,4500002433,00010,GR AGAINST PO,,,,,,,,,2026-07-19T00:00:00,2026-07-19T00:00:00
4900007831,2026,0001,201,000000000010000407,2000,SP02,,H,216805.59,17.000,EA,,,ISSUED TO CR-101,VZIREQ04,2000-MECH,,,,,,,2026-08-19T00:00:00,2026-08-19T00:00:00
4900007832,2024,0001,261,000000000010000408,2000,SP02,,H,1143501.16,2.000,EA,,,ISSUED TO CV-502,VZIREQ03,,427200487,,,,,,2024-12-25T00:00:00,2024-12-25T00:00:00
4900007833,2025,0001,261,000000000010000408,2000,SP02,,H,1143501.16,2.000,EA,,,CHANGEOUT CR-102,VZIREQ02,,424278570,,,,,,2025-03-27T00:00:00,2025-03-27T00:00:00
4900007834,2025,0001,101,000000000010000408,2000,SP02,0001000029,S,2858752.90,5.000,EA,4500002435,00010,GR AGAINST PO,,,,,,,,,2025-03-31T00:00:00,2025-03-31T00:00:00
4900007835,2025,0001,261,000000000010000408,2000,SP02,,H,571750.58,1.000,EA,,,BREAKDOWN REPL ML-201,VZIREQ05,,424138003,,,,,,2025-05-29T00:00:00,2025-05-29T00:00:00
4900007836,2025,0001,201,000000000010000408,2000,SP02,,H,1143501.16,2.000,EA,,,ISSUED TO PU-610,VZIREQ05,2000-MECH,,,,,,,2025-06-02T00:00:00,2025-06-02T00:00:00
4900007837,2025,0001,101,000000000010000408,2000,SP02,0001000029,S,2287002.32,4.000,EA,4500002437,00010,GR AGAINST PO,,,,,,,,,2025-11-02T00:00:00,2025-11-02T00:00:00
4900007838,2025,0001,201,000000000010000408,2000,SP02,,H,1143501.16,2.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ02,2000-MECH,,,,,,,2025-12-25T00:00:00,2025-12-25T00:00:00
4900007839,2026,0001,261,000000000010000408,2000,SP02,,H,1715251.74,3.000,EA,,,CHANGEOUT CR-102,VZIREQ02,,421916750,,,,,,2026-02-17T00:00:00,2026-02-17T00:00:00
4900007840,2026,0001,201,000000000010000408,2000,SP02,,H,1715251.74,3.000,EA,,,CHANGEOUT SC-701,VZIREQ01,2000-MECH,,,,,,,2026-04-11T00:00:00,2026-04-11T00:00:00
4900007841,2026,0001,261,000000000010000408,2000,SP02,,H,571750.58,1.000,EA,,,ISSUED TO CV-502,VZIREQ02,,427247895,,,,,,2026-05-03T00:00:00,2026-05-03T00:00:00
4900007842,2026,0001,101,000000000010000408,2000,SP02,0001000029,S,2858752.90,5.000,EA,4500002439,00010,GR AGAINST PO,,,,,,,,,2026-06-10T00:00:00,2026-06-10T00:00:00
4900007843,2026,0001,261,000000000010000408,2000,SP02,,H,571750.58,1.000,EA,,,ISSUED TO FA-810,VZIREQ05,,428849593,,,,,,2026-06-29T00:00:00,2026-06-29T00:00:00
4900007844,2024,0001,261,000000000010000408,4000,SP04,,H,1143501.16,2.000,EA,,,CHANGEOUT CR-102,VZIREQ01,,444562364,,,,,,2024-10-07T00:00:00,2024-10-07T00:00:00
4900007845,2025,0001,261,000000000010000408,4000,SP04,,H,1715251.74,3.000,EA,,,ISSUED TO PU-611,VZIREQ02,,445637191,,,,,,2025-03-31T00:00:00,2025-03-31T00:00:00
4900007846,2025,0001,101,000000000010000408,4000,SP04,0001000029,S,4002254.06,7.000,EA,4500002442,00010,GR AGAINST PO,,,,,,,,,2025-04-02T00:00:00,2025-04-02T00:00:00
4900007847,2025,0001,261,000000000010000408,4000,SP04,,H,1715251.74,3.000,EA,,,CHANGEOUT ML-202,VZIREQ03,,442433482,,,,,,2025-07-02T00:00:00,2025-07-02T00:00:00
4900007848,2025,0001,261,000000000010000408,4000,SP04,,H,1143501.16,2.000,EA,,,BREAKDOWN REPL CR-102,VZIREQ02,,449331399,,,,,,2025-08-16T00:00:00,2025-08-16T00:00:00
4900007849,2025,0001,261,000000000010000408,4000,SP04,,H,571750.58,1.000,EA,,,CHANGEOUT FA-810,VZIREQ05,,443508705,,,,,,2025-11-19T00:00:00,2025-11-19T00:00:00
4900007850,2025,0001,101,000000000010000408,4000,SP04,0001000029,S,3430503.48,6.000,EA,4500002443,00010,GR AGAINST PO,,,,,,,,,2025-11-28T00:00:00,2025-11-28T00:00:00
4900007851,2026,0001,201,000000000010000408,4000,SP04,,H,571750.58,1.000,EA,,,CHANGEOUT CR-102,VZIREQ04,4000-MECH,,,,,,,2026-01-05T00:00:00,2026-01-05T00:00:00
4900007852,2026,0001,261,000000000010000408,4000,SP04,,H,1143501.16,2.000,EA,,,ISSUED TO ML-202,VZIREQ03,,442033210,,,,,,2026-03-15T00:00:00,2026-03-15T00:00:00
4900007853,2026,0001,201,000000000010000408,4000,SP04,,H,1715251.74,3.000,EA,,,CHANGEOUT CV-501,VZIREQ05,4000-MECH,,,,,,,2026-06-28T00:00:00,2026-06-28T00:00:00
4900007854,2026,0001,261,000000000010000408,4000,SP04,,H,571750.58,1.000,EA,,,ISSUED TO CV-502,VZIREQ03,,449535221,,,,,,2026-08-09T00:00:00,2026-08-09T00:00:00
4900007855,2026,0001,101,000000000010000408,4000,SP04,0001000029,S,3430503.48,6.000,EA,4500002444,00010,GR AGAINST PO,,,,,,,,,2026-08-13T00:00:00,2026-08-13T00:00:00
4900007856,2024,0001,261,000000000010000409,1000,SP01,,H,834117.95,5.000,EA,,,ISSUED TO FL-310,VZIREQ03,,415872379,,,,,,2024-11-02T00:00:00,2024-11-02T00:00:00
4900007857,2025,0001,261,000000000010000409,1000,SP01,,H,166823.59,1.000,EA,,,ISSUED TO PU-611,VZIREQ02,,413648760,,,,,,2025-01-12T00:00:00,2025-01-12T00:00:00
4900007858,2025,0001,101,000000000010000409,1000,SP01,0001000005,S,4170589.75,25.000,EA,4500002445,00010,GR AGAINST PO,,,,,,,,,2025-01-16T00:00:00,2025-01-16T00:00:00
4900007859,2025,0001,201,000000000010000409,1000,SP01,,H,500470.77,3.000,EA,,,ISSUED TO ML-202,VZIREQ03,1000-MECH,,,,,,,2025-02-08T00:00:00,2025-02-08T00:00:00
4900007860,2025,0001,201,000000000010000409,1000,SP01,,H,500470.77,3.000,EA,,,CHANGEOUT FL-310,VZIREQ03,1000-MECH,,,,,,,2025-04-25T00:00:00,2025-04-25T00:00:00
4900007861,2025,0001,261,000000000010000409,1000,SP01,,H,834117.95,5.000,EA,,,BREAKDOWN REPL SC-701,VZIREQ02,,413886780,,,,,,2025-06-30T00:00:00,2025-06-30T00:00:00
4900007862,2025,0001,201,000000000010000409,1000,SP01,,H,667294.36,4.000,EA,,,BREAKDOWN REPL PU-611,VZIREQ04,1000-MECH,,,,,,,2025-08-18T00:00:00,2025-08-18T00:00:00
4900007863,2025,0001,261,000000000010000409,1000,SP01,,H,834117.95,5.000,EA,,,BREAKDOWN REPL FL-310,VZIREQ01,,412865226,,,,,,2025-09-15T00:00:00,2025-09-15T00:00:00
4900007864,2025,0001,261,000000000010000409,1000,SP01,,H,834117.95,5.000,EA,,,CHANGEOUT CR-101,VZIREQ03,,416000649,,,,,,2025-12-22T00:00:00,2025-12-22T00:00:00
