Ebeln,Ebelp,Etenr,Eindt,Menge,Wemng
4500002547,00010,0001,2025-01-23T00:00:00,12.000,9.000
4500002548,00010,0001,2025-11-11T00:00:00,5.000,0.000
4500002549,00010,0001,2025-12-04T00:00:00,5.000,5.000
4500002550,00010,0001,2024-10-09T00:00:00,15.000,15.000
4500002551,00010,0001,2025-07-23T00:00:00,13.000,9.000
4500002552,00010,0001,2025-09-06T00:00:00,12.000,12.000
4500002553,00010,0001,2026-03-07T00:00:00,12.000,12.000
4500002554,00010,0001,2026-08-08T00:00:00,12.000,12.000
4500002555,00010,0001,2026-04-04T00:00:00,1.000,0.000
4500002556,00010,0001,2026-05-10T00:00:00,2.000,0.000
4500002557,00010,0001,2026-06-12T00:00:00,2.000,0.000
4500002558,00010,0001,2026-07-17T00:00:00,2.000,2.000
4500002559,00010,0001,2025-04-26T00:00:00,10.000,10.000
4500002560,00010,0001,2026-10-19T00:00:00,10.000,0.000
4500002561,00010,0001,2026-10-29T00:00:00,10.000,0.000
4500002562,00010,0001,2024-12-15T00:00:00,8.000,8.000
4500002563,00010,0001,2025-05-20T00:00:00,7.000,7.000
4500002564,00010,0001,2025-09-02T00:00:00,9.000,9.000
4500002565,00010,0001,2026-01-08T00:00:00,7.000,7.000
4500002566,00010,0001,2026-07-17T00:00:00,8.000,0.000
4500002567,00010,0001,2026-08-11T00:00:00,9.000,4.000
4500002568,00010,0001,2024-11-13T00:00:00,141.000,141.000
4500002569,00010,0001,2025-03-10T00:00:00,154.000,0.000
4500002570,00010,0001,2025-03-28T00:00:00,182.000,182.000
4500002571,00010,0001,2025-08-26T00:00:00,136.000,136.000
4500002572,00010,0001,2026-01-03T00:00:00,132.000,0.000
4500002573,00010,0001,2026-02-01T00:00:00,164.000,164.000
4500002574,00010,0001,2026-05-23T00:00:00,122.000,0.000
4500002575,00010,0001,2026-06-29T00:00:00,157.000,0.000
4500002576,00010,0001,2026-07-21T00:00:00,187.000,187.000
4500002577,00010,0001,2025-11-14T00:00:00,1.000,1.000
4500002578,00010,0001,2026-04-28T00:00:00,1.000,0.000
4500002579,00010,0001,2026-05-16T00:00:00,1.000,1.000
4500002580,00010,0001,2025-06-19T00:00:00,2.000,2.000
4500002581,00010,0001,2026-04-23T00:00:00,2.000,2.000
4500002582,00010,0001,2026-09-17T00:00:00,2.000,0.000
4500002583,00010,0001,2024-10-11T00:00:00,63.000,63.000
4500002584,00010,0001,2025-01-19T00:00:00,56.000,56.000
4500002585,00010,0001,2025-02-28T00:00:00,56.000,56.000
4500002586,00010,0001,2025-06-14T00:00:00,79.000,45.000
4500002587,00010,0001,2025-08-21T00:00:00,60.000,60.000
4500002588,00010,0001,2025-11-01T00:00:00,79.000,79.000
4500002589,00010,0001,2026-02-17T00:00:00,79.000,79.000
4500002590,00010,0001,2026-05-27T00:00:00,58.000,58.000
4500002591,00010,0001,2026-08-20T00:00:00,60.000,0.000
4500002592,00010,0001,2026-09-27T00:00:00,79.000,0.000
4500002593,00010,0001,2025-02-15T00:00:00,8.000,0.000
4500002594,00010,0001,2025-04-09T00:00:00,8.000,8.000
4500002595,00010,0001,2026-06-27T00:00:00,8.000,8.000
4500002596,00010,0001,2026-10-26T00:00:00,16.000,0.000
4500002597,00010,0001,2024-09-27T00:00:00,26.000,26.000
4500002598,00010,0001,2024-12-20T00:00:00,22.000,22.000
4500002599,00010,0001,2025-02-20T00:00:00,27.000,27.000
4500002600,00010,0001,2025-05-28T00:00:00,27.000,0.000
4500002601,00010,0001,2025-07-10T00:00:00,29.000,29.000
4500002602,00010,0001,2025-10-09T00:00:00,22.000,22.000
4500002603,00010,0001,2026-01-10T00:00:00,25.000,25.000
4500002604,00010,0001,2026-04-17T00:00:00,23.000,23.000
4500002605,00010,0001,2026-07-15T00:00:00,24.000,24.000
4500002606,00010,0001,2024-10-21T00:00:00,15.000,15.000
4500002607,00010,0001,2025-06-26T00:00:00,14.000,14.000
4500002608,00010,0001,2026-02-05T00:00:00,15.000,15.000
4500002609,00010,0001,2026-08-21T00:00:00,15.000,15.000
4500002610,00010,0001,2025-05-21T00:00:00,7.000,7.000
4500002611,00010,0001,2026-06-13T00:00:00,6.000,6.000
4500002612,00010,0001,2027-02-15T00:00:00,6.000,0.000
4500002613,00010,0001,2024-11-21T00:00:00,4.000,3.000
4500002614,00010,0001,2025-04-07T00:00:00,5.000,0.000
4500002615,00010,0001,2025-04-29T00:00:00,5.000,5.000
4500002616,00010,0001,2025-10-29T00:00:00,5.000,5.000
4500002617,00010,0001,2026-01-10T00:00:00,7.000,7.000
4500002618,00010,0001,2026-02-22T00:00:00,3.000,3.000
4500002619,00010,0001,2026-06-01T00:00:00,5.000,5.000
4500002620,00010,0001,2026-07-06T00:00:00,5.000,5.000
4500002621,00010,0001,2026-08-31T00:00:00,5.000,5.000
4500002622,00010,0001,2026-10-04T00:00:00,3.000,0.000
4500002623,00010,0001,2024-10-27T00:00:00,9.000,9.000
4500002624,00010,0001,2025-04-09T00:00:00,10.000,10.000
4500002625,00010,0001,2026-01-08T00:00:00,9.000,9.000
4500002626,00010,0001,2024-12-10T00:00:00,101.000,101.000
4500002627,00010,0001,2025-04-11T00:00:00,110.000,110.000
4500002628,00010,0001,2025-07-29T00:00:00,109.000,109.000
4500002629,00010,0001,2025-12-06T00:00:00,101.000,50.000
4500002630,00010,0001,2026-02-21T00:00:00,103.000,103.000
4500002631,00010,0001,2026-06-17T00:00:00,110.000,110.000
4500002632,00010,0001,2026-10-05T00:00:00,116.000,0.000
4500002633,00010,0001,2024-12-13T00:00:00,159.000,159.000
4500002634,00010,0001,2025-07-12T00:00:00,150.000,150.000
4500002635,00010,0001,2025-12-26T00:00:00,159.000,159.000
4500002636,00010,0001,2026-08-08T00:00:00,159.000,159.000
4500002637,00010,0001,2025-06-01T00:00:00,1.000,1.000
4500002638,00010,0001,2025-10-25T00:00:00,1.000,1.000
4500002639,00010,0001,2025-08-12T00:00:00,1.000,0.000
4500002640,00010,0001,2025-08-16T00:00:00,1.000,1.000
4500002641,00010,0001,2026-05-02T00:00:00,1.000,1.000
4500002642,00010,0001,2026-05-27T00:00:00,1.000,1.000
4500002643,00010,0001,2024-10-28T00:00:00,8.000,8.000
4500002644,00010,0001,2025-02-18T00:00:00,8.000,8.000
4500002645,00010,0001,2025-05-25T00:00:00,8.000,8.000
4500002646,00010,0001,2025-10-04T00:00:00,8.000,8.000
4500002647,00010,0001,2026-02-01T00:00:00,7.000,7.000
4500002648,00010,0001,2025-02-19T00:00:00,12.000,12.000
4500002649,00010,0001,2026-01-07T00:00:00,12.000,12.000
4500002650,00010,0001,2027-01-05T00:00:00,12.000,0.000
4500002651,00010,0001,2024-12-05T00:00:00,4.000,4.000
4500002652,00010,0001,2025-02-07T00:00:00,4.000,4.000
4500002653,00010,0001,2025-05-01T00:00:00,3.000,3.000
4500002654,00010,0001,2026-04-07T00:00:00,4.000,2.000
4500002655,00010,0001,2026-07-13T00:00:00,4.000,0.000
4500002656,00010,0001,2026-08-09T00:00:00,4.000,4.000
4500002657,00010,0001,2025-06-29T00:00:00,7.000,7.000
4500002658,00010,0001,2026-05-13T00:00:00,7.000,7.000
4500002659,00010,0001,2025-03-28T00:00:00,14.000,14.000
4500002660,00010,0001,2026-07-17T00:00:00,9.000,6.000
4500002661,00010,0001,2025-02-08T00:00:00,9.000,9.000
4500002662,00010,0001,2025-08-04T00:00:00,10.000,0.000
4500002663,00010,0001,2025-08-08T00:00:00,13.000,13.000
4500002664,00010,0001,2026-01-20T00:00:00,23.000,23.000
4500002665,00010,0001,2024-12-06T00:00:00,1.000,0.000
4500002666,00010,0001,2024-12-31T00:00:00,1.000,0.000
4500002667,00010,0001,2025-01-24T00:00:00,1.000,0.000
4500002668,00010,0001,2025-03-13T00:00:00,1.000,1.000
4500002669,00010,0001,2025-08-27T00:00:00,1.000,1.000
4500002670,00010,0001,2025-07-05T00:00:00,34.000,23.000
4500002671,00010,0001,2026-10-03T00:00:00,33.000,0.000
4500002672,00010,0001,2026-10-29T00:00:00,36.000,0.000
4500002673,00010,0001,2024-11-04T00:00:00,60.000,60.000
4500002674,00010,0001,2025-01-12T00:00:00,112.000,112.000
4500002675,00010,0001,2025-06-20T00:00:00,49.000,0.000
4500002676,00010,0001,2025-07-19T00:00:00,67.000,67.000
4500002677,00010,0001,2025-08-26T00:00:00,108.000,108.000
4500002678,00010,0001,2026-02-10T00:00:00,59.000,59.000
4500002679,00010,0001,2026-05-09T00:00:00,41.000,41.000
4500002680,00010,0001,2026-07-30T00:00:00,44.000,44.000
4500002681,00010,0001,2026-10-15T00:00:00,49.000,0.000
4500002682,00010,0001,2024-11-13T00:00:00,116.000,116.000
4500002683,00010,0001,2025-05-03T00:00:00,109.000,109.000
4500002684,00010,0001,2025-10-08T00:00:00,98.000,98.000
4500002685,00010,0001,2026-03-22T00:00:00,98.000,98.000
4500002686,00010,0001,2026-08-04T00:00:00,96.000,96.000
4500002687,00010,0001,2024-12-14T00:00:00,15.000,15.000
4500002688,00010,0001,2026-01-03T00:00:00,21.000,21.000
4500002689,00010,0001,2024-09-18T00:00:00,3.000,3.000
4500002690,00010,0001,2024-10-18T00:00:00,2.000,1.000
4500002691,00010,0001,2025-02-11T00:00:00,3.000,0.000
4500002692,00010,0001,2025-03-06T00:00:00,3.000,3.000
4500002693,00010,0001,2025-06-13T00:00:00,2.000,2.000
4500002694,00010,0001,2025-08-03T00:00:00,3.000,1.000
4500002695,00010,0001,2025-08-17T00:00:00,2.000,2.000
4500002696,00010,0001,2026-09-03T00:00:00,2.000,0.000
4500002697,00010,0001,2024-10-24T00:00:00,10.000,0.000
4500002698,00010,0001,2024-11-21T00:00:00,10.000,10.000
4500002699,00010,0001,2025-08-17T00:00:00,10.000,0.000
4500002700,00010,0001,2025-10-03T00:00:00,10.000,0.000
4500002701,00010,0001,2025-11-09T00:00:00,10.000,10.000
4500002702,00010,0001,2026-05-24T00:00:00,10.000,10.000
4500002703,00010,0001,2025-02-28T00:00:00,9.000,9.000
4500002704,00010,0001,2026-08-10T00:00:00,9.000,0.000
4500002705,00010,0001,2026-09-03T00:00:00,10.000,6.000
4500002706,00010,0001,2025-03-20T00:00:00,4.000,4.000
4500002707,00010,0001,2025-10-11T00:00:00,4.000,2.000
4500002708,00010,0001,2026-01-28T00:00:00,6.000,6.000
4500002709,00010,0001,2024-11-07T00:00:00,6.000,0.000
4500002710,00010,0001,2024-12-31T00:00:00,10.000,10.000
4500002711,00010,0001,2025-06-06T00:00:00,7.000,6.000
4500002712,00010,0001,2025-10-09T00:00:00,7.000,7.000
4500002713,00010,0001,2025-12-08T00:00:00,15.000,15.000
4500002714,00010,0001,2025-01-09T00:00:00,78.000,78.000
4500002715,00010,0001,2025-04-07T00:00:00,84.000,84.000
4500002716,00010,0001,2025-06-23T00:00:00,72.000,72.000
4500002717,00010,0001,2025-09-04T00:00:00,54.000,54.000
4500002718,00010,0001,2025-11-29T00:00:00,70.000,51.000
4500002719,00010,0001,2026-01-20T00:00:00,71.000,71.000
4500002720,00010,0001,2026-04-15T00:00:00,58.000,0.000
4500002721,00010,0001,2026-04-18T00:00:00,82.000,0.000
4500002722,00010,0001,2026-05-17T00:00:00,103.000,53.000
4500002723,00010,0001,2026-06-29T00:00:00,73.000,73.000
4500002724,00010,0001,2026-08-21T00:00:00,56.000,56.000
4500002725,00010,0001,2024-11-19T00:00:00,100.000,100.000
4500002726,00010,0001,2025-02-09T00:00:00,74.000,74.000
4500002727,00010,0001,2025-04-25T00:00:00,65.000,65.000
4500002728,00010,0001,2025-05-30T00:00:00,132.000,0.000
4500002729,00010,0001,2025-07-24T00:00:00,94.000,0.000
4500002730,00010,0001,2025-08-29T00:00:00,123.000,0.000
4500002731,00010,0001,2025-09-13T00:00:00,139.000,139.000
4500002732,00010,0001,2026-01-30T00:00:00,94.000,94.000
4500002733,00010,0001,2026-05-17T00:00:00,86.000,86.000
4500002734,00010,0001,2026-07-14T00:00:00,69.000,69.000
4500002735,00010,0001,2026-09-26T00:00:00,139.000,0.000
4500002736,00010,0001,2024-12-09T00:00:00,9.000,9.000
4500002737,00010,0001,2026-05-31T00:00:00,9.000,9.000
4500002738,00010,0001,2024-10-08T00:00:00,4.000,4.000
4500002739,00010,0001,2024-12-11T00:00:00,2.000,2.000
4500002740,00010,0001,2025-01-18T00:00:00,2.000,2.000
4500002741,00010,0001,2025-02-20T00:00:00,2.000,2.000
4500002742,00010,0001,2025-03-04T00:00:00,4.000,4.000
4500002743,00010,0001,2025-07-16T00:00:00,2.000,1.000
4500002744,00010,0001,2025-08-10T00:00:00,2.000,2.000
4500002745,00010,0001,2025-08-29T00:00:00,3.000,3.000
4500002746,00010,0001,2025-12-02T00:00:00,2.000,2.000
4500002747,00010,0001,2026-01-19T00:00:00,3.000,3.000
4500002748,00010,0001,2025-02-24T00:00:00,6.000,6.000
4500002749,00010,0001,2025-10-08T00:00:00,5.000,5.000
4500002750,00010,0001,2026-04-21T00:00:00,5.000,5.000
4500002751,00010,0001,2024-12-22T00:00:00,8.000,0.000
4500002752,00010,0001,2025-01-19T00:00:00,8.000,8.000
4500002753,00010,0001,2025-07-15T00:00:00,10.000,10.000
4500002754,00010,0001,2026-04-24T00:00:00,9.000,9.000
4500002755,00010,0001,2025-01-14T00:00:00,10.000,10.000
4500002756,00010,0001,2025-06-09T00:00:00,10.000,5.000
4500002757,00010,0001,2025-07-16T00:00:00,16.000,16.000
4500002758,00010,0001,2026-05-19T00:00:00,10.000,0.000
4500002759,00010,0001,2026-06-26T00:00:00,10.000,10.000
4500002760,00010,0001,2025-01-01T00:00:00,11.000,6.000
4500002761,00010,0001,2025-08-19T00:00:00,11.000,5.000
4500002762,00010,0001,2026-03-10T00:00:00,11.000,11.000
4500002763,00010,0001,2024-11-23T00:00:00,5.000,0.000
4500002764,00010,0001,2024-12-21T00:00:00,5.000,5.000
4500002765,00010,0001,2025-04-15T00:00:00,8.000,0.000
4500002766,00010,0001,2025-05-06T00:00:00,11.000,11.000
4500002767,00010,0001,2026-07-05T00:00:00,7.000,7.000
4500002768,00010,0001,2026-08-21T00:00:00,13.000,0.000
4500002769,00010,0001,2026-10-12T00:00:00,15.000,0.000
4500002770,00010,0001,2025-05-07T00:00:00,26.000,26.000
4500002771,00010,0001,2026-07-14T00:00:00,25.000,0.000
4500002772,00010,0001,2026-08-08T00:00:00,25.000,25.000
4500002773,00010,0001,2026-02-16T00:00:00,2.000,2.000
4500002774,00010,0001,2026-08-10T00:00:00,2.000,0.000
4500002775,00010,0001,2025-05-06T00:00:00,17.000,17.000
4500002776,00010,0001,2026-10-12T00:00:00,18.000,0.000
4500002777,00010,0001,2024-12-10T00:00:00,141.000,104.000
4500002778,00010,0001,2025-02-18T00:00:00,206.000,206.000
4500002779,00010,0001,2025-08-10T00:00:00,112.000,74.000
4500002780,00010,0001,2025-10-15T00:00:00,188.000,188.000
4500002781,00010,0001,2026-02-24T00:00:00,100.000,100.000
4500002782,00010,0001,2026-05-29T00:00:00,111.000,0.000
4500002783,00010,0001,2026-07-21T00:00:00,144.000,0.000
4500002784,00010,0001,2026-08-07T00:00:00,168.000,0.000
4500002785,00010,0001,2026-09-05T00:00:00,199.000,199.000
4500002786,00010,0001,2024-11-22T00:00:00,11.000,0.000
4500002787,00010,0001,2024-12-11T00:00:00,11.000,11.000
4500002788,00010,0001,2025-09-19T00:00:00,8.000,8.000
4500002789,00010,0001,2026-04-23T00:00:00,8.000,8.000
4500002790,00010,0001,2024-11-26T00:00:00,191.000,0.000
4500002791,00010,0001,2024-12-19T00:00:00,205.000,205.000
4500002792,00010,0001,2025-08-12T00:00:00,182.000,182.000
4500002793,00010,0001,2026-03-14T00:00:00,206.000,206.000
4500002794,00010,0001,2024-11-11T00:00:00,99.000,99.000
4500002795,00010,0001,2025-03-01T00:00:00,92.000,92.000
4500002796,00010,0001,2025-07-14T00:00:00,83.000,0.000
4500002797,00010,0001,2025-08-06T00:00:00,98.000,98.000
4500002798,00010,0001,2025-12-13T00:00:00,99.000,99.000
4500002799,00010,0001,2026-05-29T00:00:00,97.000,97.000
4500002800,00010,0001,2025-01-22T00:00:00,3.000,2.000
4500002801,00010,0001,2025-04-24T00:00:00,5.000,5.000
4500002802,00010,0001,2026-04-25T00:00:00,3.000,0.000
4500002803,00010,0001,2026-05-24T00:00:00,3.000,0.000
4500002804,00010,0001,2026-07-11T00:00:00,4.000,4.000
4500002805,00010,0001,2027-01-02T00:00:00,3.000,0.000
4500002806,00010,0001,2025-02-13T00:00:00,3.000,1.000
4500002807,00010,0001,2025-03-29T00:00:00,4.000,0.000
4500002808,00010,0001,2025-04-30T00:00:00,4.000,2.000
4500002809,00010,0001,2025-09-12T00:00:00,5.000,5.000
4500002810,00010,0001,2026-07-23T00:00:00,3.000,3.000
4500002811,00010,0001,2024-09-28T00:00:00,13.000,0.000
4500002812,00010,0001,2024-11-14T00:00:00,13.000,13.000
4500002813,00010,0001,2025-05-17T00:00:00,12.000,12.000
4500002814,00010,0001,2025-12-29T00:00:00,13.000,13.000
4500002815,00010,0001,2026-06-24T00:00:00,13.000,13.000
4500002816,00010,0001,2026-09-30T00:00:00,2.000,0.000
4500002817,00010,0001,2024-11-30T00:00:00,10.000,10.000
4500002818,00010,0001,2025-04-12T00:00:00,8.000,8.000
4500002819,00010,0001,2025-10-04T00:00:00,10.000,10.000
4500002820,00010,0001,2026-06-01T00:00:00,8.000,8.000
4500002821,00010,0001,2025-03-12T00:00:00,14.000,0.000
4500002822,00010,0001,2025-04-21T00:00:00,17.000,0.000
4500002823,00010,0001,2025-05-27T00:00:00,17.000,12.000
4500002824,00010,0001,2025-08-10T00:00:00,18.000,0.000
4500002825,00010,0001,2025-09-21T00:00:00,18.000,18.000
4500002826,00010,0001,2026-08-22T00:00:00,16.000,6.000
4500002827,00010,0001,2026-09-24T00:00:00,15.000,0.000
4500002828,00010,0001,2024-12-20T00:00:00,120.000,0.000
4500002829,00010,0001,2025-01-13T00:00:00,130.000,130.000
4500002830,00010,0001,2025-09-28T00:00:00,128.000,87.000
4500002831,00010,0001,2026-02-18T00:00:00,126.000,126.000
4500002832,00010,0001,2025-04-30T00:00:00,16.000,8.000
4500002833,00010,0001,2026-04-17T00:00:00,16.000,16.000
4500002834,00010,0001,2027-01-27T00:00:00,16.000,0.000
4500002835,00010,0001,2024-12-08T00:00:00,9.000,9.000
4500002836,00010,0001,2025-03-26T00:00:00,9.000,9.000
4500002837,00010,0001,2026-03-31T00:00:00,6.000,6.000
4500002838,00010,0001,2024-11-14T00:00:00,6.000,0.000
4500002839,00010,0001,2024-12-21T00:00:00,6.000,6.000
4500002840,00010,0001,2025-05-02T00:00:00,6.000,6.000
4500002841,00010,0001,2025-08-31T00:00:00,9.000,5.000
4500002842,00010,0001,2025-09-13T00:00:00,15.000,8.000
4500002843,00010,0001,2026-02-10T00:00:00,10.000,10.000
4500002844,00010,0001,2026-04-14T00:00:00,17.000,17.000
4500002845,00010,0001,2026-08-11T00:00:00,2.000,2.000
4500002846,00010,0001,2026-03-17T00:00:00,1.000,1.000
4500002847,00010,0001,2024-12-15T00:00:00,4.000,3.000
4500002848,00010,0001,2025-05-13T00:00:00,5.000,5.000
4500002849,00010,0001,2025-11-26T00:00:00,5.000,5.000
4500002850,00010,0001,2025-12-27T00:00:00,4.000,4.000
4500002851,00010,0001,2026-05-08T00:00:00,5.000,5.000
4500002852,00010,0001,2024-11-25T00:00:00,6.000,0.000
4500002853,00010,0001,2024-12-21T00:00:00,6.000,6.000
4500002854,00010,0001,2025-08-26T00:00:00,5.000,5.000
4500002855,00010,0001,2026-05-12T00:00:00,5.000,5.000
4500002856,00010,0001,2026-10-09T00:00:00,6.000,0.000
4500002857,00010,0001,2024-10-31T00:00:00,51.000,0.000
4500002858,00010,0001,2024-11-30T00:00:00,51.000,51.000
4500002859,00010,0001,2025-02-20T00:00:00,51.000,0.000
4500002860,00010,0001,2025-04-09T00:00:00,51.000,51.000
4500002861,00010,0001,2025-08-15T00:00:00,51.000,21.000
4500002862,00010,0001,2025-10-05T00:00:00,48.000,25.000
4500002863,00010,0001,2025-12-22T00:00:00,51.000,51.000
4500002864,00010,0001,2026-05-31T00:00:00,51.000,0.000
4500002865,00010,0001,2026-07-04T00:00:00,51.000,51.000
4500002866,00010,0001,2024-11-04T00:00:00,20.000,20.000
4500002867,00010,0001,2025-08-21T00:00:00,20.000,20.000
4500002868,00010,0001,2026-04-08T00:00:00,22.000,22.000
4500002869,00010,0001,2024-10-07T00:00:00,5.000,0.000
4500002870,00010,0001,2024-12-02T00:00:00,5.000,5.000
4500002871,00010,0001,2025-04-16T00:00:00,6.000,6.000
4500002872,00010,0001,2025-11-05T00:00:00,5.000,5.000
4500002873,00010,0001,2025-12-08T00:00:00,4.000,4.000
4500002874,00010,0001,2026-05-20T00:00:00,4.000,4.000
4500002875,00010,0001,2025-01-13T00:00:00,9.000,0.000
4500002876,00010,0001,2025-03-01T00:00:00,11.000,11.000
4500002877,00010,0001,2025-08-09T00:00:00,8.000,8.000
4500002878,00010,0001,2026-07-05T00:00:00,8.000,8.000
4500002879,00010,0001,2026-11-29T00:00:00,16.000,0.000
4500002880,00010,0001,2026-03-12T00:00:00,1.000,1.000
4500002881,00010,0001,2026-06-13T00:00:00,1.000,0.000
4500002882,00010,0001,2026-07-08T00:00:00,1.000,0.000
4500002883,00010,0001,2026-08-19T00:00:00,1.000,1.000
4500002884,00010,0001,2024-10-13T00:00:00,3.000,3.000
4500002885,00010,0001,2025-03-01T00:00:00,3.000,3.000
4500002886,00010,0001,2025-04-18T00:00:00,3.000,3.000
4500002887,00010,0001,2025-12-02T00:00:00,3.000,3.000
4500002888,00010,0001,2026-02-06T00:00:00,5.000,0.000
4500002889,00010,0001,2026-02-12T00:00:00,5.000,0.000
4500002890,00010,0001,2026-03-14T00:00:00,5.000,5.000
4500002891,00010,0001,2024-11-18T00:00:00,131.000,0.000
4500002892,00010,0001,2024-11-28T00:00:00,159.000,159.000
4500002893,00010,0001,2025-05-21T00:00:00,123.000,0.000
4500002894,00010,0001,2025-06-17T00:00:00,155.000,155.000
4500002895,00010,0001,2025-12-16T00:00:00,105.000,105.000
4500002896,00010,0001,2026-04-13T00:00:00,105.000,0.000
4500002897,00010,0001,2026-05-12T00:00:00,135.000,135.000
4500002898,00010,0001,2026-09-30T00:00:00,122.000,0.000
4500002899,00010,0001,2025-03-20T00:00:00,10.000,0.000
4500002900,00010,0001,2025-04-29T00:00:00,12.000,7.000
4500002901,00010,0001,2025-11-16T00:00:00,9.000,9.000
4500002902,00010,0001,2026-03-29T00:00:00,17.000,17.000
4500002903,00010,0001,2024-10-20T00:00:00,4.000,4.000
4500002904,00010,0001,2025-02-03T00:00:00,4.000,4.000
4500002905,00010,0001,2025-08-27T00:00:00,3.000,3.000
4500002906,00010,0001,2026-07-17T00:00:00,4.000,4.000
4500002907,00010,0001,2025-01-11T00:00:00,5.000,0.000
4500002908,00010,0001,2025-02-04T00:00:00,6.000,5.000
4500002909,00010,0001,2025-05-15T00:00:00,10.000,10.000
4500002910,00010,0001,2026-06-20T00:00:00,6.000,6.000
4500002911,00010,0001,2026-09-28T00:00:00,11.000,0.000
4500002912,00010,0001,2024-11-11T00:00:00,14.000,0.000
4500002913,00010,0001,2024-12-03T00:00:00,14.000,14.000
4500002914,00010,0001,2025-10-02T00:00:00,14.000,0.000
4500002915,00010,0001,2025-11-19T00:00:00,14.000,14.000
4500002916,00010,0001,2024-11-12T00:00:00,7.000,7.000
4500002917,00010,0001,2025-01-06T00:00:00,14.000,14.000
4500002918,00010,0001,2025-05-19T00:00:00,5.000,5.000
4500002919,00010,0001,2025-10-10T00:00:00,10.000,0.000
4500002920,00010,0001,2025-11-12T00:00:00,12.000,0.000
4500002921,00010,0001,2025-12-05T00:00:00,12.000,12.000
4500002922,00010,0001,2026-02-14T00:00:00,6.000,6.000
4500002923,00010,0001,2026-06-29T00:00:00,8.000,8.000
4500002924,00010,0001,2026-07-23T00:00:00,14.000,14.000
4500002925,00010,0001,2025-05-15T00:00:00,17.000,17.000
4500002926,00010,0001,2027-02-28T00:00:00,15.000,0.000
4500002927,00010,0001,2025-02-21T00:00:00,5.000,3.000
4500002928,00010,0001,2025-04-02T00:00:00,7.000,7.000
4500002929,00010,0001,2025-09-24T00:00:00,4.000,4.000
4500002930,00010,0001,2026-01-01T00:00:00,8.000,6.000
4500002931,00010,0001,2026-07-06T00:00:00,4.000,3.000
4500002932,00010,0001,2026-12-04T00:00:00,4.000,0.000
4500002933,00010,0001,2025-05-15T00:00:00,6.000,6.000
4500002934,00010,0001,2026-01-27T00:00:00,6.000,6.000
4500002935,00010,0001,2026-10-01T00:00:00,6.000,0.000
4500002936,00010,0001,2025-09-05T00:00:00,15.000,15.000
4500002937,00010,0001,2026-04-21T00:00:00,12.000,12.000
4500002938,00010,0001,2025-07-24T00:00:00,3.000,3.000
4500002939,00010,0001,2026-04-14T00:00:00,3.000,2.000
4500002940,00010,0001,2025-01-16T00:00:00,113.000,113.000
4500002941,00010,0001,2025-07-28T00:00:00,108.000,108.000
4500002942,00010,0001,2026-02-11T00:00:00,101.000,101.000
4500002943,00010,0001,2026-08-15T00:00:00,93.000,93.000
4500002944,00010,0001,2025-11-09T00:00:00,2.000,2.000
4500002945,00010,0001,2024-10-18T00:00:00,7.000,7.000
4500002946,00010,0001,2025-06-13T00:00:00,7.000,7.000
4500002947,00010,0001,2026-08-06T00:00:00,8.000,8.000
4500002948,00010,0001,2024-11-17T00:00:00,5.000,0.000
4500002949,00010,0001,2024-11-22T00:00:00,8.000,8.000
4500002950,00010,0001,2025-06-03T00:00:00,5.000,5.000
4500002951,00010,0001,2025-09-17T00:00:00,4.000,4.000
4500002952,00010,0001,2025-11-20T00:00:00,8.000,8.000
4500002953,00010,0001,2025-02-20T00:00:00,11.000,11.000
4500002954,00010,0001,2025-11-15T00:00:00,14.000,14.000
4500002955,00010,0001,2026-10-12T00:00:00,13.000,0.000
4500002956,00010,0001,2025-01-13T00:00:00,10.000,10.000
4500002957,00010,0001,2025-07-16T00:00:00,7.000,7.000
4500002958,00010,0001,2026-03-01T00:00:00,9.000,9.000
4500002959,00010,0001,2026-06-10T00:00:00,7.000,7.000
4500002960,00010,0001,2024-12-04T00:00:00,97.000,0.000
4500002961,00010,0001,2025-01-09T00:00:00,103.000,103.000
4500002962,00010,0001,2025-07-07T00:00:00,103.000,0.000
4500002963,00010,0001,2025-08-08T00:00:00,103.000,103.000
4500002964,00010,0001,2026-03-13T00:00:00,103.000,0.000
4500002965,00010,0001,2026-03-30T00:00:00,103.000,78.000
4500002966,00010,0001,2026-08-28T00:00:00,103.000,103.000
4500002967,00010,0001,2025-01-16T00:00:00,84.000,84.000
4500002968,00010,0001,2025-10-12T00:00:00,85.000,85.000
4500002969,00010,0001,2026-08-16T00:00:00,84.000,84.000
4500002970,00010,0001,2024-12-18T00:00:00,150.000,0.000
4500002971,00010,0001,2025-01-29T00:00:00,185.000,185.000
4500002972,00010,0001,2025-09-24T00:00:00,127.000,127.000
4500002973,00010,0001,2026-02-25T00:00:00,141.000,141.000
4500002974,00010,0001,2026-08-12T00:00:00,139.000,0.000
4500002975,00010,0001,2024-10-16T00:00:00,16.000,16.000
4500002976,00010,0001,2025-06-01T00:00:00,17.000,17.000
4500002977,00010,0001,2026-03-24T00:00:00,17.000,17.000
4500002978,00010,0001,2024-10-05T00:00:00,117.000,117.000
4500002979,00010,0001,2025-01-11T00:00:00,114.000,114.000
4500002980,00010,0001,2025-03-27T00:00:00,118.000,61.000
4500002981,00010,0001,2025-06-15T00:00:00,119.000,119.000
4500002982,00010,0001,2025-08-24T00:00:00,118.000,81.000
