Matnr,Werks,Lvorm,Dismm,Dispo,Plifz,Webaz,Minbe,Eisbe,Bstmi,Bstma,Mabst
000000000030000063,4000,false,PD,007,30.000,3.000,0.000,0.000,1.708,10.250,0.000
000000000010000313,2000,false,VB,001,120.000,0.000,5.024,2.581,1.000,6.000,13.639
000000000010000314,4000,false,VB,007,72.000,0.000,3.025,2.198,1.000,2.500,8.003
000000000010000315,4000,false,VB,001,134.000,1.000,14.056,8.234,1.000,5.000,14.056
000000000010000316,1000,false,VB,001,163.000,3.000,5.640,3.169,1.000,2.000,5.640
000000000010000317,4000,false,VB,008,59.000,1.000,13.095,6.882,1.833,11.000,15.816
000000000010000317,1000,false,VB,010,59.000,3.000,2.042,1.022,1.000,4.250,7.900
000000000010000318,3000,false,VB,004,28.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000319,1000,false,VB,007,50.000,2.000,7.181,3.597,1.625,9.750,12.919
000000000010000319,4000,false,VB,001,50.000,3.000,8.798,4.556,1.583,9.500,17.381
000000000030000064,4000,false,ND,002,27.000,1.000,0.000,0.000,1.000,4.250,0.000
000000000030000064,1000,false,PD,007,27.000,1.000,0.000,0.000,2.125,12.750,0.000
000000000010000320,3000,false,VB,002,57.000,0.000,0.248,0.195,1.000,1.000,0.622
000000000010000320,2000,false,VB,007,57.000,3.000,1.928,1.295,1.000,1.500,2.029
000000000030000065,4000,false,PD,003,50.000,1.000,0.000,0.000,1.000,5.750,0.000
000000000010000321,1000,false,VB,006,37.000,3.000,1.425,0.890,1.000,3.000,3.985
000000000010000322,1000,false,VB,002,85.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000030000066,3000,false,ND,009,12.000,0.000,0.000,0.000,1.708,10.250,0.000
000000000010000323,1000,false,VB,007,53.000,3.000,2.012,0.966,1.167,7.000,12.648
000000000010000324,3000,false,VB,002,11.000,2.000,0.393,0.366,1.000,1.000,0.869
000000000030000067,1000,false,ND,002,44.000,3.000,0.000,0.000,2.875,17.250,0.000
000000000010000325,3000,false,VB,003,36.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010000326,4000,false,VB,001,147.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000327,4000,false,VB,008,98.000,2.000,9.765,7.063,1.000,3.000,9.765
000000000030000068,1000,false,PD,007,74.000,1.000,0.000,0.000,1.917,11.500,0.000
000000000010000328,4000,false,VB,006,60.000,3.000,21.878,3.709,8.833,53.000,62.642
000000000010000329,1000,false,VB,006,47.000,2.000,40.930,7.687,31.042,186.250,179.599
000000000030000069,3000,false,PD,006,32.000,2.000,0.000,0.000,1.042,6.250,0.000
000000000030000069,4000,false,ND,002,32.000,0.000,0.000,0.000,2.208,13.250,0.000
000000000010000330,4000,false,VB,006,11.000,1.000,3.404,2.390,1.958,11.750,7.325
000000000010000330,2000,false,VB,003,11.000,0.000,0.906,0.672,1.000,4.750,5.477
000000000010000331,4000,false,VB,006,129.000,3.000,8.513,4.238,1.000,3.500,8.513
000000000010000332,3000,false,VB,010,28.000,2.000,0.416,0.310,1.000,1.000,1.080
000000000010000333,3000,false,VB,009,39.000,3.000,1.104,0.880,1.000,1.000,1.547
000000000080000076,1000,false,VB,001,8.000,1.000,2.325,1.825,1.375,8.250,7.858
000000000010000334,2000,false,VB,007,59.000,3.000,8.951,6.329,1.208,7.250,20.593
000000000010000334,1000,false,VB,006,59.000,2.000,10.245,6.945,1.833,11.000,18.344
000000000010000335,2000,false,VB,008,115.000,0.000,12.815,6.253,1.167,7.000,20.730
000000000090000016,4000,false,ND,007,22.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000010000336,2000,false,VB,002,80.000,3.000,1.005,0.647,1.000,1.000,1.850
000000000030000070,1000,false,ND,006,103.000,3.000,0.000,0.000,1.250,7.500,0.000
000000000010000337,1000,false,VB,007,14.000,3.000,1.895,1.419,1.000,5.250,3.496
000000000080000077,2000,false,VB,006,27.000,2.000,5.832,4.284,1.417,8.500,14.675
000000000030000071,3000,false,PD,008,37.000,3.000,0.000,0.000,1.875,11.250,0.000
000000000010000338,4000,false,VB,004,38.000,0.000,58.791,10.660,41.500,249.000,334.897
000000000010000338,1000,false,VB,003,38.000,2.000,44.214,7.420,20.042,120.250,114.752
000000000080000078,4000,false,VB,003,33.000,0.000,4.949,3.086,1.125,6.750,8.758
000000000010000339,4000,false,VB,001,34.000,2.000,0.446,0.283,1.000,1.500,1.836
000000000010000340,3000,false,VB,006,59.000,1.000,3.338,1.859,1.000,4.250,4.417
000000000010000341,3000,false,VB,008,22.000,3.000,48.429,10.359,30.125,180.750,201.459
000000000010000341,4000,false,VB,007,22.000,0.000,13.808,3.428,12.750,76.500,44.512
000000000010000342,1000,false,VB,001,60.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000342,3000,false,VB,008,60.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000343,1000,false,VB,009,0.000,2.000,53.927,8.538,30.375,182.250,118.989
000000000010000344,4000,false,VB,009,111.000,2.000,6.940,3.585,1.000,3.500,6.940
000000000010000345,4000,false,VB,006,14.000,3.000,3.477,2.136,1.708,10.250,5.184
000000000010000346,4000,false,VB,005,11.000,2.000,3.638,3.011,1.042,6.250,5.758
000000000080000079,2000,false,VB,001,55.000,1.000,7.516,3.417,1.542,9.250,11.284
000000000080000079,4000,false,VB,009,55.000,2.000,6.648,3.590,1.208,7.250,7.303
000000000010000347,4000,false,VB,006,66.000,1.000,0.634,0.553,1.000,1.000,0.634
000000000010000347,3000,false,VB,009,66.000,1.000,1.617,1.278,1.000,1.500,3.860
000000000010000348,3000,false,VB,001,30.000,2.000,21.000,4.466,27.042,162.250,119.339
000000000010000349,4000,false,VB,007,126.000,0.000,73.225,14.470,12.792,76.750,177.326
000000000030000072,4000,false,PD,001,38.000,0.000,0.000,0.000,1.833,11.000,0.000
000000000010000350,2000,false,VB,004,132.000,1.000,13.436,6.079,2.083,12.500,36.384
000000000010000351,3000,false,VB,004,46.000,0.000,46.016,11.350,36.125,216.750,277.596
000000000010000352,1000,false,VB,001,8.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000353,3000,false,VB,006,42.000,3.000,3.511,2.497,1.000,5.500,5.668
000000000010000354,2000,false,VB,003,49.000,3.000,0.865,0.704,1.000,1.000,1.006
000000000030000073,4000,false,ND,002,40.000,2.000,0.000,0.000,1.417,8.500,0.000
000000000030000073,3000,false,ND,003,40.000,1.000,0.000,0.000,1.125,6.750,0.000
000000000010000355,4000,false,VB,005,139.000,3.000,64.690,9.501,23.500,141.000,294.432
000000000010000356,2000,false,VB,003,63.000,2.000,66.468,18.502,18.583,111.500,151.263
000000000010000357,4000,false,VB,007,26.000,0.000,5.736,3.971,1.958,11.750,9.364
000000000010000358,4000,false,VB,009,41.000,1.000,3.941,2.008,1.500,9.000,8.396
000000000010000359,2000,false,VB,002,236.000,0.000,10.099,3.510,1.000,4.000,14.922
000000000010000360,2000,false,VB,007,46.000,3.000,95.554,15.490,32.708,196.250,232.603
000000000010000360,1000,false,VB,010,46.000,0.000,46.967,6.319,27.500,165.000,190.905
000000000010000361,1000,false,VB,002,133.000,1.000,122.026,15.520,19.750,118.500,122.026
000000000030000074,4000,false,ND,002,87.000,3.000,0.000,0.000,1.000,3.500,0.000
000000000030000074,2000,false,PD,008,87.000,0.000,0.000,0.000,1.583,9.500,0.000
000000000010000362,4000,false,VB,008,31.000,1.000,53.540,16.202,24.875,149.250,172.370
000000000010000363,3000,false,VB,010,60.000,0.000,75.854,18.717,33.042,198.250,263.077
000000000010000364,1000,false,VB,005,35.000,1.000,0.576,0.448,1.000,1.000,2.027
000000000010000365,4000,false,VB,002,53.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000366,1000,false,VB,007,22.000,3.000,2.189,1.264,1.750,10.500,12.208
000000000010000367,4000,false,VB,001,149.000,3.000,7.889,4.447,1.625,9.750,18.823
000000000010000367,1000,false,VB,003,149.000,3.000,2.630,1.507,1.000,3.000,5.504
000000000010000368,2000,false,VB,005,25.000,2.000,0.739,0.563,1.000,3.000,3.776
000000000080000080,4000,false,VB,009,35.000,1.000,1.198,0.865,1.000,2.000,3.573
000000000010000369,1000,false,VB,001,137.000,2.000,72.942,8.236,31.583,189.500,309.590
000000000010000369,4000,false,VB,004,137.000,1.000,47.908,5.644,10.583,63.500,87.288
000000000010000370,3000,false,VB,010,76.000,3.000,151.712,34.401,28.292,169.750,316.320
000000000030000075,4000,false,ND,009,54.000,3.000,0.000,0.000,2.000,12.000,0.000
000000000080000081,4000,false,VB,008,11.000,3.000,1.192,0.947,1.667,10.000,7.072
000000000080000081,3000,false,VB,003,11.000,1.000,1.375,1.149,1.000,4.750,3.406
000000000010000371,3000,false,VB,003,53.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000030000076,2000,false,PD,007,45.000,0.000,0.000,0.000,1.000,5.750,0.000
000000000030000077,1000,false,PD,001,41.000,0.000,0.000,0.000,2.583,15.500,0.000
000000000010000372,2000,false,VB,006,101.000,2.000,12.796,6.839,1.167,7.000,18.077
000000000080000082,4000,false,VB,005,38.000,3.000,3.046,1.872,1.000,3.250,3.703
000000000010000373,4000,false,VB,007,26.000,1.000,2.031,1.191,1.333,8.000,11.749
000000000010000374,4000,false,VB,006,9.000,2.000,2.312,1.583,2.083,12.500,11.377
000000000010000374,2000,false,VB,002,9.000,2.000,0.957,0.706,1.000,3.750,2.493
000000000080000083,1000,false,VB,003,56.000,0.000,8.810,5.270,1.958,11.750,13.421
000000000080000083,3000,false,VB,004,56.000,3.000,4.598,3.122,1.000,3.500,4.598
000000000010000375,4000,false,VB,004,48.000,0.000,0.456,0.315,1.000,1.000,1.627
000000000080000084,4000,false,VB,009,56.000,1.000,13.798,8.317,2.000,12.000,15.606
000000000010000376,2000,false,VB,004,227.000,3.000,8.208,4.087,1.000,4.500,9.624
000000000010000377,1000,false,VB,006,85.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000378,2000,false,VB,004,68.000,0.000,0.940,0.593,1.000,1.250,2.370
000000000090000017,4000,false,ND,001,47.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000080000085,3000,false,VB,005,38.000,1.000,8.674,6.339,1.083,6.500,8.674
000000000080000086,1000,false,VB,004,18.000,1.000,1.302,0.872,1.000,6.000,6.904
000000000010000379,3000,false,VB,006,10.000,3.000,0.086,0.077,1.000,1.000,0.335
000000000010000379,4000,false,VB,007,10.000,2.000,0.304,0.245,1.000,1.000,1.042
000000000080000087,3000,false,VB,007,104.000,3.000,11.404,7.420,1.083,6.500,24.490
000000000030000078,4000,false,ND,005,57.000,1.000,0.000,0.000,1.000,5.500,0.000
000000000030000079,4000,false,PD,008,86.000,0.000,0.000,0.000,1.458,8.750,0.000
000000000010000380,2000,false,VB,003,213.000,1.000,18.605,8.229,1.000,6.000,24.067
000000000010000380,4000,false,VB,006,213.000,0.000,23.190,8.825,1.250,7.500,23.190
000000000010000381,1000,false,VB,010,35.000,1.000,59.137,12.705,23.000,138.000,120.299
000000000010000382,2000,false,VB,008,58.000,1.000,6.005,3.822,1.583,9.500,13.943
000000000010000383,3000,false,VB,003,20.000,1.000,47.326,12.165,37.417,224.500,206.747
000000000010000384,1000,false,VB,001,45.000,3.000,5.875,3.423,1.250,7.500,11.469
000000000030000080,4000,false,PD,005,23.000,1.000,0.000,0.000,1.625,9.750,0.000
000000000030000080,3000,false,PD,006,23.000,3.000,0.000,0.000,1.417,8.500,0.000
000000000030000081,4000,false,ND,010,27.000,3.000,0.000,0.000,2.042,12.250,0.000
000000000010000385,2000,false,VB,006,41.000,2.000,79.437,14.433,35.833,215.000,287.887
000000000010000385,3000,false,VB,003,41.000,1.000,17.346,3.490,21.042,126.250,77.906
000000000080000088,1000,false,VB,007,27.000,0.000,2.227,1.704,1.000,3.000,2.421
000000000030000082,1000,false,PD,008,137.000,3.000,0.000,0.000,1.667,10.000,0.000
000000000010000386,4000,false,VB,001,170.000,2.000,29.631,13.320,1.625,9.750,30.819
000000000010000387,2000,false,VB,006,17.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010000387,4000,false,VB,010,17.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000080000089,1000,false,VB,008,73.000,1.000,6.391,4.363,1.000,3.750,9.228
000000000030000083,1000,false,PD,002,14.000,3.000,0.000,0.000,1.125,6.750,0.000
000000000090000018,2000,false,ND,003,28.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010000388,4000,false,VB,006,41.000,3.000,1.327,0.812,1.000,1.500,1.327
000000000080000090,3000,false,VB,007,20.000,1.000,1.206,0.920,1.000,4.250,5.589
000000000010000389,1000,false,VB,009,147.000,1.000,11.921,7.153,1.708,10.250,34.488
000000000010000390,3000,false,VB,003,52.000,3.000,1.110,0.824,1.000,1.000,1.295
000000000030000084,4000,false,PD,003,42.000,3.000,0.000,0.000,1.333,8.000,0.000
000000000030000084,3000,false,ND,006,0.000,3.000,0.000,0.000,2.667,16.000,0.000
000000000010000391,4000,false,VB,007,78.000,3.000,6.366,3.234,1.000,4.750,8.739
000000000030000085,3000,false,ND,003,55.000,2.000,0.000,0.000,1.333,8.000,0.000
000000000010000392,2000,false,VB,009,122.000,3.000,25.749,9.403,2.500,15.000,26.739
000000000010000393,2000,false,VB,010,64.000,2.000,5.856,3.519,1.208,7.250,14.752
000000000010000394,4000,false,VB,009,55.000,0.000,24.665,3.614,10.583,63.500,38.445
000000000010000395,2000,false,VB,005,14.000,0.000,1.349,1.094,1.000,3.000,4.268
000000000010000396,3000,false,VB,007,136.000,0.000,6.377,3.488,1.000,2.500,6.377
000000000090000019,2000,false,ND,002,14.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010000397,4000,false,VB,010,15.000,0.000,2.567,1.958,2.083,12.500,18.245
000000000010000398,3000,false,VB,006,117.000,0.000,7.933,4.768,1.000,3.250,11.824
000000000010000398,4000,false,VB,002,117.000,1.000,29.758,17.830,1.875,11.250,40.466
000000000010000399,2000,false,VB,008,45.000,3.000,9.307,6.383,1.125,6.750,9.307
000000000010000399,4000,false,VB,001,45.000,1.000,5.031,3.550,1.125,6.750,13.061
000000000010000400,2000,false,VB,004,125.000,0.000,6.324,3.349,1.000,2.750,6.324
000000000010000400,3000,false,VB,008,125.000,2.000,5.796,2.580,1.000,3.750,5.796
000000000080000091,4000,false,VB,002,57.000,3.000,4.565,2.744,1.250,7.500,17.116
000000000010000401,3000,false,VB,004,10.000,2.000,0.548,0.441,1.000,2.000,1.532
000000000010000402,2000,false,VB,002,85.000,0.000,2.747,1.879,1.000,1.250,2.747
000000000010000402,4000,false,VB,004,85.000,0.000,16.584,8.630,2.000,12.000,26.753
000000000010000403,4000,false,VB,001,105.000,2.000,119.968,11.873,42.417,254.500,403.176
000000000010000403,1000,false,VB,006,105.000,2.000,73.347,11.887,12.167,73.000,148.149
000000000030000086,2000,false,ND,007,37.000,2.000,0.000,0.000,1.000,4.250,0.000
000000000010000404,2000,false,VB,008,57.000,3.000,7.213,3.843,1.542,9.250,10.502
000000000010000404,4000,false,VB,007,57.000,0.000,1.830,0.970,1.000,4.750,9.540
000000000010000405,1000,false,VB,010,45.000,2.000,83.568,13.587,27.167,163.000,105.602
000000000010000406,2000,false,VB,008,76.000,3.000,1.594,0.984,1.000,1.250,2.986
000000000080000092,3000,false,VB,003,30.000,1.000,2.084,1.440,1.000,4.250,4.202
000000000010000407,2000,false,VB,002,37.000,2.000,44.435,11.881,16.917,101.500,62.012
000000000010000408,2000,false,VB,010,148.000,0.000,7.106,3.227,1.000,4.500,12.365
000000000010000408,4000,false,VB,003,148.000,1.000,11.666,5.404,1.000,4.500,15.369
000000000090000020,1000,false,ND,008,57.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010000409,1000,false,VB,006,60.000,3.000,4.548,2.639,1.958,11.750,25.557
000000000010000409,4000,false,VB,007,60.000,3.000,13.165,6.882,1.917,11.500,19.287
000000000010000410,3000,false,VB,005,48.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000090000021,2000,false,ND,007,53.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000080000093,4000,false,VB,006,123.000,2.000,32.460,19.730,1.958,11.750,32.460
000000000080000094,2000,false,VB,004,142.000,3.000,15.099,8.972,1.000,5.500,15.099
000000000030000087,2000,false,PD,005,77.000,1.000,0.000,0.000,1.333,8.000,0.000
000000000080000095,4000,false,VB,009,59.000,0.000,6.317,3.818,1.833,11.000,23.293
000000000080000095,1000,false,VB,005,59.000,0.000,13.873,9.040,1.750,10.500,16.002
000000000010000411,1000,false,VB,005,52.000,0.000,30.436,5.158,11.125,66.750,55.212
000000000010000412,1000,false,VB,008,25.000,3.000,27.110,6.055,18.292,109.750,125.938
000000000010000412,4000,false,VB,009,25.000,0.000,40.706,8.534,37.708,226.250,227.952
000000000010000413,3000,false,VB,009,22.000,1.000,0.799,0.527,1.000,1.750,2.309
000000000010000414,4000,false,VB,003,55.000,0.000,115.241,33.358,30.958,185.750,132.970
000000000030000088,4000,false,ND,004,13.000,0.000,0.000,0.000,1.125,6.750,0.000
000000000010000415,2000,false,VB,006,109.000,0.000,13.993,7.193,1.417,8.500,13.993
000000000010000416,1000,false,VB,006,31.000,3.000,91.050,35.468,36.167,217.000,134.025
000000000010000416,2000,false,VB,006,31.000,3.000,78.997,26.064,31.958,191.750,128.350
000000000010000417,3000,false,VB,010,30.000,0.000,3.424,1.720,2.292,13.750,20.264
000000000030000089,2000,false,PD,010,16.000,3.000,0.000,0.000,1.583,9.500,0.000
000000000030000089,4000,false,ND,009,16.000,0.000,0.000,0.000,1.625,9.750,0.000
000000000090000022,3000,false,ND,009,41.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000010000418,4000,false,VB,006,20.000,0.000,0.944,0.654,1.000,3.000,4.274
000000000010000418,1000,false,VB,006,20.000,0.000,1.079,0.836,1.000,1.500,2.153
000000000010000419,2000,false,VB,008,37.000,3.000,4.591,3.175,2.042,12.250,13.367
000000000010000420,3000,false,VB,004,73.000,1.000,0.726,0.452,1.000,1.250,3.243
000000000010000420,1000,false,VB,007,73.000,0.000,2.335,1.721,1.000,1.000,2.385
000000000010000421,2000,false,VB,008,87.000,2.000,5.737,3.735,1.125,6.750,22.007
000000000010000421,4000,false,VB,009,87.000,3.000,10.101,5.874,1.208,7.250,12.539
000000000080000096,2000,false,VB,008,84.000,2.000,9.317,6.712,1.000,5.000,10.933
000000000010000422,3000,false,VB,005,13.000,3.000,4.093,2.997,2.125,12.750,16.416
000000000010000423,3000,false,VB,007,79.000,2.000,2.752,1.725,1.000,2.250,5.406
000000000010000423,4000,false,VB,006,79.000,2.000,2.190,1.571,1.000,1.250,2.735
000000000010000424,2000,false,VB,009,24.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000425,4000,false,VB,008,232.000,3.000,8.526,3.423,1.000,4.000,17.267
000000000010000426,1000,false,VB,006,48.000,2.000,2.473,1.093,2.083,12.500,9.211
000000000010000427,2000,false,VB,005,40.000,0.000,68.998,12.607,33.000,198.000,188.326
000000000010000428,4000,false,VB,008,27.000,1.000,0.636,0.509,1.000,1.000,1.113
000000000010000428,2000,false,VB,006,27.000,0.000,2.808,2.181,1.000,2.500,3.285
000000000010000429,4000,false,VB,001,20.000,3.000,23.245,7.031,26.792,160.750,78.518
000000000010000430,4000,false,VB,010,149.000,3.000,8.063,4.800,1.000,4.250,15.760
000000000010000431,1000,false,VB,004,18.000,1.000,8.088,1.591,8.958,53.750,28.684
000000000010000432,4000,false,VB,006,9.000,2.000,2.844,2.269,2.167,13.000,14.515
000000000030000090,4000,false,PD,010,31.000,2.000,0.000,0.000,1.208,7.250,0.000
000000000030000090,3000,false,ND,008,31.000,1.000,0.000,0.000,1.417,8.500,0.000
000000000010000433,1000,false,VB,008,239.000,2.000,12.309,4.518,1.000,3.750,12.309
000000000010000434,3000,false,VB,005,48.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000435,1000,false,VB,004,27.000,3.000,4.629,2.729,1.625,9.750,6.267
000000000010000435,3000,false,VB,001,27.000,1.000,1.814,1.072,1.208,7.250,10.261
000000000010000436,2000,false,VB,003,49.000,0.000,62.719,9.211,26.958,161.750,156.376
000000000010000437,4000,false,VB,005,13.000,3.000,9.233,3.502,25.542,153.250,158.598
000000000030000091,1000,false,PD,009,117.000,3.000,0.000,0.000,1.000,1.750,0.000
000000000010000438,3000,false,VB,008,10.000,1.000,0.183,0.157,1.000,1.000,0.573
000000000010000438,4000,false,VB,006,10.000,1.000,0.136,0.113,1.000,1.000,0.901
000000000010000439,2000,false,VB,004,32.000,3.000,3.614,1.636,1.708,10.250,9.973
000000000010000440,1000,false,VB,004,10.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000030000092,2000,false,ND,005,11.000,2.000,0.000,0.000,1.167,7.000,0.000
000000000010000441,2000,false,VB,002,137.000,2.000,18.736,10.507,1.125,6.750,18.736
000000000080000097,3000,false,VB,004,21.000,1.000,1.932,1.304,1.000,4.750,4.251
000000000080000097,4000,false,VB,004,21.000,2.000,1.810,1.176,1.000,5.000,7.376
000000000010000442,4000,false,VB,007,128.000,1.000,13.941,10.330,1.000,4.000,13.941
000000000010000443,3000,false,VB,001,149.000,0.000,17.460,5.030,1.625,9.750,22.868
000000000010000444,4000,false,VB,001,10.000,0.000,0.263,0.206,1.000,1.250,1.018
000000000010000445,2000,false,VB,009,235.000,1.000,12.674,4.938,1.750,10.500,44.017
000000000010000446,3000,false,VB,010,49.000,2.000,82.064,24.078,20.792,124.750,123.190
000000000010000446,1000,false,VB,005,49.000,0.000,53.319,11.827,18.917,113.500,147.752
000000000030000093,1000,false,PD,008,55.000,2.000,0.000,0.000,1.000,2.000,0.000
000000000080000098,1000,false,VB,007,74.000,2.000,8.260,5.464,1.375,8.250,22.726
000000000010000447,1000,false,VB,006,40.000,2.000,3.053,2.110,1.042,6.250,11.418
000000000010000448,2000,false,VB,003,7.000,0.000,1.515,1.285,1.000,4.500,2.611
000000000010000448,1000,false,VB,006,7.000,0.000,1.596,1.310,1.417,8.500,9.884
000000000010000449,4000,false,VB,003,167.000,3.000,3.213,1.451,1.000,3.250,11.925
000000000010000449,2000,false,VB,001,167.000,0.000,4.489,2.407,1.000,2.250,7.719
000000000030000094,3000,false,PD,004,95.000,0.000,0.000,0.000,1.458,8.750,0.000
000000000010000450,1000,false,VB,007,58.000,2.000,10.302,5.705,1.375,8.250,15.803
000000000090000023,4000,false,ND,010,43.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000010000451,2000,false,VB,010,40.000,1.000,55.727,9.032,27.708,166.250,103.028
000000000030000095,4000,false,PD,005,67.000,1.000,0.000,0.000,1.000,3.750,0.000
000000000010000452,4000,false,VB,004,51.000,1.000,74.962,9.406,33.333,200.000,138.999
000000000010000453,4000,false,VB,001,64.000,2.000,8.256,5.603,1.000,5.750,15.941
000000000010000453,1000,false,VB,004,64.000,1.000,18.236,11.692,1.875,11.250,18.513
000000000010000454,2000,false,VB,009,35.000,1.000,3.593,2.565,1.000,5.250,10.180
000000000080000099,4000,false,VB,006,12.000,3.000,2.071,1.552,1.000,6.000,3.667
000000000010000455,2000,false,VB,004,67.000,0.000,7.788,5.314,1.000,3.750,7.788
000000000010000456,3000,false,VB,001,82.000,3.000,4.774,2.861,1.208,7.250,12.259
000000000010000457,3000,false,VB,003,138.000,1.000,11.660,6.213,1.000,5.250,11.660
000000000010000458,4000,false,VB,010,36.000,2.000,5.475,3.940,1.208,7.250,9.874
000000000010000458,2000,false,VB,001,36.000,2.000,1.446,1.003,1.000,4.500,4.304
000000000010000459,4000,false,VB,007,50.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000080000100,2000,false,VB,010,101.000,2.000,19.389,11.930,1.542,9.250,19.389
000000000080000100,3000,false,VB,006,101.000,3.000,6.531,4.139,1.000,4.750,15.001
000000000010000460,1000,false,VB,002,56.000,3.000,10.271,5.494,1.542,9.250,12.456
000000000010000461,3000,false,VB,010,48.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010000462,4000,false,VB,010,232.000,3.000,16.363,4.397,1.875,11.250,39.087
000000000010000463,3000,false,VB,010,94.000,3.000,20.155,14.214,1.333,8.000,20.155
000000000030000096,1000,false,ND,008,19.000,3.000,0.000,0.000,1.000,4.250,0.000
000000000010000464,2000,false,VB,002,16.000,1.000,0.641,0.459,1.000,1.500,2.012
000000000030000097,2000,false,PD,008,85.000,1.000,0.000,0.000,1.125,6.750,0.000
000000000010000465,4000,false,VB,005,233.000,2.000,8.024,2.293,1.167,7.000,25.332
000000000010000466,1000,false,VB,002,93.000,3.000,15.587,9.641,1.208,7.250,19.958
000000000010000467,1000,false,VB,007,96.000,1.000,7.366,4.397,1.167,7.000,14.816
000000000010000468,3000,false,VB,003,140.000,1.000,23.960,12.524,1.458,8.750,30.688
000000000010000469,3000,false,VB,003,79.000,3.000,142.282,28.530,34.875,209.250,241.847
000000000030000098,3000,false,ND,010,22.000,1.000,0.000,0.000,1.417,8.500,0.000
000000000030000098,1000,false,PD,004,22.000,2.000,0.000,0.000,1.000,3.250,0.000
000000000010000470,4000,false,VB,005,46.000,3.000,3.236,2.063,1.042,6.250,10.676
000000000010000471,1000,false,VB,008,40.000,2.000,24.643,5.574,29.583,177.500,206.205
000000000090000024,4000,false,ND,008,36.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000090000024,2000,false,ND,003,36.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000010000472,3000,false,VB,006,39.000,1.000,47.441,9.454,21.042,126.250,130.483
000000000010000473,2000,false,VB,009,134.000,3.000,4.340,1.754,1.000,2.750,6.925
000000000010000473,4000,false,VB,010,134.000,1.000,2.249,0.955,1.000,2.500,4.808
000000000080000101,2000,false,VB,001,20.000,0.000,2.844,1.678,1.875,11.250,12.792
000000000010000474,2000,false,VB,010,26.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010000475,1000,false,VB,006,86.000,0.000,3.263,2.231,1.000,1.500,4.859
000000000030000099,1000,false,PD,003,51.000,2.000,0.000,0.000,1.042,6.250,0.000
000000000080000102,1000,false,VB,007,27.000,1.000,3.336,2.542,1.333,8.000,10.067
000000000080000103,2000,false,VB,010,24.000,3.000,5.983,3.694,2.000,12.000,17.504
000000000030000100,3000,false,PD,006,20.000,1.000,0.000,0.000,1.125,6.750,0.000
000000000010000476,4000,false,VB,009,27.000,3.000,21.868,4.766,18.167,109.000,129.632
000000000090000025,3000,false,ND,009,45.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000090000026,2000,false,ND,007,44.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000010000477,2000,false,VB,008,207.000,2.000,9.740,3.532,1.333,8.000,23.809
000000000010000478,2000,false,VB,008,94.000,3.000,8.822,5.040,1.917,11.500,15.507
000000000030000101,4000,false,ND,001,40.000,2.000,0.000,0.000,1.208,7.250,0.000
000000000030000102,1000,false,ND,007,38.000,2.000,0.000,0.000,1.000,4.000,0.000
000000000030000102,4000,false,PD,007,38.000,0.000,0.000,0.000,1.000,5.500,0.000
000000000030000103,4000,false,ND,008,146.000,3.000,0.000,0.000,1.667,10.000,0.000
000000000010000479,4000,false,VB,006,38.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000080000104,3000,false,VB,008,63.000,0.000,10.941,7.981,1.000,6.000,11.115
000000000080000104,2000,false,VB,009,63.000,0.000,11.298,7.202,1.792,10.750,11.982
000000000010000480,1000,false,VB,004,20.000,2.000,0.568,0.440,1.000,1.500,2.032
000000000010000480,3000,false,VB,009,20.000,1.000,0.321,0.249,1.000,1.000,0.765
000000000010000481,4000,false,VB,008,32.000,1.000,1.916,1.210,1.042,6.250,5.232
