Matnr,Lvorm,Mtart,Matkl,Bismt,Meins,Mstae,Sernp
000000000080000074,false,ERSA,MECH-PUMP,,EA,,Z00R
000000000080000075,false,ERSA,MILL-LINR,,EA,,
000000000010000305,false,ERSA,ELEC-MOTR,,EA,,
000000000010000306,false,HIBE,CONV-COMP,ELL926769,EA,,
000000000010000307,false,ERSA,MECH-PUMP,,EA,,
000000000010000308,false,ERSA,HYDR-ASSY,,EA,,
000000000010000309,false,ERSA,HYDR-ASSY,,EA,,
000000000010000310,false,ERSA,INST-XMTR,,EA,,
000000000030000062,false,ERSA,MILL-LINR,,EA,,
000000000010000311,false,ERSA,HYDR-ASSY,ELL835485,EA,,
000000000010000312,false,ERSA,HYDR-ASSY,,EA,,
000000000030000063,false,ERSA,HYDR-ASSY,ELL987165,EA,,
000000000010000313,false,ERSA,CONV-COMP,,EA,,
000000000010000314,false,ERSA,INST-XMTR,,EA,,
000000000010000315,false,HIBE,CONV-COMP,ELL725667,EA,,
000000000010000316,false,HIBE,ELEC-MOTR,,EA,,
000000000010000317,false,ERSA,INST-XMTR,,EA,,
000000000010000318,false,ERSA,MECH-SEAL,,EA,,
000000000010000319,false,ERSA,MECH-PUMP,,EA,,
000000000030000064,false,ERSA,INST-XMTR,,EA,,
000000000010000320,false,ERSA,ELEC-MOTR,,EA,,
000000000030000065,false,ERSA,MECH-GBOX,,EA,,
000000000010000321,false,ERSA,CONV-COMP,ELL378017,EA,,
000000000010000322,false,ERSA,ELEC-CTRL,,EA,,
000000000030000066,false,ERSA,INST-XMTR,,EA,,
000000000010000323,false,ERSA,MECH-PUMP,,EA,,
000000000010000324,false,ERSA,MECH-SEAL,,EA,,
000000000030000067,false,ERSA,MECH-PUMP,ELL851280,EA,,
000000000010000325,false,ERSA,MILL-LINR,ELL939091,EA,,
000000000010000326,false,ERSA,MECH-BRG,,EA,,
000000000010000327,false,ERSA,ELEC-MOTR,ELL187785,EA,,
000000000030000068,false,ERSA,MILL-LINR,,EA,,
000000000010000328,false,HIBE,HYDR-ASSY,,EA,,
000000000010000329,false,ERSA,MECH-GBOX,ELL865621,EA,,
000000000030000069,false,ERSA,HYDR-ASSY,,EA,,
000000000010000330,false,ERSA,MECH-GBOX,,EA,,
000000000010000331,false,ERSA,ELEC-MOTR,ELL566554,EA,,
000000000010000332,false,ERSA,MECH-BRG,,EA,,
000000000010000333,false,ERSA,INST-XMTR,ELL656692,EA,,
000000000080000076,false,ERSA,ELEC-CTRL,,EA,,Z00R
000000000010000334,false,ERSA,MECH-GBOX,,EA,,
000000000010000335,false,HIBE,MECH-SEAL,ELL500604,EA,,
000000000090000016,false,ERSA,CONV-COMP,,EA,01,
000000000010000336,false,ERSA,MECH-BRG,,EA,,
000000000030000070,false,ERSA,MECH-SEAL,ELL510265,EA,,
000000000010000337,false,ERSA,ELEC-MOTR,,EA,,
000000000080000077,false,ERSA,MECH-BRG,,EA,,
000000000030000071,false,ERSA,HYDR-ASSY,,EA,,
000000000010000338,false,ERSA,MECH-GBOX,ELL923472,EA,,
000000000080000078,false,ERSA,MILL-LINR,ELL684194,EA,,0001
000000000010000339,false,ERSA,INST-XMTR,,EA,,
000000000010000340,false,HIBE,INST-XMTR,ELL660520,EA,,
000000000010000341,false,ERSA,MILL-LINR,,EA,,
000000000010000342,false,HIBE,HYDR-ASSY,,EA,,
000000000010000343,false,ERSA,MECH-PUMP,ELL919871,EA,,
000000000010000344,false,ERSA,ELEC-MOTR,,EA,,
000000000010000345,false,ERSA,MECH-BRG,,EA,,
000000000010000346,false,ERSA,MECH-GBOX,,EA,,
000000000080000079,false,ERSA,MECH-SEAL,,EA,,0001
000000000010000347,false,ERSA,MECH-GBOX,,EA,,
000000000010000348,false,ERSA,MECH-SEAL,ELL160611,EA,,
000000000010000349,false,ERSA,INST-XMTR,,EA,,
000000000030000072,false,ERSA,MECH-SEAL,,EA,,
000000000010000350,false,ERSA,MECH-SEAL,,EA,,
000000000010000351,false,ERSA,ELEC-CTRL,,EA,,
000000000010000352,false,ERSA,HYDR-ASSY,,EA,,
000000000010000353,false,ERSA,MILL-LINR,,EA,,
000000000010000354,false,ERSA,MECH-GBOX,,EA,,
000000000030000073,false,ERSA,MECH-PUMP,ELL751935,EA,,
000000000010000355,false,HIBE,MILL-LINR,,EA,,
000000000010000356,false,ERSA,MECH-GBOX,,EA,,
000000000010000357,false,ERSA,INST-XMTR,,EA,,
000000000010000358,false,ERSA,MECH-GBOX,,EA,,
000000000010000359,false,ERSA,MILL-LINR,ELL594616,EA,,
000000000010000360,false,ERSA,ELEC-CTRL,,EA,,
000000000010000361,false,ERSA,MECH-BRG,ELL853755,EA,,
000000000030000074,false,ERSA,ELEC-CTRL,,EA,,
000000000010000362,false,ERSA,MILL-LINR,,EA,,
000000000010000363,false,ERSA,INST-XMTR,,EA,,
000000000010000364,false,ERSA,INST-XMTR,,EA,,
000000000010000365,false,ERSA,INST-XMTR,,EA,,
000000000010000366,false,ERSA,INST-XMTR,,EA,,
000000000010000367,false,ERSA,ELEC-CTRL,,EA,,
000000000010000368,false,ERSA,ELEC-MOTR,,EA,,
000000000080000080,false,ERSA,ELEC-CTRL,,EA,,
000000000010000369,false,ERSA,HYDR-ASSY,,EA,,
000000000010000370,false,ERSA,MECH-BRG,ELL583091,EA,,
000000000030000075,false,ERSA,HYDR-ASSY,,EA,,
000000000080000081,false,ERSA,INST-XMTR,,EA,,
000000000010000371,false,ERSA,MECH-BRG,,EA,,
000000000030000076,false,ERSA,CONV-COMP,,EA,,
000000000030000077,false,ERSA,MECH-SEAL,,EA,,
000000000010000372,false,ERSA,MECH-GBOX,ELL267082,EA,,
000000000080000082,false,ERSA,MECH-PUMP,,EA,,0001
000000000010000373,false,ERSA,HYDR-ASSY,,EA,,
000000000010000374,false,ERSA,HYDR-ASSY,,EA,,
000000000080000083,false,ERSA,ELEC-MOTR,ELL362683,EA,,
000000000010000375,false,ERSA,ELEC-MOTR,ELL220745,EA,,
000000000080000084,false,ERSA,CONV-COMP,,EA,,
000000000010000376,false,ERSA,MECH-PUMP,,EA,,
000000000010000377,false,HIBE,ELEC-MOTR,ELL342103,EA,,
000000000010000378,false,ERSA,MECH-BRG,ELL183331,EA,,
000000000090000017,false,ERSA,MECH-BRG,,EA,01,
000000000080000085,false,HIBE,MECH-SEAL,,EA,,
000000000080000086,false,HIBE,CONV-COMP,,EA,,
000000000010000379,false,ERSA,MILL-LINR,,EA,,
000000000080000087,false,ERSA,ELEC-MOTR,,EA,,
000000000030000078,false,ERSA,MECH-PUMP,,EA,,
000000000030000079,false,HIBE,HYDR-ASSY,,EA,,
000000000010000380,false,ERSA,MECH-BRG,,EA,,
000000000010000381,false,ERSA,CONV-COMP,,EA,,
000000000010000382,false,ERSA,MILL-LINR,,EA,,
000000000010000383,false,HIBE,ELEC-CTRL,,EA,,
000000000010000384,false,ERSA,MILL-LINR,ELL200703,EA,,
000000000030000080,false,ERSA,ELEC-MOTR,,EA,,
000000000030000081,false,ERSA,MECH-SEAL,,EA,,
000000000010000385,false,ERSA,HYDR-ASSY,,EA,,
000000000080000088,false,HIBE,INST-XMTR,,EA,,
000000000030000082,false,ERSA,CONV-COMP,ELL693535,EA,,
000000000010000386,false,HIBE,INST-XMTR,ELL760618,EA,,
000000000010000387,false,ERSA,CONV-COMP,,EA,,
000000000080000089,false,ERSA,CONV-COMP,,EA,,
000000000030000083,false,ERSA,ELEC-MOTR,ELL615989,EA,,
000000000090000018,false,ERSA,MILL-LINR,,EA,01,
000000000010000388,false,ERSA,CONV-COMP,ELL841101,EA,,
000000000080000090,false,ERSA,ELEC-CTRL,,EA,,
000000000010000389,false,ERSA,CONV-COMP,ELL731328,EA,,
000000000010000390,false,ERSA,ELEC-MOTR,,EA,,
000000000030000084,false,HIBE,CONV-COMP,ELL654725,EA,,
000000000010000391,false,ERSA,MECH-BRG,ELL138345,EA,,
000000000030000085,false,ERSA,MECH-BRG,,EA,,
000000000010000392,false,ERSA,CONV-COMP,,EA,,
000000000010000393,false,HIBE,ELEC-MOTR,,EA,,
000000000010000394,false,ERSA,ELEC-CTRL,,EA,,
000000000010000395,false,ERSA,MECH-SEAL,ELL137552,EA,,
000000000010000396,false,ERSA,MILL-LINR,,EA,,
000000000090000019,false,ERSA,MECH-BRG,,EA,01,
000000000010000397,false,ERSA,MILL-LINR,ELL140875,EA,,
000000000010000398,false,ERSA,MECH-PUMP,,EA,,
000000000010000399,false,ERSA,INST-XMTR,,EA,,
000000000010000400,false,ERSA,MECH-SEAL,,EA,,
000000000080000091,false,ERSA,ELEC-MOTR,,EA,,
000000000010000401,false,ERSA,ELEC-MOTR,,EA,,
000000000010000402,false,ERSA,MECH-BRG,,EA,,
000000000010000403,false,ERSA,MECH-PUMP,,EA,,
000000000030000086,false,HIBE,ELEC-CTRL,ELL252337,EA,,
000000000010000404,false,ERSA,CONV-COMP,,EA,,
000000000010000405,false,ERSA,HYDR-ASSY,,EA,,
000000000010000406,false,ERSA,CONV-COMP,ELL721640,EA,,
000000000080000092,false,ERSA,ELEC-MOTR,,EA,,
000000000010000407,false,ERSA,INST-XMTR,ELL719593,EA,,
000000000010000408,false,ERSA,ELEC-CTRL,,EA,,
000000000090000020,false,ERSA,MECH-GBOX,ELL362100,EA,01,
000000000010000409,false,ERSA,HYDR-ASSY,,EA,,
000000000010000410,false,HIBE,INST-XMTR,ELL794235,EA,,
000000000090000021,false,ERSA,ELEC-CTRL,ELL164630,EA,01,
000000000080000093,false,HIBE,MECH-GBOX,ELL282615,EA,,
000000000080000094,false,HIBE,MECH-BRG,ELL937055,EA,,0001
000000000030000087,false,ERSA,MECH-GBOX,,EA,,
000000000080000095,false,ERSA,INST-XMTR,ELL408433,EA,,0001
000000000010000411,false,ERSA,MILL-LINR,,EA,,
000000000010000412,false,ERSA,ELEC-CTRL,,EA,,
000000000010000413,false,ERSA,INST-XMTR,,EA,,
000000000010000414,false,ERSA,ELEC-CTRL,,EA,,
000000000030000088,false,ERSA,ELEC-CTRL,,EA,,
000000000010000415,false,ERSA,MECH-GBOX,,EA,,
000000000010000416,false,ERSA,MECH-BRG,,EA,,
000000000010000417,false,ERSA,CONV-COMP,,EA,,
000000000030000089,false,ERSA,MECH-BRG,ELL691046,EA,,
000000000090000022,false,ERSA,ELEC-CTRL,,EA,01,
000000000010000418,false,ERSA,HYDR-ASSY,ELL888538,EA,,
000000000010000419,false,ERSA,HYDR-ASSY,,EA,,
000000000010000420,false,ERSA,ELEC-CTRL,,EA,,
000000000010000421,false,HIBE,INST-XMTR,,EA,,
000000000080000096,false,ERSA,CONV-COMP,,EA,,
000000000010000422,false,ERSA,MILL-LINR,,EA,,
000000000010000423,false,ERSA,CONV-COMP,ELL469925,EA,,
000000000010000424,false,ERSA,INST-XMTR,,EA,,
000000000010000425,false,HIBE,ELEC-CTRL,,EA,,
000000000010000426,false,ERSA,CONV-COMP,,EA,,
000000000010000427,false,ERSA,ELEC-MOTR,ELL393622,EA,,
000000000010000428,false,HIBE,CONV-COMP,,EA,,
000000000010000429,false,ERSA,ELEC-MOTR,,EA,,
000000000010000430,false,ERSA,MECH-PUMP,,EA,,
000000000010000431,false,ERSA,MECH-GBOX,,EA,,
000000000010000432,false,HIBE,MECH-GBOX,,EA,,
000000000030000090,false,ERSA,HYDR-ASSY,ELL915856,EA,,
000000000010000433,false,ERSA,INST-XMTR,ELL901512,EA,,
000000000010000434,false,HIBE,INST-XMTR,,EA,,
000000000010000435,false,ERSA,MECH-GBOX,,EA,,
000000000010000436,false,ERSA,MILL-LINR,ELL372061,EA,,
000000000010000437,false,ERSA,MILL-LINR,ELL547928,EA,,
000000000030000091,false,ERSA,INST-XMTR,,EA,,
000000000010000438,false,ERSA,MECH-PUMP,,EA,,
000000000010000439,false,HIBE,ELEC-CTRL,,EA,,
000000000010000440,false,ERSA,INST-XMTR,,EA,,
000000000030000092,false,ERSA,MILL-LINR,ELL414426,EA,,
000000000010000441,false,ERSA,MECH-SEAL,ELL366673,EA,,
000000000080000097,false,ERSA,MECH-PUMP,,EA,,
000000000010000442,false,ERSA,MECH-PUMP,,EA,,
000000000010000443,false,ERSA,INST-XMTR,,EA,,
000000000010000444,false,ERSA,HYDR-ASSY,ELL781684,EA,,
000000000010000445,false,ERSA,ELEC-MOTR,,EA,,
000000000010000446,false,ERSA,HYDR-ASSY,,EA,,
000000000030000093,false,ERSA,INST-XMTR,,EA,,
000000000080000098,false,ERSA,ELEC-CTRL,,EA,,
000000000010000447,false,HIBE,INST-XMTR,,EA,,
000000000010000448,false,ERSA,INST-XMTR,,EA,,
000000000010000449,false,ERSA,ELEC-CTRL,,EA,,
000000000030000094,false,HIBE,INST-XMTR,,EA,,
000000000010000450,false,ERSA,CONV-COMP,,EA,,
000000000090000023,false,ERSA,MILL-LINR,,EA,01,
000000000010000451,false,ERSA,MECH-SEAL,,EA,,
000000000030000095,false,ERSA,INST-XMTR,,EA,,
000000000010000452,false,ERSA,MECH-SEAL,,EA,,
000000000010000453,false,ERSA,CONV-COMP,ELL976568,EA,,
000000000010000454,false,ERSA,INST-XMTR,,EA,,
000000000080000099,false,ERSA,INST-XMTR,,EA,,Z00R
000000000010000455,false,ERSA,MILL-LINR,,EA,,
000000000010000456,false,ERSA,MECH-SEAL,,EA,,
000000000010000457,false,HIBE,ELEC-MOTR,,EA,,
000000000010000458,false,HIBE,MILL-LINR,,EA,,
000000000010000459,false,ERSA,MILL-LINR,ELL391647,EA,,
000000000080000100,false,ERSA,CONV-COMP,ELL770467,EA,,
000000000010000460,false,ERSA,HYDR-ASSY,ELL520967,EA,,
000000000010000461,false,ERSA,CONV-COMP,ELL614372,EA,,
000000000010000462,false,ERSA,ELEC-MOTR,ELL933409,EA,,
000000000010000463,false,ERSA,MECH-PUMP,ELL316145,EA,,
000000000030000096,false,ERSA,CONV-COMP,ELL403537,EA,,
000000000010000464,false,ERSA,MECH-PUMP,,EA,,
000000000030000097,false,ERSA,MECH-BRG,ELL345693,EA,,
000000000010000465,false,ERSA,ELEC-CTRL,,EA,,
000000000010000466,false,ERSA,MECH-BRG,,EA,,
000000000010000467,false,ERSA,CONV-COMP,,EA,,
000000000010000468,false,ERSA,MECH-PUMP,,EA,,
000000000010000469,false,HIBE,MECH-PUMP,ELL328138,EA,,
000000000030000098,false,ERSA,CONV-COMP,,EA,,
000000000010000470,false,ERSA,ELEC-CTRL,,EA,,
000000000010000471,false,ERSA,HYDR-ASSY,ELL432642,EA,,
000000000090000024,false,ERSA,MECH-BRG,ELL807457,EA,01,
000000000010000472,false,ERSA,MECH-BRG,ELL291055,EA,,
000000000010000473,false,ERSA,MILL-LINR,,EA,,
000000000080000101,false,ERSA,ELEC-CTRL,ELL158077,EA,,
000000000010000474,false,ERSA,MECH-BRG,ELL785806,EA,,
000000000010000475,false,ERSA,MECH-PUMP,,EA,,
000000000030000099,false,ERSA,INST-XMTR,,EA,,
000000000080000102,false,ERSA,CONV-COMP,ELL110284,EA,,
000000000080000103,false,ERSA,MECH-GBOX,,EA,,
000000000030000100,false,ERSA,CONV-COMP,,EA,,
000000000010000476,false,ERSA,MECH-PUMP,,EA,,
000000000090000025,false,ERSA,MECH-PUMP,,EA,01,
000000000090000026,false,ERSA,CONV-COMP,,EA,01,
000000000010000477,false,ERSA,CONV-COMP,,EA,,
000000000010000478,false,ERSA,INST-XMTR,,EA,,
000000000030000101,false,ERSA,INST-XMTR,,EA,,
000000000030000102,false,ERSA,MILL-LINR,,EA,,
000000000030000103,false,ERSA,MECH-BRG,,EA,,
000000000010000479,false,ERSA,MECH-PUMP,,EA,,
000000000080000104,false,ERSA,MECH-BRG,,EA,,
000000000010000480,false,ERSA,CONV-COMP,,EA,,
000000000010000481,false,ERSA,MECH-SEAL,,EA,,
000000000010000482,false,HIBE,MECH-BRG,,EA,,
000000000010000483,false,ERSA,INST-XMTR,,EA,,
000000000010000484,false,ERSA,INST-XMTR,,EA,,
000000000010000485,false,ERSA,CONV-COMP,,EA,,
000000000080000105,false,ERSA,ELEC-MOTR,ELL468976,EA,,
000000000010000486,false,ERSA,ELEC-MOTR,ELL596004,EA,,
000000000010000487,false,ERSA,MECH-GBOX,,EA,,
000000000010000488,false,ERSA,MECH-GBOX,,EA,,
000000000030000104,false,ERSA,ELEC-CTRL,,EA,,
000000000010000489,false,ERSA,MILL-LINR,,EA,,
000000000080000106,false,ERSA,ELEC-MOTR,,EA,,Z00R
000000000010000490,false,ERSA,MECH-BRG,,EA,,
000000000080000107,false,ERSA,ELEC-MOTR,,EA,,
000000000090000027,false,HIBE,MILL-LINR,,EA,01,
000000000010000491,false,ERSA,MECH-GBOX,,EA,,
000000000010000492,false,ERSA,MECH-SEAL,,EA,,
000000000080000108,false,ERSA,ELEC-CTRL,,EA,,
000000000010000493,false,ERSA,MECH-SEAL,,EA,,
000000000010000494,false,ERSA,MECH-BRG,ELL722554,EA,,
000000000080000109,false,ERSA,MILL-LINR,,EA,,
000000000010000495,false,ERSA,ELEC-MOTR,,EA,,
000000000010000496,false,ERSA,HYDR-ASSY,ELL979339,EA,,
000000000030000105,false,ERSA,CONV-COMP,ELL395881,EA,,
000000000010000497,false,HIBE,HYDR-ASSY,,EA,,
000000000090000028,false,ERSA,HYDR-ASSY,,EA,01,
000000000010000498,false,ERSA,MECH-GBOX,,EA,,
000000000010000499,false,ERSA,CONV-COMP,,EA,,
000000000010000500,false,ERSA,MECH-SEAL,,EA,,
000000000030000106,false,ERSA,CONV-COMP,,EA,,
000000000080000110,false,HIBE,ELEC-MOTR,,EA,,
000000000010000501,false,ERSA,MECH-SEAL,,EA,,
000000000080000111,false,ERSA,CONV-COMP,,EA,,
000000000010000502,false,ERSA,MECH-PUMP,,EA,,
000000000010000503,false,ERSA,ELEC-CTRL,,EA,,
000000000010000504,false,HIBE,CONV-COMP,,EA,,
000000000010000505,false,HIBE,MECH-BRG,,EA,,
000000000010000506,false,ERSA,MECH-SEAL,,EA,,
000000000010000507,false,ERSA,INST-XMTR,,EA,,
000000000010000508,false,ERSA,INST-XMTR,,EA,,
000000000010000509,false,ERSA,MILL-LINR,ELL798169,EA,,
000000000010000510,false,HIBE,MECH-BRG,,EA,,
000000000010000511,false,ERSA,MILL-LINR,,EA,,
000000000010000512,false,ERSA,MILL-LINR,,EA,,
000000000010000513,false,ERSA,CONV-COMP,,EA,,
000000000010000514,false,ERSA,HYDR-ASSY,ELL734250,EA,,
000000000010000515,false,ERSA,HYDR-ASSY,,EA,,
000000000010000516,false,ERSA,MECH-PUMP,,EA,,
000000000010000517,false,ERSA,CONV-COMP,,EA,,
000000000010000518,false,ERSA,INST-XMTR,ELL497693,EA,,
000000000030000107,false,ERSA,MILL-LINR,ELL438352,EA,,
000000000010000519,false,ERSA,MECH-BRG,,EA,,
000000000010000520,false,ERSA,INST-XMTR,,EA,,
000000000010000521,false,ERSA,MECH-BRG,,EA,,
000000000010000522,false,HIBE,MECH-BRG,,EA,,
000000000030000108,false,ERSA,INST-XMTR,,EA,,
000000000010000523,false,ERSA,MECH-GBOX,,EA,,
000000000030000109,false,HIBE,MECH-GBOX,,EA,,
000000000010000524,false,ERSA,CONV-COMP,,EA,,
000000000010000525,false,ERSA,CONV-COMP,,EA,,
000000000090000029,false,ERSA,INST-XMTR,,EA,01,
000000000080000112,false,ERSA,MECH-PUMP,,EA,,
000000000010000526,false,ERSA,MILL-LINR,ELL411467,EA,,
000000000010000527,false,ERSA,INST-XMTR,,EA,,
000000000010000528,false,HIBE,MECH-GBOX,,EA,,
000000000010000529,false,ERSA,HYDR-ASSY,,EA,,
000000000080000113,false,ERSA,ELEC-CTRL,,EA,,0001
000000000010000530,false,ERSA,INST-XMTR,,EA,,
000000000010000531,false,ERSA,MECH-BRG,,EA,,
000000000080000114,false,ERSA,INST-XMTR,ELL349998,EA,,
000000000010000532,false,ERSA,MECH-SEAL,,EA,,
000000000030000110,false,ERSA,MECH-GBOX,,EA,,
000000000010000533,false,ERSA,ELEC-MOTR,,EA,,
000000000010000534,false,ERSA,MILL-LINR,ELL398144,EA,,
000000000010000535,false,ERSA,HYDR-ASSY,,EA,,
000000000010000536,false,ERSA,MECH-BRG,ELL716206,EA,,
000000000010000537,false,ERSA,MILL-LINR,,EA,,
000000000080000115,false,ERSA,MILL-LINR,,EA,,
000000000010000538,false,ERSA,MILL-LINR,,EA,,
000000000090000030,false,ERSA,CONV-COMP,,EA,01,
000000000010000539,false,ERSA,HYDR-ASSY,,EA,,
000000000010000540,false,ERSA,CONV-COMP,,EA,,
000000000030000111,false,ERSA,ELEC-CTRL,,EA,,
000000000010000541,false,ERSA,MECH-BRG,ELL826350,EA,,
000000000030000112,false,ERSA,CONV-COMP,,EA,,
000000000080000116,false,ERSA,MECH-PUMP,,EA,,0001
000000000010000542,false,ERSA,MECH-PUMP,ELL782207,EA,,
000000000030000113,false,HIBE,ELEC-CTRL,ELL658837,EA,,
000000000030000114,false,ERSA,CONV-COMP,,EA,,
000000000010000543,false,ERSA,ELEC-CTRL,,EA,,
000000000080000117,false,ERSA,ELEC-MOTR,,EA,,
000000000010000544,false,ERSA,MECH-SEAL,,EA,,
000000000030000115,false,ERSA,MILL-LINR,,EA,,
000000000030000116,false,ERSA,MECH-SEAL,,EA,,
000000000010000545,false,ERSA,MECH-SEAL,ELL538535,EA,,
000000000010000546,false,ERSA,MECH-BRG,,EA,,
000000000010000547,false,ERSA,MECH-PUMP,,EA,,
000000000010000548,false,ERSA,MECH-SEAL,,EA,,
000000000080000118,false,ERSA,ELEC-CTRL,ELL213124,EA,,
000000000010000549,false,HIBE,MECH-BRG,,EA,,
000000000010000550,false,ERSA,MECH-PUMP,ELL892470,EA,,
000000000030000117,false,ERSA,HYDR-ASSY,ELL710927,EA,,
000000000010000551,false,ERSA,MECH-PUMP,ELL174483,EA,,
000000000010000552,false,ERSA,MECH-PUMP,,EA,,
000000000010000553,false,ERSA,CONV-COMP,,EA,,
000000000030000118,false,ERSA,ELEC-CTRL,,EA,,
000000000010000554,false,ERSA,ELEC-MOTR,ELL180275,EA,,
000000000030000119,false,ERSA,HYDR-ASSY,,EA,,
000000000030000120,false,ERSA,MECH-PUMP,,EA,,
000000000010000555,false,ERSA,ELEC-MOTR,ELL368891,EA,,
000000000010000556,false,ERSA,ELEC-MOTR,,EA,,
000000000080000119,false,ERSA,MECH-SEAL,,EA,,
000000000010000557,false,ERSA,MECH-PUMP,,EA,,
000000000030000121,false,HIBE,MECH-BRG,,EA,,
000000000010000558,false,ERSA,MECH-PUMP,ELL882119,EA,,
000000000010000559,false,ERSA,MECH-PUMP,ELL295111,EA,,
000000000080000120,false,ERSA,ELEC-CTRL,,EA,,
000000000030000122,false,ERSA,ELEC-CTRL,ELL886887,EA,,
000000000080000121,false,ERSA,ELEC-MOTR,ELL131627,EA,,
000000000010000560,false,ERSA,ELEC-MOTR,,EA,,
000000000080000122,false,ERSA,ELEC-CTRL,,EA,,
000000000010000561,false,ERSA,MECH-GBOX,,EA,,
000000000090000031,false,ERSA,CONV-COMP,,EA,01,
000000000030000123,false,HIBE,MECH-PUMP,,EA,,
000000000010000562,false,ERSA,ELEC-CTRL,,EA,,
000000000080000123,false,HIBE,MECH-BRG,,EA,,Z00R
000000000030000124,false,ERSA,CONV-COMP,ELL874016,EA,,
000000000010000563,false,ERSA,ELEC-CTRL,ELL769639,EA,,
000000000080000124,false,ERSA,MECH-SEAL,,EA,,
000000000080000125,false,ERSA,MECH-GBOX,,EA,,0001
000000000010000564,false,ERSA,MILL-LINR,,EA,,
000000000010000565,false,HIBE,ELEC-CTRL,,EA,,
000000000080000126,false,ERSA,INST-XMTR,ELL906767,EA,,
000000000080000127,false,ERSA,INST-XMTR,,EA,,
000000000010000566,false,ERSA,ELEC-MOTR,,EA,,
000000000080000128,false,ERSA,CONV-COMP,,EA,,
000000000010000567,false,ERSA,INST-XMTR,,EA,,
000000000010000568,false,ERSA,MECH-BRG,,EA,,
000000000080000129,false,ERSA,ELEC-MOTR,,EA,,
000000000010000569,false,ERSA,MILL-LINR,ELL601489,EA,,
000000000010000570,false,ERSA,MECH-PUMP,ELL992343,EA,,
000000000010000571,false,ERSA,MECH-GBOX,ELL629852,EA,,
000000000010000572,false,ERSA,MECH-SEAL,ELL587558,EA,,
000000000010000573,false,HIBE,CONV-COMP,ELL211106,EA,,
000000000010000574,false,ERSA,ELEC-MOTR,,EA,,
000000000010000575,false,ERSA,MECH-BRG,,EA,,
000000000010000576,false,ERSA,MECH-PUMP,,EA,,
000000000030000125,false,ERSA,MECH-PUMP,ELL295560,EA,,
000000000010000577,false,ERSA,MECH-BRG,,EA,,
000000000080000130,false,ERSA,ELEC-CTRL,,EA,,Z00R
000000000010000578,false,ERSA,MECH-SEAL,,EA,,
000000000010000579,false,ERSA,ELEC-CTRL,,EA,,
000000000010000580,false,ERSA,CONV-COMP,,EA,,
000000000030000126,false,ERSA,HYDR-ASSY,ELL797409,EA,,
000000000010000581,false,HIBE,MILL-LINR,,EA,,
000000000010000582,false,HIBE,MECH-PUMP,,EA,,
000000000010000583,false,ERSA,MECH-GBOX,ELL769970,EA,,
000000000010000584,false,ERSA,MECH-GBOX,,EA,,
000000000010000585,false,ERSA,HYDR-ASSY,,EA,,
000000000010000586,false,ERSA,MECH-BRG,ELL708580,EA,,
000000000030000127,false,ERSA,MECH-BRG,,EA,,
000000000080000131,false,ERSA,MECH-BRG,,EA,,
000000000010000587,false,ERSA,MECH-BRG,,EA,,
000000000090000032,false,ERSA,ELEC-CTRL,,EA,01,
000000000010000588,false,ERSA,HYDR-ASSY,,EA,,
000000000080000132,false,ERSA,MECH-BRG,ELL746179,EA,,
000000000010000589,false,ERSA,MECH-BRG,,EA,,
000000000010000590,false,ERSA,ELEC-MOTR,,EA,,
000000000030000128,false,ERSA,ELEC-MOTR,,EA,,
000000000030000129,false,HIBE,MECH-PUMP,ELL408009,EA,,
000000000010000591,false,ERSA,ELEC-CTRL,ELL625161,EA,,
000000000010000592,false,HIBE,ELEC-CTRL,,EA,,
000000000080000133,false,HIBE,MECH-BRG,,EA,,
000000000010000593,false,ERSA,MECH-BRG,,EA,,
000000000010000594,false,HIBE,MECH-PUMP,ELL418020,EA,,
000000000030000130,false,ERSA,MECH-PUMP,,EA,,
000000000030000131,false,ERSA,MECH-PUMP,ELL943838,EA,,
000000000010000595,false,ERSA,ELEC-MOTR,ELL943680,EA,,
000000000010000596,false,ERSA,MILL-LINR,ELL466415,EA,,
000000000030000132,false,ERSA,HYDR-ASSY,,EA,,
000000000010000597,false,ERSA,MECH-SEAL,ELL623897,EA,,
000000000030000133,false,ERSA,MILL-LINR,ELL500586,EA,,
000000000080000134,false,HIBE,MECH-SEAL,ELL278917,EA,,
000000000010000598,false,HIBE,MECH-PUMP,ELL849491,EA,,
000000000090000033,false,ERSA,ELEC-MOTR,,EA,01,
000000000030000134,false,ERSA,MECH-PUMP,ELL311021,EA,,
000000000010000599,false,ERSA,MECH-SEAL,,EA,,
000000000010000600,false,ERSA,MECH-BRG,,EA,,
000000000080000135,false,ERSA,MILL-LINR,,EA,,0001
000000000080000136,false,ERSA,MECH-PUMP,,EA,,
000000000010000601,false,ERSA,MECH-GBOX,,EA,,
000000000010000602,false,ERSA,CONV-COMP,ELL452907,EA,,
000000000010000603,false,ERSA,MECH-BRG,,EA,,
000000000010000604,false,ERSA,ELEC-MOTR,,EA,,
000000000010000605,false,ERSA,CONV-COMP,,EA,,
000000000010000606,false,HIBE,ELEC-MOTR,,EA,,
000000000010000607,false,HIBE,INST-XMTR,,EA,,
000000000080000137,false,ERSA,MECH-PUMP,,EA,,
000000000080000138,false,ERSA,MILL-LINR,ELL645053,EA,,
000000000080000139,false,ERSA,MILL-LINR,,EA,,0001
