Objectclas,Objectid,Changenr,Tabname,Tabkey,Fname,Chngind,Value_new,Value_old
MATERIAL,000000000010000491,0001000149,MARC,0000000000100004913000,MABST,U,14.700,10.683
MATERIAL,000000000010000499,0001000150,MARC,0000000000100004994000,MINBE,U,0.600,0.535
MATERIAL,000000000010000499,0001000150,MARC,0000000000100004994000,MABST,U,1.200,1.874
MATERIAL,000000000010000507,0001000151,MARC,0000000000100005071000,MINBE,U,16.200,9.816
MATERIAL,000000000010000507,0001000151,MARC,0000000000100005071000,MABST,U,114.600,104.132
MATERIAL,000000000010000508,0001000152,MARC,0000000000100005082000,MINBE,U,2.700,1.228
MATERIAL,000000000010000508,0001000152,MARC,0000000000100005082000,MABST,U,3.700,5.452
MATERIAL,000000000010000510,0001000153,MARC,0000000000100005103000,MINBE,U,2.800,4.716
MATERIAL,000000000010000510,0001000153,MARC,0000000000100005103000,MABST,U,5.200,7.263
MATERIAL,000000000010000517,0001000154,MARC,0000000000100005172000,MINBE,U,0.700,0.466
MATERIAL,000000000010000517,0001000154,MARC,0000000000100005172000,MABST,U,0.900,1.427
MATERIAL,000000000010000522,0001000155,MARC,0000000000100005221000,MINBE,U,9.700,12.642
MATERIAL,000000000010000522,0001000155,MARC,0000000000100005221000,MABST,U,13.400,20.849
MATERIAL,000000000030000109,0001000156,MARC,0000000000300001092000,MINBE,U,10.500,10.722
MATERIAL,000000000030000109,0001000156,MARC,0000000000300001092000,MABST,U,14.000,18.807
MATERIAL,000000000010000529,0001000157,MARC,0000000000100005291000,MINBE,U,5.500,6.489
MATERIAL,000000000010000529,0001000157,MARC,0000000000100005291000,MABST,U,10.800,14.752
MATERIAL,000000000010000541,0001000158,MARC,0000000000100005411000,MINBE,U,8.900,15.209
MATERIAL,000000000010000541,0001000158,MARC,0000000000100005411000,MABST,U,12.700,15.209
MATERIAL,000000000010000543,0001000159,MARC,0000000000100005433000,MINBE,U,3.300,4.229
MATERIAL,000000000010000543,0001000159,MARC,0000000000100005433000,MABST,U,4.200,5.618
MATERIAL,000000000010000544,0001000160,MARC,0000000000100005441000,MINBE,U,6.500,10.628
MATERIAL,000000000010000544,0001000160,MARC,0000000000100005441000,MABST,U,10.600,15.800
MATERIAL,000000000010000559,0001000161,MARC,0000000000100005592000,MINBE,U,4.700,6.464
MATERIAL,000000000010000559,0001000161,MARC,0000000000100005592000,MABST,U,8.000,10.948
MATERIAL,000000000010000560,0001000162,MARC,0000000000100005602000,MINBE,U,63.000,96.589
MATERIAL,000000000010000560,0001000162,MARC,0000000000100005602000,MABST,U,196.000,276.760
MATERIAL,000000000080000122,0001000163,MARC,0000000000800001222000,MINBE,U,2.400,2.354
MATERIAL,000000000080000122,0001000163,MARC,0000000000800001222000,MABST,U,6.700,10.327
MATERIAL,000000000080000123,0001000164,MARC,0000000000800001232000,MINBE,U,3.800,1.945
MATERIAL,000000000080000123,0001000164,MARC,0000000000800001232000,MABST,U,6.900,9.652
MATERIAL,000000000010000564,0001000165,MARC,0000000000100005641000,MINBE,U,4.200,7.326
MATERIAL,000000000010000564,0001000165,MARC,0000000000100005641000,MABST,U,5.700,8.687
MATERIAL,000000000010000566,0001000166,MARC,0000000000100005661000,MINBE,U,1.800,2.478
MATERIAL,000000000010000566,0001000166,MARC,0000000000100005661000,MABST,U,6.200,7.386
MATERIAL,000000000080000128,0001000167,MARC,0000000000800001282000,MINBE,U,4.200,2.783
MATERIAL,000000000080000128,0001000167,MARC,0000000000800001282000,MABST,U,5.200,4.399
MATERIAL,000000000080000129,0001000168,MARC,0000000000800001292000,MINBE,U,1.300,0.576
MATERIAL,000000000080000129,0001000168,MARC,0000000000800001292000,MABST,U,2.800,4.031
MATERIAL,000000000010000571,0001000169,MARC,0000000000100005712000,MINBE,U,1.800,1.296
MATERIAL,000000000010000571,0001000169,MARC,0000000000100005712000,MABST,U,5.000,4.754
MATERIAL,000000000080000130,0001000170,MARC,0000000000800001301000,MINBE,U,1.900,1.578
MATERIAL,000000000080000130,0001000170,MARC,0000000000800001301000,MABST,U,4.700,5.988
MATERIAL,000000000010000581,0001000171,MARC,0000000000100005811000,MINBE,U,16.700,18.360
MATERIAL,000000000010000581,0001000171,MARC,0000000000100005811000,MABST,U,23.100,28.122
MATERIAL,000000000010000586,0001000172,MARC,0000000000100005861000,MINBE,U,4.600,6.442
MATERIAL,000000000010000586,0001000172,MARC,0000000000100005861000,MABST,U,9.800,17.775
MATERIAL,000000000080000136,0001000173,MARC,0000000000800001364000,MINBE,U,3.200,3.055
MATERIAL,000000000080000136,0001000173,MARC,0000000000800001364000,MABST,U,6.100,8.905
MATERIAL,000000000010000601,0001000174,MARC,0000000000100006012000,MINBE,U,2.600,2.367
MATERIAL,000000000010000601,0001000174,MARC,0000000000100006012000,MABST,U,6.000,9.816
MATERIAL,000000000010000603,0001000175,MARC,0000000000100006032000,MINBE,U,1.300,1.278
MATERIAL,000000000010000603,0001000175,MARC,0000000000100006032000,MABST,U,1.800,1.604
MATERIAL,000000000010000603,0001000176,MARC,0000000000100006034000,MINBE,U,1.500,1.416
MATERIAL,000000000010000603,0001000176,MARC,0000000000100006034000,MABST,U,2.100,3.112
MATERIAL,000000000010000605,0001000177,MARC,0000000000100006052000,MINBE,U,18.000,10.637
MATERIAL,000000000010000605,0001000177,MARC,0000000000100006052000,MABST,U,22.900,40.247
MATERIAL,000000000010000607,0001000178,MARC,0000000000100006071000,MINBE,U,2.000,1.335
MATERIAL,000000000010000607,0001000178,MARC,0000000000100006071000,MABST,U,3.000,3.389
MATERIAL,000000000010000610,0001000179,MARC,0000000000100006104000,MINBE,U,2.800,4.863
MATERIAL,000000000010000610,0001000179,MARC,0000000000100006104000,MABST,U,3.800,5.103
MATERIAL,000000000010000613,0001000180,MARC,0000000000100006133000,MINBE,U,13.000,6.331
MATERIAL,000000000010000613,0001000180,MARC,0000000000100006133000,MABST,U,16.900,18.853
MATERIAL,000000000010000614,0001000181,MARC,0000000000100006142000,MINBE,U,4.700,6.872
MATERIAL,000000000010000614,0001000181,MARC,0000000000100006142000,MABST,U,5.600,8.221
MATERIAL,000000000010000618,0001000182,MARC,0000000000100006184000,MINBE,U,9.200,12.655
MATERIAL,000000000010000618,0001000182,MARC,0000000000100006184000,MABST,U,11.700,12.655
MATERIAL,000000000010000618,0001000183,MARC,0000000000100006183000,MINBE,U,10.100,4.910
MATERIAL,000000000010000618,0001000183,MARC,0000000000100006183000,MABST,U,13.100,18.933
MATERIAL,000000000010000619,0001000184,MARC,0000000000100006194000,MINBE,U,10.600,15.664
MATERIAL,000000000010000619,0001000184,MARC,0000000000100006194000,MABST,U,14.700,15.664
MATERIAL,000000000080000146,0001000185,MARC,0000000000800001461000,MINBE,U,14.300,16.527
MATERIAL,000000000080000146,0001000185,MARC,0000000000800001461000,MABST,U,18.800,19.597
MATERIAL,000000000080000148,0001000186,MARC,0000000000800001484000,MINBE,U,2.300,2.832
MATERIAL,000000000080000148,0001000186,MARC,0000000000800001484000,MABST,U,5.700,8.428
MATERIAL,000000000030000142,0001000187,MARC,0000000000300001421000,MINBE,U,7.300,0.000
MATERIAL,000000000030000142,0001000187,MARC,0000000000300001421000,MABST,U,12.700,0.000
MATERIAL,000000000030000142,0001000188,MARC,0000000000300001424000,MINBE,U,2.200,1.404
MATERIAL,000000000030000142,0001000188,MARC,0000000000300001424000,MABST,U,3.800,3.553
MATERIAL,000000000010000638,0001000189,MARC,0000000000100006384000,MINBE,U,157.400,183.158
MATERIAL,000000000010000638,0001000189,MARC,0000000000100006384000,MABST,U,254.300,409.781
MATERIAL,000000000010000641,0001000190,MARC,0000000000100006412000,MINBE,U,6.500,3.619
MATERIAL,000000000010000641,0001000190,MARC,0000000000100006412000,MABST,U,11.800,13.914
MATERIAL,000000000010000645,0001000191,MARC,0000000000100006453000,MINBE,U,11.700,6.672
MATERIAL,000000000010000645,0001000191,MARC,0000000000100006453000,MABST,U,15.200,16.050
MATERIAL,000000000030000146,0001000192,MARC,0000000000300001464000,MINBE,U,10.800,0.000
MATERIAL,000000000030000146,0001000192,MARC,0000000000300001464000,MABST,U,14.400,0.000
MATERIAL,000000000010000647,0001000193,MARC,0000000000100006472000,MINBE,U,5.400,2.158
MATERIAL,000000000010000647,0001000193,MARC,0000000000100006472000,MABST,U,10.900,8.731
MATERIAL,000000000010000653,0001000194,MARC,0000000000100006533000,MINBE,U,7.100,10.894
MATERIAL,000000000010000653,0001000194,MARC,0000000000100006533000,MABST,U,55.000,82.091
MATERIAL,000000000010000657,0001000195,MARC,0000000000100006573000,MINBE,U,10.600,14.886
MATERIAL,000000000010000657,0001000195,MARC,0000000000100006573000,MABST,U,70.300,120.648
MATERIAL,000000000010000658,0001000196,MARC,0000000000100006581000,MINBE,U,46.200,49.287
MATERIAL,000000000010000658,0001000196,MARC,0000000000100006581000,MABST,U,134.100,142.312
MATERIAL,000000000010000661,0001000197,MARC,0000000000100006614000,MINBE,U,23.200,37.866
MATERIAL,000000000010000661,0001000197,MARC,0000000000100006614000,MABST,U,126.000,131.238
MATERIAL,000000000010000663,0001000198,MARC,0000000000100006632000,MINBE,U,21.000,13.602
MATERIAL,000000000010000663,0001000198,MARC,0000000000100006632000,MABST,U,119.200,206.744
MATERIAL,000000000010000667,0001000199,MARC,0000000000100006671000,MINBE,U,130.100,122.350
MATERIAL,000000000010000667,0001000199,MARC,0000000000100006671000,MABST,U,203.000,355.986
MATERIAL,000000000010000668,0001000200,MARC,0000000000100006681000,MINBE,U,12.400,13.471
MATERIAL,000000000010000668,0001000200,MARC,0000000000100006681000,MABST,U,18.100,24.592
MATERIAL,000000000030000151,0001000201,MARC,0000000000300001514000,MINBE,U,3.700,0.000
MATERIAL,000000000030000151,0001000201,MARC,0000000000300001514000,MABST,U,5.200,0.000
MATERIAL,000000000010000672,0001000202,MARC,0000000000100006723000,MINBE,U,10.500,16.513
MATERIAL,000000000010000672,0001000202,MARC,0000000000100006723000,MABST,U,14.000,19.586
MATERIAL,000000000010000676,0001000203,MARC,0000000000100006762000,MINBE,U,1.200,1.251
MATERIAL,000000000010000676,0001000203,MARC,0000000000100006762000,MABST,U,4.100,2.957
MATERIAL,000000000030000153,0001000204,MARC,0000000000300001534000,MINBE,U,10.500,0.000
MATERIAL,000000000030000153,0001000204,MARC,0000000000300001534000,MABST,U,14.400,0.000
MATERIAL,000000000010000683,0001000205,MARC,0000000000100006833000,MINBE,U,80.000,129.790
MATERIAL,000000000010000683,0001000205,MARC,0000000000100006833000,MABST,U,129.500,132.786
MATERIAL,000000000030000155,0001000206,MARC,0000000000300001552000,MINBE,U,5.000,0.000
MATERIAL,000000000030000155,0001000206,MARC,0000000000300001552000,MABST,U,8.200,0.000
MATERIAL,000000000030000155,0001000207,MARC,0000000000300001554000,MINBE,U,3.700,0.000
MATERIAL,000000000030000155,0001000207,MARC,0000000000300001554000,MABST,U,6.200,0.000
MATERIAL,000000000080000162,0001000208,MARC,0000000000800001622000,MINBE,U,2.000,0.841
MATERIAL,000000000080000162,0001000208,MARC,0000000000800001622000,MABST,U,4.100,4.466
MATERIAL,000000000080000164,0001000209,MARC,0000000000800001644000,MINBE,U,9.000,9.666
MATERIAL,000000000080000164,0001000209,MARC,0000000000800001644000,MABST,U,14.500,20.347
MATERIAL,000000000080000166,0001000210,MARC,0000000000800001661000,MINBE,U,4.000,3.510
MATERIAL,000000000080000166,0001000210,MARC,0000000000800001661000,MABST,U,6.900,10.329
MATERIAL,000000000010000691,0001000211,MARC,0000000000100006913000,MINBE,U,33.900,46.252
MATERIAL,000000000010000691,0001000211,MARC,0000000000100006913000,MABST,U,76.800,83.948
MATERIAL,000000000010000694,0001000212,MARC,0000000000100006944000,MINBE,U,85.800,63.048
MATERIAL,000000000010000694,0001000212,MARC,0000000000100006944000,MABST,U,193.900,330.434
MATERIAL,000000000010000695,0001000213,MARC,0000000000100006952000,MINBE,U,5.000,2.893
MATERIAL,000000000010000695,0001000213,MARC,0000000000100006952000,MABST,U,6.000,9.441
MATERIAL,000000000010000695,0001000214,MARC,0000000000100006951000,MINBE,U,2.900,2.052
MATERIAL,000000000010000695,0001000214,MARC,0000000000100006951000,MABST,U,3.500,3.590
MATERIAL,000000000030000158,0001000215,MARC,0000000000300001583000,MINBE,U,14.200,0.000
MATERIAL,000000000030000158,0001000215,MARC,0000000000300001583000,MABST,U,19.900,0.000
MATERIAL,000000000010000696,0001000216,MARC,0000000000100006961000,MINBE,U,5.600,4.830
MATERIAL,000000000010000696,0001000216,MARC,0000000000100006961000,MABST,U,7.200,5.894
MATERIAL,000000000010000699,0001000217,MARC,0000000000100006992000,MINBE,U,4.400,4.669
MATERIAL,000000000010000699,0001000217,MARC,0000000000100006992000,MABST,U,7.200,5.144
MATERIAL,000000000010000703,0001000218,MARC,0000000000100007033000,MINBE,U,1.800,0.823
MATERIAL,000000000010000703,0001000218,MARC,0000000000100007033000,MABST,U,3.500,4.365
MATERIAL,000000000010000704,0001000219,MARC,0000000000100007041000,MINBE,U,59.400,32.184
MATERIAL,000000000010000704,0001000219,MARC,0000000000100007041000,MABST,U,172.000,162.859
MATERIAL,000000000080000168,0001000220,MARC,0000000000800001682000,MINBE,U,8.800,13.454
MATERIAL,000000000080000168,0001000220,MARC,0000000000800001682000,MABST,U,14.800,13.454
MATERIAL,000000000010000706,0001000221,MARC,0000000000100007062000,MINBE,U,3.700,2.902
MATERIAL,000000000010000706,0001000221,MARC,0000000000100007062000,MABST,U,4.800,7.612
MATERIAL,000000000010000712,0001000222,MARC,0000000000100007124000,MINBE,U,34.200,25.584
MATERIAL,000000000010000712,0001000222,MARC,0000000000100007124000,MABST,U,120.200,208.084
MATERIAL,000000000010000716,0001000223,MARC,0000000000100007161000,MINBE,U,0.400,0.458
MATERIAL,000000000010000716,0001000223,MARC,0000000000100007161000,MABST,U,0.800,0.763
MATERIAL,000000000010000720,0001000224,MARC,0000000000100007204000,MINBE,U,0.500,0.401
MATERIAL,000000000010000720,0001000224,MARC,0000000000100007204000,MABST,U,1.500,2.383
MATERIAL,000000000010000721,0001000225,MARC,0000000000100007212000,MINBE,U,29.800,20.086
MATERIAL,000000000010000721,0001000225,MARC,0000000000100007212000,MABST,U,81.300,128.293
MATERIAL,000000000030000161,0001000226,MARC,0000000000300001612000,MINBE,U,4.700,0.000
MATERIAL,000000000030000161,0001000226,MARC,0000000000300001612000,MABST,U,6.200,0.000
MATERIAL,000000000080000170,0001000227,MARC,0000000000800001702000,MINBE,U,3.600,2.770
MATERIAL,000000000080000170,0001000227,MARC,0000000000800001702000,MABST,U,10.500,17.247
MATERIAL,000000000010000731,0001000228,MARC,0000000000100007314000,MINBE,U,118.600,100.468
MATERIAL,000000000010000731,0001000228,MARC,0000000000100007314000,MABST,U,177.000,185.016
MATERIAL,000000000010000732,0001000229,MARC,0000000000100007322000,MINBE,U,2.500,2.388
MATERIAL,000000000010000732,0001000229,MARC,0000000000100007322000,MABST,U,6.900,6.593
MATERIAL,000000000010000736,0001000230,MARC,0000000000100007362000,MINBE,U,59.900,105.000
MATERIAL,000000000010000736,0001000230,MARC,0000000000100007362000,MABST,U,105.200,105.000
MATERIAL,000000000010000737,0001000231,MARC,0000000000100007373000,MINBE,U,68.200,66.138
MATERIAL,000000000010000737,0001000231,MARC,0000000000100007373000,MABST,U,120.100,131.207
MATERIAL,000000000080000172,0001000232,MARC,0000000000800001723000,MINBE,U,4.100,5.664
MATERIAL,000000000080000172,0001000232,MARC,0000000000800001723000,MABST,U,7.200,13.088
MATERIAL,000000000010000739,0001000233,MARC,0000000000100007394000,MINBE,U,11.200,8.218
MATERIAL,000000000010000739,0001000233,MARC,0000000000100007394000,MABST,U,16.200,25.627
MATERIAL,000000000010000740,0001000234,MARC,0000000000100007404000,MINBE,U,72.400,61.298
MATERIAL,000000000010000740,0001000234,MARC,0000000000100007404000,MABST,U,138.800,120.892
MATERIAL,000000000010000741,0001000235,MARC,0000000000100007413000,MINBE,U,8.000,9.705
MATERIAL,000000000010000741,0001000235,MARC,0000000000100007413000,MABST,U,9.900,15.743
MATERIAL,000000000080000174,0001000236,MARC,0000000000800001742000,MINBE,U,2.800,2.387
MATERIAL,000000000080000174,0001000236,MARC,0000000000800001742000,MABST,U,6.400,7.380
MATERIAL,000000000010000747,0001000237,MARC,0000000000100007474000,MINBE,U,10.800,17.886
MATERIAL,000000000010000747,0001000237,MARC,0000000000100007474000,MABST,U,17.800,18.033
MATERIAL,000000000030000168,0001000238,MARC,0000000000300001682000,MINBE,U,6.900,0.000
MATERIAL,000000000030000168,0001000238,MARC,0000000000300001682000,MABST,U,11.000,0.000
MATERIAL,000000000030000169,0001000239,MARC,0000000000300001691000,MINBE,U,8.600,0.000
MATERIAL,000000000030000169,0001000239,MARC,0000000000300001691000,MABST,U,15.800,0.000
MATERIAL,000000000030000171,0001000240,MARC,0000000000300001712000,MINBE,U,4.800,0.000
MATERIAL,000000000030000171,0001000240,MARC,0000000000300001712000,MABST,U,7.500,0.000
MATERIAL,000000000010000764,0001000241,MARC,0000000000100007641000,MINBE,U,2.900,3.090
MATERIAL,000000000010000764,0001000241,MARC,0000000000100007641000,MABST,U,6.800,7.195
MATERIAL,000000000010000765,0001000242,MARC,0000000000100007653000,MINBE,U,9.300,8.371
MATERIAL,000000000010000765,0001000242,MARC,0000000000100007653000,MABST,U,15.900,18.553
MATERIAL,000000000010000769,0001000243,MARC,0000000000100007692000,MINBE,U,3.200,5.223
MATERIAL,000000000010000769,0001000243,MARC,0000000000100007692000,MABST,U,5.000,7.902
MATERIAL,000000000010000779,0001000244,MARC,0000000000100007794000,MINBE,U,14.300,24.157
MATERIAL,000000000010000779,0001000244,MARC,0000000000100007794000,MABST,U,19.200,30.127
MATERIAL,000000000010000782,0001000245,MARC,0000000000100007822000,MINBE,U,1.300,1.611
MATERIAL,000000000010000782,0001000245,MARC,0000000000100007822000,MABST,U,1.900,3.331
MATERIAL,000000000010000787,0001000246,MARC,0000000000100007871000,MINBE,U,3.800,6.242
MATERIAL,000000000010000787,0001000246,MARC,0000000000100007871000,MABST,U,7.400,10.827
MATERIAL,000000000010000791,0001000247,MARC,0000000000100007914000,MINBE,U,0.200,0.219
MATERIAL,000000000010000791,0001000247,MARC,0000000000100007914000,MABST,U,0.500,0.474
MATERIAL,000000000010000798,0001000248,MARC,0000000000100007981000,MINBE,U,19.800,30.453
MATERIAL,000000000010000798,0001000248,MARC,0000000000100007981000,MABST,U,138.300,187.303
MATERIAL,000000000010000809,0001000249,MARC,0000000000100008094000,MINBE,U,23.900,15.992
MATERIAL,000000000010000809,0001000249,MARC,0000000000100008094000,MABST,U,31.100,40.433
MATERIAL,000000000010000810,0001000250,MARC,0000000000100008104000,MINBE,U,30.900,18.625
MATERIAL,000000000010000810,0001000250,MARC,0000000000100008104000,MABST,U,136.800,100.906
MATERIAL,000000000010000816,0001000251,MARC,0000000000100008164000,MINBE,U,1.100,1.930
MATERIAL,000000000010000816,0001000251,MARC,0000000000100008164000,MABST,U,4.200,3.234
MATERIAL,000000000010000817,0001000252,MARC,0000000000100008174000,MINBE,U,5.100,8.966
MATERIAL,000000000010000817,0001000252,MARC,0000000000100008174000,MABST,U,10.300,17.809
MATERIAL,000000000030000186,0001000253,MARC,0000000000300001862000,MINBE,U,7.000,0.000
MATERIAL,000000000030000186,0001000253,MARC,0000000000300001862000,MABST,U,9.500,0.000
MATERIAL,000000000010000821,0001000254,MARC,0000000000100008212000,MINBE,U,20.000,24.081
MATERIAL,000000000010000821,0001000254,MARC,0000000000100008212000,MABST,U,52.100,69.194
MATERIAL,000000000010000824,0001000255,MARC,0000000000100008241000,MINBE,U,13.100,16.467
MATERIAL,000000000010000824,0001000255,MARC,0000000000100008241000,MABST,U,17.700,19.962
MATERIAL,000000000010000826,0001000256,MARC,0000000000100008264000,MINBE,U,110.000,115.699
MATERIAL,000000000010000826,0001000256,MARC,0000000000100008264000,MABST,U,216.100,333.039
MATERIAL,000000000010000829,0001000257,MARC,0000000000100008291000,MINBE,U,6.500,6.970
MATERIAL,000000000010000829,0001000257,MARC,0000000000100008291000,MABST,U,12.000,19.951
MATERIAL,000000000010000830,0001000258,MARC,0000000000100008302000,MINBE,U,6.000,9.120
MATERIAL,000000000010000830,0001000258,MARC,0000000000100008302000,MABST,U,7.600,9.120
MATERIAL,000000000010000832,0001000259,MARC,0000000000100008324000,MINBE,U,0.800,0.521
MATERIAL,000000000010000832,0001000259,MARC,0000000000100008324000,MABST,U,1.600,2.263
MATERIAL,000000000010000833,0001000260,MARC,0000000000100008333000,MINBE,U,195.500,148.712
MATERIAL,000000000010000833,0001000260,MARC,0000000000100008333000,MABST,U,301.200,398.040
MATERIAL,000000000010000835,0001000261,MARC,0000000000100008352000,MINBE,U,4.300,4.855
MATERIAL,000000000010000835,0001000261,MARC,0000000000100008352000,MABST,U,5.500,8.000
MATERIAL,000000000010000838,0001000262,MARC,0000000000100008382000,MINBE,U,12.700,16.235
MATERIAL,000000000010000838,0001000262,MARC,0000000000100008382000,MABST,U,15.700,16.235
MATERIAL,000000000010000840,0001000263,MARC,0000000000100008404000,MINBE,U,2.800,2.023
MATERIAL,000000000010000840,0001000263,MARC,0000000000100008404000,MABST,U,6.500,7.164
MATERIAL,000000000030000193,0001000264,MARC,0000000000300001931000,MINBE,U,2.000,0.000
MATERIAL,000000000030000193,0001000264,MARC,0000000000300001931000,MABST,U,4.000,0.000
MATERIAL,000000000010000845,0001000265,MARC,0000000000100008452000,MINBE,U,4.400,1.870
MATERIAL,000000000010000845,0001000265,MARC,0000000000100008452000,MABST,U,9.400,11.059
MATERIAL,000000000010000851,0001000266,MARC,0000000000100008513000,MINBE,U,6.700,3.082
MATERIAL,000000000010000851,0001000266,MARC,0000000000100008513000,MABST,U,11.400,18.962
MATERIAL,000000000010000854,0001000267,MARC,0000000000100008544000,MINBE,U,130.400,141.524
MATERIAL,000000000010000854,0001000267,MARC,0000000000100008544000,MABST,U,221.200,390.227
MATERIAL,000000000010000855,0001000268,MARC,0000000000100008554000,MINBE,U,3.400,1.894
MATERIAL,000000000010000855,0001000268,MARC,0000000000100008554000,MABST,U,6.900,12.079
MATERIAL,000000000010000859,0001000269,MARC,0000000000100008592000,MINBE,U,15.000,14.838
MATERIAL,000000000010000859,0001000269,MARC,0000000000100008592000,MABST,U,19.400,15.985
MATERIAL,000000000030000196,0001000270,MARC,0000000000300001963000,MINBE,U,5.800,0.000
MATERIAL,000000000030000196,0001000270,MARC,0000000000300001963000,MABST,U,8.800,0.000
MATERIAL,000000000010000867,0001000271,MARC,0000000000100008674000,MINBE,U,1.800,1.791
MATERIAL,000000000010000867,0001000271,MARC,0000000000100008674000,MABST,U,2.500,2.506
MATERIAL,000000000010000868,0001000272,MARC,0000000000100008684000,MINBE,U,7.600,5.279
MATERIAL,000000000010000868,0001000272,MARC,0000000000100008684000,MABST,U,11.000,14.394
MATERIAL,000000000080000200,0001000273,MARC,0000000000800002001000,MINBE,U,4.800,3.085
MATERIAL,000000000080000200,0001000273,MARC,0000000000800002001000,MABST,U,11.200,16.824
MATERIAL,000000000010000873,0001000274,MARC,0000000000100008731000,MINBE,U,11.700,9.010
MATERIAL,000000000010000873,0001000274,MARC,0000000000100008731000,MABST,U,15.600,11.435
MATERIAL,000000000030000199,0001000275,MARC,0000000000300001993000,MINBE,U,6.900,0.000
MATERIAL,000000000030000199,0001000275,MARC,0000000000300001993000,MABST,U,15.000,0.000
MATERIAL,000000000010000875,0001000276,MARC,0000000000100008752000,MINBE,U,7.000,4.350
MATERIAL,000000000010000875,0001000276,MARC,0000000000100008752000,MABST,U,12.400,20.504
MATERIAL,000000000010000879,0001000277,MARC,0000000000100008792000,MINBE,U,1.600,2.592
MATERIAL,000000000010000879,0001000277,MARC,0000000000100008792000,MABST,U,2.400,3.863
MATERIAL,000000000010000881,0001000278,MARC,0000000000100008812000,MINBE,U,1.400,1.009
MATERIAL,000000000010000881,0001000278,MARC,0000000000100008812000,MABST,U,3.100,2.550
MATERIAL,000000000010000882,0001000279,MARC,0000000000100008822000,MINBE,U,54.600,96.012
MATERIAL,000000000010000882,0001000279,MARC,0000000000100008822000,MABST,U,133.500,187.427
MATERIAL,000000000080000204,0001000280,MARC,0000000000800002044000,MINBE,U,14.900,22.945
MATERIAL,000000000080000204,0001000280,MARC,0000000000800002044000,MABST,U,19.000,23.849
MATERIAL,000000000010000887,0001000281,MARC,0000000000100008873000,MINBE,U,14.400,24.444
MATERIAL,000000000010000887,0001000281,MARC,0000000000100008873000,MABST,U,19.900,30.703
MATERIAL,000000000010000891,0001000282,MARC,0000000000100008912000,MINBE,U,1.400,1.154
MATERIAL,000000000010000891,0001000282,MARC,0000000000100008912000,MABST,U,2.100,3.408
MATERIAL,000000000010000892,0001000283,MARC,0000000000100008923000,MINBE,U,7.400,8.741
MATERIAL,000000000010000892,0001000283,MARC,0000000000100008923000,MABST,U,9.700,11.419
MATERIAL,000000000010000892,0001000284,MARC,0000000000100008921000,MINBE,U,11.700,19.379
MATERIAL,000000000010000892,0001000284,MARC,0000000000100008921000,MABST,U,15.600,26.085
MATERIAL,000000000010000893,0001000285,MARC,0000000000100008933000,MINBE,U,2.400,3.182
MATERIAL,000000000010000893,0001000285,MARC,0000000000100008933000,MABST,U,3.100,5.401
MATERIAL,000000000010000894,0001000286,MARC,0000000000100008941000,MINBE,U,1.300,1.125
MATERIAL,000000000010000894,0001000286,MARC,0000000000100008941000,MABST,U,3.300,3.893
MATERIAL,000000000080000205,0001000287,MARC,0000000000800002051000,MINBE,U,2.500,2.480
MATERIAL,000000000080000205,0001000287,MARC,0000000000800002051000,MABST,U,5.000,8.293
MATERIAL,000000000010000901,0001000288,MARC,0000000000100009014000,MINBE,U,5.700,3.998
MATERIAL,000000000010000901,0001000288,MARC,0000000000100009014000,MABST,U,10.700,12.409
MATERIAL,000000000030000205,0001000289,MARC,0000000000300002052000,MINBE,U,3.600,0.000
MATERIAL,000000000030000205,0001000289,MARC,0000000000300002052000,MABST,U,5.300,0.000
MATERIAL,000000000030000206,0001000290,MARC,0000000000300002063000,MINBE,U,7.600,0.000
MATERIAL,000000000030000206,0001000290,MARC,0000000000300002063000,MABST,U,12.000,0.000
MATERIAL,000000000010000904,0001000291,MARC,0000000000100009041000,MINBE,U,19.500,34.005
MATERIAL,000000000010000904,0001000291,MARC,0000000000100009041000,MABST,U,24.800,37.556
MATERIAL,000000000010000910,0001000292,MARC,0000000000100009103000,MINBE,U,3.700,6.393
MATERIAL,000000000010000910,0001000292,MARC,0000000000100009103000,MABST,U,4.600,8.020
MATERIAL,000000000010000910,0001000293,MARC,0000000000100009102000,MINBE,U,5.400,2.599
MATERIAL,000000000010000910,0001000293,MARC,0000000000100009102000,MABST,U,6.900,7.955
MATERIAL,000000000080000209,0001000294,MARC,0000000000800002093000,MINBE,U,2.000,2.490
MATERIAL,000000000080000209,0001000294,MARC,0000000000800002093000,MABST,U,5.500,6.005
MATERIAL,000000000010000914,0001000295,MARC,0000000000100009143000,MINBE,U,6.100,10.483
MATERIAL,000000000010000914,0001000295,MARC,0000000000100009143000,MABST,U,8.700,11.724
MATERIAL,000000000010000930,0001000296,MARC,0000000000100009301000,MINBE,U,7.100,7.188
MATERIAL,000000000010000930,0001000296,MARC,0000000000100009301000,MABST,U,9.000,15.518
MATERIAL,000000000010000933,0001000297,MARC,0000000000100009331000,MINBE,U,0.900,0.582
MATERIAL,000000000010000933,0001000297,MARC,0000000000100009331000,MABST,U,1.400,2.172
MATERIAL,000000000010000937,0001000298,MARC,0000000000100009372000,MINBE,U,2.400,2.439
MATERIAL,000000000010000937,0001000298,MARC,0000000000100009372000,MABST,U,5.900,9.878
MATERIAL,000000000080000212,0001000299,MARC,0000000000800002122000,MINBE,U,7.700,9.159
