Banfn,Bnfpo,Bsart,Loekz,Statu,Frgkz,Frgzu,Ekgrp,Ernam,Afnam,Txz01,Matnr,Werks,Lgort,Bednr,Matkl,Reswk,Menge,Meins,Badat,Lfdat,Preis,Peinh,Flief,Ebeln,Ebelp,Bsmng,Ebakz,Rsnum
2000001208,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ05,SPARE FOR CV-502,000000000010000204,3000,SP03,,ELEC-CTRL,,2.000,EA,2025-06-29T00:00:00,2025-08-04T00:00:00,117636.83,1.000,,4500001208,00010,2.000,true,
2000001209,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ02,SPARE FOR ML-201,000000000010000204,3000,SP03,,ELEC-CTRL,,2.000,EA,2026-04-24T00:00:00,2026-05-30T00:00:00,117636.83,1.000,,4500001209,00010,2.000,true,
2000001210,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ05,SPARE FOR CR-101,000000000010000204,1000,SP01,,ELEC-CTRL,,4.000,EA,2025-12-30T00:00:00,2026-02-04T00:00:00,117636.83,1.000,,4500001210,00010,4.000,true,
2000001211,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ03,SPARE FOR PU-611,000000000010000204,1000,SP01,,ELEC-CTRL,,3.000,EA,2026-03-20T00:00:00,2026-04-25T00:00:00,117636.83,1.000,,4500001211,00010,3.000,true,
2000001212,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ04,SPARE FOR SC-701,000000000010000204,1000,SP01,,ELEC-CTRL,,3.000,EA,2026-04-01T00:00:00,2026-05-07T00:00:00,117636.83,1.000,,4500001212,00010,3.000,true,
2000001213,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ02,SPARE FOR CR-101,000000000010000204,1000,SP01,,ELEC-CTRL,,4.000,EA,2026-08-30T00:00:00,2026-10-05T00:00:00,117636.83,1.000,,4500001213,00010,4.000,true,
2000001214,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ04,SPARE FOR CR-101,000000000080000048,3000,SP03,,HYDR-ASSY,,2.000,EA,2024-09-23T00:00:00,2024-10-27T00:00:00,404008.29,1.000,,4500001214,00010,2.000,true,
2000001215,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ02,SPARE FOR CR-102,000000000080000048,3000,SP03,,HYDR-ASSY,,3.000,EA,2024-11-21T00:00:00,2024-12-25T00:00:00,404008.29,1.000,,4500001215,00010,3.000,true,
2000001216,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ02,SPARE FOR TH-401,000000000080000048,3000,SP03,,HYDR-ASSY,,5.000,EA,2024-12-27T00:00:00,2025-01-30T00:00:00,404008.29,1.000,,4500001216,00010,5.000,true,
2000001217,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ04,SPARE FOR FL-310,000000000080000048,3000,SP03,,HYDR-ASSY,,3.000,EA,2025-09-14T00:00:00,2025-10-18T00:00:00,404008.29,1.000,,4500001217,00010,3.000,true,
2000001218,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ02,SPARE FOR CR-101,000000000080000048,3000,SP03,,HYDR-ASSY,,5.000,EA,2025-10-04T00:00:00,2025-11-07T00:00:00,404008.29,1.000,,4500001218,00010,5.000,true,
2000001219,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ02,SPARE FOR PU-611,000000000080000048,3000,SP03,,HYDR-ASSY,,2.000,EA,2026-03-10T00:00:00,2026-04-13T00:00:00,404008.29,1.000,,4500001219,00010,2.000,true,
2000001220,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ02,SPARE FOR PU-611,000000000080000048,3000,SP03,,HYDR-ASSY,,2.000,EA,2026-06-21T00:00:00,2026-07-25T00:00:00,404008.29,1.000,,4500001220,00010,2.000,true,
2000001221,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ02,SPARE FOR PU-611,000000000010000206,3000,SP03,,HYDR-ASSY,,126.000,EA,2024-09-03T00:00:00,2024-11-08T00:00:00,23827.90,1.000,,4500001221,00010,126.000,true,
2000001222,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ02,SPARE FOR PU-610,000000000010000206,3000,SP03,,HYDR-ASSY,,156.000,EA,2024-10-10T00:00:00,2024-12-15T00:00:00,23827.90,1.000,,4500001222,00010,156.000,true,
2000001223,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ04,SPARE FOR FA-810,000000000010000206,3000,SP03,,HYDR-ASSY,,171.000,EA,2024-11-17T00:00:00,2025-01-22T00:00:00,23827.90,1.000,,4500001223,00010,171.000,true,
2000001224,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ03,SPARE FOR FA-810,000000000010000206,3000,SP03,,HYDR-ASSY,,123.000,EA,2025-05-11T00:00:00,2025-07-16T00:00:00,23827.90,1.000,,4500001224,00010,123.000,true,
2000001225,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ02,SPARE FOR PU-610,000000000010000206,3000,SP03,,HYDR-ASSY,,107.000,EA,2025-10-04T00:00:00,2025-12-09T00:00:00,23827.90,1.000,,4500001225,00010,107.000,true,
2000001226,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ05,SPARE FOR TH-401,000000000010000206,3000,SP03,,HYDR-ASSY,,102.000,EA,2026-03-19T00:00:00,2026-05-24T00:00:00,23827.90,1.000,,4500001226,00010,102.000,true,
2000001227,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ05,SPARE FOR SC-701,000000000010000206,3000,SP03,,HYDR-ASSY,,109.000,EA,2026-08-29T00:00:00,2026-11-03T00:00:00,23827.90,1.000,,4500001227,00010,109.000,true,
2000001228,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ03,SPARE FOR CR-102,000000000010000207,3000,SP03,,INST-XMTR,,5.000,EA,2025-03-24T00:00:00,2025-04-28T00:00:00,173309.68,1.000,,4500001228,00010,5.000,true,
2000001229,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ05,SPARE FOR SC-701,000000000010000207,3000,SP03,,INST-XMTR,,5.000,EA,2025-07-06T00:00:00,2025-08-10T00:00:00,173309.68,1.000,,4500001229,00010,5.000,true,
2000001230,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ01,SPARE FOR FL-310,000000000010000207,3000,SP03,,INST-XMTR,,5.000,EA,2025-08-19T00:00:00,2025-09-23T00:00:00,173309.68,1.000,,4500001230,00010,5.000,true,
2000001231,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ01,SPARE FOR FL-310,000000000010000207,3000,SP03,,INST-XMTR,,3.000,EA,2026-01-08T00:00:00,2026-02-12T00:00:00,173309.68,1.000,,4500001231,00010,3.000,true,
2000001232,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ03,SPARE FOR FA-810,000000000010000207,3000,SP03,,INST-XMTR,,6.000,EA,2026-06-08T00:00:00,2026-07-13T00:00:00,173309.68,1.000,,4500001232,00010,6.000,true,
2000001233,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ02,SPARE FOR CV-501,000000000010000207,3000,SP03,,INST-XMTR,,6.000,EA,2026-07-12T00:00:00,2026-08-16T00:00:00,173309.68,1.000,,4500001233,00010,6.000,true,
2000001234,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ01,SPARE FOR CV-502,000000000010000208,2000,SP02,,ELEC-MOTR,,2.000,EA,2026-06-01T00:00:00,2026-06-17T00:00:00,101608.72,1.000,,4500001234,00010,2.000,true,
2000001235,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ01,SPARE FOR CV-501,000000000010000208,2000,SP02,,ELEC-MOTR,,2.000,EA,2026-07-08T00:00:00,2026-07-24T00:00:00,101608.72,1.000,,4500001235,00010,2.000,true,
2000001236,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ02,SPARE FOR PU-610,000000000010000210,4000,SP04,,CONV-COMP,,109.000,EA,2024-10-15T00:00:00,2024-11-13T00:00:00,3100.70,1.000,,4500001236,00010,109.000,true,
2000001237,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ04,SPARE FOR CR-102,000000000010000210,4000,SP04,,CONV-COMP,,93.000,EA,2025-03-28T00:00:00,2025-04-26T00:00:00,3100.70,1.000,,4500001237,00010,93.000,true,
2000001238,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ05,SPARE FOR CR-101,000000000010000210,4000,SP04,,CONV-COMP,,109.000,EA,2025-04-25T00:00:00,2025-05-24T00:00:00,3100.70,1.000,,4500001238,00010,109.000,true,
2000001239,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ01,SPARE FOR ML-201,000000000010000210,4000,SP04,,CONV-COMP,,90.000,EA,2025-07-14T00:00:00,2025-08-12T00:00:00,3100.70,1.000,,4500001239,00010,90.000,true,
2000001240,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ01,SPARE FOR ML-201,000000000010000210,4000,SP04,,CONV-COMP,,97.000,EA,2025-10-02T00:00:00,2025-10-31T00:00:00,3100.70,1.000,,4500001240,00010,97.000,true,
2000001241,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ04,SPARE FOR ML-201,000000000010000210,4000,SP04,,CONV-COMP,,104.000,EA,2026-02-20T00:00:00,2026-03-21T00:00:00,3100.70,1.000,,4500001241,00010,104.000,true,
2000001242,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ02,SPARE FOR TH-401,000000000010000210,4000,SP04,,CONV-COMP,,105.000,EA,2026-07-18T00:00:00,2026-08-16T00:00:00,3100.70,1.000,,4500001242,00010,105.000,true,
2000001243,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ05,SPARE FOR PU-610,000000000010000210,1000,SP01,,CONV-COMP,,118.000,EA,2024-11-13T00:00:00,2024-12-12T00:00:00,3100.70,1.000,,4500001243,00010,118.000,true,
2000001244,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ02,SPARE FOR FL-310,000000000010000210,1000,SP01,,CONV-COMP,,105.000,EA,2025-03-23T00:00:00,2025-04-21T00:00:00,3100.70,1.000,,4500001244,00010,105.000,true,
2000001245,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ04,SPARE FOR CR-101,000000000010000210,1000,SP01,,CONV-COMP,,110.000,EA,2025-05-25T00:00:00,2025-06-23T00:00:00,3100.70,1.000,,4500001245,00010,110.000,true,
2000001246,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ03,SPARE FOR TH-401,000000000010000210,1000,SP01,,CONV-COMP,,118.000,EA,2025-06-10T00:00:00,2025-07-09T00:00:00,3100.70,1.000,,4500001246,00010,118.000,true,
2000001247,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ02,SPARE FOR ML-201,000000000010000210,1000,SP01,,CONV-COMP,,96.000,EA,2025-09-24T00:00:00,2025-10-23T00:00:00,3100.70,1.000,,4500001247,00010,96.000,true,
2000001248,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ03,SPARE FOR ML-201,000000000010000210,1000,SP01,,CONV-COMP,,118.000,EA,2025-10-09T00:00:00,2025-11-07T00:00:00,3100.70,1.000,,4500001248,00010,118.000,true,
2000001249,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ02,SPARE FOR ML-202,000000000010000210,1000,SP01,,CONV-COMP,,102.000,EA,2026-01-02T00:00:00,2026-01-31T00:00:00,3100.70,1.000,,4500001249,00010,102.000,true,
2000001250,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ01,SPARE FOR CV-502,000000000010000210,1000,SP01,,CONV-COMP,,94.000,EA,2026-04-28T00:00:00,2026-05-27T00:00:00,3100.70,1.000,,4500001250,00010,94.000,true,
2000001251,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ02,SPARE FOR TH-401,000000000010000210,1000,SP01,,CONV-COMP,,102.000,EA,2026-07-09T00:00:00,2026-08-07T00:00:00,3100.70,1.000,,4500001251,00010,102.000,true,
2000001252,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ03,SPARE FOR ML-202,000000000080000049,4000,SP04,,MECH-BRG,,10.000,EA,2025-01-20T00:00:00,2025-02-07T00:00:00,70918.14,1.000,,4500001252,00010,10.000,true,
2000001253,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ04,SPARE FOR CV-502,000000000080000049,4000,SP04,,MECH-BRG,,10.000,EA,2025-12-12T00:00:00,2025-12-30T00:00:00,70918.14,1.000,,4500001253,00010,10.000,true,
2000001254,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ05,SPARE FOR FA-810,000000000080000049,4000,SP04,,MECH-BRG,,11.000,EA,2026-04-09T00:00:00,2026-04-27T00:00:00,70918.14,1.000,,4500001254,00010,11.000,true,
2000001255,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ05,SPARE FOR PU-611,000000000080000049,4000,SP04,,MECH-BRG,,10.000,EA,2026-05-23T00:00:00,2026-06-10T00:00:00,70918.14,1.000,,4500001255,00010,10.000,true,
2000001256,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ03,SPARE FOR CR-102,000000000080000049,4000,SP04,,MECH-BRG,,10.000,EA,2026-06-14T00:00:00,2026-07-02T00:00:00,70918.14,1.000,,4500001256,00010,10.000,true,
2000001257,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ03,SPARE FOR CV-502,000000000080000049,4000,SP04,,MECH-BRG,,10.000,EA,2026-07-28T00:00:00,2026-08-15T00:00:00,70918.14,1.000,,4500001257,00010,10.000,true,
2000001258,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ04,SPARE FOR ML-201,000000000010000211,4000,SP04,,HYDR-ASSY,,11.000,EA,2024-09-27T00:00:00,2025-01-31T00:00:00,37894.53,1.000,,4500001258,00010,11.000,true,
2000001259,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ03,SPARE FOR CR-102,000000000010000211,4000,SP04,,HYDR-ASSY,,14.000,EA,2024-10-11T00:00:00,2025-02-14T00:00:00,37894.53,1.000,,4500001259,00010,14.000,true,
2000001260,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ04,SPARE FOR CV-501,000000000010000211,4000,SP04,,HYDR-ASSY,,12.000,EA,2025-05-10T00:00:00,2025-09-13T00:00:00,37894.53,1.000,,4500001260,00010,12.000,true,
2000001261,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ01,SPARE FOR PU-610,000000000010000211,4000,SP04,,HYDR-ASSY,,12.000,EA,2026-01-07T00:00:00,2026-05-13T00:00:00,37894.53,1.000,,4500001261,00010,12.000,true,
2000001262,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ02,SPARE FOR CR-101,000000000010000211,4000,SP04,,HYDR-ASSY,,12.000,EA,2026-07-02T00:00:00,2026-11-05T00:00:00,37894.53,1.000,,4500001262,00010,12.000,true,
2000001263,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ04,SPARE FOR FL-310,000000000080000050,2000,SP02,,CONV-COMP,,7.000,EA,2024-09-18T00:00:00,2024-11-07T00:00:00,424236.54,1.000,,4500001263,00010,7.000,true,
2000001264,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ03,SPARE FOR ML-202,000000000080000050,2000,SP02,,CONV-COMP,,5.000,EA,2024-12-15T00:00:00,2025-02-03T00:00:00,424236.54,1.000,,4500001264,00010,5.000,true,
2000001265,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ03,SPARE FOR PU-611,000000000080000050,2000,SP02,,CONV-COMP,,5.000,EA,2025-03-21T00:00:00,2025-05-10T00:00:00,424236.54,1.000,,4500001265,00010,5.000,true,
2000001266,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ02,SPARE FOR PU-610,000000000080000050,2000,SP02,,CONV-COMP,,5.000,EA,2025-08-19T00:00:00,2025-10-08T00:00:00,424236.54,1.000,,4500001266,00010,5.000,true,
2000001267,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ05,SPARE FOR CV-501,000000000080000050,2000,SP02,,CONV-COMP,,7.000,EA,2025-09-27T00:00:00,2025-11-16T00:00:00,424236.54,1.000,,4500001267,00010,7.000,true,
2000001268,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ04,SPARE FOR CR-101,000000000080000050,2000,SP02,,CONV-COMP,,5.000,EA,2026-01-03T00:00:00,2026-02-22T00:00:00,424236.54,1.000,,4500001268,00010,5.000,true,
2000001269,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ02,SPARE FOR SC-701,000000000080000050,2000,SP02,,CONV-COMP,,5.000,EA,2026-04-01T00:00:00,2026-05-21T00:00:00,424236.54,1.000,,4500001269,00010,5.000,true,
2000001270,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ05,SPARE FOR FA-810,000000000010000213,4000,SP04,,HYDR-ASSY,,2.000,EA,2024-11-10T00:00:00,2025-03-27T00:00:00,523534.32,1.000,,4500001270,00010,2.000,true,
2000001271,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ04,SPARE FOR FA-810,000000000010000213,4000,SP04,,HYDR-ASSY,,2.000,EA,2024-12-06T00:00:00,2025-04-22T00:00:00,523534.32,1.000,,4500001271,00010,2.000,true,
2000001272,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ04,SPARE FOR ML-201,000000000010000213,4000,SP04,,HYDR-ASSY,,4.000,EA,2025-02-10T00:00:00,2025-06-27T00:00:00,523534.32,1.000,,4500001272,00010,4.000,true,
2000001273,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ05,SPARE FOR TH-401,000000000080000051,4000,SP04,,MECH-BRG,,4.000,EA,2024-09-05T00:00:00,2024-10-29T00:00:00,272980.31,1.000,,4500001273,00010,4.000,true,
2000001274,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ01,SPARE FOR PU-611,000000000080000051,4000,SP04,,MECH-BRG,,5.000,EA,2025-01-11T00:00:00,2025-03-06T00:00:00,272980.31,1.000,,4500001274,00010,5.000,true,
2000001275,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ04,SPARE FOR PU-611,000000000080000051,4000,SP04,,MECH-BRG,,5.000,EA,2025-06-03T00:00:00,2025-07-27T00:00:00,272980.31,1.000,,4500001275,00010,5.000,true,
2000001276,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ04,SPARE FOR SC-701,000000000080000051,4000,SP04,,MECH-BRG,,4.000,EA,2025-12-14T00:00:00,2026-02-06T00:00:00,272980.31,1.000,,4500001276,00010,4.000,true,
2000001277,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ03,SPARE FOR ML-201,000000000080000051,4000,SP04,,MECH-BRG,,4.000,EA,2026-04-17T00:00:00,2026-06-10T00:00:00,272980.31,1.000,,4500001277,00010,4.000,true,
2000001278,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ04,SPARE FOR FA-810,000000000010000214,4000,SP04,,CONV-COMP,,2.000,EA,2025-09-02T00:00:00,2025-10-30T00:00:00,107058.10,1.000,,4500001278,00010,2.000,true,
2000001279,00010,NB,,B,2,X,Z01,VZIREQ02,VZIREQ03,SPARE FOR TH-401,000000000010000214,4000,SP04,,CONV-COMP,,2.000,EA,2026-04-30T00:00:00,2026-06-27T00:00:00,107058.10,1.000,,4500001279,00010,2.000,true,
2000001280,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ02,SPARE FOR TH-401,000000000010000215,4000,SP04,,HYDR-ASSY,,2.000,EA,2025-10-02T00:00:00,2025-11-12T00:00:00,121625.91,1.000,,4500001280,00010,2.000,true,
2000001281,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ02,SPARE FOR CR-102,000000000010000215,4000,SP04,,HYDR-ASSY,,2.000,EA,2026-06-19T00:00:00,2026-07-30T00:00:00,121625.91,1.000,,4500001281,00010,2.000,true,
2000001282,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ05,SPARE FOR FL-310,000000000010000215,4000,SP04,,HYDR-ASSY,,2.000,EA,2026-08-26T00:00:00,2026-10-06T00:00:00,121625.91,1.000,,4500001282,00010,2.000,true,
2000001283,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ05,SPARE FOR CR-101,000000000010000216,4000,SP04,,HYDR-ASSY,,146.000,EA,2024-09-05T00:00:00,2024-11-09T00:00:00,23780.79,1.000,,4500001283,00010,146.000,true,
2000001284,00010,NB,,B,2,X,Z03,VZIREQ05,VZIREQ03,SPARE FOR FL-310,000000000010000216,4000,SP04,,HYDR-ASSY,,185.000,EA,2024-10-01T00:00:00,2024-12-05T00:00:00,23780.79,1.000,,4500001284,00010,185.000,true,
2000001285,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ03,SPARE FOR CV-502,000000000010000216,4000,SP04,,HYDR-ASSY,,209.000,EA,2024-11-02T00:00:00,2025-01-06T00:00:00,23780.79,1.000,,4500001285,00010,209.000,true,
2000001286,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ04,SPARE FOR CR-101,000000000010000216,4000,SP04,,HYDR-ASSY,,156.000,EA,2025-03-16T00:00:00,2025-05-20T00:00:00,23780.79,1.000,,4500001286,00010,156.000,true,
2000001287,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ05,SPARE FOR CR-102,000000000010000216,4000,SP04,,HYDR-ASSY,,166.000,EA,2025-08-02T00:00:00,2025-10-06T00:00:00,23780.79,1.000,,4500001287,00010,166.000,true,
2000001288,00010,NB,,B,2,X,Z01,VZIREQ04,VZIREQ01,SPARE FOR PU-610,000000000010000216,4000,SP04,,HYDR-ASSY,,205.000,EA,2025-09-15T00:00:00,2025-11-19T00:00:00,23780.79,1.000,,4500001288,00010,205.000,true,
2000001289,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ01,SPARE FOR FL-310,000000000010000216,4000,SP04,,HYDR-ASSY,,167.000,EA,2026-01-22T00:00:00,2026-03-28T00:00:00,23780.79,1.000,,4500001289,00010,167.000,true,
2000001290,00010,NB,,B,2,X,Z02,VZIREQ05,VZIREQ01,SPARE FOR CR-102,000000000010000216,4000,SP04,,HYDR-ASSY,,142.000,EA,2026-05-29T00:00:00,2026-08-02T00:00:00,23780.79,1.000,,4500001290,00010,142.000,true,
2000001291,00010,NB,,B,2,X,Z02,VZIREQ04,VZIREQ03,SPARE FOR PU-611,000000000010000216,4000,SP04,,HYDR-ASSY,,237.000,EA,2026-07-30T00:00:00,2026-10-03T00:00:00,23780.79,1.000,,4500001291,00010,237.000,true,
2000001292,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ05,SPARE FOR PU-610,000000000010000217,1000,SP01,,MECH-BRG,,13.000,EA,2024-10-21T00:00:00,2024-12-30T00:00:00,560364.07,1.000,,4500001292,00010,13.000,true,
2000001293,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ01,SPARE FOR TH-401,000000000010000217,1000,SP01,,MECH-BRG,,11.000,EA,2025-05-30T00:00:00,2025-08-08T00:00:00,560364.07,1.000,,4500001293,00010,11.000,true,
2000001294,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ01,SPARE FOR PU-611,000000000010000217,1000,SP01,,MECH-BRG,,20.000,EA,2025-07-24T00:00:00,2025-10-02T00:00:00,560364.07,1.000,,4500001294,00010,20.000,true,
2000001295,00010,NB,,B,2,X,Z01,VZIREQ05,VZIREQ02,SPARE FOR FL-310,000000000010000217,1000,SP01,,MECH-BRG,,11.000,EA,2026-06-19T00:00:00,2026-08-28T00:00:00,560364.07,1.000,,4500001295,00010,11.000,true,
2000001296,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ01,SPARE FOR CV-501,000000000010000219,2000,SP02,,MILL-LINR,,4.000,EA,2024-09-01T00:00:00,2025-01-04T00:00:00,89569.13,1.000,,4500001296,00010,4.000,true,
2000001297,00010,NB,,B,2,X,Z02,VZIREQ03,VZIREQ02,SPARE FOR CR-102,000000000010000219,2000,SP02,,MILL-LINR,,5.000,EA,2024-10-17T00:00:00,2025-02-19T00:00:00,89569.13,1.000,,4500001297,00010,5.000,true,
2000001298,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ04,SPARE FOR ML-201,000000000010000219,2000,SP02,,MILL-LINR,,3.000,EA,2025-05-15T00:00:00,2025-09-17T00:00:00,89569.13,1.000,,4500001298,00010,3.000,true,
2000001299,00010,NB,,B,2,X,Z02,VZIREQ01,VZIREQ02,SPARE FOR ML-201,000000000010000219,2000,SP02,,MILL-LINR,,3.000,EA,2025-11-04T00:00:00,2026-03-09T00:00:00,89569.13,1.000,,4500001299,00010,3.000,true,
2000001300,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ03,SPARE FOR FA-810,000000000010000219,2000,SP02,,MILL-LINR,,3.000,EA,2026-06-22T00:00:00,2026-10-25T00:00:00,89569.13,1.000,,4500001300,00010,3.000,true,
2000001301,00010,NB,,B,2,X,Z01,VZIREQ03,VZIREQ01,SPARE FOR CV-502,000000000080000052,3000,SP03,,MECH-BRG,,12.000,EA,2024-10-26T00:00:00,2024-12-05T00:00:00,157388.24,1.000,,4500001301,00010,12.000,true,
2000001302,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ03,SPARE FOR ML-202,000000000080000052,3000,SP03,,MECH-BRG,,14.000,EA,2025-10-11T00:00:00,2025-11-20T00:00:00,157388.24,1.000,,4500001302,00010,14.000,true,
2000001303,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ03,SPARE FOR FA-810,000000000080000052,3000,SP03,,MECH-BRG,,10.000,EA,2025-12-12T00:00:00,2026-01-21T00:00:00,157388.24,1.000,,4500001303,00010,10.000,true,
2000001304,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ01,SPARE FOR TH-401,000000000080000053,1000,SP01,,INST-XMTR,,3.000,EA,2025-01-04T00:00:00,2025-02-28T00:00:00,342518.39,1.000,,4500001304,00010,3.000,true,
2000001305,00010,NB,,B,2,X,Z03,VZIREQ01,VZIREQ02,SPARE FOR PU-611,000000000080000053,1000,SP01,,INST-XMTR,,3.000,EA,2025-02-15T00:00:00,2025-04-11T00:00:00,342518.39,1.000,,4500001305,00010,3.000,true,
2000001306,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ05,SPARE FOR SC-701,000000000080000053,1000,SP01,,INST-XMTR,,3.000,EA,2025-03-24T00:00:00,2025-05-18T00:00:00,342518.39,1.000,,4500001306,00010,3.000,true,
2000001307,00010,NB,,B,2,X,Z02,VZIREQ02,VZIREQ04,SPARE FOR ML-202,000000000080000053,1000,SP01,,INST-XMTR,,4.000,EA,2025-07-01T00:00:00,2025-08-25T00:00:00,342518.39,1.000,,4500001307,00010,4.000,true,
2000001308,00010,NB,,B,2,X,Z01,VZIREQ01,VZIREQ02,SPARE FOR PU-610,000000000080000053,1000,SP01,,INST-XMTR,,7.000,EA,2025-09-23T00:00:00,2025-11-17T00:00:00,342518.39,1.000,,4500001308,00010,7.000,true,
2000001309,00010,NB,,B,2,X,Z03,VZIREQ02,VZIREQ02,SPARE FOR ML-201,000000000080000053,1000,SP01,,INST-XMTR,,3.000,EA,2025-10-11T00:00:00,2025-12-05T00:00:00,342518.39,1.000,,4500001309,00010,3.000,true,
2000001310,00010,NB,,B,2,X,Z03,VZIREQ04,VZIREQ05,SPARE FOR CR-101,000000000080000053,1000,SP01,,INST-XMTR,,3.000,EA,2026-04-24T00:00:00,2026-06-18T00:00:00,342518.39,1.000,,4500001310,00010,3.000,true,
2000001311,00010,NB,,B,2,X,Z03,VZIREQ03,VZIREQ03,SPARE FOR CR-102,000000000080000053,1000,SP01,,INST-XMTR,,6.000,EA,2026-06-17T00:00:00,2026-08-11T00:00:00,342518.39,1.000,,4500001311,00010,6.000,true,
